"Time","cattle-fleet-local-system","cattle-monitoring-system","cattle-system","cert-manager","cilium-monitoring","default","kube-system","longhorn-system","sock-shop"
2023-03-16 12:20:00,0,33389,5859,0,31320,0,0,0,15633
2023-03-16 12:24:00,0,33115,232024,0,28404,0,0,0,16210
2023-03-16 12:28:00,0,34055,229215,0,32668,0,0,0,16100
2023-03-16 12:32:00,0,36917,227177,0,66971,0,0,0,15895
2023-03-16 12:36:00,0,34473,219515,0,29924,0,0,0,16065
2023-03-16 12:40:00,0,37013,5976,0,27333,0,0,0,16334
2023-03-16 12:44:00,0,34879,227073,0,32424,0,0,0,16097
2023-03-16 12:48:00,0,37078,233464,0,31353,0,0,0,15947
2023-03-16 12:52:00,0,34902,223569,0,31600,0,0,0,16045
2023-03-16 12:56:00,0,35499,226642,0,29586,0,0,0,16529
2023-03-16 13:00:00,0,36729,6008,0,32470,0,0,0,15885
2023-03-16 13:04:00,0,249955,226257,0,97798,0,0,0,15643
2023-03-16 13:08:00,0,33604,232709,0,30041,0,0,0,16491
2023-03-16 13:12:00,0,33729,221471,0,30836,0,0,0,15992
2023-03-16 13:16:00,0,33413,225947,0,31744,0,0,0,16245
2023-03-16 13:20:00,0,33225,5864,0,31090,0,0,0,16008
2023-03-16 13:24:00,0,33809,229571,0,28671,0,0,0,15459
2023-03-16 13:28:00,0,33593,234917,0,31971,0,0,0,16202
2023-03-16 13:32:00,0,35038,227781,0,65265,0,0,0,16076
2023-03-16 13:36:00,0,36724,225202,0,29383,0,0,0,16603
2023-03-16 13:40:00,0,36856,5782,0,33517,0,0,0,16119
2023-03-16 13:44:00,0,38043,227126,0,66024,0,0,0,15407
2023-03-16 13:48:00,0,36242,230904,0,31213,0,0,0,16457
2023-03-16 13:52:00,0,35891,231406,0,29098,0,0,0,15936
2023-03-16 13:56:00,0,34025,217887,0,31845,0,0,0,16425
2023-03-16 14:00:00,0,32172,6025,0,28150,0,0,0,16474
2023-03-16 14:04:00,0,582415,229447,0,348884,0,0,0,15530
2023-03-16 14:08:00,0,37709,237062,0,31648,0,0,0,16194
2023-03-16 14:12:00,0,34739,228502,0,32747,0,0,0,16155
2023-03-16 14:16:00,0,35327,224234,0,27747,0,0,0,15880
2023-03-16 14:20:00,0,33416,5939,0,33521,0,0,0,16565
2023-03-16 14:24:00,0,35009,220226,0,29460,0,0,0,15520
2023-03-16 14:28:00,0,34722,235724,0,29852,0,0,0,15962
2023-03-16 14:32:00,0,32110,224116,0,66961,0,0,0,16896
2023-03-16 14:36:00,0,34996,226248,0,29530,0,0,0,15639
2023-03-16 14:40:00,0,34684,5921,0,28080,0,0,538,16684
2023-03-16 14:44:00,0,32860,234743,0,33207,0,0,0,15496
2023-03-16 14:48:00,0,34508,227442,0,30159,0,0,0,15657
2023-03-16 14:52:00,0,38396,223279,0,32128,0,0,0,16677
2023-03-16 14:56:00,0,35687,228935,0,30488,0,0,0,16412
2023-03-16 15:00:00,0,37079,5939,0,29041,0,0,0,16001
2023-03-16 15:04:00,0,242651,226305,0,101274,0,0,0,16219
2023-03-16 15:08:00,0,33835,227326,0,32213,667,0,0,15433
2023-03-16 15:12:00,0,33731,230333,0,31056,24173,0,0,16723
2023-03-16 15:16:00,0,33837,226158,0,28518,554,0,0,15546
2023-03-16 15:20:00,0,33440,5816,0,33194,0,0,0,15723
2023-03-16 15:24:00,0,35092,232358,0,28681,828,0,0,17029
2023-03-16 15:28:00,0,36450,227140,0,29705,282,0,0,15593
2023-03-16 15:32:00,0,37843,230387,0,68175,0,0,0,16847
2023-03-16 15:36:00,0,36753,225206,0,29259,0,0,0,16195
2023-03-16 15:40:00,0,34210,5845,0,29151,0,0,0,15997
2023-03-16 15:44:00,0,36487,226190,0,69276,0,0,0,16112
2023-03-16 15:48:00,0,36313,236511,0,28042,0,0,0,15847
2023-03-16 15:52:00,0,34798,221969,0,30793,1149,0,0,16573
2023-03-16 15:56:00,0,34595,223485,0,32721,0,0,0,16030
2023-03-16 16:00:00,0,35286,5912,0,30801,0,0,0,15911

