"Time","Receive Errors","Receive Total","Transmit Errors","Receive Dropped","Transmit Dropped","Transmit Total"
2023-02-23 03:40:00,0,458,0,0,0,461
2023-02-23 03:42:00,0,507,0,0,0,509
2023-02-23 03:44:00,0,619,0,0,0,645
2023-02-23 03:46:00,0,551,0,0,0,502
2023-02-23 03:48:00,0,461,0,0,0,473
2023-02-23 03:50:00,0,449,0,0,0,468
2023-02-23 03:52:00,0,459,0,0,0,477
2023-02-23 03:54:00,0,617,0,0,0,643
2023-02-23 03:56:00,0,494,0,0,0,504
2023-02-23 03:58:00,0,454,0,0,0,466
2023-02-23 04:00:00,0,447,0,0,0,462
2023-02-23 04:02:00,0,456,0,0,0,472
2023-02-23 04:04:00,0,618,0,0,0,643
2023-02-23 04:06:00,0,522,0,0,0,530
2023-02-23 04:08:00,0,491,0,0,0,504
2023-02-23 04:10:00,0,453,0,0,0,467
2023-02-23 04:12:00,0,462,0,0,0,477
2023-02-23 04:14:00,0,629,0,0,0,657
2023-02-23 04:16:00,0,545,0,0,0,561
2023-02-23 04:18:00,0,462,0,0,0,473
2023-02-23 04:20:00,0,443,0,0,0,457
2023-02-23 04:22:00,0,455,0,0,0,470
2023-02-23 04:24:00,0,620,0,0,0,648
2023-02-23 04:26:00,0,570,0,0,0,590
2023-02-23 04:28:00,0,452,0,0,0,468
2023-02-23 04:30:00,0,443,0,0,0,459
2023-02-23 04:32:00,0,460,0,0,0,470
2023-02-23 04:34:00,0,665,0,0,0,685
2023-02-23 04:36:00,0,623,0,0,0,635
2023-02-23 04:38:00,0,448,0,0,0,459
2023-02-23 04:40:00,0,448,0,0,0,462
2023-02-23 04:42:00,0,464,0,0,0,479
2023-02-23 04:44:00,0,633,0,0,0,660
2023-02-23 04:46:00,0,605,0,0,0,627
2023-02-23 04:48:00,0,450,0,0,0,465
2023-02-23 04:50:00,0,446,0,0,0,463
2023-02-23 04:52:00,0,448,0,0,0,464
2023-02-23 04:54:00,0,658,0,0,0,681
2023-02-23 04:56:00,0,624,0,0,0,647
2023-02-23 04:58:00,0,453,0,0,0,467
2023-02-23 05:00:00,0,449,0,0,0,464
2023-02-23 05:02:00,0,446,0,0,0,462
2023-02-23 05:04:00,0,622,0,0,0,649
2023-02-23 05:06:00,0,637,0,0,0,658
2023-02-23 05:08:00,0,451,0,0,0,463
2023-02-23 05:10:00,0,458,0,0,0,473
2023-02-23 05:12:00,0,484,0,0,0,495
2023-02-23 05:14:00,0,616,0,0,0,643
2023-02-23 05:16:00,0,628,0,0,0,651
