"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)"
2023-03-22 12:48:00,0,77.8,25671,53337,0,0,0,0,0,178,276,124,124,65.8,121,38.5,0,587,31.8,0,38.5,1924,4.27,122,0,66.1,41779,19,1954,7203,0,1870,77.8,0,36161,61341,0,0,0,0,0,224,105,29.0,29.0,41.5,29.0,19,0,700,25.7,0,19,191,4.13,29.0,0,41.4,20274,38.5,233,1181,0,1864
2023-03-22 12:50:00,0,83.3,23931,51365,0,0,0,0,0,178,278,129,134,65.8,126,38.9,0,590,32.0,0,38.5,1782,4.73,134,0,66.1,41816,19,1795,6854,0,1335,83.3,0,35656,60608,0,0,0,0,0,225,115,30.3,31.6,40.4,30.3,19,0,698,26.0,0,19,190,4.60,31.6,0,41.7,19067,38.5,212,1130,0,1332
2023-03-22 12:52:00,0,79.6,34080,62223,0,0,0,0,0,178,279,119,118,65.7,116,38.9,0,592,31.6,0,38.5,1859,4.97,128,0,66.7,41685,19,1884,7083,0,1601,79.6,0,35798,60301,0,0.389,0,0,0,224,115,27.7,27.7,40.7,27.7,19,0,696,25.5,0,19,188,4.83,30.3,0,41.7,28966,38.5,227,1138,0,1600
2023-03-22 12:54:00,0,72.7,24600,52088,0,0,0,0,0,177,278,118,123,65.7,116,38.5,0,589,31.8,0,38.5,1862,4.97,116,0,65.7,41575,19,1884,7048,0,1607,72.7,0,35719,60785,0,0.389,0,0,0,224,108,27.7,29.0,41.0,27.7,19,0,694,25.7,0,19,206,4.83,27.7,0,40.6,19460,38.5,228,1151,0,1609
2023-03-22 12:56:00,0,75.2,33802,61932,0,0,0,0,0,178,280,130,124,66.1,126,38.5,0,592,32.3,0,38.5,1738,4.97,128,0,65.7,41654,19,1745,6763,0,1073,75.2,0,35251,59201,0,0,0,0,0,221,118,30.3,29.0,40.6,30.3,19,0,692,26.2,0,19,202,4.83,30.3,0,40.6,29225,38.5,222,1140,0,1080
2023-03-22 12:58:00,0,80.4,25690,53291,0,0,0.389,0,0.389,179,281,136,135,66.2,126,38.5,0,592,32.3,0,38.5,1942,4.97,139,0,65.7,41663,19,1953,7230,0.389,1866,80.4,0,36037,61220,0,0,0,0,0,221,120,31.6,31.6,40.6,30.3,19,0,692,26.2,0,19,202,5.22,32.9,0,40.3,20308,38.5,224,1178,0,1861
2023-03-22 13:00:00,0,79.3,23917,51306,0,0.389,0,0,0,179,278,130,124,66.0,120,38.5,0,587,32.0,0,38.9,1796,4.50,128,0,65.3,41602,19,1808,6906,0,1338,79.3,0,35475,60491,0,0,0,0,0,223,107,30.3,29.0,40.6,29.0,19,0,695,26.0,0,19,198,4.37,30.3,0.389,39.9,19048,38.5,221,1155,0,1339
2023-03-22 13:02:00,0,74.5,29168,56935,0,0,0,0,0,176,280,119,124,66.0,110,38.5,0,588,32.6,0,38.5,1875,4.26,122,0,65.3,41603,19.0,1895,7049,0,1601,74.5,0,35738,60640,0,0,0,0.389,0,224,116,27.6,29.0,41.7,26.3,19.0,0,694,26.6,0,19.4,204,4.13,29.0,0,40.2,24056,38.5,230,1138,0,1600
2023-03-22 13:04:00,0,80.4,23677,51072,0,0,0,0,0,175,273,124,124,65.3,120,38.5,0,585,32.3,0,38.5,1941,4.27,117,0.389,65.4,41573,19.4,1966,7239,0,1872,80.4,0,35974,61113,0,0,0,0,0,224,104,29.0,29.0,40.3,29.0,19,0,696,26.2,0,19,196,4.13,27.7,0,40.6,18288,38.5,224,1172,0.389,1871
2023-03-22 13:06:00,0,80.4,32924,60987,0,0,0,0,0,178,275,124,118,65.7,121,38.5,0,587,32.0,0,38.5,1802,4.27,122,0,65.8,41671,19,1823,6983,0,1334,80.4,0,35518,60147,0,0,0,0,0,223,106,29.4,27.7,40.3,29.4,19,0,697,26.0,0,19,200,4.13,29.0,0,40.3,28089,38.5,219,1175,0,1338
2023-03-22 13:08:00,0,88.1,25406,52954,0,0,0,0,0,177,281,135,134,66.0,126,38.5,0,591,32.3,0,38.5,1896,4.27,128,0,66.1,41626,19,1893,7159,0,1604,88.1,0,35773,60409,0.389,0,0,0,0,225,118,31.6,31.6,40.6,30.3,19.4,0,696,26.2,0,19,222,4.13,30.3,0,40.6,20278,38.5,231,1159,0,1599
2023-03-22 13:10:00,0,76.7,32358,60403,0,0,0,0,0,178,280,124,124,66.1,132,38.5,0,591,32.6,0,38.5,1805,4.27,122,0,66.1,41614,19,1819,6892,0,1341,76.7,0,35487,60009,0.389,0,0,0,0,222,109,29.0,29.0,40.6,31.6,19.4,0,697,26.6,0,19,209,4.13,29.0,0,41.7,27521,38.5,233,1134,0,1338
2023-03-22 13:12:00,0,74.9,25410,52932,0,0,0,0,0,178,275,136,135,66.0,126,38.5,0,592,32.3,0,38.5,1877,4.27,132,0,66.1,41595,19,1905,7077,0,1600,74.9,0,35719,60294,0,0,0,0,0.389,222,107,31.6,31.6,40.6,30.3,19,0,696,26.2,0,19,205,4.13,31.6,0,41.7,20292,38.5,236,1149,0,1598
2023-03-22 13:14:00,0,78.9,22614,49924,0,0,0,0,0,178,276,136,129,65.6,126,38.5,0,587,32.0,0,38.5,1929,4.27,128,0,65.8,41550,19,1956,7221,0,1869,78.9,0,35958,60994,0,0,0,0,0.389,224,113,31.6,30.3,40.6,30.3,19,0,695,26.0,0,19,188,4.13,30.3,0,40.6,17215,38.5,221,1177,0,1862
2023-03-22 13:16:00,0,72.7,31926,59886,0,0,0,0,0,178,276,130,129,65.3,126,38.5,0,586,31.6,0,38.5,1798,4.27,133,0,65.4,41632,19,1816,6873,0,1337,72.7,0,35488,59956,0,0,0,0,0,224,107,30.3,30.3,40.6,30.3,19,0,695,25.5,0,19,196,4.13,31.6,0,40.6,27072,38.9,224,1126,0,1340
2023-03-22 13:18:00,0,75.6,25151,52631,0,0,0,0,0,178,282,130,135,65.7,126,38.5,0,587,31.6,0,38.5,1895,4.66,128,0,65.3,41570,19,1903,7106,0,1605,75.6,0,35705,60481,0,0,0,0,0,224,119,36.1,31.6,40.6,30.3,19,0,700,25.5,0,19,212,4.13,30.3,0,41.4,20032,38.9,228,1133,0,1607
2023-03-22 13:20:00,0,77.4,34628,62802,0,0,0,0,0,181,282,124,124,66.1,116,38.5,0,585,31.6,0,38.5,1794,4.66,122,0,65.7,41712,19,1822,6905,0,1340,77.4,0,35547,59937,0,0,0,0,0,222,118,34.7,29.0,40.6,27.7,19,0,702,25.5,0,19,192,4.13,29.0,0,41.4,29806,38.5,228,1157,0,1334
2023-03-22 13:22:00,0,74.5,25174,52688,0,0,0,0,0,178,281,118,117,65.8,115,38.5,0.389,586,31.6,0,38.5,1809,4.27,117,0,65.7,41605,19,1832,6998,0,1344,74.5,0,35471,59439,0,0,0,0,0,223,113,27.7,27.7,40.3,27.7,19,0,701,25.5,0,19,194,4.13,27.7,0,41,20312,38.5,226,1162,0,1335
2023-03-22 13:24:00,0,78.5,24621,52100,0,0,0,0,0,181,274,124,124,65.8,121,38.5,0,587,31.6,0.389,38.5,1934,4.27,128,0,65.3,41916,19,1965,7210,0,1866,78.5,0,36305,61435,0,0,0.389,0,0,221,103,29.0,29.4,41,29.0,19,0,700,25.5,0,19,195,4.13,30.3,0,40.3,19215,38.5,229,1166,0,1863
2023-03-22 13:26:00,0,76.0,34846,63086,0.389,0,0,0,0,180,279,129,128,65.7,126,38.5,0,590,31.6,0,38.5,1807,4.73,128,0,65.8,41994,19,1825,6914,0,1338,76.0,0,35846,60711,0,0,0,0,0,222,113,30.3,30.3,41,30.3,19,0,697,25.5,0,19,201,4.60,30.3,0,40.6,30017,38.5,224,1140,0,1339
2023-03-22 13:28:00,0,82.9,24208,51744,0,0,0,0,0,178,273,130,130,65.7,126,38.5,0,588,31.6,0,38.5,1886,4.97,133,0,65.8,41587,19,1898,7109,0,1603,82.9,0,35741,60536,0,0,0,0,0,222,104,30.3,30.3,41,35.5,19,0,701,25.5,0,19,208,4.83,31.6,0,40.3,19062,38.5,226,1187,0,1605
2023-03-22 13:30:00,0,80.7,33946,62242,0,0,0,0,0,178,279,130,129,65.7,132,38.5,0,587,31.8,0,38.5,1858,4.97,127,0,65.0,41657,19,1875,7018,0,1614,80.7,0,35812,60539,0,0,0,0,0,222,115,30.3,35.8,40.6,36.8,19,0.389,698,25.7,0.389,19,197,4.83,30.3,0,39.9,28825,38.5,215,1184,0,1603
2023-03-22 13:32:00,0,84.0,25087,52607,0,0,0,0,0,177,278,124,129,66.1,126,38.5,0,589,32.3,0,38.5,1807,4.97,128,0,65.3,41534,19,1823,6905,0,1350,84.0,0,35448,59862,0,0,0,0,0,225,114,29.0,30.3,41.4,30.3,19,0,699,26.2,0,19,200,4.83,30.3,0,40.3,20209,38.5,224,1140,0,1337
2023-03-22 13:34:00,0,78.6,29956,57913,0,0,0,0,0,176,281,130,129,66.1,127,38.5,0,591,31.9,0,38.5,1942,4.97,128,0,65.8,41641,19.0,1966,7178,0,1871,78.6,0,36033,61526,0,0,0,0,0,223,110,30.3,30.3,41.0,30.3,19.0,0,700,25.8,0,19.0,213,4.84,35.9,0,40.7,24572,38.5,243,1160,0,1864
2023-03-22 13:36:00,0,75.6,25189,52820,0,0,0,0,0,180,278,124,124,65.7,120,38.5,0,591,32.3,0,38.5,1806,4.97,122,0,65.7,41653,19,1821,6984,0,1336,75.6,0,35505,60163,0,0,0,0,0,222,115,29.0,29.0,40.6,29.0,19,0,697,26.2,0,19,210,4.83,29.4,0,41.0,20335,38.5,234,1184,0,1342
2023-03-22 13:38:00,0.389,77.5,23345,50752,0,0,0,0,0,180,277,130,129,65.0,126,38.5,0,589,32.3,0,38.5,1880,4.97,122,0,65.4,41574,19,1898,7141,0,1602,77.5,0.389,35715,60266,0,0,0,0,0,223,120,30.3,30.3,39.5,30.3,19,0,699,26.2,0,19,210,4.83,29.4,0,40.3,18214,38.5,231,1160,0,1599
2023-03-22 13:40:00,0.389,75.6,33071,61239,0,0,0,0,0,178,279,124,129,65.3,120,38.5,0,588,32.5,0,38.5,1893,4.50,122,0,65.8,41705,19,1901,7078,0,1609,75.6,0.389,35810,60791,0,0,0,0,0,223,115,29.0,30.3,39.9,29.0,19,0,700,26.4,0,19,217,4.37,29.0,0,41,27963,38.5,236,1151,0,1599
2023-03-22 13:42:00,0,80.8,24804,52255,0,0,0,0,0,175,277,119,118,65.8,116,38.5,0,588,32.7,0,38.5,1736,4.27,117,0,65.8,41608,19,1752,6852,0,1081,80.8,0,35208,58943,0,0,0,0,0,224,110,27.7,27.7,40.6,27.7,19,0,699,26.2,0,19,202,4.13,27.7,0,41,20192,38.5,225,1178,0,1073
2023-03-22 13:44:00,0,81.8,32900,61022,0,0,0,0,0,174,277,129,128,65.4,126,38.5,0,586,32.7,0,38.5,1942,4.27,117,0,65.7,41733,19,1958,7202,0,1878,81.8,0,36117,61284,0,0,0,0,0,223,114,30.3,30.3,39.9,30.3,19,0,696,26.2,0,19,205,4.13,27.7,0,41,27527,38.5,229,1142,0,1862
2023-03-22 13:46:00,0,74.9,25138,52595,0,0,0,0,0,178,274,130,129,65.3,132,38.5,0,586,32.3,0,38.5,1800,4.73,128,0,65.3,41544,19,1866,6931,0,1347,74.9,0,35439,60212,0,0,0,0,0,222,106,30.3,30.3,40.3,31.6,19,0,695,26.2,0,19,199,4.60,30.3,0,41,20259,38.5,239,1139,0,1341
2023-03-22 13:48:00,0,72.7,23253,50545,0,0,0,0.389,0,178,278,124,129,66.1,121,38.5,0,589,32.3,0,38.5,1876,4.97,121,0,65.7,41555,19,1876,7053,0,1616,72.7,0,35684,59952,0,0,0,0,0,223,114,29.0,30.3,41.4,29.0,19,0,699,26.2,0,19,202,4.83,29.0,0,40.6,18106,38.5,214,1124,0,1601
2023-03-22 13:50:00,0,78.5,33379,61540,0,0,0,0,0,180,282,124,124,66.2,126,38.5,0,586,31.4,0,38.5,1927,4.97,128,0,65.7,41656,19,1952,7133,0,1876,78.5,0,36038,61453,0,0,0,0,0,223,118,29.0,29.0,40.7,30.3,19,0,701,25.4,0,19,191,4.83,30.3,0,40.3,28009,38.5,227,1132,0,1865
2023-03-22 13:52:00,0,75.2,24548,52004,0,0,0,0,0,178,276,136,135,66.2,126,38.5,0,587,31.6,0,38.5,1734,4.97,128,0,66.1,41553,19,1758,6844,0,1072,75.2,0,35172,59129,0,0,0,0,0,224,108,31.6,31.6,41.1,30.3,19,0,700,25.5,0,19,203,4.83,30.3,0,41,19955,38.5,231,1159,0,1072
2023-03-22 13:54:00,0,77.4,34784,63030,0,0,0.389,0,0.389,179,283,136,140,65.7,131,38.9,0,590,31.6,0,38.5,1861,4.73,139,0,65.8,41630,19,1880,7075,0,1611,77.4,0,35761,60630,0,0,0,0,0,223,121,31.6,32.9,40.6,31.6,19,0,697,25.5,0,19,191,4.60,32.9,0,41,29684,38.5,225,1172,0,1600
2023-03-22 13:56:00,0,81.1,25176,52689,0,0,0,0,0,177,281,130,129,66.0,116,38.5,0,589,31.6,0,38.5,1812,4.27,128,0,65.7,41603,19,1818,6972,0,1344,81.1,0,35470,60646,0,0.389,0,0.389,0,223,118,30.3,30.3,40.6,27.7,19,0,698,25.5,0,19,200,4.13,30.3,0,40.3,20307,38.5,208,1153,0,1343
2023-03-22 13:58:00,0,74.5,24482,51941,0,0,0,0,0,179,281,124,117,65.7,120,38.5,0,589,31.6,0,38.5,1875,4.27,111,0,65.7,41610,19,1891,7102,0,1601,74.5,0,35735,60922,0,0.389,0,0.389,0,222,112,29.0,27.7,41.0,29.0,19,0,699,25.5,0,19,200,4.52,26.3,0,40.6,19364,38.5,226,1143,0,1597
2023-03-22 14:00:00,0,78.9,35351,63604,0,0,0,0,0,178,280,124,124,65.7,121,38.5,0,588,31.6,0,38.5,1937,4.50,122,0,65.7,41665,19,1959,7170,0,1869,78.9,0,36061,61403,0,0,0,0,0,222,115,29.0,29.0,40.7,29.0,19,0,701,25.5,0,19.4,205,4.76,29.0,0,40.6,29990,38.5,233,1152,0,1859
2023-03-22 14:02:00,0,76.7,23553,50881,0,0.389,0,0,0,178,278,118,117,65.7,121,38.5,0,589,31.6,0,38.9,1837,4.97,117,0,65.7,41533,19,1901,6937,0,1347,76.7,0,35430,59752,0,0,0,0,0,223,112,27.7,27.7,40.3,29.0,19,0,698,25.5,0,19.4,186,4.83,27.7,0,40.6,18678,38.5,262,1120,0,1337
2023-03-22 14:04:00,0,76.3,33583,61695,0,0.389,0,0,0,178,276,136,129,65.7,137,38.5,0,589,31.6,0,38.9,1877,4.73,128,0,65.7,41656,19,1892,7100,0.389,1609,76.3,0,35777,60430,0,0,0,0,0,224,108,31.6,30.3,40.3,32.9,19,0,698,25.5,0,19,210,4.60,30.3,0.389,40.6,28475,38.5,222,1138,0,1604
2023-03-22 14:06:00,0,78.2,25157,53662,0,0,0,0,0,176,281,124,129,66.4,121,38.5,0,589,31.6,0,38.5,1808,4.27,127,0,65.7,41608,19,1823,63049,0.389,1340,78.2,0,35485,118023,0,0,0,0,0,223,116,33.9,30.3,41.4,29.0,19,0,698,25.5,0,19,195,4.13,30.3,0.389,41,20292,38.5,230,2151,0,1335
2023-03-22 14:08:00,0,78.2,29499,58304,0,0,0,0,0,176,279,119,124,66.1,126,38.5,0,592,31.6,0,38.5,1873,4.27,122,0.389,65.7,41602,19.4,1899,63191,0,1611,78.2,0,35746,117669,0,0,0,0,0,223,115,33.0,29.0,40.6,30.3,19,0,694,25.5,0,19,200,4.13,29.0,0,40.6,24381,38.5,228,2160,0,1602
2023-03-22 14:10:00,0,77.1,25680,53094,0,0,0,0,0,177,281,124,129,66.1,126,38.5,0,590,31.6,0,38.5,1933,4.27,133,0,66.0,41598,19,1962,7162,0,1881,77.1,0,35995,61208,0,0,0,0,0,223,112,29.0,30.3,40.6,30.7,19,0,697,25.5,0,19,164,4.13,31.6,0,41.7,20279,38.5,204,1106,0,1867
2023-03-22 14:12:00,0,74.9,22812,50008,0,0,0,0,0,179,273,124,124,66.8,115,38.5,0,589,31.6,0,38.5,1799,4.27,128,0,65.7,41552,19,1815,6923,0,1343,74.9,0,35429,59960,0,0,0,0,0,222,108,29.0,29.0,41.4,27.7,19,0,696,25.5,0,19,180,4.13,30.3,0,41.4,17932,38.5,204,1139,0.389,1340
2023-03-22 14:14:00,0,78.2,32827,60790,0,0,0,0,0,178,276,124,129,65.8,121,38.5,0,589,31.8,0,38.5,1872,4.27,122,0,66.4,41624,19,1875,7076,0,1595,78.2,0,35742,60390,0,0,0,0,0.389,222,106,29.0,30.3,40.6,29.0,19.4,0,693,25.7,0,19,173,4.13,29.0,0,41.7,27720,38.5,185,1122,0,1594
2023-03-22 14:16:00,0,78.9,25211,52514,0,0,0,0,1.70,175,279,130,135,65.7,126,38.9,0,589,32.3,0,38.5,1853,4.73,128,0,66.2,41575,19,1873,6971,0,1595,78.9,0,35714,60486,0.389,0,0,0,1.70,224,112,30.3,31.0,41,30.3,19.4,0,693,26.2,0,19,161,4.60,30.3,0,41.4,20082,38.5,177,1059,0,1596
2023-03-22 14:18:00,0,73.8,31745,59575,0,0,0,0,0,178,278,119,124,66.1,116,38.5,0,591,32.3,0,38.5,1787,5.36,122,0,65.7,41658,19,1821,6888,0,1342,73.8,0,35521,60085,0,0,0,0,0,222,114,27.7,34.0,41,33.0,19,0,696,26.2,0,19,143,4.83,29.0,0,40.6,26902,38.5,183,1088,0,1348
2023-03-22 14:20:00,0,73.4,25719,53141,0,0,0,0,0,179,273,118,123,66.1,121,38.5,0.389,590,31.8,0,38.5,1941,4.73,122,0,65.7,41594,19,1962,7153,0,1874,73.4,0,35992,61162,0,0,0,0,0,221,104,27.7,29.4,41.4,29.0,19,0,698,25.7,0,19,163,4.60,29.0,0,40.6,20334,38.5,186,1109,0,1863
2023-03-22 14:22:00,0,78.5,24868,52235,0,0,0,0,0,179,274,130,129,65.3,126,38.5,0.389,589,31.6,0.389,38.5,1802,4.27,128,0,65.8,41618,19,1816,6972,0,1335,78.5,0,35486,60680,0,0,0,0,0,222,105,30.3,30.7,40.6,30.3,19,0,699,25.5,0,19,162,4.13,35.3,0,41.7,20013,38.9,174,1097,0,1337
2023-03-22 14:24:00,0,77.4,35106,63271,0,0,0,0,0,179,282,129,123,65.8,116,38.5,0,587,31.6,0.389,38.5,1857,4.27,127,0,66.2,41718,19,1886,7018,0,1604,77.4,0,35830,60325,0,0,0.389,0,0,221,118,30.3,29.0,40.3,27.7,19,0,700,25.5,0.389,19,150,4.13,30.3,0,42.5,30003,38.9,183,1100,0,1604
2023-03-22 14:26:00,0,81.8,24091,51421,0.389,0,0,0,0,178,278,113,118,66.1,110,38.5,0,591,32.0,0,38.5,1848,4.27,117,0,65.7,41584,19,1872,6986,0,1608,81.8,0,35713,60477,0,0,0.389,0,0,221,106,26.3,27.7,40.6,26.3,19,0,696,26.0,0.389,19,160,4.13,27.7,0,41,18951,38.5,188,1116,0,1601
2023-03-22 14:28:00,0,72.3,33537,61635,0.389,0,0,0,0,179,276,124,124,66.4,126,38.5,0,589,32.3,0,38.5,1798,4.27,121,0,65.7,41707,19,1825,6941,0,1339,72.3,0,35527,59660,0,0,0,0,0,222,111,29.0,29.0,40.6,30.3,19,0,698,26.2,0,19,162,4.13,29.0,0,41.4,28692,38.5,198,1148,0,1341
2023-03-22 14:30:00,0,76.3,25685,53192,0,0,0,0,0,179,278,130,129,66.1,121,38.5,0,587,31.8,0,38.5,1935,4.27,128,0,65.8,41626,19,1951,7174,0,1860,76.3,0,36017,61141,0,0,0,0,0,224,108,30.3,30.3,40.6,29.0,19,0,699,25.7,0,19,172,4.13,30.3,0,40.6,20292,38.5,195,1116,0,1857
2023-03-22 14:32:00,0,78.2,29286,56955,0,0,0,0,0,177,276,113,118,66.1,110,38.5,0,591,31.6,0,38.5,1792,4.27,121,0,65.7,41621,19,1803,6837,0,1345,78.2,0,35487,60528,0,0,0,0,0,225,107,26.3,27.7,41.4,26.3,19,0.389,697,25.5,0,19,157,4.13,29.0,0,40.3,24422,38.5,181,1063,0,1338
2023-03-22 14:34:00,0,82.6,25375,52707,0,0,0,0,0,179,276,119,118,66.0,116,38.5,0,590,31.6,0,38.5,1867,4.27,117,0,65.6,41619,19,1877,7009,0,1614,82.6,0,35754,60282,0,0,0,0,0,223,110,27.7,27.7,41,27.7,19,0,697,25.5,0,19,154,4.13,28.0,0,41,20233,38.5,178,1086,0,1608
2023-03-22 14:36:00,0,76.0,23570,50828,0,0,0,0,0,179,277,130,124,66.4,126,38.5,0,587,31.6,0,38.5,1930,4.27,128,0,65.3,41622,19,1940,7191,0,1874,76.0,0,36015,61151,0,0,0,0,0,221,108,30.3,29.0,41.4,30.3,19,0,702,25.5,0,19,156,4.13,30.3,0,41.0,18167,38.5,169,1101,0,1861
2023-03-22 14:38:00,0,74.9,32506,60423,0,0,0,0,0,178,275,136,140,65.7,131,38.5,0,584,31.6,0,38.5,1725,4.27,144,0,65.8,41700,19,1753,6812,0,1079,74.9,0,35301,58842,0,0,0,0,0,223,106,31.6,32.9,40.6,31.6,19,0,702,25.5,0,19,167,4.13,34.2,0,41.7,27907,38.5,197,1088,0,1069
2023-03-22 14:40:00,0,77.8,25311,52711,0,0,0,0,0,179,277,124,124,65.3,121,38.5,0,589,31.8,0,38.5,1861,4.27,133,0,66.9,41558,19,1905,7016,0,1612,77.8,0,35715,60117,0,0,0,0,0,222,113,29.0,29.0,40.3,29.0,19,0,700,25.7,0,19,192,4.13,31.6,0,41.5,20169,38.5,232,1109,0,1602
2023-03-22 14:42:00,0.389,74.1,32026,59997,0,0,0,0,0,176,276,129,128,65.7,126,38.5,0,590,31.8,0,38.5,1809,4.27,128,0,65.8,41639,19,1831,6955,0,1337,74.1,0.389,35497,63003,0,0,0,0,0,224,108,30.3,30.3,40.3,30.3,19,0,699,25.7,0,19,201,4.13,30.3,0,40.6,27176,38.5,225,1166,0,1333
2023-03-22 14:44:00,0,75.2,25433,52970,0,0,0,0,0,177,280,136,129,66.0,126,38.5,0,590,31.6,0,38.5,1879,4.27,128,0,65.8,41634,19,1891,7081,0,1604,75.2,0,35754,62612,0,0,0,0,0,224,110,31.6,30.3,40.6,30.3,19,0,696,25.5,0,19,209,4.13,30.3,0,40.6,20306,38.5,222,1143,0,1605
2023-03-22 14:46:00,0,75.6,24389,51844,0,0,0,0.389,0,176,278,118,117,66.1,116,38.5,0,585,32.0,0,38.5,1936,4.27,116,0,65.5,41612,19,2004,7159,0,1871,75.6,0,36011,61588,0,0,0,0,0,225,114,27.7,27.7,41.4,27.7,19,0,695,26.0,0,19,195,4.13,27.7,0,40.3,18988,38.5,243,1133,0,1862
2023-03-22 14:48:00,0,77.4,33849,61984,0,0,0,0.389,0,175,280,124,124,66.3,126,38.5,0,589,32.3,0,38.5,1793,4.27,111,0,66.1,41657,19,1818,6920,0,1336,77.4,0,35509,60351,0,0,0,0,0,226,111,29.0,29.0,41,30.3,19,0,697,26.2,0,19,198,4.13,26.3,0,40.6,29006,38.5,228,1130,0,1336
2023-03-22 14:50:00,0,76.3,24681,52151,0,0,0.389,0,0,178,277,124,124,67.1,126,38.5,0,591,32.4,0,38.5,1866,4.27,127,0,65.8,41579,19,1893,7053,0,1601,76.3,0,35704,60845,0,0,0,0,0,224,110,29.0,29.0,41.8,30.3,19,0,696,26.0,0,19,191,4.13,30.3,0,40.3,19542,38.5,225,1138,0,1600
2023-03-22 14:52:00,0,80.7,34110,62332,0,0,0.389,0,0,177,277,119,124,66.5,121,38.5,0,586,32.4,0,38.5,1808,4.27,122,0,66.8,41677,19,1824,7004,0,1344,80.7,0,35545,60979,0,0,0,0.389,0,223,115,27.7,29.0,41.1,29.0,19,0,701,26.0,0,19,207,4.13,29.0,0,41,29255,38.5,219,1159,0,1339
2023-03-22 14:54:00,0,82.2,25377,52887,0,0,0,0,0,175,280,124,124,66.4,126,38.5,0,585,32.6,0,38.5,1874,4.27,128,0,67.6,41620,19,1902,7080,0,1614,82.2,0,35771,64120,0,0,0,0.389,0,225,109,29.0,29.0,41,30.3,19,0,701,26.6,0,19,207,4.13,30.3,0,41.8,20240,38.5,234,1149,0,1607
2023-03-22 14:56:00,0,74.1,24532,52033,0,0,0,0,0,177,280,130,124,65.3,126,38.5,0,585,31.8,0,38.5,1944,4.27,128,0,65.8,41581,19,1959,7193,0,1879,74.1,0,35991,62040,0,0,0,0,0,226,109,35.3,29.0,39.9,30.3,19,0,702,25.7,0,19,210,4.13,30.3,0,40.6,19131,38.5,227,1151,0,1870
2023-03-22 14:58:00,0,77.8,34823,62982,0,0,0,0,0,178,278,124,124,65.6,116,38.9,0,588,31.6,0,38.5,1795,4.27,128,0,65.8,41637,19,1824,6906,0,1350,77.8,0,35513,61839,0,0,0,0,0,224,116,29.0,29.0,41,27.7,19,0,700,25.5,0,19,198,4.13,30.3,0,40.6,29967,38.5,236,1127,0,1338
2023-03-22 15:00:00,0,78.5,24009,51385,0,0.389,0,0,0.389,177,277,118,112,65.6,109,38.5,0,587,31.6,0,38.5,1875,4.50,117,0,65.7,41559,19,1886,7067,0,1613,78.5,0,35712,65817,0,0,0,0,0,224,107,27.7,26.3,41,26.3,19,0,700,25.5,0,19.4,202,4.37,27.7,0.389,40.6,18868,38.5,215,1168,0,1602
