"Time","udp:99 ","udp:90","udp:50"
2023-03-17 08:00:00,189,99.0,55.0
2023-03-17 08:10:00,188,97.9,54.4
2023-03-17 08:20:00,185,96.4,53.6
2023-03-17 08:30:00,189,99.0,55.0
2023-03-17 08:40:00,185,96.4,53.6
2023-03-17 08:50:00,189,99.0,55.0
2023-03-17 09:00:00,174,93.6,52.0
2023-03-17 09:10:00,173,93.5,51.9
2023-03-17 09:20:00,163,92.5,51.4
2023-03-17 09:30:00,174,93.6,52.0
2023-03-17 09:40:00,174,93.6,52.0
2023-03-17 09:50:00,174,93.6,52.0
2023-03-17 10:00:00,174,93.6,52.0
2023-03-17 10:10:00,173,93.5,51.9
2023-03-17 10:20:00,163,92.5,51.4
2023-03-17 10:30:00,180,94.7,52.6
2023-03-17 10:40:00,185,96.4,53.6
2023-03-17 10:50:00,185,96.4,53.6
2023-03-17 11:00:00,189,99.0,55.0
2023-03-17 11:10:00,188,97.9,54.4
2023-03-17 11:20:00,185,96.4,53.6
2023-03-17 11:30:00,173,93.5,51.9
2023-03-17 11:40:00,173,93.5,51.9
2023-03-17 11:50:00,185,96.4,53.6
2023-03-17 12:00:00,185,96.4,53.6
2023-03-17 12:10:00,173,93.5,51.9
2023-03-17 12:20:00,185,96.4,53.6
2023-03-17 12:30:00,185,96.4,53.6
2023-03-17 12:40:00,189,99.0,55.0
2023-03-17 12:50:00,185,96.7,53.7
2023-03-17 13:00:00,191,110,56.3
2023-03-17 13:10:00,190,100,55.6
2023-03-17 13:20:00,163,92.5,51.4
2023-03-17 13:30:00,129,91.3,50.7
2023-03-17 13:40:00,157,92.1,51.2
2023-03-17 13:50:00,175,93.7,52.1
2023-03-17 14:00:00,174,93.6,52.0
2023-03-17 14:10:00,168,92.9,51.6
2023-03-17 14:20:00,163,92.5,51.4
2023-03-17 14:30:00,163,92.5,51.4
2023-03-17 14:40:00,174,93.6,52.0
2023-03-17 14:50:00,163,92.5,51.4
2023-03-17 15:00:00,185,96.4,53.6
2023-03-17 15:10:00,183,95.6,53.1
2023-03-17 15:20:00,189,99.3,55.2
2023-03-17 15:30:00,173,93.5,51.9
2023-03-17 15:40:00,185,96.4,53.6
2023-03-17 15:50:00,189,99.3,55.2
2023-03-17 16:00:00,173,93.5,51.9
2023-03-17 16:10:00,190,100,55.6
2023-03-17 16:20:00,189,99.3,55.2
2023-03-17 16:30:00,185,96.4,53.6
2023-03-17 16:40:00,189,99.0,55.0
2023-03-17 16:50:00,185,96.7,53.7
2023-03-17 17:00:00,173,93.5,51.9
2023-03-17 17:10:00,183,95.6,53.1
2023-03-17 17:20:00,189,99.3,55.2
2023-03-17 17:30:00,174,93.6,52.0
2023-03-17 17:40:00,174,93.6,52.0
2023-03-17 17:50:00,175,93.7,52.1
2023-03-17 18:00:00,174,93.6,52.0
2023-03-17 18:10:00,161,92.4,51.3
2023-03-17 18:20:00,163,92.5,51.4
2023-03-17 18:30:00,174,93.6,52.0
2023-03-17 18:40:00,174,93.6,52.0
2023-03-17 18:50:00,129,91.3,50.7
2023-03-17 19:00:00,174,93.6,52.0
2023-03-17 19:10:00,169,93.0,51.7
2023-03-17 19:20:00,189,99.0,55.0
2023-03-17 19:30:00,185,96.4,53.6
2023-03-17 19:40:00,185,96.4,53.6
2023-03-17 19:50:00,173,93.5,51.9
2023-03-17 20:00:00,173,93.5,51.9
2023-03-17 20:10:00,183,95.6,53.1
2023-03-17 20:20:00,185,96.4,53.6
2023-03-17 20:30:00,185,96.4,53.6
2023-03-17 20:40:00,189,99.0,55.0
2023-03-17 20:50:00,189,99.0,55.0
2023-03-17 21:00:00,185,96.4,53.6
2023-03-17 21:10:00,188,97.9,54.4
2023-03-17 21:20:00,185,96.4,53.6
2023-03-17 21:30:00,185,96.4,53.6
2023-03-17 21:40:00,180,94.7,52.6
2023-03-17 21:50:00,174,93.6,52.0
2023-03-17 22:00:00,129,91.3,50.7
2023-03-17 22:10:00,163,92.5,51.4
2023-03-17 22:20:00,174,93.6,52.0
2023-03-17 22:30:00,174,93.6,52.0
2023-03-17 22:40:00,174,93.6,52.0
2023-03-17 22:50:00,174,93.6,52.0
2023-03-17 23:00:00,163,92.5,51.4
2023-03-17 23:10:00,173,93.5,51.9
2023-03-17 23:20:00,185,96.4,53.6
2023-03-17 23:30:00,189,99.0,55.0
2023-03-17 23:40:00,185,96.4,53.6
2023-03-17 23:50:00,173,93.5,51.9
2023-03-18 00:00:00,185,96.4,53.6

