"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc0b50fe0be417)","Transmit Total (lxc0c76d1cbcf21)","Transmit Total (lxc1b365d1aeffb)","Transmit Total (lxc212dabdd3101)","Transmit Total (lxc2261ca0283f4)","Transmit Total (lxc259e871f6d0c)","Transmit Total (lxc291281b603ac)","Transmit Total (lxc35e9bc295a0c)","Transmit Total (lxc4550613e5de3)","Transmit Total (lxc4cf70bf74cce)","Transmit Total (lxc4ff33ab70345)","Transmit Total (lxc578068b371f4)","Transmit Total (lxc8224a39e8700)","Transmit Total (lxc8adbeb750e3f)","Transmit Total (lxc953e6e46c070)","Transmit Total (lxc95f308cab6d1)","Transmit Total (lxc9a229b32004d)","Transmit Total (lxc9c1a42b5409e)","Transmit Total (lxc9fecc55a4ec6)","Transmit Total (lxc_health)","Transmit Total (lxca8909a38a5c3)","Transmit Total (lxcaefae006e0ae)","Transmit Total (lxcbaae61bb59f9)","Transmit Total (lxcbe46e8f92045)","Transmit Total (lxcc98ddd4e021a)","Transmit Total (lxccf80711784ca)","Transmit Total (lxce1132a8b1efa)","Transmit Total (lxcee0aa8190d09)","Transmit Total (lxcee90dc48a2db)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc0b50fe0be417)","Receive Total (lxc0c76d1cbcf21)","Receive Total (lxc1b365d1aeffb)","Receive Total (lxc212dabdd3101)","Receive Total (lxc2261ca0283f4)","Receive Total (lxc259e871f6d0c)","Receive Total (lxc291281b603ac)","Receive Total (lxc35e9bc295a0c)","Receive Total (lxc4550613e5de3)","Receive Total (lxc4cf70bf74cce)","Receive Total (lxc4ff33ab70345)","Receive Total (lxc578068b371f4)","Receive Total (lxc8224a39e8700)","Receive Total (lxc8adbeb750e3f)","Receive Total (lxc953e6e46c070)","Receive Total (lxc95f308cab6d1)","Receive Total (lxc9a229b32004d)","Receive Total (lxc9c1a42b5409e)","Receive Total (lxc9fecc55a4ec6)","Receive Total (lxc_health)","Receive Total (lxca8909a38a5c3)","Receive Total (lxcaefae006e0ae)","Receive Total (lxcbaae61bb59f9)","Receive Total (lxcbe46e8f92045)","Receive Total (lxcc98ddd4e021a)","Receive Total (lxccf80711784ca)","Receive Total (lxce1132a8b1efa)","Receive Total (lxcee0aa8190d09)","Receive Total (lxcee90dc48a2db)"
2023-03-12 08:28:00,0,10523,42403,109378,0,469,1811,129,66559,223,31.5,87.2,0,127,21796,448,4.09,405,0,66.8,163,466,1823,212,32.3,1929,16011,6890,0,156,0,65.7,0,121,10523,0,39425,99489,0,262,166,21.9,2351,230,22.1,66.2,0,21.9,24499,258,4.24,583,0,41.4,95.7,587,174,228,26.2,2274,15943,1061,0,135,0,40.6,0,3585
2023-03-12 08:30:00,0,10224,33499,90988,0,468,1751,123,66514,228,31.5,86.5,0,122,14128,444,5.06,405,0,66.8,161,464,1778,211,33,1863,15995,6782,0,156,0,66.4,0,122,10224,0,31561,90443,0,261,161,20.9,2358,236,22.5,66.9,0,20.9,15996,247,10.2,583,0,41.4,93.2,580,180,228,26.9,2191,15931,1003,0.389,137,0,41,0,3587
2023-03-12 08:32:00,0,12216,19236,69994,0,469,1896,117,66606,220,33.5,87.2,0,122,170,447,3.70,403,0,66.4,161,355,1918,211,32.3,1993,16009,6992,0,154,0,66.8,0,77.0,12216,0,19721,77245,0,262,152,20.0,2370,221,24.1,66.9,0,20.9,565,252,4.13,583,0,41,93.8,395,182,228,26.2,2332,15939,1009,0.389,135,0,41.4,0,3598
2023-03-12 08:34:00,0,11128,17714,91644,0,468,1701,123,66487,219,32.9,87.2,0,122,171,449,4.31,404,0,66.5,164,379,1720,213,32.0,1835,16001,6612,0,155,0,66.4,0,75.8,11128,0,18658,75856,0,261,181,20.9,2365,225,22.9,66.6,0,20.9,572,255,4.69,583,0,41.7,104,439,198,228,26.0,2296,15929,1049,0,135,0,41,0,3539
2023-03-12 08:36:00,0,11520,19201,93361,0,466,1871,123,66643,227,31.9,87.2,0,116,169,448,5.71,403,0,66.5,164,353,1891,213,31.6,1946,16002,7017,0,155,0,66.4,0,76.4,11520,0,19034,77352,0,260,166,20.9,2376,236,21.7,66.6,0,20.0,573,253,6.46,582,0,41.7,108,394,183,229,25.5,2169,15929,1101,0,135,0,41,0.389,3569
2023-03-12 08:38:00,0,10322,42469,98033,0,467,1801,129,66588,222,32.1,87.2,0,127,21929,448,3.27,404,0,66.4,160,456,1823,211,31.6,1927,15998,6923,0,156,0,66.4,0,120,10322,0,39328,99354,0,261,158,21.9,2381,223,22.6,66.2,0,21.9,24564,253,3.27,582,0,41.4,91.4,566,185,228,25.5,2267,15935,1028,0,135,0,41,0.389,3556
2023-03-12 08:40:00,0,9848,37761,91681,0,466,1750,118,66534,219,34.3,87.6,0,115,18102,446,5.71,404,0,66.4,159,463,1771,213,32.8,1850,15993,6767,0.389,155,0,66.4,0,121,9848,0,35091,94261,0,260,169,20.0,2364,220,25.7,66.2,0,20.0,20334,251,6.51,583,0,41.4,89.4,574,194,228,26.7,2170,15928,991,0,141,0,41,0,3558
2023-03-12 08:42:00,0,12236,19238,69827,0,467,1884,123,66625,222,32.9,87.2,0,122,165,449,5.34,404,0,66.4,166,351,1909,211,31.9,1996,15985,6964,0,154,0,66.1,0,76.7,12236,0,19743,77460,0,261,163,20.9,2368,223,23.2,66.9,0,20.9,572,255,6.14,582,0,41.4,99.4,392,187,228,25.8,2311,15924,1034,0,134,0,41,0,3539
2023-03-12 08:44:00,0,10709,17722,70026,0,455,1708,129,66481,227,54.5,87.2,0,133,156,434,3.27,403,0,66.1,166,382,1720,211,32.7,1840,15985,6685,0,155,0,66.1,0,77.2,10709,0,18243,74853,0,254,167,21.9,2357,236,61.5,66.2,0,22.8,573,244,3.27,583,0,40.6,105,447,192,229,26.2,2299,15925,1067,0,135,0,40.6,0,3569
2023-03-12 08:46:00,0,10557,18658,68533,0,468,1818,129,66579,223,56.8,87.2,0,127,164,446,4.87,403,0,66.4,161,352,1848,211,32.3,1894,15990,6896,0,156,0,65.7,0,76.2,10557,0,18072,75397,0,261,168,21.9,2352,225,63.1,66.2,0,21.9,563,251,4.54,583,0,41,98.6,393,203,228,26.2,2167,15924,1017,0,135,0,40.3,0,3598
2023-03-12 08:48:00,0.389,10473,42676,98230,0,468,1813,135,66592,219,32.9,87.2,0,138,22076,446,5.01,403,0,66.4,159,466,1832,212,32.6,1930,15990,6890,0,156,0,65.7,0,120,10473,0.389,39638,99811,0,261,181,22.8,2362,219,22.7,66.2,0,23.8,24767,256,5.82,582,0,41.4,91.7,577,209,228,26.6,2269,15926,1026,0,137,0,41,0,3585
2023-03-12 08:50:00,0,10173,42182,96559,0,466,1744,129,66510,224,32.3,86.5,0,127,22082,447,5.34,403,0,66.1,161,487,1825,211,31.5,1849,15989,6785,0,154,0,66.4,0,122,10173,0,39351,99021,0,260,168,21.9,2359,227,22.2,65.5,0,21.9,24775,252,6.42,583,0,41.4,94.7,615,225,228,25.5,2169,15967,1044,0,135,0,41.4,0,3558
2023-03-12 08:52:00,0,12432,19319,70197,0,467,1892,118,66615,221,32.9,85,0,116,175,447,3.27,403,0,66.4,163,379,1968,210,31.9,1988,15993,7080,0,155,0,66.1,0,77.7,12432,0,19954,77778,0,261,179,20.0,2360,222,29.2,64.7,0,20.0,578,250,3.27,582,0,42.1,95.6,441,230,228,25.8,2299,15974,1072,0,135,0,41,0,3540
2023-03-12 08:54:00,0,11757,18758,72588,0,467,1848,123,66561,223,32.1,85.7,0,115,175,447,5.70,400,0,66.1,162,377,1860,212,32.3,1926,15989,7022,0,155,0,66.1,0,77.4,11757,0,19284,76852,0,261,194,20.9,2361,231,27.7,65.5,0,25.5,577,250,6.51,581,0,40.6,98.5,438,196,228,26.2,2293,15923,1076,0,135,0,41.4,0,3540
2023-03-12 08:56:00,0,10235,18130,66623,0,468,1757,129,66526,222,32.2,87.2,0.389,127,170,449,5.33,400,0,65.3,160,353,1787,212,32.6,1839,15985,6744,0,156,0,66.4,0,76.3,10235,0,17746,74585,0,261,171,21.9,2362,223,22.4,66.6,0.389,27.4,566,255,6.14,581,0,40.6,96.6,391,195,228,26.6,2162,15921,1023,0,136,0,41.7,0,3628
2023-03-12 08:58:00,0,10187,42671,99771,0,466,1812,135,66563,223,32.1,87.2,0.389,127,22067,448,4.07,404,0,66.1,163,458,1834,213,31.9,1923,15995,6937,0,155,0,66.4,0.389,121,10187,0,39350,99559,0,265,199,22.8,2366,225,23.1,66.6,0.389,21.9,24776,253,4.45,582,0,41,96.6,565,208,228,25.8,2267,15938,1055,0,135,0.389,41,0,3645
2023-03-12 09:00:00,0,10053,42147,124072,0,466,1755,129,66510,222,31.5,87.2,0,128,22071,443,4.87,405,0,66.4,163,458,1768,212,31.9,1854,16000,6808,0,154,0,66.1,0.389,122,10053,0,39224,99874,0,260,182,21.9,2368,223,21.7,66.2,0,21.9,24787,252,5.62,583,0,41.4,96.7,567,216,228,25.8,2168,15941,1031,0,135,0.389,40.6,0,3616
2023-03-12 09:02:00,0,12059,19247,69992,0,468,1900,123,66610,223,73.3,87.2,0,122,159,446,3.93,403,0,66.8,163,347,1919,213,31.9,1982,15998,6999,0,155,0,65.8,0,75.2,12059,0,19572,77236,0,261,150,20.9,2372,225,94.5,66.6,0,20.9,578,256,4.37,582,0,41.7,95.5,388,201,228,25.8,2288,15944,1015,0,135,0,40.3,0,3569
2023-03-12 09:04:00,0,11789,18760,72340,0,467,1865,140,66590,226,53.4,87.2,0,138,156,447,4.17,405,0,66.8,160,381,1874,211,32.3,1932,16022,7016,0,157,0,65.8,0,75.1,11789,0,19322,76735,0,261,164,29.2,2383,235,61.0,67.3,0,23.8,569,251,4.60,583,0,41.4,96.9,440,187,228,26.2,2300,15961,1083,0,137,0,40.3,0,3539
2023-03-12 09:06:00,0,9322,18119,66331,0,469,1759,135,66512,228,31.5,86.5,0,138,165,446,3.50,404,0,66.4,160,351,1776,210,31.9,1849,15996,6705,0,156,0.389,66.1,0,76.9,9322,0,16842,73693,0,262,164,22.2,2368,237,26.3,66.6,0,23.8,563,251,3.50,583,0.389,41,97.0,391,174,228,25.8,2170,15929,1021,0,137,0,40.6,0,3599
2023-03-12 09:08:00,0,10433,42424,97769,0,469,1801,123,66547,222,32.9,86.5,0,121,21995,447,5.93,404,0,66.8,166,452,1828,212,32.3,1929,16002,6906,0,155,0,66.1,0,122,10433,0,39484,99438,0,262,171,20.9,2361,223,23.6,66.2,0,20.9,24528,251,6.71,582,0,41.4,100,561,195,228,26.2,2270,15931,1003,0,135,0,41,0,3645
2023-03-12 09:10:00,0,9552,41380,94737,0,456,1679,123,66471,223,30.7,87.2,0,127,21997,433,4.17,405,0,66.1,159,462,1704,212,31.4,1789,15989,6673,0,155,0,66.4,0,122,9552,0,38613,97914,0,255,163,20.9,2367,225,19.7,66.6,0,21.9,24529,242,4.75,583,0,41,90.2,573,188,228,25.4,2160,15933,1035,0,134,0,41.7,0,3676
2023-03-12 09:12:00,0,11771,19233,69533,0,468,1880,117,66616,212,31.5,87.2,0,121,159,446,5.57,404,0,65.7,148,352,1888,211,31.9,1978,15995,6982,0,156,0,66.7,0,76,11771,0,19277,76870,0,261,177,20.0,2376,226,20.9,66.2,0,20.9,570,252,11.7,583,0,40.3,86.6,393,189,229,25.9,2292,15922,1086,0,137,0,41.7,0,3657
2023-03-12 09:14:00,0,11016,18758,83848,0,466,1829,123,66587,220,30.7,87.2,0,122,157,448,5.33,404,0,66.4,158,382,1855,212,32.3,1928,15992,6990,0,158,0,66.1,0,76.4,11016,0,18545,75951,0,260,160,20.9,2368,221,19.7,66.2,0,20.9,571,253,11.2,582,0,41,90.1,452,189,229,26.2,2292,15925,1030,0,137,0,40.6,0,3598
2023-03-12 09:16:00,0,10042,18127,66410,0,468,1742,123,66520,222,32.9,87.2,0,110,156,448,3.27,404,0,66.1,164,352,1766,213,32.0,1852,15997,6764,0,156,0,66.4,0,76.3,10042,0,17558,74460,0,261,148,20.9,2364,223,24.0,66.2,0,19,572,253,3.27,583,0,41,103,398,177,229,26.0,2178,15922,1016,0,136,0,41,0,3598
2023-03-12 09:18:00,0,11176,43033,99599,0,469,1877,129,66627,225,32.9,87.2,0,122,21994,447,4.30,403,0,66.1,163,463,1898,211,32.3,1975,16003,7011,0,156,0,66.8,0,119,11176,0,40251,100911,0,262,166,21.9,2363,227,22.7,66.2,0,20.9,24609,251,9.86,582,0,41.4,95.1,580,197,229,26.2,2269,15928,1036,0,134,0,41.7,0,3614
2023-03-12 09:20:00,0,9344,41438,94651,0,469,1676,129,66457,218,32.5,87.2,0,122,21993,446,6.37,403,0,66.8,158,459,1697,211,32.6,1793,16007,6601,0,156,0,66.4,0,122,9344,0,38430,97738,0,262,176,22.2,2361,218,22.2,66.9,0,21.3,24608,251,12.9,583,0,41.4,90.4,574,198,228,26.6,2191,15933,1025,0,135,0,41.7,0,3646
2023-03-12 09:22:00,0,12553,19245,69616,0,465,1866,123,66596,226,31.9,87.2,0,122,173,450,5.57,404,0,66.8,163,352,1879,211,32.3,1984,16006,6970,0,157,0,66.8,0,78.3,12553,0,20067,77697,0,259,154,21.3,2363,234,21.4,66.2,0,21.3,577,260,6.58,583,0,41.8,95.5,392,196,228,26.2,2319,15933,1024,0,141,0,41.7,0,3592
2023-03-12 09:24:00,0,12158,18753,95728,0,467,1829,135,66556,221,32.1,87.4,0,127,169,446,3.60,401,0,66.9,160,377,1859,211,33,1932,15988,6982,0,156,0,66.4,0,77.8,12158,0,19683,77823,0,261,163,22.8,2374,228,21.8,66.4,0,21.9,566,251,3.60,580,0,41.8,97.1,437,191,228,26.9,2293,15923,1061,0,141,0,41.4,0,3563
2023-03-12 09:26:00,0,10443,18132,90316,0,468,1766,140,66524,223,32.9,86.7,0,138,177,445,3.93,400,0,66.8,160,352,1809,210,32.3,1848,15980,6793,0,154,0,66.4,0,75.9,10443,0,17959,75503,0,261,190,23.8,2387,225,23.1,66.1,0,23.8,578,249,4.36,580,0,41.4,91.9,393,174,228,26.2,2172,15923,1053,0,135,0,41.4,0,3569
2023-03-12 09:28:00,0,11224,41119,99279,0,467,1887,135,66652,226,54.7,86.0,0,133,20226,447,5.10,404,0,66.8,163,419,1934,213,32.3,1984,16002,7052,0,155,0,66.5,0,121,11224,0,38538,98916,0,261,172,22.8,2367,228,62.5,65.4,0,22.8,22711,251,5.90,582,0,41.4,96.6,499,208,229,26.2,2277,15932,1073,0.389,135,0,41.0,0,3587
2023-03-12 09:30:00,0,10076,41383,98876,0,466,1703,129,66471,221,57.7,88.6,0,133,21843,449,5.47,404,0,66.4,161,461,1735,211,31.5,1813,16027,6699,0,156,0,66.5,0,123,10076,0,39007,98360,0,260,142,21.9,2361,221,65.2,66.5,0,22.8,24518,255,6.22,583,0,41,94.2,575,178,228,25.5,2181,15945,1032,0,137,0,41,0,3587
2023-03-12 09:32:00,0,11593,18736,67767,0,467,1823,123,66573,221,34.5,89.1,0,122,175,449,3.66,405,0.389,66.1,161,357,1849,211,32.3,1945,15998,6858,0,155,0,66.4,0,75.7,11593,0,19111,76124,0,261,164,20.9,2379,224,25.1,67.4,0,20.9,568,254,3.27,583,0,41,93.7,400,187,228,26.2,2300,15947,1023,0,134,0,41.4,0,3539
2023-03-12 09:34:00,0,11897,18803,72319,0,456,1869,123,66601,225,32.9,87.2,0,122,170,431,4.07,404,0,66.8,160,387,1934,211,33,1929,15999,6999,0,156,0,66.4,0,77.0,11897,0,19425,76860,0,255,179,20.9,2362,231,23.1,66.2,0,20.9,582,241,4.52,582,0,41.4,96.7,447,215,228,26.9,2295,15940,1049,0,135,0,41.7,0,3540
2023-03-12 09:36:00,0,10105,18158,66424,0,455,1761,123,66537,226,30.7,87.2,0,122,171,435,5.13,403,0,66.1,164,359,1812,212,32.3,1839,15993,6739,0,156,0,65.7,0,75.7,10105,0,17624,74432,0,254,172,20.9,2359,234,21.5,66.2,0,20.9,568,246,5.66,583,0,41.7,103,403,215,228,26.2,2161,15930,1012,0,135,0,41,0,3539
2023-03-12 09:38:00,0,11102,36943,92870,0,465,1863,129,66635,220,31.5,86.5,0,127,16408,449,6.17,403,0,66.1,166,412,1879,213,32.3,1985,15988,7023,0.389,155,0,66.1,0,121,11102,0,34643,94507,0,260,177,21.9,2365,221,21.8,65.5,0,21.9,18499,255,7.08,583,0,41.4,100,485,199,228,26.2,2280,15927,1014,0,135,0,41,0.389,3557
2023-03-12 09:40:00,0,9750,41992,96611,0,468,1740,135,66539,222,32.9,85.7,0,133,21968,446,3.97,403,0,66.4,161,463,1759,211,32.9,1845,15988,6779,0.389,154,0,66.1,0,123,9750,0,38802,98550,0,261,178,22.8,2365,223,23.8,64.7,0,22.8,24644,256,3.97,582,0,41,94.4,575,206,228,26.4,2173,15927,1032,0,136,0,40.6,0.389,3588
2023-03-12 09:42:00,0,11259,18202,66221,0,471,1733,141,66524,225,31.5,87.6,0,138,175,445,5.13,404,0,66.1,157,353,1762,210,33.4,1888,16004,6719,0,154,0,66.5,0,75.7,11259,0,18771,75731,0,263,172,23.8,2359,233,21.3,66.2,0,28.7,576,249,5.57,583,0,41,88.1,392,206,228,26.9,2300,15951,1022,0,135,0,41,0,3569
2023-03-12 09:44:00,0,11094,18752,74169,0,468,1825,123,66576,222,31.5,87.6,0,116,172,448,5.94,403,0,65.7,164,379,1848,212,33.7,1917,16008,7010,0,156,0,66.4,0,77.1,11094,0,18626,76209,0,262,161,20.9,2365,229,26.4,66.2,0,25.0,569,253,6.73,582,0,40.6,102,439,194,228,27.6,2287,15950,1044,0,136,0,41.4,0,3539
2023-03-12 09:46:00,0,9510,18115,66675,0,468,1754,123,66535,225,30.7,87.2,0,122,170,450,5.34,404,0,66.4,168,350,1773,209,32.1,1829,16000,6794,0,156,0,66.4,0,77.3,9510,0,17030,73891,0,266,151,20.9,2357,227,20.1,66.2,0,20.9,564,255,6.48,583,0,41,107,392,184,228,26.1,2150,15935,1069,0,137,0,41.4,0,3598
2023-03-12 09:48:00,0,11479,32716,111597,0,468,1876,135,66637,221,32.9,87.5,0,133,12496,446,4.67,404,0,66.4,163,413,1892,211,32.3,1972,15992,7013,0,154,0,66.4,0,121,11479,0,31183,91207,0,266,153,22.8,2363,222,22.3,67.3,0,22.8,14199,257,5.49,583,0,41.4,95.9,486,175,228,26.2,2266,15938,1050,0,135,0,41.4,0,3586
2023-03-12 09:50:00,0,11009,42574,121949,0,464,1802,129,66577,223,32.1,87.2,0,127,21995,446,4.07,404,0,66.1,161,486,1881,212,32.3,1906,15996,6913,0,154,0,66.1,0,122,11009,0,40115,100926,0,259,166,21.9,2372,225,27.3,66.9,0,21.9,24644,257,4.50,582,0,41,93.3,616,217,228,26.2,2176,15931,1034,0,135,0,41,0,3587
2023-03-12 09:52:00,0.389,11597,18199,66073,0,467,1747,123,66545,223,32.1,87.2,0,122,157,449,2.90,403,0,65.7,163,380,1823,213,32.6,1897,15987,6741,0,155,0,65.7,0,76.8,11597,0.389,19126,75935,0,260,156,25.9,2376,225,27.3,66.6,0,20.9,573,255,2.90,583,0,40.3,101,441,203,228,26.6,2298,15930,1043,0,136,0,41,0,3569
2023-03-12 09:54:00,0,11889,18791,71954,0,467,1824,124,66595,223,30.7,86.5,0.389,116,153,448,6.64,400,0,66.1,163,376,1843,213,31.5,1938,16005,6919,0,155,0,66.1,0,77.2,11889,0,19416,76849,0,261,173,20.9,2366,230,21.2,66.6,0,20.0,575,253,6.70,580,0,40.7,101,435,186,229,25.5,2292,15935,1049,0,136,0.389,41.4,0,3571
2023-03-12 09:56:00,0,9686,17607,64444,0,468,1683,123,66460,223,32.9,87.2,0,116,148,445,4.64,400,0,66.4,157,352,1701,212,31.9,1791,16009,6524,0,154,0,66.4,0,77.9,9686,0,17200,73541,0,261,169,20.9,2366,230,23.1,66.9,0,20.0,567,249,4.32,581,0,41,88.1,392,184,228,25.8,2162,15946,1001,0,135,0,41,0,3563
2023-03-12 09:58:00,0,11484,28412,84594,0,455,1851,123,66618,218,33.7,87.2,0,122,8618,433,4.67,404,0,66.1,163,417,1894,214,32.3,1974,15993,7009,0,154,0,66.4,0,121,11484,0,27346,86128,0,254,157,20.9,2373,218,24.4,66.6,0.389,20.9,9843,243,5.10,583,0,41,96.5,493,202,228,26.2,2281,15922,1054,0,134,0,41.7,0,3645
2023-03-12 10:00:00,0,11430,42548,102293,0,462,1812,129,66567,225,30.7,87.2,0,122,22099,450,3.27,404,0,66.5,164,456,1828,212,32.6,1908,15986,6956,0,156,0,65.3,0.389,122,11430,0,40590,100780,0,260,173,21.9,2367,226,20.1,66.6,0,20.9,24648,254,3.27,582,0,41.7,103,572,199,228,26.6,2182,15923,1062,0,135,0,40.3,0,3646
2023-03-12 10:02:00,0,10883,18188,66538,0,467,1809,128,66472,223,30.7,87.2,0,126,175,445,4.30,404,0,66.0,163,358,1842,213,32.6,1880,15978,6768,0,155,0,65.7,0,76.5,10883,0,18398,75205,0,260,163,21.8,2356,226,20.8,66.2,0,21.8,574,250,4.66,582,0,41.7,101,407,205,228,26.6,2276,15916,1017,0,135,0,41.0,0,3626
2023-03-12 10:04:00,0,11925,19257,73298,0,469,1870,123,66634,221,31.5,87.2,0,122,173,446,6.37,404,0,66.1,158,378,1898,212,31.9,1982,15998,7039,0,154,0.389,65.8,0,76.2,11925,0,19454,77231,0,262,160,20.9,2374,229,21.7,66.6,0,20.9,565,250,13.0,583,0,41.4,90.6,437,197,228,25.8,2282,15926,1059,0,133,0,41,0,3598
2023-03-12 10:06:00,0,9421,17607,74865,0,469,1692,135,66485,222,35.0,87.2,0,128,179,448,4.30,403,0,66.8,164,351,1708,210,31.9,1798,15996,6612,0,157,0.389,66.1,0,75.7,9421,0,16941,73555,0,262,169,22.8,2365,224,25.4,66.6,0,21.9,571,253,4.99,582,0,41.7,97.2,391,210,228,25.8,2170,15930,1026,0,136,0,40.6,0,3598
2023-03-12 10:08:00,0,11186,24163,78685,0,467,1868,135,66625,223,32.1,87.2,0,133,4665,449,5.33,405,0,66.8,162,415,1880,210,32.6,1974,16004,7039,0,155,0,66.1,0,122,11186,0,23151,81583,0,261,149,22.8,2366,225,22.4,66.2,0,22.8,5538,260,11.4,583,0,41.4,96.5,492,189,228,26.6,2281,15941,1043,0,135,0,40.6,0,3614
2023-03-12 10:10:00,0,10918,42460,98649,0,468,1825,129,66559,226,30.7,87.2,0,127,21863,445,5.33,405,0,66.9,161,460,1836,212,32.3,1889,16018,6990,0,155,0,65.7,0,123,10918,0,39882,100199,0,262,170,21.9,2363,229,20.8,66.2,0,21.9,24562,249,6.31,582,0,41.4,93.6,569,188,228,26.2,2186,15952,1055,0,135,0,40.3,0,3616
2023-03-12 10:12:00,0,11521,18166,65937,0,469,1756,123,66530,220,32.9,87.2,0,116,168,446,4.63,403,0,66.4,160,351,1769,213,32.3,1878,15999,6721,0,156,0,66.1,0,74.6,11521,0,19040,75990,0,262,177,20.9,2361,225,23.2,66.2,0,20.0,566,251,5.07,583,0.389,41.4,97.0,392,187,228,26.2,2287,15934,1017,0,142,0,41,0,3540
2023-03-12 10:14:00,0,12585,19295,75240,0,469,1872,123,66609,225,33.7,86.5,0,116,174,448,4.77,404,0,66.1,163,376,1900,212,31.9,1984,16014,7060,0,157,0,66.1,0,75.8,12585,0,20116,77980,0,262,164,20.9,2376,227,23.7,65.8,0,20.0,576,253,5.13,583,0.389,41,101,437,203,228,25.8,2298,15939,1046,0,142,0,41.4,0,3569
2023-03-12 10:16:00,0,9690,17612,88500,0,468,1688,123,66470,221,30.7,85.7,0,121,178,447,4.97,403,0,65.7,164,352,1711,215,32.6,1796,16023,6664,0,156,0,66.4,0,77.5,9690,0,17213,74301,0,262,164,20.9,2365,221,20.4,65.8,0,20.9,575,253,5.76,582,0,40.6,98.0,396,211,229,26.6,2166,15948,1054,0,135,0,41.7,0,3563
2023-03-12 10:18:00,0,11467,19872,97248,0,466,1875,140,66595,222,32.1,85.7,0,138,735,445,5.10,404,0,66.4,163,405,1871,213,32.6,1975,15997,7034,0,156,0,66.8,0,122,11467,0,19570,78057,0,260,161,23.8,2356,223,22.7,65.5,0,23.8,1186,249,5.91,583,0,41.7,96.2,480,169,229,26.6,2268,15930,1034,0,135,0,41.4,0,3609
2023-03-12 10:20:00,0,11379,42387,98431,0,467,1827,135,66585,223,34.7,87.2,0,133,21823,448,3.27,404,0,66.4,160,466,1855,211,32.3,1896,15997,6919,0,158,0,66.4,0,123,11379,0,40287,100552,0,261,162,22.8,2364,225,25.0,66.2,0,22.8,24463,253,3.27,582,0,41.7,91.7,575,198,229,26.2,2171,15935,1024,0,138,0,41,0,3616
2023-03-12 10:22:00,0,11496,18183,66099,0,456,1744,140,66536,220,32.1,87.2,0,133,182,433,4.07,404,0,66.1,159,354,1785,212,32.3,1887,16002,6698,0,156,0,66.1,0,77.4,11496,0,19011,75796,0,255,156,24.1,2367,227,22.2,66.2,0,23.2,583,242,4.44,583,0,41.4,97.0,394,199,229,26.2,2300,15932,1039,0,138,0,41,0,3569
2023-03-12 10:24:00,0,12397,19296,73565,0,453,1883,135,66635,222,31.5,87.2,0,133,159,435,5.47,404,0,65.7,166,383,1887,212,32.6,1992,15994,7074,0,155,0,65.7,0,76.9,12397,0,19929,77775,0,253,162,22.8,2364,223,21.7,66.2,0,22.8,570,246,6.28,583,0,41,99.3,447,188,229,26.6,2300,15926,1054,0,135,0,40.3,0,3539
2023-03-12 10:26:00,0,9961,18126,66517,0,466,1753,135,66530,225,32.9,87.2,0,127,154,446,3.27,401,0,66.4,163,352,1758,212,32.6,1844,15999,6732,0,154,0,66.1,0,76.5,9961,0,17475,74279,0,260,173,22.8,2360,227,23.1,66.6,0,21.9,567,251,3.27,580,0,41.7,96.0,391,212,228,26.6,2173,15922,1029,0.389,135,0,41.0,0,3569
2023-03-12 10:28:00,0,9931,18217,70966,0,468,1749,118,66506,219,32.9,87.2,0,122,154,448,4.53,403,0,67.1,161,425,1767,211,33.0,1874,16016,6787,0,155,0,66.4,0,119,9931,0,17479,74370,0,260,161,19.9,2359,219,22.8,66.2,0,20.9,571,253,4.90,582,0,42.1,94.5,508,189,228,26.9,2266,15938,1046,0.389,135,0,41.7,0,3614
2023-03-12 10:30:00,0,11020,42475,102529,0,467,1827,123,66593,222,31.5,86.5,0,116,21858,448,5.06,403,0,67.1,163,464,1851,209,32.3,1908,16020,6994,0,156,0,66.4,0,121,11020,0,39983,100239,0,261,157,20.9,2368,229,20.7,65.5,0,20.0,24550,259,5.06,582,0,42.1,100,582,184,228,26.2,2182,15948,1078,0,137,0,41.7,0,3588
2023-03-12 10:32:00,0,11781,18198,66317,0,471,1763,135,66545,221,32.1,87.2,0,133,160,445,6.09,404,0,66.8,161,350,1774,212,32.6,1867,16003,6693,0,155,0,65.7,0,77.1,11781,0,19293,76224,0,263,177,22.8,2365,229,22.3,66.2,0,27.7,575,249,6.52,583,0,41.8,94.3,391,196,228,26.6,2279,15949,1007,0,135,0,41,0,3569
2023-03-12 10:34:00,0,12763,19292,73543,0,469,1876,129,66641,222,32.9,87.2,0,127,174,445,4.40,404,0,66.4,161,377,1884,211,32.3,1980,15991,7026,0,154,0,66.1,0,76.3,12763,0,20287,78152,0,267,187,21.9,2357,223,28.3,66.2,0,21.9,579,249,4.77,583,0,41.4,93.2,440,202,228,26.2,2284,15930,1031,0,135,0,40.6,0,3539
