"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)"
2023-03-11 22:50:00,0,70.7,6155,34923,0,1809,0,66.4,0,38.5,2135,3.67,0,446,19,19,1838,117,0,89.8,469,31.5,0,2494,32.3,127,1852,143,0,453,38.5,6842,406,65.7,4367,70.7,0,2368,25035,0,172,0,41,0,19,2134,3.80,0,252,38.5,38.5,196,248,0,95,261,20.8,0,121,26.2,21.9,172,96.3,0,259,19,1063,583,40.7,1384
2023-03-11 22:52:00,0,71.1,9066,62706,0,1875,38.3,67.2,0,38.5,2658,3.67,0,449,19.4,376,1891,9721,0,90.9,465,32.1,0,782,32.3,122,1909,143,0,457,755,6990,406,66.1,4428,71.1,0,25752,62071,0,169,30.6,41.7,0,19,2662,3.80,0,255,38.5,669,182,304,0,95,259,21.6,0.389,88.1,26.2,20.9,172,96.3,0,262,475,1018,583,40.6,1380
2023-03-11 22:54:00,0,70.7,7507,61447,0,1697,38.3,66.8,0,38.9,1071,3.67,0,445,19,376,1722,193,0,91.2,467,33.5,0.389,86.4,32.3,122,1728,143,0.389,455,755,6613,406,65.7,27785,70.7,0,24211,72715,0,167,30.6,41.8,0,19,1076,3.80,0,249,38.5,669,187,261,0,95,260,28.3,0,77.9,26.2,20.9,178,95.9,0.389,255,475,1034,582,40.3,1881
2023-03-11 22:56:00,0,71.9,6684,35469,0,1871,0,66.8,0,38.5,2650,3.43,0,448,19,19.4,1899,197,0,90.5,467,33.9,0,257,32.7,122,1898,143,0,452,38.5,6997,408,65.7,4440,71.9,0,2902,23984,0,179,0,41.7,0,19,2655,3.57,0,258,38.5,38.5,187,266,0,94.6,260,28.3,0,74.2,26.2,20.9,173,96.3,0,252,19,1047,583,40.3,1381
2023-03-11 22:58:00,0,71.9,6146,34978,0,1803,0.600,66.8,0,38.5,2132,3.43,0,448,19,19.4,1834,106,0,89.8,467,31.9,0,194,32.7,128,1842,143,0,453,38.5,6985,408,66.1,6363,71.9,0,2355,25033,0,167,0.600,42.1,0,19,2128,3.57,0,253,38.5,38.5,189,235,0,95,260,21.0,0,72.8,26.2,21.9,186,95.9,0,259,19,1069,582,41.4,1487
2023-03-11 23:00:00,0,70,5626,34283,0,1758,0.233,67.9,0,38.5,1608,3.43,0,446,19,19,1778,104,0.389,90.1,467,32.3,0,148,32.3,128,1784,142,0,456,38.5,6744,406,67.5,6312,70,0,1841,23538,0,158,0.233,42.6,0,19,1602,3.57,0,251,38.5,38.5,173,231,0.389,95,260,27.0,0,79.0,26.2,21.9,174,94.9,0,263,19,1037,581,41.8,1474
2023-03-11 23:02:00,0,70.4,9070,62645,0,1929,38.3,67.2,0,38.5,2656,3.43,0,448,19,376,1948,104,0.389,91.3,468,32.9,0,258,32.3,127,1954,143,0,454,752,7093,408,66.8,4453,70.4,0,25687,51748,0,173,30.6,42.1,0,19,2655,3.57,0,253,38.5,669,194,232,0.389,95,266,27.0,0,73.9,26.2,27.6,175,96.3,0,253,474,1056,583,41.4,1369
2023-03-11 23:04:00,0,70.4,7511,60912,0,1737,38.3,65.3,0,38.5,1072,3.43,0,445,19,376,1750,190,0,90.2,468,32.1,0,86.4,32.1,139,1759,143,0,453,752,6706,406,66.4,4258,70.4,0,24148,48543,0,182,30.6,40.3,0,19,1070,3.57,0.389,255,38.5,669,187,261,0,95,266,21.4,0,77.9,26.0,29.5,177,95.9,0,253,474,1062,582,41,1364
2023-03-11 23:06:00,0,70.7,6690,35413,0,1882,0,67.5,0,38.5,2655,3.43,0,447,19,19,1918,194,0,89.8,470,32.9,0,271,31.6,139,1920,143,0,455,38.5,7018,409,67.5,4430,70.7,0,2912,23940,0,140,0,42.2,0,19,2661,3.57,0.389,253,38.5,38.5,187,265,0,95.4,262,22.5,0,81.6,25.5,23.8,176,96.3,0,255,19,1094,583,41.5,1370
2023-03-11 23:08:00,0,71.1,6668,35390,0,1892,0.600,64.2,0,38.5,2655,3.43,0,437,19,19,1917,105,0,90.5,455,30.7,0,257,31.6,122,1917,143,0,441,38.5,7075,408,63.9,4470,71.1,0,2874,23977,0,168,0.600,40.9,0,19,2662,3.57,0,248,38.5,38.5,195,235,0,95.4,254,19.7,0,73.9,25.5,20.9,176,95.9,0,246,19,1080,582,39.4,1383
2023-03-11 23:10:00,0,70.4,5099,33625,0,1708,0.600,67.2,0,38.5,1071,3.90,0,433,19,19,1727,102,0,90.1,455,30.7,0,84.6,32.1,127,1734,143,0,442,38.9,6659,406,67.2,4288,70.4,0,1313,20644,0,175,0.600,42.5,0,19,1072,4.03,0,242,38.5,38.5,191,232,0,95,254,19.7,0,77.9,26.0,21.9,179,96.3,0,248,19,1041,583,41.7,1375
2023-03-11 23:12:00,0,70,9066,62677,0,1883,39.8,66.1,0,38.5,2655,4.13,0.389,447,19,378,1908,103,0,89.4,467,32.9,0,257,32.3,127,1905,143,0,453,753,7017,407,66.4,4434,70,0,25776,51646,0,172,30.6,40.6,0,19,2657,4.27,0,251,38.5,669,199,232,0,95,260,22.8,0,73.9,26.2,21.9,178,96.3,0,253,477,1024,583,41,1376
2023-03-11 23:14:00,0,70,8026,61553,0,1754,39.8,63.9,0,38.5,1605,4.13,0,448,19,378,1773,189,0,89.8,467,32.9,0,137,32.3,127,1783,143,0,452,753,6844,407,63.9,4333,70,0,24755,49566,0,162,31.0,39.4,0.389,19,1599,4.66,0,253,38.5,669,183,261,0,95,260,22.7,0,71.7,26.2,21.9,174,95.9,0,252,477,1040,582,39.4,1372
2023-03-11 23:16:00,0,70.4,6165,34841,0,1815,0,66.4,0,38.5,2131,4.13,0,446,19,19,1840,191,0,91.2,468,31.5,0,204,32.3,122,1831,143,0,456,38.5,6871,409,65.7,4364,70.4,0,2392,22876,0,153,0,41,0,19,2132,4.27,0,251,38.5,38.5,197,266,0,95,260,20.6,0,80.5,26.2,20.9,182,96.3,0,257,19,1032,582,40.6,1365
2023-03-11 23:18:00,0,71.1,6669,36053,0,1908,0.600,64.6,0,38.5,2651,4.13,0,448,19.0,19.0,1917,104,0,90.9,468,30.7,0,1756,32.3,127,1920,143,0,452,38.5,7065,408,63.5,28026,71.1,0,2875,49882,0,170,0.600,39.8,0,19.0,2653,4.27,0,253,38.5,38.5,186,235,0,95.0,260,19.7,0,99.1,26.2,21.9,183,95.9,0,252,19.0,1043,582,38.7,2025
2023-03-11 23:20:00,0,71.1,5102,33602,0,1694,0.600,65.3,0,38.5,1071,3.67,0,448,19,19,1713,103,0,89.8,467,35.6,0,1397,32.3,116,1721,143,0,452,38.5,6595,409,64.2,4243,71.1,0,1313,21824,0,156,0.600,40.5,0,19,1072,3.80,0,253,38.5,38.5,183,232,0,95,260,25.2,0,92.3,26.2,20.0,171,95.9,0,252,19,1056,582,39.4,1363
2023-03-11 23:22:00,0,71.1,8751,60747,0,1885,0,68.2,0,38.5,2652,3.43,0,445,19,19,1911,102,0,90.1,467,32.1,0,270,32.3,127,1909,143,0,452,38.5,7007,409,68.2,4437,71.1,0,24338,49678,0,156,0,42.9,0,19.4,2652,3.57,0,249,38.5,38.5,199,231,0,95,260,21.6,0,81.6,26.2,21.9,165,96.7,0,252,19,1039,583,42.2,1371
2023-03-11 23:24:00,0,71.1,8030,61506,0,1755,37.6,65.0,0,38.5,1602,3.67,0,448,19,375,1781,188,0,89.4,466,30.7,0,137,32.1,127,1788,143,0,455,751,6771,410,65.3,4311,71.1,0,24726,49466,0,156,30.6,39.9,0,19.4,1604,3.80,0,259,38.5,669,188,261,0,95,260,19.7,0,71.7,26.0,21.9,171,96.3,0,255,473,1020,582,40.3,1385
2023-03-11 23:26:00,0,71.1,6167,34838,0,1807,0,65.7,0,38.5,2125,4.13,0,449,19,19,1834,192,0,90.1,467,30.7,0,1723,31.6,116,1848,143,0,456,38.5,6834,409,64.6,4360,71.1,0,2388,24342,0,153,0,40.3,0,19,2132,4.27,0,253,38.5,38.5,177,266,0,95,260,19.7,0,94.8,25.5,20.0,171,96.7,0,257,19,1023,583,39.9,1369
2023-03-11 23:28:00,0,71.1,6670,35434,0,1868,0.600,66.4,0,38.5,2651,4.13,0,449,19,19,1899,104,0,89.8,468,31.5,0,1774,31.6,127,1912,143,0,452,38.5,7034,407,66.1,6424,71.1,0,2878,27407,0,146,0.600,41.4,0,19,2651,4.27,0,255,38.5,38.5,171,235,0,95,261,20.5,0,88.1,25.5,21.9,173,96.7,0,252,19,1038,583,41,1478
2023-03-11 23:30:00,0.389,71.1,5095,33725,0,1684,0.600,67.1,0.389,38.5,1071,4.13,0,450,19,19,1716,102,0,89.4,467,32.9,0,71.0,32.1,122,1711,142,0,455,38.5,6623,405,67.1,6239,71.1,0.389,1298,22461,0,149,0.600,41.8,0,19,1072,4.27,0,255,38.5,38.5,202,232,0,95,260,22.5,0,70.6,26.0,20.9,173,94.5,0,255,19.4,1055,580,41.5,1471
2023-03-11 23:32:00,0.389,71.1,8353,55891,0,1885,0,63.1,0.389,38.5,2657,4.13,0,435,19,19,1902,102,0,90.1,455,30.7,0,790,32.3,127,1913,143,0,441,38.5,6996,409,63.1,4430,71.1,0.389,20206,45151,0,169,0,38.7,0,19,2657,4.27,0,246,38.5,38.5,194,233,0,94.6,253,19.7,0,95.8,26.2,21.9,180,96.3,0,247,19.4,1035,583,38.3,1376
2023-03-11 23:34:00,0,71.5,8030,61563,0,1755,38.3,67.5,0,38.5,1601,4.13,0,449,19,376,1770,193,0,90.1,468,31.5,0,1942,32.1,116,1798,143,0,453,753,6812,409,68.2,4309,71.5,0,24736,51321,0,151,30.6,41.8,0,19,1600,4.27,0,255,38.5,669,156,261,0,95,261,20.5,0,99.8,26.0,20.0,174,95.9,0,253,476,1064,582,42.2,1364
2023-03-11 23:36:00,0,72.2,6172,34883,0,1821,0,65.0,0,38.5,2126,4.13,0,446,19.0,19.0,1890,211,0,90.1,468,32.9,0,205,31.6,127,1853,143,0,452,38.5,6882,409,65.3,4373,72.2,0,2405,22900,0,164,0,39.9,0,19.0,2125,4.27,0,251,38.5,38.5,204,280,0,95.0,260,22.5,0,80.1,25.5,21.9,179,96.3,0,252,19.0,1057,582,39.9,1362
2023-03-11 23:38:00,0,70,6683,35515,0,1886,0.600,66.1,0,38.5,2653,4.52,0,446,19,19,1961,105,0,90.9,465,30.7,0,523,31.6,127,1911,143,0,455,38.5,7080,408,66.4,4447,70,0,2905,24246,0,172,0.600,40.6,0,19,2659,4.27,0,251,38.5,38.5,221,235,0,95,259,19.7,0,92.8,25.5,21.9,180,96.3,0,260,19,1089,583,41,1376
2023-03-11 23:40:00,0,70.4,5096,34304,0,1693,0.600,66.4,0,38.5,1077,4.13,0,451,19.0,19.0,1703,102,0,90.1,468,32.9,0,328,32.1,116,1721,143,0,455,38.5,6569,407,66.0,27783,70.4,0,1301,45033,0,164,0.600,41.0,0,19.0,1078,4.27,0,262,38.5,38.5,192,232,0,95.0,261,22.3,0,89.6,26.0,19.9,172,95.9,0,261,19.0,1032,582,40.6,2008
2023-03-11 23:42:00,0,71.1,7941,50946,0,1878,0,68.2,0,38.5,2652,4.13,0,446,19,19,1892,102,0,89.8,469,32.1,0,274,32.3,122,1907,143,0,455,38.5,7049,408,68.2,4443,71.1,0,15963,39678,0,177,0,42.6,0,19,2659,4.27,0,257,38.9,38.5,199,232,0,94.6,262,21.6,0,89.4,26.2,20.9,197,96.3,0,255,19,1048,583,42.6,1365
2023-03-11 23:44:00,0,70.4,8028,61691,0,1783,37.6,68.0,0,38.5,1595,4.13,0,446,19,375,1795,9802,0,90.1,467,31.5,0,136,32.3,139,1807,143,0,453,753,6919,405,68.2,4402,70.4,0,24684,59723,0,174,30.6,41.5,0,19,1601,4.27,0,251,38.5,669,210,316,0,94.6,260,25.7,0,71.7,26.2,23.8,201,95.9,0,253,473,1076,582,42.6,1395
2023-03-11 23:46:00,0,70.4,5634,34318,0,1775,0.389,66.1,0,38.5,1599,4.13,0,445,19,19,1792,194,0,89.8,467,32.9,0,134,31.9,127,1808,143,0,455,38.5,6795,405,65.3,4358,70.4,0,1850,21929,0,169,0,40.3,0,19,1602,4.27,0,249,38.5,38.5,186,265,0,95,260,27.5,0,71.7,25.7,22.2,191,95.9,0,255,19,1038,582,39.9,1392
2023-03-11 23:48:00,0,69.6,6678,35392,0,1882,0.989,67.2,0,38.5,2654,4.13,0,446,19,19,1903,105,0,90.1,467,30.7,0,270,31.6,133,1905,143,0,455,38.5,7004,406,66.8,4425,69.6,0,2890,24029,0,162,0.600,41.7,0,19,2654,4.27,0,251,38.5,38.5,191,235,0,95,260,19.7,0,81.2,25.5,23.2,173,96.3,0,260,19,1039,583,41,1371
2023-03-11 23:50:00,0,71.1,5096,33633,0,1695,0.600,68.2,0,38.9,1080,3.67,0,449,19,19,1704,102,0,90.5,468,32.9,0.389,71.3,31.9,128,1720,143,0,452,38.5,6558,411,66.8,4238,71.1,0,1307,20606,0,173,0.600,42.2,0,19,1073,3.80,0,260,38.5,38.5,195,232,0,95,267,27.9,0.389,70.6,25.7,21.9,195,95.9,0,252,19,1007,583,40.7,1360
2023-03-11 23:52:00,0,71.1,7546,46171,0,1878,0,66.4,0,38.9,2656,3.43,0,445,19.4,19.4,1895,97.4,0,89.4,467,32.9,0.389,271,32.3,128,1915,143,0,454,38.5,7030,409,66.1,4428,71.1,0,11968,34756,0,164,0,41.8,0,19,2653,3.57,0,260,38.5,38.5,188,225,0,95,266,22.3,0.389,81.6,26.2,26.8,200,96.3,0,254,19,1066,583,40.6,1361
2023-03-11 23:54:00,0,69.6,9087,62749,0,1897,37.6,66.1,0,38.5,2653,3.43,0,446,19.4,375,1914,189,0,89.4,465,31.5,0,271,32.3,127,1921,143,0,452,754,7093,408,66.1,4480,69.6,0,25829,51865,0,163,30.6,41.4,0,19.0,2661,3.57,0,249,38.5,669,171,263,0,95.0,259,20.9,0,81.2,26.2,21.9,166,96.3,0,252,473,1073,583,41.0,1398
2023-03-11 23:56:00,0,70.0,5110,33646,0,1691,0,67.5,0,38.5,1072,3.43,0,434,19,19,1716,193,0,90.1,451,32.5,0,71.3,32.7,127,1722,143,0,442,38.5,6582,408,67.2,4246,70.0,0,1326,20604,0,165,0,42.5,0,19,1073,3.57,0,244,38.5,38.5,187,266,0,95,251,22.0,0,70.6,26.2,21.9,174,95.9,0,248,19,1027,582,41.7,1374
2023-03-11 23:58:00,0,70.7,6682,35487,0,1867,0.600,66.8,0,38.5,2649,3.43,0,437,19,19,1893,105,0,90.5,454,32.1,0,269,32.3,116,1892,143,0.389,442,38.5,7059,410,66.8,6418,70.7,0,2890,25919,0,174,0.600,42.1,0,19,2651,3.57,0,248,38.5,38.5,212,235,0,95,253,21.6,0,81.2,26.2,20.0,188,96.3,0.389,248,19,1027,583,41.7,1468
2023-03-12 00:00:00,0,70.7,5096,33777,0,1699,0.600,64.2,0,38.5,1080,3.90,0,445,19,19,1704,103,0,89.8,467,31.5,0,1582,32.3,122,1707,142,0,452,38.5,6645,405,64.2,6241,70.7,0,1305,24149,0,177,0.600,39.8,0,19,1073,4.03,0,249,38.5,38.5,198,232,0.389,95,260,20.6,0,84.0,26.2,20.9,189,94.5,0,252,19,1056,580,39.4,1477
2023-03-12 00:02:00,0,70.4,6695,40685,0,1839,0,69.0,0,38.5,2133,4.13,0,448,19,19,1860,103,0,89.8,468,74.8,0,192,32.3,122,1867,142,0,452,38.5,6942,408,68.2,4363,70.4,0,7233,28849,0,169,0,42.9,0,19,2126,4.27,0,258,38.5,38.5,191,232,0,95,260,95.6,0,72.8,26.2,20.9,183,94.9,0,252,19,1074,581,42.2,1370
2023-03-12 00:04:00,0,70.7,9122,62674,0,1905,37.6,67.2,0,38.5,2660,3.90,0,450,19,375,1918,189,0.389,89.8,467,52.9,0,270,32.3,122,1915,143,0,456,751,7047,410,67.2,4428,70.7,0,25734,51693,0,168,30.6,42.5,0,19,2659,4.03,0,261,38.5,669,201,262,0,95,260,56.2,0,81.2,26.2,20.9,175,96.3,0,257,474,1033,583,41.7,1369
2023-03-12 00:06:00,0,70.4,5111,33640,0,1695,0,66.4,0,38.5,1077,3.43,0,446,19,19,1717,193,0,90.1,469,31.5,0,260,31.9,116,1716,143,0,456,38.5,6623,405,65.7,4243,70.4,0,1332,20792,0,159,0,41.4,0,19,1070,3.57,0,251,38.5,38.9,201,265,0,95,261,20.6,0,80.7,25.7,20.0,180,95.9,0,257,19,1005,582,40.3,1363
2023-03-12 00:08:00,0,70.7,6681,35967,0,1877,0.600,67.9,0,38.5,2655,3.43,0,444,19,19,1904,104,0,90.9,465,30.7,0,271,31.6,122,1905,143,0,453,38.9,7014,407,67.1,27961,70.7,0,2893,48022,0,158,0.600,42.2,0,19,2651,3.57,0.389,247,38.5,38.5,188,234,0,95.4,259,19.7,0,81.2,25.5,20.9,185,96.3,0,252,19,1042,583,41.5,2008
2023-03-12 00:10:00,0,70.4,5631,34871,0,1770,0.600,66.4,0,38.5,1601,3.67,0.389,449,19,19,1786,102,0,90.5,467,32.9,0,404,31.9,116,1795,143,0,452,38.9,6704,407,66.1,27849,70.4,0,1837,46116,0,161,0.600,41,0,19,1602,4.19,0.389,255,38.5,38.5,184,232,0,95.4,260,22.4,0,90.6,25.7,20.0,190,95.9,0,252,19,1068,582,40.6,2003
2023-03-12 00:12:00,0,70.0,6230,35801,0,1833,0,67.2,0,38.5,2126,4.13,0.389,449,19.0,19.0,1854,116,0,89.8,467,31.5,0,191,32.3,127,1861,143,0,455,38.5,6959,408,66.8,4414,70.0,0,3167,23971,0,152,0,41.7,0,19.0,2127,4.66,0,255,38.5,38.5,171,247,0,95.0,260,20.6,0,73.2,26.2,21.9,173,95.9,0,255,19.0,1088,582,41.4,1372
2023-03-12 00:14:00,0,70.7,9087,62583,0,1881,37.6,65.3,0,38.5,2657,4.13,0,445,19,375,1895,190,0,90.1,466,31.5,0,1591,32.6,133,1903,143,0,455,752,7032,410,65.3,4454,70.7,0,25649,52919,0,170,30.6,40.6,0,19,2659,4.27,0,249,38.5,669,197,261,0,95,259,20.6,0,96.4,26.4,22.8,179,96.3,0,255,474,1017,582,39.9,1383
2023-03-12 00:16:00,0,71.1,5109,33676,0,1685,0,65.3,0,38.5,1078,4.13,0,444,19,19,1714,194,0,89.4,469,32.1,0,72.4,33.0,127,1714,143,0,453,38.5,6599,409,66.7,4242,71.1,0,1333,20554,0,166,0,40.6,0,19,1076,4.27,0,247,38.5,38.5,203,265,0,95,261,21.6,0,70.6,26.9,21.9,171,95.9,0,253,19,1032,582,41.4,1361
2023-03-12 00:18:00,0,70.7,6673,35346,0,1876,0.600,65.3,0,38.5,2659,4.13,0,447,19,19,1891,106,0,89.8,467,32.9,0,779,32.8,122,1898,143,0,455,38.5,6988,410,66.4,4422,70.7,0,2882,24386,0,174,0.600,40.6,0,19,2653,4.27,0,251,38.5,38.5,184,234,0,95,260,22.4,0,88.5,26.7,20.9,167,96.3,0,255,19,1051,583,41,1368
2023-03-12 00:20:00,0,70.4,5625,34118,0,1758,0.600,68.2,0,38.5,1609,3.67,0,438,19,19,1780,102,0,89.8,454,30.7,0,151,32.3,133,1793,143,0,442,38.5,6695,409,67.5,4318,70.4,0,1842,21546,0,142,0.600,42.6,0.389,19.4,1603,3.80,0,255,38.5,38.5,182,233,0,95,253,19.7,0,79.0,26.2,22.8,165,96.3,0,249,19,1018,583,41.8,1375
2023-03-12 00:22:00,0,70.7,6145,34732,0,1809,0,69.0,0,38.5,2135,3.43,0,447,19,19,1844,102,0,89.4,468,32.9,0,1478,32.3,122,1847,143,0,453,38.5,6891,408,67.9,4360,70.7,0,2356,23995,0,149,0.389,43.3,0,19,2129,3.57,0,256,38.5,38.5,202,232,0,95,260,22.4,0,86.7,26.2,20.9,167,95.9,0,254,19,1028,582,42.6,1364
2023-03-12 00:24:00,0,71.1,9082,62680,0,1874,38.3,66.1,0,38.5,2655,3.43,0,445,19,376,1899,9790,0,89.4,467,32.9,0,270,32.3,122,1902,143,0,452,752,7044,406,64.6,4428,71.1,0,25743,61550,0,182,30.6,40.6,0,19,2653,3.57,0,249,38.5,669,171,319,0,95,260,22.4,0,81.2,26.2,20.9,187,96.3,0,252,473,1062,583,39.2,1360
2023-03-12 00:26:00,0,70.7,5116,33729,0,1692,0,65.7,0,38.5,1074,3.90,0,449,19,19,1726,193,0,89.4,467,32.1,0,87.8,31.9,127,1718,143,0,453,38.5,6624,407,65.3,4245,70.7,0,1339,20664,0,165,0,40.3,0,19,1081,4.03,0,255,38.5,38.5,171,266,0,95,260,21.6,0,85.4,25.7,21.9,180,95.9,0,253,19,1051,582,39.9,1377
2023-03-12 00:28:00,0,70.7,6672,36183,0,1870,0.600,66.4,0,38.5,2650,4.13,0,448,19,19,1901,104,0,89.4,467,30.7,0,258,31.6,133,1893,143,0,457,38.5,7097,407,66.1,29962,70.7,0,2877,50274,0,178,0.600,41,0,19,2652,4.27,0,253,38.5,38.5,211,234,0,95,260,19.7,0,74.2,25.5,22.8,186,96.7,0,262,19.4,1031,583,40.6,2127
2023-03-12 00:30:00,0,71.1,5627,34933,0,1764,0.600,65.7,0,38.5,1598,3.90,0,445,19.0,19.0,1789,102,0,89.4,468,32.8,0,150,31.6,127,1790,142,0,453,38.5,6798,406,65.7,29890,71.1,0,1836,48005,0,158,0.600,40.6,0,19.0,1598,4.03,0,249,38.5,38.5,204,232,0,95.0,261,21.4,0,79.0,25.5,21.8,187,94.9,0,258,19.0,1010,580,40.3,2134
2023-03-12 00:32:00,0,70.7,5621,34237,0,1770,0,65.0,0,38.5,1602,3.43,0,445,19,19,1799,102,0,89.8,469,31.5,0,133,31.6,133,1792,142,0,453,38.5,6780,406,65.8,4320,70.7,0,1823,21566,0,175,0,39.9,0,19,1608,3.57,0,250,38.5,38.5,189,233,0,95,261,20.7,0,71.7,25.5,22.8,196,94.5,0,253,19,1055,580,41.1,1375
2023-03-12 00:34:00,0,71.1,9076,62711,0,1896,37.6,65.0,0,38.5,2660,3.43,0,448,19,375,1922,192,0,90.5,467,32.1,0,1767,31.6,133,1916,143,0,453,752,7021,406,65.8,4439,71.1,0,25738,53249,0,174,30.6,39.5,0,19,2663,3.57,0,254,38.5,669,204,261,0,95,260,26.6,0,87.7,25.5,22.8,198,96.3,0,253,473,1039,583,40.7,1384
2023-03-12 00:36:00,0.389,71.8,5121,33751,0,1680,0,65.7,0.389,38.5,1081,3.43,0,448,19,19,1757,196,0,89.8,465,33.5,0,1595,32.1,139,1714,143,0,455,38.5,6564,408,66.9,4234,71.8,0.389,1359,22328,0,171,0,40.3,0,19,1074,3.57,0,253,38.9,38.5,230,266,0,95,259,28.7,0,91.4,26.0,23.8,171,95.9,0,255,19,1004,582,41.8,1358
2023-03-12 00:38:00,0.389,71.1,6677,35434,0,1893,0.367,66.4,0.389,38.5,2652,3.43,0,445,19,19,1961,105,0,90.5,466,30.7,0,257,32.3,133,1925,143,0,452,38.5,7068,409,66.9,4487,71.1,0.389,2895,24094,0,189,0.367,41,0,19,2649,3.57,0,249,38.9,38.5,221,235,0,95,265,19.7,0,74.2,26.2,22.8,206,96.3,0,257,19,1021,583,41.8,1378
2023-03-12 00:40:00,0,71.1,6153,34933,0,1845,0.600,66.4,0,38.5,2127,3.43,0,446,19,19,1862,103,0,90.9,465,33.5,0,208,32.1,127,1879,143,0,452,38.5,6907,408,66.8,4438,71.1,0,2361,23006,0,216,0.600,41.4,0,19,2131,3.57,0,261,38.5,38.5,193,231,0,95,266,28.3,0,80.1,26.0,26.8,195,96.3,0,252,19,1042,583,41.8,1387
2023-03-12 00:42:00,0,71.1,5627,34229,0,1754,0,65.7,0,38.5,1600,3.43,0,445,19,19,1784,102,0,90.1,468,34.3,0,149,31.6,122,1783,143,0,456,38.5,6790,409,66.1,4310,71.1,0,1837,21541,0,171,0,41,0,19,1609,3.57,0,259,38.5,38.5,203,232,0,95,261,29.2,0,79.0,25.5,25.9,160,95.9,0,258,19,1052,582,41.4,1362
2023-03-12 00:44:00,0,70.7,9083,62651,0,1875,37.6,67.9,0,38.5,2655,3.82,0,448,19,375,1918,188,0,90.1,468,30.7,0,258,31.6,116,1901,143,0,455,754,7120,407,67.9,4458,70.7,0,25707,51689,0,161,30.6,42.9,0,19,2658,3.57,0,254,38.5,669,195,260,0,95,261,19.7,0,73.9,25.5,20.0,180,96.3,0,256,474,1055,583,42.6,1385
2023-03-12 00:46:00,0,71.1,5118,33731,0,1696,0,63.9,0,38.5,1080,3.43,0,451,19,19,1705,192,0,90.1,469,32.1,0,85.3,32.1,122,1724,143,0,452,38.5,6629,411,64.3,4244,71.1,0,1345,20699,0,176,0,39.4,0,19,1073,3.57,0,257,38.5,38.5,194,265,0,95,261,21.5,0,77.9,26.0,20.9,194,96.3,0,252,19,1042,582,39.4,1361
2023-03-12 00:48:00,0,71.1,6148,34836,0,1825,0,67.2,0,38.5,2131,3.43,0,445,19.0,19.0,1844,105,0,90.5,469,32.3,0,191,32.3,121,1862,143,0,454,38.5,7005,410,67.2,4406,71.1,0,2358,22930,0,160,0,42.1,0,19.0,2125,3.57,0,249,38.5,38.5,189,235,0,95.0,261,21.9,0,72.8,26.2,21.3,187,95.9,0,254,19.0,1094,582,42.1,1373
