"Time","cattle-monitoring-system","cattle-system","cilium-monitoring","default","falco","kube-system","longhorn-system","sock-shop"
2023-03-04 14:44:00,17201,68470,16043,0,0,0,0,7596
2023-03-04 14:48:00,16862,44390,15764,0,0,0,0,8055
2023-03-04 14:52:00,17472,113863,16012,0,0,0,0,7813
2023-03-04 14:56:00,16150,114347,15592,0,0,0,0,7990
2023-03-04 15:00:00,16513,110194,16140,0,0,0,0,7788
2023-03-04 15:04:00,147483,69393,52388,0,0,0,0,7517
2023-03-04 15:08:00,16401,44598,15781,0,0,0,0,8053
2023-03-04 15:12:00,17059,111047,15445,0,0,0,0,7809
2023-03-04 15:16:00,16267,120342,16170,0,0,0,0,8050
2023-03-04 15:20:00,16923,113802,16106,0,0,0,0,9949
2023-03-04 15:24:00,16953,69022,16252,0,0,0,0,7682
2023-03-04 15:28:00,17125,44474,15947,0,0,0,0,8072
2023-03-04 15:32:00,16961,112672,32626,0,0,0,0,7778
2023-03-04 15:36:00,21321,111873,15651,0,0,0,0,7828
2023-03-04 15:40:00,19923,112908,15012,0,0,0,0,7717
2023-03-04 15:44:00,19390,48681,34513,0,0,0,0,7729
2023-03-04 15:48:00,16077,63618,15841,0,0,0,0,7893
2023-03-04 15:52:00,19759,114582,15490,0,0,0,0,7755
2023-03-04 15:56:00,19596,112726,16260,0,0,0,0,7920
2023-03-04 16:00:00,22206,113649,15947,0,0,0,0,7867
2023-03-04 16:04:00,310081,68678,170753,0,0,0,0,7539
2023-03-04 16:08:00,16944,45199,15878,0,0,0,0,8022
2023-03-04 16:12:00,19759,111165,15598,0,0,0,0,7704
2023-03-04 16:16:00,21659,113821,15955,0,0,0,0,7928
2023-03-04 16:20:00,19451,117489,15954,0,0,0,0,7903
2023-03-04 16:24:00,19651,44703,16003,0,0,0,0,7634
2023-03-04 16:28:00,17271,66718,15761,0,0,0,0,8099
2023-03-04 16:32:00,19190,115874,33632,0,0,0,0,7728
2023-03-04 16:36:00,21652,114140,15872,0,0,0,0,7887
2023-03-04 16:40:00,17254,113377,15974,0,0,0,0,8033
2023-03-04 16:44:00,19375,69127,15874,0,0,0,0,7635
2023-03-04 16:48:00,21820,43909,15993,0,0,0,0,8099
2023-03-04 16:52:00,19437,117320,16114,0,0,0,0,7965
2023-03-04 16:56:00,19423,111490,15956,0,0,0,0,7811
2023-03-04 17:00:00,19514,114877,16061,0,0,0,0,7876
2023-03-04 17:04:00,156212,46373,50932,0,0,0,0,7639
2023-03-04 17:08:00,19825,65426,15554,0,0,0,0,7980
2023-03-04 17:12:00,16895,110888,15992,0,0,0,0,7744
2023-03-04 17:16:00,21750,113580,16270,0,0,0,0,7848
2023-03-04 17:20:00,16298,114332,15870,0,0,0,0,7980
2023-03-04 17:24:00,18980,68355,15930,0,0,0,0,7587
2023-03-04 17:28:00,16415,44193,15693,0,0,0,0,8036
2023-03-04 17:32:00,20484,113690,33463,0,0,0,0,7743
2023-03-04 17:36:00,17095,111620,16295,0,0,0,0,7845
2023-03-04 17:40:00,19742,115578,15731,0,0,0,0,8010
2023-03-04 17:44:00,21934,61407,33384,0,0,0,0,7792
2023-03-04 17:48:00,19797,50886,15657,0,0,0,0,7857
2023-03-04 17:52:00,16594,113247,16145,0,0,0,0,7934
2023-03-04 17:56:00,19338,112278,15752,0,0,0,0,7611
2023-03-04 18:00:00,20106,115518,15641,0,0,0,0,7953
2023-03-04 18:04:00,609982,49178,320404,0,0,0,0,7629
2023-03-04 18:08:00,19985,68504,15795,0,0,0,0,8007
2023-03-04 18:12:00,21599,110884,15798,0,0,0,0,7814
2023-03-04 18:16:00,17141,118009,33521,0,0,0,0,7564
2023-03-04 18:20:00,19268,110728,15721,0,0,0,0,7964
2023-03-04 18:24:00,22237,48244,15921,0,0,0,0,7743
2023-03-04 18:28:00,17036,64073,15943,0,0,0,0,7957
2023-03-04 18:32:00,18608,114538,33624,0,0,0,0,7947
2023-03-04 18:36:00,16877,112693,15909,0,0,0,0,7589
2023-03-04 18:40:00,17217,116097,16089,0,0,0,0,7857
2023-03-04 18:44:00,16749,67706,16081,0,0,0,0,7757
2023-03-04 18:48:00,16425,44629,15810,0,0,0,0,7924
2023-03-04 18:52:00,17198,114032,15807,0,0,0,0,7889
2023-03-04 18:56:00,16550,110740,15919,0,0,0,0,7684
2023-03-04 19:00:00,17158,115811,15843,0,0,0,0,8010
2023-03-04 19:04:00,143406,52378,51073,0,0,0,0,7629
2023-03-04 19:08:00,16178,60195,15861,0,0,0,0,7866
2023-03-04 19:12:00,17936,113272,15754,0,0,0,0,7888
2023-03-04 19:16:00,15980,112658,16094,0,0,0,0,7492
2023-03-04 19:20:00,17787,116631,15741,0,0,0,0,8039
2023-03-04 19:24:00,16636,52841,16188,0,0,0,0,7624
2023-03-04 19:28:00,19117,59050,15940,0,0,0,0,7839
2023-03-04 19:32:00,13963,115497,32801,0,0,0,0,7949
2023-03-04 19:36:00,17263,113334,16003,0,0,0,0,7614
2023-03-04 19:40:00,17395,113563,15576,0,0,0,0,8217
2023-03-04 19:44:00,16722,53623,34287,0,0,0,0,7604
2023-03-04 19:48:00,16451,58042,15700,0,0,0,0,7815
2023-03-04 19:52:00,17564,116287,15727,0,0,0,0,7928
2023-03-04 19:56:00,16524,112900,16049,0,0,0,0,7588
2023-03-04 20:00:00,16521,115071,15919,0,0,0,0,8126
2023-03-04 20:04:00,302441,137066,154620,0,0,0,0,7604
2023-03-04 20:08:00,16556,154,16095,0,0,0,0,7701
2023-03-04 20:12:00,20216,114386,15563,0,0,0,0,8043
2023-03-04 20:16:00,16228,111956,34291,0,0,0,0,7649
2023-03-04 20:20:00,19002,111613,15797,0,0,0,0,7985
2023-03-04 20:24:00,19469,109014,16366,0,0,0,0,7731
2023-03-04 20:28:00,20864,7000,15930,0,0,0,0,7542
2023-03-04 20:32:00,20113,114637,34189,0,0,0,0,8107
2023-03-04 20:36:00,20238,114047,16069,0,0,0,0,7657
2023-03-04 20:40:00,17324,112492,16361,0,0,0,0,7924
2023-03-04 20:44:00,21985,96712,15796,0,0,0,0,7680
2023-03-04 20:48:00,15234,15637,16128,0,0,0,0,7574
2023-03-04 20:52:00,17486,116439,16021,0,0,0,0,8182
2023-03-04 20:56:00,17137,112362,16213,0,0,0,0,7556
2023-03-04 21:00:00,16804,114367,15672,0,0,0,0,7894
2023-03-04 21:04:00,119539,89003,49451,0,0,0,0,7946
2023-03-04 21:08:00,16616,22373,15886,0,0,0,0,7652
2023-03-04 21:12:00,17270,112406,16204,0,0,0,0,8030
2023-03-04 21:16:00,16870,116012,15854,0,0,0,0,7593
2023-03-04 21:20:00,16401,109411,15950,0,0,0,0,7788
2023-03-04 21:24:00,17184,98000,16187,0,0,0,0,7813
2023-03-04 21:28:00,16960,15683,15736,0,0,0,0,7710
2023-03-04 21:32:00,19583,114922,33806,0,0,0,0,7998
2023-03-04 21:36:00,13819,112875,16055,0,0,0,0,7629
2023-03-04 21:40:00,16934,115618,15453,0,0,0,0,8003
2023-03-04 21:44:00,16737,91958,31384,0,0,0,0,7707
2023-03-04 21:48:00,16691,20470,16141,0,0,0,0,7576
2023-03-04 21:52:00,17721,115828,14283,0,0,0,0,8388
2023-03-04 21:56:00,16578,115076,15869,0,0,0,0,7575
2023-03-04 22:00:00,16849,109370,14867,0,0,0,0,7771
2023-03-04 22:04:00,277571,114234,161936,0,0,0,0,7899
2023-03-04 22:08:00,18913,172,14455,0,0,0,0,7589
2023-03-04 22:12:00,21774,115207,16587,0,0,0,0,8146
2023-03-04 22:16:00,19854,112093,15343,0,0,0,0,7575
2023-03-04 22:20:00,16880,111714,13917,0,0,0,0,7589
2023-03-04 22:24:00,19380,114742,16964,0,0,0,0,8075
2023-03-04 22:28:00,19506,155,15764,0,0,0,0,7513
2023-03-04 22:32:00,19879,115281,33046,0,0,0,0,8001
2023-03-04 22:36:00,19784,112029,16004,0,0,0,0,7638
2023-03-04 22:40:00,19446,113266,16053,0,0,0,0,7814
2023-03-04 22:44:00,21758,113729,16027,0,0,0,0,7861
2023-03-04 22:48:00,19615,221,16119,0,0,0,0,7649
2023-03-04 22:52:00,19643,114814,14972,0,0,0,0,8102
2023-03-04 22:56:00,15276,113366,14524,0,0,0,0,7533
2023-03-04 23:00:00,16952,114066,15401,0,0,0,0,7837
2023-03-04 23:04:00,141175,113721,49276,0,0,0,0,7923
2023-03-04 23:08:00,19683,153,16224,0,0,0,0,7761
2023-03-04 23:12:00,19369,114228,14534,0,0,0,0,7904
2023-03-04 23:16:00,19555,114387,16454,0,0,0,0,7651
2023-03-04 23:20:00,21686,112078,15726,0,0,0,0,7729
2023-03-04 23:24:00,17151,113372,16153,0,0,0,0,8098
2023-03-04 23:28:00,19661,153,15634,0,0,0,0,7496
2023-03-04 23:32:00,19494,113250,34074,0,0,0,0,8229
2023-03-04 23:36:00,19951,113716,15628,0,0,0,0,7669
2023-03-04 23:40:00,21538,115069,15875,0,0,0,0,7631
2023-03-04 23:44:00,19508,110934,33964,0,0,0,0,8004
2023-03-04 23:48:00,19687,222,15708,0,0,0,0,7749
2023-03-04 23:52:00,19615,116110,15949,0,0,0,0,7880
2023-03-04 23:56:00,16830,114723,15848,0,0,0,0,7895
2023-03-05 00:00:00,22438,114099,15871,0,0,0,0,7454
2023-03-05 00:04:00,791464,88677,510603,0,0,0,0,8072
2023-03-05 00:08:00,19924,21406,15750,0,0,0,0,7686
2023-03-05 00:12:00,20015,112257,16088,0,0,0,0,8088
2023-03-05 00:16:00,16671,116387,33036,0,0,0,0,8190
2023-03-05 00:20:00,19537,112396,16175,0,0,0,0,8874
2023-03-05 00:24:00,22291,111836,15628,0,0,0,0,8048
2023-03-05 00:28:00,19475,284,16030,0,0,0,0,7678
2023-03-05 00:32:00,19388,112856,33605,0,0,0,0,7898
2023-03-05 00:36:00,16859,112663,16008,0,0,0,0,7826
2023-03-05 00:40:00,19905,110473,15996,0,0,0,0,7753
2023-03-05 00:44:00,19227,113292,16060,0,0,0,0,7917
2023-03-05 00:48:00,22337,155,16112,0,0,0,0,7682
2023-03-05 00:52:00,19691,113355,15653,0,0,0,0,8066
2023-03-05 00:56:00,19220,114199,16130,0,0,0,0,7654
2023-03-05 01:00:00,17421,114017,15808,0,0,0,0,7662
2023-03-05 01:04:00,121455,89130,49348,0,0,0,0,8134
2023-03-05 01:08:00,16608,22253,16081,0,0,0,0,7676
2023-03-05 01:12:00,19989,111528,15985,0,0,0,0,8003
2023-03-05 01:16:00,19414,115817,15655,0,0,0,0,7865
2023-03-05 01:20:00,22389,109962,15861,0,0,0,0,7782
2023-03-05 01:24:00,16749,116158,16199,0,0,0,0,8098
2023-03-05 01:28:00,22276,188,15976,0,0,0,0,7626
2023-03-05 01:32:00,19233,110286,33576,0,0,0,0,7986
2023-03-05 01:36:00,19875,117702,16321,0,0,0,0,7782
2023-03-05 01:40:00,17092,113151,15659,0,0,0,0,7670
2023-03-05 01:44:00,21831,81643,32755,0,0,0,0,8066
2023-03-05 01:48:00,15707,31118,15752,0,0,0,0,7619
2023-03-05 01:52:00,17740,111406,16199,0,0,0,0,7891
2023-03-05 01:56:00,16869,112481,16070,0,0,0,0,7765
2023-03-05 02:00:00,16915,116163,15862,0,0,0,0,7760
2023-03-05 02:04:00,280595,109623,143399,0,0,0,0,7989
2023-03-05 02:08:00,19339,156,15863,0,0,0,0,7636
2023-03-05 02:12:00,19843,112894,16003,0,0,0,0,7878
2023-03-05 02:16:00,21938,116650,33458,0,0,0,0,8021
2023-03-05 02:20:00,16868,110695,15914,0,0,0,0,7554
2023-03-05 02:24:00,19060,113657,16113,0,0,0,0,8039
2023-03-05 02:28:00,21874,160,15882,0,0,0,0,7747
2023-03-05 02:32:00,16704,111829,34147,0,0,0,0,7872
2023-03-05 02:36:00,22253,112024,15790,0,0,0,0,7931
2023-03-05 02:40:00,17072,116321,15741,0,0,0,0,7574
2023-03-05 02:44:00,21644,90346,16272,0,0,0,0,8045
2023-03-05 02:48:00,17278,21257,15494,0,0,0,0,7675
2023-03-05 02:52:00,21712,110690,15986,0,0,0,0,7693
2023-03-05 02:56:00,19282,114517,16021,0,0,0,0,8151
2023-03-05 03:00:00,19850,114272,15954,0,0,0,0,7617
2023-03-05 03:04:00,141759,89912,51004,0,0,0,0,7893
2023-03-05 03:08:00,19689,22954,15882,0,0,0,0,7975
2023-03-05 03:12:00,18894,113864,15870,0,0,0,0,7717
2023-03-05 03:16:00,21061,110983,16250,0,0,0,0,7954
2023-03-05 03:20:00,17516,114539,15794,0,0,0,0,7594
2023-03-05 03:24:00,19806,97323,16324,0,0,0,0,7937
2023-03-05 03:28:00,22521,15666,15642,0,0,0,0,7757
2023-03-05 03:32:00,20414,110271,33169,0,0,0,0,7815
2023-03-05 03:36:00,18391,116891,16165,0,0,0,0,7941
2023-03-05 03:40:00,18604,111746,15745,0,0,0,0,7705
2023-03-05 03:44:00,20374,90347,33871,0,0,0,0,7826
2023-03-05 03:48:00,22148,23101,15734,0,0,0,0,7786
2023-03-05 03:52:00,20121,111689,15882,0,0,0,0,7787
2023-03-05 03:56:00,17271,113555,15933,0,0,0,0,7891
2023-03-05 04:00:00,20298,114677,15707,0,0,0,0,7711
2023-03-05 04:04:00,287582,110646,155278,0,0,0,0,7851
2023-03-05 04:08:00,20350,172,16014,0,0,0,0,7804
2023-03-05 04:12:00,17150,116476,15788,0,0,0,0,7810
2023-03-05 04:16:00,22531,109002,33938,0,0,0,0,8156
2023-03-05 04:20:00,16847,114481,15705,0,0,0,0,7461
2023-03-05 04:24:00,20250,98007,16203,0,0,0,0,7940
2023-03-05 04:28:00,19763,15691,15923,0,0,0,0,7789
2023-03-05 04:32:00,22180,113801,34317,0,0,0,0,7681
2023-03-05 04:36:00,17844,112011,15899,0,0,0,0,8105
2023-03-05 04:40:00,22032,113961,15881,0,0,0,0,7714
2023-03-05 04:44:00,17742,96843,16188,0,0,0,0,7762
2023-03-05 04:48:00,19810,15650,15832,0,0,0,0,7853
2023-03-05 04:52:00,20447,113107,16114,0,0,0,0,7757
2023-03-05 04:56:00,22041,113196,16224,0,0,0,0,7941
2023-03-05 05:00:00,17665,116656,15735,0,0,0,0,8043
2023-03-05 05:04:00,145686,69136,51904,0,0,0,0,9674
2023-03-05 05:08:00,20813,42742,15784,0,0,0,0,7889
2023-03-05 05:12:00,21315,112119,15974,0,0,0,0,7751
2023-03-05 05:16:00,17091,115481,16274,0,0,0,0,8047
2023-03-05 05:20:00,19922,111018,15527,0,0,0,0,7694
2023-03-05 05:24:00,22427,109562,16282,0,0,0,0,7798
2023-03-05 05:28:00,17378,7181,15548,0,0,0,0,7758
2023-03-05 05:32:00,19560,110810,33497,0,0,0,0,7831
2023-03-05 05:36:00,22671,114352,16170,0,0,0,0,8002
2023-03-05 05:40:00,19709,114855,15895,0,0,0,0,7555
2023-03-05 05:44:00,17426,111292,32715,0,0,0,0,7780
2023-03-05 05:48:00,19752,153,16107,0,0,0,0,8091
2023-03-05 05:52:00,19799,114877,15849,0,0,0,0,7667
2023-03-05 05:56:00,20483,112492,15953,0,0,0,0,8005
2023-03-05 06:00:00,21762,111033,15878,0,0,0,0,7720
2023-03-05 06:04:00,766500,173070,478065,0,0,0,0,9565
2023-03-05 06:08:00,22452,157,16037,0,0,0,0,7960
2023-03-05 06:12:00,20003,111366,15787,0,0,0,0,7862
2023-03-05 06:16:00,16918,112759,33513,0,0,0,0,7927
2023-03-05 06:20:00,19420,115212,15845,0,0,0,0,7716
2023-03-05 06:24:00,21946,109886,16387,0,0,0,0,7682
2023-03-05 06:28:00,17276,122,15890,0,0,0,0,7961
2023-03-05 06:32:00,21954,112372,33586,0,0,0,0,7719
2023-03-05 06:36:00,17143,111294,15894,0,0,0,0,7828
2023-03-05 06:40:00,21922,116537,16409,0,0,0,0,7865
2023-03-05 06:44:00,17106,95174,15815,0,0,0,0,7619
2023-03-05 06:48:00,19590,17561,15775,0,0,0,0,7920
2023-03-05 06:52:00,19556,116726,16266,0,0,0,0,7788
2023-03-05 06:56:00,19787,110202,16191,0,0,0,0,7847
2023-03-05 07:00:00,19085,116264,14221,0,0,0,0,7772
2023-03-05 07:04:00,143480,114400,51103,0,0,0,0,7717
2023-03-05 07:08:00,21817,1214,16361,0,0,0,0,7980
2023-03-05 07:12:00,20028,115654,16051,0,0,0,0,7765
2023-03-05 07:16:00,19520,111509,16040,0,0,0,0,7844
2023-03-05 07:20:00,16996,116194,15887,0,0,0,0,7765
2023-03-05 07:24:00,21758,111453,15977,0,0,0,0,7786
2023-03-05 07:28:00,19616,102,15889,0,0,0,0,7985
2023-03-05 07:32:00,16735,113458,34351,0,0,0,0,7831
2023-03-05 07:36:00,22661,114869,15918,0,0,0,0,7755
2023-03-05 07:40:00,19548,113033,15802,0,0,0,0,7855
2023-03-05 07:44:00,17112,96449,32230,0,0,0,0,7762
2023-03-05 07:48:00,21672,15430,15932,0,0,0,0,7904
2023-03-05 07:52:00,17452,116397,13990,0,0,0,0,7766
2023-03-05 07:56:00,21578,113871,17721,0,0,0,0,7981
2023-03-05 08:00:00,17235,110675,15863,0,0,0,0,7703
2023-03-05 08:04:00,286840,112985,163279,0,0,0,0,7902
2023-03-05 08:08:00,16860,223,15700,0,0,0,0,7863
2023-03-05 08:12:00,22261,116449,15886,0,0,0,0,7745
2023-03-05 08:16:00,19594,111193,16197,0,0,0,0,7912
2023-03-05 08:20:00,14840,112842,15874,0,0,0,0,7926
2023-03-05 08:24:00,19105,113223,15885,0,0,0,0,7673
2023-03-05 08:28:00,19415,153,16175,0,0,0,0,8070
2023-03-05 08:32:00,19989,114319,32940,0,0,0,0,7713
2023-03-05 08:36:00,16296,111981,15804,0,0,0,0,7833
2023-03-05 08:40:00,17741,114135,15733,0,0,0,0,7820
2023-03-05 08:44:00,19144,71668,16044,0,0,0,0,7854
2023-03-05 08:48:00,16693,42590,15757,0,0,0,0,7863
2023-03-05 08:52:00,16858,113181,16267,0,0,0,0,7797
2023-03-05 08:56:00,17054,114144,15854,0,0,0,0,7662
2023-03-05 09:00:00,16589,113647,16045,0,0,0,0,8000
2023-03-05 09:04:00,128443,63508,50686,0,0,0,0,7781
2023-03-05 09:08:00,16717,49541,15880,0,0,0,0,7898
2023-03-05 09:12:00,18390,114520,15961,0,0,0,0,7838
2023-03-05 09:16:00,15119,114340,16045,0,0,0,0,7534
2023-03-05 09:20:00,16693,112722,15996,0,0,0,0,8200
2023-03-05 09:24:00,18082,114691,15820,0,0,0,0,7631
2023-03-05 09:28:00,20356,207,15841,0,0,0,0,8002
2023-03-05 09:32:00,17764,114570,33544,0,0,0,0,7863
2023-03-05 09:36:00,22330,112600,16050,0,0,0,0,7586
2023-03-05 09:40:00,19940,114239,15770,0,0,0,0,8058
2023-03-05 09:44:00,17380,110501,34004,0,0,0,0,7746
2023-03-05 09:48:00,20250,222,15920,0,0,0,0,7819
2023-03-05 09:52:00,20103,117442,15895,0,0,0,0,7977
2023-03-05 09:56:00,19865,110817,15914,0,0,0,0,7576
2023-03-05 10:00:00,20416,116740,15625,0,0,0,0,8090
2023-03-05 10:04:00,268252,88997,166323,0,0,0,0,7760
2023-03-05 10:08:00,17174,23753,15553,0,0,0,0,7923
2023-03-05 10:12:00,18239,114560,16262,0,0,0,0,7796
2023-03-05 10:16:00,21615,117755,15348,0,0,0,0,7727
2023-03-05 10:20:00,15412,114303,15725,0,0,0,0,8308
2023-03-05 10:24:00,17960,111532,14209,0,0,0,0,7511
2023-03-05 10:28:00,17990,158,15409,10462,0,0,0,8000
2023-03-05 10:32:00,16688,110280,33476,955,0,0,0,7865
2023-03-05 10:36:00,17247,114769,16142,0,0,0,0,7593
2023-03-05 10:40:00,18247,112905,15382,0,0,0,0,8122
2023-03-05 10:44:00,16566,114175,14870,0,0,0,0,7654
2023-03-05 10:48:00,15665,186,15426,0,0,0,0,7644
2023-03-05 10:52:00,16981,112786,16011,0,0,0,0,8001
2023-03-05 10:56:00,17544,114929,15789,0,0,0,0,7641
2023-03-05 11:00:00,17494,113117,16266,0,0,0,0,8049
2023-03-05 11:04:00,118585,112358,49132,0,0,0,0,7661
2023-03-05 11:08:00,17754,153,15715,0,0,0,0,7780
2023-03-05 11:12:00,16438,114863,16196,0,0,0,0,7898
2023-03-05 11:16:00,16598,111359,15743,0,0,0,0,7754
2023-03-05 11:20:00,17074,112710,15826,0,0,0,0,7987
2023-03-05 11:24:00,21215,113000,15878,0,0,0,0,7675
2023-03-05 11:28:00,17121,229,15904,0,0,0,0,7924
2023-03-05 11:32:00,19203,112310,33433,0,0,0,0,7923
2023-03-05 11:36:00,19837,114367,15689,0,0,0,0,7612
2023-03-05 11:40:00,19512,115784,15976,0,0,0,0,8032
2023-03-05 11:44:00,22145,111098,33570,0,0,0,0,7590
2023-03-05 11:48:00,16818,153,16059,0,0,0,0,7654
2023-03-05 11:52:00,19758,117331,15873,0,0,0,0,8113
2023-03-05 11:56:00,19700,109936,15692,0,0,0,0,7678
2023-03-05 12:00:00,19129,116279,15990,0,0,0,0,7965
2023-03-05 12:04:00,1982337,111333,1437662,0,0,0,0,7704
2023-03-05 12:08:00,19534,102,15580,0,0,0,0,7485
2023-03-05 12:12:00,22163,110471,15867,0,0,0,0,8234
2023-03-05 12:16:00,16855,115539,33941,0,0,0,0,7648
2023-03-05 12:20:00,21434,115834,16001,0,0,0,0,7949
2023-03-05 12:24:00,17184,110589,15792,0,0,0,0,7784
2023-03-05 12:28:00,19436,244,15675,0,0,0,0,7514
2023-03-05 12:32:00,22438,115867,33563,0,0,0,0,8160
2023-03-05 12:36:00,19161,110606,16234,0,0,0,0,7638
2023-03-05 12:40:00,16986,113349,16068,0,0,0,0,7831
2023-03-05 12:44:00,22047,113311,15969,0,0,0,0,7912
2023-03-05 12:48:00,19513,156,16102,0,0,0,0,7565
2023-03-05 12:52:00,17182,111390,15814,0,0,0,0,8147
2023-03-05 12:56:00,21721,114651,16379,0,0,0,0,7698
2023-03-05 13:00:00,19608,112945,15800,0,0,0,0,7810
2023-03-05 13:04:00,141079,94929,50096,0,0,0,0,7818
2023-03-05 13:08:00,17114,15631,15664,0,0,0,0,7760
2023-03-05 13:12:00,22455,111003,15761,0,0,0,0,8033
2023-03-05 13:16:00,17267,119651,16027,0,0,0,0,7601
2023-03-05 13:20:00,19745,109384,16197,0,0,0,0,7841
2023-03-05 13:24:00,19382,64435,15806,0,0,0,0,7777
2023-03-05 13:28:00,19860,47207,15848,0,0,0,0,7661
2023-03-05 13:32:00,22233,114019,32961,0,0,0,0,8143
2023-03-05 13:36:00,16863,111576,16182,0,0,0,0,7640
2023-03-05 13:40:00,21948,114014,16071,0,0,0,0,7793
2023-03-05 13:44:00,17257,57702,32869,0,0,0,0,7918
2023-03-05 13:48:00,21783,54243,15751,0,0,0,0,7808
2023-03-05 13:52:00,17271,112656,15960,0,0,0,0,8030
2023-03-05 13:56:00,19936,115470,16115,0,0,0,0,7521
2023-03-05 14:00:00,21681,109674,16095,0,0,0,0,7746
2023-03-05 14:04:00,273681,99233,144410,0,0,0,0,7893
2023-03-05 14:08:00,19689,17721,15456,0,0,0,0,7774
2023-03-05 14:12:00,19624,110441,16166,0,0,0,0,8052
2023-03-05 14:16:00,16952,113769,32963,0,0,0,0,9845
2023-03-05 14:20:00,19426,113655,16093,0,0,0,0,7678
2023-03-05 14:24:00,19766,91615,16201,0,0,0,0,7968
2023-03-05 14:28:00,19696,22097,15863,0,0,0,0,7581
2023-03-05 14:32:00,17280,113255,33220,0,0,0,0,8222
2023-03-05 14:36:00,16989,112828,16020,0,0,0,0,7569
2023-03-05 14:40:00,17778,115290,15716,0,0,0,0,7794
2023-03-05 14:44:00,16640,96496,16295,0,0,0,0,8050
2023-03-05 14:48:00,18687,15838,15849,0,0,0,0,7614
2023-03-05 14:52:00,19828,116151,15820,0,0,0,0,8144
2023-03-05 14:56:00,19150,116973,15997,0,0,0,0,7651
2023-03-05 15:00:00,22141,113069,16108,0,0,0,0,7536
