"Time","udp:99%","udp:90%","udp:50%"
2023-03-13 20:40:00,290,199,153
2023-03-13 20:44:00,286,196,143
2023-03-13 20:48:00,355,245,158
2023-03-13 20:52:00,291,215,157
2023-03-13 20:56:00,286,196,146
2023-03-13 21:00:00,293,234,156
2023-03-13 21:04:00,286,196,146
2023-03-13 21:08:00,293,229,156
2023-03-13 21:12:00,293,226,158
2023-03-13 21:16:00,286,196,143
2023-03-13 21:20:00,292,222,155
2023-03-13 21:24:00,292,224,158
2023-03-13 21:28:00,291,210,150
2023-03-13 21:32:00,295,250,163
2023-03-13 21:36:00,280,194,144
2023-03-13 21:40:00,290,199,153
2023-03-13 21:44:00,293,232,159
2023-03-13 21:48:00,336,205,147
2023-03-13 21:52:00,291,215,157
2023-03-13 21:56:00,291,212,156
2023-03-13 22:00:00,279,193,143
2023-03-13 22:04:00,295,252,163
2023-03-13 22:08:00,287,197,146
2023-03-13 22:12:00,290,200,155
2023-03-13 22:16:00,292,224,158
2023-03-13 22:20:00,282,194,141
2023-03-13 22:24:00,294,237,159
2023-03-13 22:28:00,284,195,145
2023-03-13 22:32:00,293,226,158
2023-03-13 22:36:00,295,252,163
2023-03-13 22:40:00,272,192,142
2023-03-13 22:44:00,290,200,154
2023-03-13 22:48:00,357,242,158
2023-03-13 22:52:00,283,195,142
2023-03-13 22:56:00,292,224,158
2023-03-13 23:00:00,279,193,143
2023-03-13 23:04:00,291,212,156
2023-03-13 23:08:00,294,244,159
2023-03-13 23:12:00,286,196,145
2023-03-13 23:16:00,292,224,158
2023-03-13 23:20:00,282,194,143
2023-03-13 23:24:00,295,248,162
2023-03-13 23:28:00,292,217,155
2023-03-13 23:32:00,286,196,145
2023-03-13 23:36:00,291,213,156
2023-03-13 23:40:00,291,210,152
2023-03-13 23:44:00,286,196,146
2023-03-13 23:48:00,361,234,156
2023-03-13 23:52:00,280,194,144
2023-03-13 23:56:00,295,248,162
2023-03-14 00:00:00,290,199,153
2023-03-14 00:04:00,284,195,145
2023-03-14 00:08:00,292,223,156
2023-03-14 00:12:00,283,195,142
2023-03-14 00:16:00,291,212,156
2023-03-14 00:20:00,292,222,155
2023-03-14 00:24:00,286,196,146
2023-03-14 00:28:00,294,241,158
2023-03-14 00:32:00,293,226,158
2023-03-14 00:36:00,284,195,145
2023-03-14 00:40:00,287,197,151
2023-03-14 00:44:00,286,196,143
2023-03-14 00:48:00,357,241,158
2023-03-14 00:52:00,292,218,157
2023-03-14 00:56:00,286,196,146
2023-03-14 01:00:00,293,234,156
2023-03-14 01:04:00,287,197,146
2023-03-14 01:08:00,292,223,156
2023-03-14 01:12:00,291,215,157
2023-03-14 01:16:00,288,198,145
2023-03-14 01:20:00,291,212,154
2023-03-14 01:24:00,293,232,159
2023-03-14 01:28:00,288,197,146
2023-03-14 01:32:00,294,237,159
2023-03-14 01:36:00,284,195,145
2023-03-14 01:40:00,291,210,154
2023-03-14 01:44:00,293,232,159
2023-03-14 01:48:00,335,204,147
2023-03-14 01:52:00,293,228,158
2023-03-14 01:56:00,284,195,145
2023-03-14 02:00:00,290,199,153
2023-03-14 02:04:00,294,243,161
2023-03-14 02:08:00,287,197,146
2023-03-14 02:12:00,293,226,158
2023-03-14 02:16:00,292,224,158
2023-03-14 02:20:00,282,194,141
2023-03-14 02:24:00,293,232,159
2023-03-14 02:28:00,284,195,145
2023-03-14 02:32:00,291,215,157
2023-03-14 02:36:00,295,252,163
2023-03-14 02:40:00,282,194,144
2023-03-14 02:44:00,293,232,159
2023-03-14 02:48:00,327,199,148
2023-03-14 02:52:00,295,252,163
2023-03-14 02:56:00,294,237,159
2023-03-14 03:00:00,282,194,144
2023-03-14 03:04:00,292,224,158
2023-03-14 03:08:00,294,240,158
2023-03-14 03:12:00,275,193,143
2023-03-14 03:16:00,293,232,159
2023-03-14 03:20:00,282,194,144
2023-03-14 03:24:00,294,237,159
2023-03-14 03:28:00,292,224,156
2023-03-14 03:32:00,284,195,145
2023-03-14 03:36:00,292,224,158
2023-03-14 03:40:00,282,194,141
2023-03-14 03:44:00,294,237,159
2023-03-14 03:48:00,359,237,157
2023-03-14 03:52:00,281,194,143
2023-03-14 03:56:00,295,252,163
2023-03-14 04:00:00,291,210,154
2023-03-14 04:04:00,280,194,144
2023-03-14 04:08:00,292,223,156
2023-03-14 04:12:00,286,196,143
2023-03-14 04:16:00,293,232,159
2023-03-14 04:20:00,282,195,150
2023-03-14 04:24:00,286,196,145
2023-03-14 04:28:00,294,241,158
2023-03-14 04:32:00,284,195,145
2023-03-14 04:36:00,292,224,158
2023-03-14 04:40:00,291,210,154
2023-03-14 04:44:00,280,194,142
2023-03-14 04:48:00,359,237,157
2023-03-14 04:52:00,293,235,159
2023-03-14 04:56:00,280,194,144
2023-03-14 05:00:00,293,225,154
2023-03-14 05:04:00,280,194,144
2023-03-14 05:08:00,292,223,156
2023-03-14 05:12:00,291,215,157
2023-03-14 05:16:00,286,196,143
2023-03-14 05:20:00,291,210,154
2023-03-14 05:24:00,284,195,145
2023-03-14 05:28:00,292,224,156
2023-03-14 05:32:00,294,237,159
2023-03-14 05:36:00,287,197,146
2023-03-14 05:40:00,291,210,154
2023-03-14 05:44:00,292,224,158
2023-03-14 05:48:00,335,204,147
2023-03-14 05:52:00,293,228,158
2023-03-14 05:56:00,286,196,146
2023-03-14 06:00:00,292,220,155
2023-03-14 06:04:00,295,252,163
2023-03-14 06:08:00,287,197,146
2023-03-14 06:12:00,291,215,157
2023-03-14 06:16:00,286,196,146
2023-03-14 06:20:00,294,240,157
2023-03-14 06:24:00,293,233,159
2023-03-14 06:28:00,286,196,145
2023-03-14 06:32:00,291,215,157
2023-03-14 06:36:00,295,252,163
2023-03-14 06:40:00,282,194,144
2023-03-14 06:44:00,292,224,158
2023-03-14 06:48:00,329,198,147
2023-03-14 06:52:00,295,250,163
2023-03-14 06:56:00,293,233,159
2023-03-14 07:00:00,279,193,143
2023-03-14 07:04:00,292,224,158
2023-03-14 07:08:00,290,200,146
2023-03-14 07:12:00,291,215,157
2023-03-14 07:16:00,292,224,158
2023-03-14 07:20:00,282,194,144
2023-03-14 07:24:00,295,253,164
2023-03-14 07:28:00,293,230,157
2023-03-14 07:32:00,284,195,145
2023-03-14 07:36:00,293,232,159
2023-03-14 07:40:00,285,195,142
2023-03-14 07:44:00,293,232,159
2023-03-14 07:48:00,357,241,158
2023-03-14 07:52:00,284,195,145
2023-03-14 07:56:00,295,250,163
2023-03-14 08:00:00,279,193,143
2023-03-14 08:04:00,293,232,159
2023-03-14 08:08:00,292,223,156
2023-03-14 08:12:00,283,195,142
2023-03-14 08:16:00,293,232,159
2023-03-14 08:20:00,287,197,151
2023-03-14 08:24:00,286,196,145
2023-03-14 08:28:00,294,241,158
2023-03-14 08:32:00,280,194,144
2023-03-14 08:36:00,293,232,159
2023-03-14 08:40:00,291,210,154
2023-03-14 08:44:00,288,198,145
2023-03-14 08:48:00,357,241,158
2023-03-14 08:52:00,280,194,144
2023-03-14 08:56:00,293,233,159
2023-03-14 09:00:00,294,240,157
2023-03-14 09:04:00,284,195,145
2023-03-14 09:08:00,292,223,156
2023-03-14 09:12:00,280,194,144
2023-03-14 09:16:00,295,248,162
2023-03-14 09:20:00,292,220,155
2023-03-14 09:24:00,284,195,145
2023-03-14 09:28:00,292,218,155
2023-03-14 09:32:00,295,245,161
2023-03-14 09:36:00,280,194,144
2023-03-14 09:40:00,290,199,153
2023-03-14 09:44:00,284,195,145
2023-03-14 09:48:00,369,251,158
2023-03-14 09:52:00,286,197,154
2023-03-14 09:56:00,284,195,145
2023-03-14 10:00:00,291,210,154
2023-03-14 10:04:00,286,196,143
2023-03-14 10:08:00,293,233,157
2023-03-14 10:12:00,291,215,157
2023-03-14 10:16:00,280,194,144
2023-03-14 10:20:00,293,225,154
2023-03-14 10:24:00,291,212,156
2023-03-14 10:28:00,284,195,145
2023-03-14 10:32:00,293,226,158
2023-03-14 10:36:00,288,198,145
2023-03-14 10:40:00,290,199,153
2023-03-14 10:44:00,291,212,155
2023-03-14 10:48:00,329,198,147
2023-03-14 10:52:00,295,253,164
2023-03-14 10:56:00,286,196,145
2023-03-14 11:00:00,287,197,151
2023-03-14 11:04:00,293,232,159
2023-03-14 11:08:00,286,196,144
2023-03-14 11:12:00,293,226,158
2023-03-14 11:16:00,293,232,159
2023-03-14 11:20:00,272,192,142
2023-03-14 11:24:00,295,252,163
2023-03-14 11:28:00,282,194,144
2023-03-14 11:32:00,291,215,157
2023-03-14 11:36:00,294,237,159
2023-03-14 11:40:00,285,195,142
2023-03-14 11:44:00,293,232,159
2023-03-14 11:48:00,359,237,157
2023-03-14 11:52:00,280,194,144
2023-03-14 11:56:00,295,248,162
2023-03-14 12:00:00,282,194,143
2023-03-14 12:04:00,293,232,159
2023-03-14 12:08:00,292,223,156
2023-03-14 12:12:00,286,196,143
2023-03-14 12:16:00,293,232,159
2023-03-14 12:20:00,282,194,144
2023-03-14 12:24:00,293,232,159
2023-03-14 12:28:00,294,243,158
2023-03-14 12:32:00,280,194,144
2023-03-14 12:36:00,292,224,158
2023-03-14 12:40:00,291,210,154
2023-03-14 12:44:00,286,196,143
2023-03-14 12:48:00,359,237,157
2023-03-14 12:52:00,284,195,145
2023-03-14 12:56:00,289,199,155
2023-03-14 13:00:00,294,236,156
2023-03-14 13:04:00,284,195,145
2023-03-14 13:08:00,292,223,156
2023-03-14 13:12:00,284,195,145
2023-03-14 13:16:00,295,252,163
2023-03-14 13:20:00,287,197,151
2023-03-14 13:24:00,284,195,145
2023-03-14 13:28:00,293,226,156
2023-03-14 13:32:00,295,250,163
2023-03-14 13:36:00,286,196,146
2023-03-14 13:40:00,373,215,154
2023-03-14 13:44:00,286,196,146
2023-03-14 13:48:00,365,255,160
2023-03-14 13:52:00,291,215,157
2023-03-14 13:56:00,286,196,146
2023-03-14 14:00:00,290,200,153
2023-03-14 14:04:00,288,198,145
2023-03-14 14:08:00,293,231,157
2023-03-14 14:12:00,290,200,155
2023-03-14 14:16:00,284,195,145
2023-03-14 14:20:00,293,225,154
2023-03-14 14:24:00,293,232,159
2023-03-14 14:28:00,282,194,144
2023-03-14 14:32:00,292,218,157
2023-03-14 14:36:00,279,193,141
2023-03-14 14:40:00,291,210,154
2023-03-14 14:44:00,291,212,156
2023-03-14 14:48:00,327,199,148
2023-03-14 14:52:00,295,250,163
2023-03-14 14:56:00,284,195,145
2023-03-14 15:00:00,292,222,155
2023-03-14 15:04:00,293,232,159
2023-03-14 15:08:00,289,199,146
2023-03-14 15:12:00,291,215,157
2023-03-14 15:16:00,292,224,158
2023-03-14 15:20:00,282,194,144
2023-03-14 15:24:00,295,254,164
2023-03-14 15:28:00,284,195,145
2023-03-14 15:32:00,292,218,157
2023-03-14 15:36:00,293,232,159
2023-03-14 15:40:00,282,194,141
2023-03-14 15:44:00,293,232,159
2023-03-14 15:48:00,325,200,148
2023-03-14 15:52:00,291,215,157
2023-03-14 15:56:00,295,252,163
2023-03-14 16:00:00,282,194,143
2023-03-14 16:04:00,293,232,159
2023-03-14 16:08:00,293,229,156
2023-03-14 16:12:00,286,196,143
2023-03-14 16:16:00,291,212,156
2023-03-14 16:20:00,279,193,143
2023-03-14 16:24:00,292,224,158
2023-03-14 16:28:00,294,241,158
2023-03-14 16:32:00,286,196,145
2023-03-14 16:36:00,291,213,156
2023-03-14 16:40:00,282,194,144
2023-03-14 16:44:00,292,224,156
2023-03-14 16:48:00,359,237,157
2023-03-14 16:52:00,280,194,144
2023-03-14 16:56:00,294,237,159
2023-03-14 17:00:00,293,227,154
2023-03-14 17:04:00,284,195,145
2023-03-14 17:08:00,292,215,155
2023-03-14 17:12:00,284,195,145
2023-03-14 17:16:00,295,248,162
2023-03-14 17:20:00,290,199,153
2023-03-14 17:24:00,286,196,146
2023-03-14 17:28:00,292,217,155
2023-03-14 17:32:00,284,195,142
2023-03-14 17:36:00,292,224,158
2023-03-14 17:40:00,290,199,153
2023-03-14 17:44:00,286,196,146
2023-03-14 17:48:00,365,255,160
2023-03-14 17:52:00,293,226,158
2023-03-14 17:56:00,280,194,144
2023-03-14 18:00:00,290,199,153

