"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca2b0b9903cdc)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca2b0b9903cdc)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-21 13:18:00,0,11520,35928,158262,0,1803,112,162,32.1,109,1919,65.8,420,0,6900,119,3.93,147,87.9,0,17582,1820,112,31.8,443,1498,66.0,19,375,0,0,111,178,0,11520,0,19359,79604,0,199,26.3,93.5,23.6,26.3,2334,41,6285,0,1123,3680,4.32,133,67.7,0,17469,223,26.3,25.7,88.5,16371,40.3,38.5,467,0,0,26.3,609,0
2023-03-21 13:20:00,0,9907,35809,153945,0,1806,124,166,32.1,121,1877,65.7,421,0,6909,82.1,5.10,145,87.5,0,17607,1830,117,32.3,143,1491,65.9,19,324,0,0,111,165,0,9907,0,17724,77719,0,201,29.0,99.4,27.6,29.0,2205,41.0,6286,0,1146,3689,5.89,132,66.6,0,17475,229,27.7,26.2,70.9,16374,40.6,38.5,384,0,0,31.3,586,0
2023-03-21 13:22:00,0,11515,36435,165777,0,1958,130,159,32.9,121,2019,66.3,419,0,7278,81.1,3.93,149,88.1,0,17611,1984,118,32.3,294,1634,66.0,19,346,0,0,122,154,0,11515,0,19354,83982,0,201,30.3,90.3,28.9,29.0,2309,41.8,6285,0,1185,3687,4.69,137,68.8,0,17491,233,27.7,26.2,78.4,16397,41.4,38.5,427,0,0,33.9,593,0
2023-03-21 13:24:00,0,11365,59094,183904,0,1828,125,160,32.3,121,1875,66.3,1721,0,6935,81.6,3.27,147,87.7,0,17589,1833,123,32.3,139,1547,66.2,375,373,0,0,128,21743,0,11365,0,21990,85036,0,210,29.0,92.7,23.8,29.0,2272,41.4,25570,0,1127,3710,3.66,133,68.4,0,17474,217,29.0,26.2,70.6,16401,41.4,669,470,0,0,30.3,24304,0
2023-03-21 13:26:00,0,13621,42629,167742,0,1871,119,164,30.7,121,1966,66.3,1034,0,6941,81.3,5.33,147,86.7,0,17565,1904,118,32.3,2995,1576,66.3,375,395,0,0,128,5640,0,13621,0,22589,83764,0,199,27.7,102,21.2,29.0,2261,41.4,11274,0,1113,3680,11.6,132,66.9,0,17460,228,27.7,26.2,112,16388,41,669,504,0,0,30.3,6636,0
2023-03-21 13:28:00,0,12939,36244,161204,0,1867,119,163,32.9,116,1963,66.6,418,0,7048,119,4.69,146,85.7,0,17570,1904,129,32.0,2493,1589,65.9,19,377,0,0,127,171,0,12939,0,20792,81299,0,196,27.7,95.6,23.8,27.7,2344,41.8,6284,0,1144,3649,9.81,135,65.8,0,17473,236,30.3,26.0,110,16383,41,38.5,475,0,0,30.3,597,0
2023-03-21 13:30:00,0,10520,36089,155670,0,1870,124,196,32.1,121,1917,65.9,418,0,7041,81.1,3.66,148,86.1,0,17585,1900,129,31.6,1625,1602,65.5,19,330,0,0,122,170,0,10520,0,18359,78445,0,193,29.0,128,23.0,29.0,2217,40.7,6287,0,1154,3635,3.27,131,66.6,0,17466,225,30.3,25.5,99.5,16401,40.6,38.5,392,0,0,29.0,595,0
2023-03-21 13:32:00,0,10333,36156,159590,0,1880,130,162,31.5,126,1956,66.4,418,0,7032,78.8,6.87,145,87.8,0,17585,1893,124,31.6,1634,1579,65.5,19,351,0,0,122,178,0,10333,0,18164,78271,0.389,202,30.3,94.7,22.1,30.3,2311,41,6284,0,1144,3609,8.15,134,67.3,0,17471,213,29.0,25.5,96.2,16400,40.3,38.5,433,0,0,29.0,598,0
2023-03-21 13:34:00,0,9716,59325,180836,0,1795,130,164,31.5,126,1873,66.4,1720,0,6875,78.8,5.23,144,87.6,0,17583,1822,129,32.0,361,1496,66.3,375,386,0,0,128,22040,0,9716,0,20307,81359,0,196,30.3,102,20.9,30.3,2269,41.7,25849,0,1128,3609,6.03,134,66.6,0,17474,225,30.3,26.0,85.9,16394,41.7,669,492,0,0,30.3,24591,0
2023-03-21 13:36:00,0,12671,58809,187286,0,1867,129,163,32.9,132,1956,66.4,1684,0,7003,80.4,2.90,147,87.5,0,17595,1894,129,32.3,428,1565,66.0,375,376,0,0,133,21171,0,12671,0,23179,84386,0,191,30.3,95.5,23.0,31.6,2243,42.1,25096,0,1148,3702,2.90,134,66.9,0,17476,223,30.3,26.2,83.2,16386,41.4,669,484,0,0,31.6,23642,0
2023-03-21 13:38:00,0,12498,36261,164901,0,1878,124,161,30.7,126,1976,67.2,422,0,7096,119,2.53,144,88.7,0,17593,1905,129,31.8,219,1601,66.4,19,398,0,0,133,692,0,12498,0,20351,83209,0,195,29.0,93.6,21.2,30.3,2325,41.4,6286,0,1140,3672,2.53,133,67,0,17484,238,30.3,25.7,78.4,16396,41.7,38.5,507,0,0,31.6,662,0
2023-03-21 13:40:00,0,9980,35831,154817,0,1819,130,161,30.7,126,1862,65.8,421,0,6948,81.0,6.07,145,88.8,0,17571,1829,129,31.6,138,1528,66.4,19,331,0,0,133,186,0,9980,0,17796,79336,0,215,30.3,93.8,20.8,30.3,2186,40.6,6286,0,1162,3648,6.36,133,67.6,0,17467,236,30.3,25.5,70.6,16392,42.5,38.5,393,0,0,31.6,609,0
2023-03-21 13:42:00,0,10041,36134,159659,0,1887,136,164,34.3,132,1944,66.4,421,0,7049,79.4,7.11,146,88.0,0,17579,1895,128,31.6,212,1537,66.0,19,337,0,0,116,175,0,10041,0,17827,78067,0,209,32.0,104,25.7,31.6,2289,41.7,6285,0,1137,3588,7.82,134,67.7,0,17471,225,30.3,25.5,70.9,16399,41.4,38.5,411,0,0,27.7,601,0
2023-03-21 13:44:00,0,10037,59306,180480,0,1794,119,160,32.9,110,1866,66.1,1721,0,6871,80.2,3.27,146,88.2,0,17579,1819,135,31.6,147,1523,65.9,375,390,0,0,133,21977,0,10037,0,20637,81900,0,187,28.0,91.7,24.2,26.3,2270,41.7,25808,0,1144,3588,3.27,133,67.3,0,17473,211,31.6,25.5,75.5,16391,41.4,669,498,0,0,31.6,24541,0
2023-03-21 13:46:00,0,13210,59693,209631,0.389,1879,124,162,30.7,126,1957,66.0,1723,0,7027,79.6,2.90,146,88.2,0,17602,1942,118,31.6,215,1594,66.3,375,398,0,0,116,21988,0,13210,0,23824,85523,0,202,29.0,99.9,20.4,30.7,2251,41.4,25812,0,1130,3611,2.90,132,66.9,0,17472,239,27.7,25.5,72.8,16400,41.0,669,517,0,0,27.7,24548,0
2023-03-21 13:48:00,0,14261,36591,161633,0.389,1966,124,161,31.5,116,2017,65.9,422,0,7200,117,4.07,147,87.4,0,17602,1987,124,31.8,292,1611,66.5,19,368,0.389,0,117,162,0,14261,0,22081,82659,0,207,34.7,93.9,21.4,28.0,2319,41,6283,0,1143,3601,4.45,132,67.3,0,17489,226,29.0,25.7,78.8,16403,41.8,38.5,461,0,0,28.0,613,0
2023-03-21 13:50:00,0,10949,35868,154476,0,1805,130,163,32.3,131,1850,66.2,422,0,6843,79.9,6.27,148,87.3,0,17582,1821,124,32.3,148,1519,67.3,19,342,0.389,0,128,159,0,10949,0,18793,78567,0,202,30.3,95.5,21.4,31.6,2184,41.7,6282,0,1115,3588,7.44,133,68.1,0,17467,220,29.0,26.2,75.1,16377,42.2,38.5,419,0,0,30.7,611,0
2023-03-21 13:52:00,0,10373,36138,174099,0,1865,141,164,32.1,132,1953,66.2,420,0,7102,79.4,3.93,148,87.7,0,17586,1889,124,32.3,215,1567,67.1,19,339,0,0,117,173,0,10373,0,18198,78427,0,181,32.9,97.2,21.9,31.6,2293,41.7,6282,0,1163,3610,4.30,131,66.6,0,17463,217,29.0,26.2,71.7,16384,41.8,38.5,410,0,0,27.7,593,0
2023-03-21 13:54:00,0,10662,42587,164683,0,1797,124,157,30.7,120,1870,66.2,694,0,6966,81.5,3.27,147,87.4,0,17613,1811,140,32.3,148,1538,66.6,19,352,0,0,133,6610,0,10662,0,19184,79398,0,199,29.0,88.1,20.1,29.0,2263,41.4,11996,0,1147,3687,3.27,131,66.6,0,17487,219,32.9,26.2,75.5,16376,41.7,38.5,427,0,0,31.6,7659,0
2023-03-21 13:56:00,0,12953,122198,257505,0,1874,119,159,31.5,121,1953,66.2,4190,0,6999,81.6,4.73,149,87.3,0,17594,1904,124,32.7,506,1634,66.0,286,376,0,0,122,82326,0,12953,0,29502,93655,0,197,27.7,94.8,21.0,29.0,2251,41.4,79404,0,1105,3716,5.55,136,66.9,0.389,17477,230,29.0,26.2,84.7,16384,40.6,511,467,0,0,29.0,90467,0
2023-03-21 13:58:00,0,12651,104109,234761,0,1870,118,164,32.1,116,1969,66.5,3984,0,7030,119,5.10,147,87.6,0,17628,1894,124,32.3,506,1574,66.6,820,471,0,0,117,63988,0.389,12651,0,28238,92297,0,192,27.7,97.9,23.0,32.7,2327,42.1,63314,0,1128,3647,5.90,134,67.7,0,17492,221,34.5,26.2,84.7,16373,41,1457,638,0,0,27.7,70357,0
2023-03-21 14:00:00,0,10227,35862,178559,0,1795,113,163,34.3,116,1854,66.1,421,0,6847,81.1,2.90,146,87.8,0,17614,1806,123,32.3,148,1556,66.4,19.4,343,0,0,117,185,0,10227,0,18096,78425,0,166,26.3,94.6,30.5,32.7,2199,41,6286,0,1136,3611,2.90,133,69.1,0,17478,186,29.5,26.2,76.2,16366,41.7,38.5,419,0,0,27.7,610,0
2023-03-21 14:02:00,0,10813,36159,184120,0,1906,124,160,75.8,121,1954,66.5,418,0,7019,79.1,2.90,145,87.8,0,17580,1926,118,32.3,214,1573,66.8,19,344,0,0,111,177,0,10813,0,18635,78625,0,168,29.0,91.6,104,29.0,2303,41.4,6285,0,1100,3609,2.90,134,66.6,0,17457,195,27.7,26.2,72.0,16374,41.7,38.5,417,0,0,26.3,594,0
2023-03-21 14:04:00,0,10048,35850,154733,0,1815,130,161,52.6,126,1861,66.5,422,0,6884,80.5,4.07,147,87.3,0,17576,1841,123,32.5,151,1543,68.1,19,348,0,0,116,176,0,10048,0,17888,77668,0,178,30.3,98.6,58.4,30.3,2268,41.4,6284,0,1134,3656,4.45,133,66.9,0,17461,214,29.0,26.4,84,16390,42.6,38.5,420,0,0,27.7,596,0
2023-03-21 14:06:00,0,13129,36464,162594,0,1937,130,162,31.5,121,2008,67.1,422,0,7128,79.7,6.36,146,87.5,0,17575,1970,129,32.3,1882,1616,67.1,19,344,0,0,128,161,0,13129,0,20945,80800,0,167,30.3,99.7,20.9,29.0,2261,42.1,6285,0,1132,3611,7.54,133,66.9,0,17466,202,30.3,26.2,107,16365,41.7,38.5,420,0,0,30.3,602,0
2023-03-21 14:08:00,0,13673,59480,193578,0,1863,130,164,34.4,121,1974,66.5,1724,0,63943,117,2.53,147,87.2,0,17592,1880,129,32.3,215,1560,67.2,375,438,0,0.389,127,21747,0,13673,0,24304,143529,0,142,30.3,99.1,23.7,29.0,2340,41,25587,0.389,2458,3533,2.53,132,66.2,0,17472,173,30.7,26.2,73.1,16359,43.9,669,580,0.389,0,36.0,24300,0
2023-03-21 14:10:00,0,10902,41063,162982,0,1788,119,163,33.6,121,1850,66.0,980,0.389,6811,81.6,4.30,148,87.8,0,17590,1808,124,32.3,361,1517,67.0,375,393,0,0.389,122,4485,0,10902,0,19775,79936,0,153,27.7,95.9,23.6,29.0,2199,40.6,10253,0.389,1104,3681,4.71,139,66.9,0,17474,172,29.4,26.2,85.9,16351,44.7,669,513,0.389,0,34.7,5335,0
2023-03-21 14:12:00,0.389,11011,36167,159790,0,1865,124,163,31.5,126,1946,66.1,419,0.389,6986,80.2,6.04,148,87.4,0,17595,1901,129,32.3,940,1582,67.1,19,341,0,0,122,177,0,11011,0.389,18849,80437,0,165,29.0,95.3,26.9,30.3,2310,41,6282,0,1083,3656,6.49,132,66.6,0,17470,204,30.3,26.2,97.1,16368,42.5,38.9,415,0,0,29.0,598,0.389
2023-03-21 14:14:00,0.389,10753,36131,156435,0,1876,141,160,31.9,138,1914,65.7,422,0,7046,77.7,4.17,144,87.1,0.389,17589,1895,124,32.3,209,1573,66.7,19,337,0,0,117,172,0,10753,0.389,18585,80461,0,182,32.9,96.5,26.9,32.9,2267,41,6279,0,1148,3615,9.68,133,65.5,0,17468,210,29.0,26.2,72.4,16377,41.8,38.9,414,0,0,27.7,592,0.389
2023-03-21 14:16:00,0,14808,36289,159353,0,1872,135,157,31.1,127,1944,66.1,421,0,7005,78.2,5.37,145,85.5,0.389,17585,1891,140,32.3,220,1578,66.0,19,359,0,0,133,175,0,14808,0,22642,81883,0,194,31.6,88.5,20.4,30.3,2250,41,6276,0,1113,3616,11.0,134,64,0,17476,219,32.9,26.2,77.7,16382,41.7,38.5,452,0,0,31.6,601,0
2023-03-21 14:18:00,0,14125,59496,185526,0,1866,130,163,34.9,126,1957,66.2,1716,0,7051,120,5.80,146,86.6,0,17583,1881,129,32.0,1626,1569,66.6,375,410,0,0,133,21760,0,14125,0,24726,85291,0,188,30.3,96.6,26.4,30.3,2346,41.4,25577,0,1119,3631,11.9,133,65.5,0,17470,215,30.3,26.0,92.4,16384,41.7,669,530,0,0,31.6,24324,0
2023-03-21 14:20:00,0,10690,56855,178776,0,1801,136,167,32.1,132,1849,66.3,1626,0,6862,81.5,3.60,145,87.9,0,17578,1815,129,31.6,1558,1532,67.1,375,394,0,0,128,19627,0,10690,0,21094,81004,0,184,31.6,102,21.9,31.6,2202,41.4,23692,0,1100,3671,3.60,132,67.3,0,17458,206,30.3,25.5,94.7,16377,42.5,669,500,0,0.389,30.3,21967,0
2023-03-21 14:22:00,0,11631,36187,162817,0,1853,130,159,30.7,121,1944,66.7,418,0,7030,79.9,6.54,146,87.7,0,17603,1877,128,31.6,223,1563,66.1,19,347,0,0,132,180,0,11631,0,19481,78446,0,177,30.3,91.7,20.4,29.0,2297,42.1,6285,0,1084,3685,7.29,132,66.2,0,17482,208,30.3,25.5,77.7,16361,41.7,38.5,426,0,0,31.6,599,0
2023-03-21 14:24:00,0,10464,36112,180848,0,1866,119,156,32.3,121,1917,65.9,418,0,7064,79.8,4.77,147,87.9,0,17603,1886,129,32.0,210,1575,66.0,19,334,0,0,128,180,0,10464,0,18303,77866,0,193,27.7,86.3,23.1,29.0,2263,42.1,6283,0,1113,3656,5.54,132,66.9,0,17481,217,30.3,26.0,72.8,16377,41.7,38.5,399,0,0,30.3,608,0
2023-03-21 14:26:00,0,12337,36205,169094,0,1854,124,163,33.7,121,1947,66.4,420,0,7021,79.1,4.40,147,87.7,0,17606,1889,124,32.3,2506,1575,66.3,19,354,0,0,116,171,0,12337,0,20180,79290,0,182,29.0,102,24.9,29.0,2249,42.5,6283,0,1126,3632,4.83,133,67.3,0,17482,232,29.0,26.2,103,16376,40.6,38.5,437,0,0,27.7,592,0
2023-03-21 14:28:00,0,12533,59662,186943,0,1862,124,166,32.1,121,1962,66.2,1724,0,6967,121,3.73,148,87.7,0,17590,1873,118,32.0,214,1567,66.6,375,407,0,0,122,21962,0,12533,0,23137,83638,0,196,29.0,101,22.2,29.0,2326,41.4,25795,0,1060,3702,3.73,131,66.2,0,17482,207,27.7,26.0,72.8,16379,41.7,669,530,0,0,29.0,24524,0
2023-03-21 14:30:00,0,11498,59303,182047,0,1792,130,160,32.1,126,1849,66.1,1724,0,6859,83.8,5.10,148,87.5,0,17676,1812,124,31.6,139,1528,66.1,375,388,0,0,122,21965,0,11498,0,22123,82176,0.389,199,30.3,91.7,22.0,30.3,2189,40.3,25798,0,1086,3712,5.86,133,66.9,0,17487,212,29.0,25.5,71.3,16383,41,669,498,0,0,29.0,24525,0
2023-03-21 14:32:00,0,11080,36194,160268,0,1890,130,159,32.9,121,1947,66.2,418,0,7099,82.2,4.32,147,87.7,0,17614,1916,124,31.6,223,1575,66.6,19,353,0,0,128,185,0,11080,0,18927,77795,0.389,198,30.3,89.7,23.5,29.0,2291,40.6,6287,0,1161,3727,4.30,134,66.6,0,17482,227,29.0,25.5,76.9,16380,43.2,38.5,436,0,0,30.3,611,0
2023-03-21 14:34:00,0,11214,36417,158347,0,1964,118,162,31.5,121,1978,66.4,420,0,7212,82.2,4.32,146,87.8,0,17588,1983,124,32.0,282,1648,66.1,19,328,0,0,128,177,0,11214,0,19040,78214,0,204,27.7,104,22.1,29.0,2261,41.4,6283,0,1177,3756,4.38,133,66.6,0,17477,225,29.0,26.0,73.5,16403,43.6,38.5,393,0,0,30.3,596,0
2023-03-21 14:36:00,0,13206,35972,159551,0,1803,124,165,30.7,116,1892,66.3,420,0,6856,81.4,3.27,147,87.8,0,17597,1830,124,32.3,147,1528,67.1,19,361,0,0,122,172,0,13206,0,21069,80062,0,198,33.9,104,21.5,27.7,2255,41.4,6287,0,1101,3739,3.27,132,68.0,0,17463,228,29.0,26.2,75.5,16380,44.3,38.5,446,0,0,29.0,589,0
2023-03-21 14:38:00,0,13991,45067,176019,0,1866,124,160,32.9,126,1978,66.0,775,0,7104,118,5.84,148,87.8,0,17591,1893,118,32.0,223,1550,67.1,19,370,0,0,122,8621,0,13991,0,22643,82413,0,196,33.9,96.8,22.7,30.3,2338,42.1,13800,0,1147,3656,6.91,136,67.3,0,17468,222,27.7,26.0,77.7,16395,42.6,38.5,458,0,0,29.0,9862,0
2023-03-21 14:40:00,0,12918,59227,180192,0,1802,124,163,32.3,121,1868,66.0,1723,0,6882,80.7,3.73,146,87.8,0,17571,1819,128,31.6,139,1499,66.4,375,375,0,0,121,21908,0,12918,0,23496,83925,0,187,29.0,95.2,21.9,29.0,2205,42.1,25742,0,1137,3625,3.73,133,66.6,0,17454,215,30.3,25.5,71.3,16392,41.4,669,473,0,0,29.0,24479,0
2023-03-21 14:42:00,0,11739,36175,183782,0,1869,124,160,31.5,116,1950,66.1,422,0,7032,80.0,4.77,147,88.0,0,17589,1890,129,31.6,222,1564,66.8,19,356,0,0,128,177,0,11739,0,19560,79055,0,197,29.0,92.8,21.7,27.7,2290,41.4,6286,0,1150,3679,5.19,133,66.9,0,17462,216,30.3,25.5,76.9,16393,42.6,38.5,437,0,0,30.3,612,0
2023-03-21 14:44:00,0,12058,36153,180670,0,1870,124,161,30.7,121,1924,65.5,419,0,7014,80.1,5.57,146,87.1,0,17613,1891,123,31.6,213,1554,66.6,19,333,0,0,121,179,0,12058,0,19879,79533,0,197,29.0,92.2,20.1,29.0,2265,41.4,6287,0,1145,3685,6.32,133,65.8,0,17485,221,29.0,25.5,72.0,16376,42.8,38.5,393,0,0,29.0,620,0
2023-03-21 14:46:00,0,13224,35989,158206,0.389,1792,124,167,32.1,126,1896,65.5,421,0,6907,79.8,3.93,147,87.5,0,17603,1870,124,31.6,138,1501,66.3,19,362,0,0,122,170,0,13224,0,21054,80232,0,191,29.4,104,23.8,30.3,2270,41.7,6285,0,1117,3640,4.31,134,66.9,0,17488,243,34,25.5,70.2,16377,42.5,38.5,453,0,0,29.0,594,0
2023-03-21 14:48:00,0,12552,36367,159943,0,1887,119,163,34.3,109,1958,65.9,419,0,7031,118,4.31,149,88,0,17580,1885,129,31.6,223,1557,66.5,19,377,0,0,133,174,0,12552,0,20377,79453,0,208,27.7,100,26.1,32.4,2330,41,6284,0,1175,3737,4.69,133,66.2,0,17467,218,35.3,25.5,77.3,16525,42.1,38.5,474,0,0,31.6,593,0
2023-03-21 14:50:00,0,10398,81280,204344,0,1811,124,157,30.7,126,1853,67.1,2350,0,6909,82.9,5.80,148,86.7,0,17588,1828,124,31.6,1832,1523,65.8,108,351,0,0,122,43390,0,10398,0,22719,83730,0,198,29.0,88.0,19.7,30.3,2189,41.8,44722,0,1171,3702,6.56,132,65.5,0,17486,225,29.0,25.5,103,16516,42.8,196,425,0,0,29.0,48014,0
2023-03-21 14:52:00,0,10951,50054,180014,0,1949,136,160,33.7,131,2007,66.7,1059,0,7243,81.6,4.63,146,85.2,0,17590,1961,118,31.6,1692,1627,65.5,108,368,0,0,111,13051,0,10951,0,20227,80546,0,205,31.6,91.9,28.9,31.6,2300,41.4,17760,0,1164,3693,5.06,132,64,0,17488,222,27.7,25.5,98.0,16398,42.5,196,458,0,0,26.3,14730,0
2023-03-21 14:54:00,0,12008,36153,157923,0,1868,130,164,32.9,121,1927,66.6,419,0,7092,81.1,4.40,148,86.5,0,17579,1886,129,31.6,223,1556,65.8,19,346,0.389,0,128,174,0.389,12008,0,19819,79221,0,196,30.3,98.7,28.0,29.0,2265,42.1,6286,0,1141,3748,4.79,134,64.7,0,17470,221,30.3,25.5,77.7,16389,41,38.5,419,0,0,30.3,594,0
2023-03-21 14:56:00,0,12777,35912,158186,0,1792,118,161,31.5,115,1886,65.9,422,0,6846,81.1,5.43,149,88.4,0,17582,1806,124,32.4,1730,1524,65.7,19,340,0.389,0,122,173,0.389,12777,0,20606,79440,0,195,27.7,94.0,21.4,27.7,2248,41.4,6282,0,1083,3686,11.4,135,67.0,0,17460,222,29.0,26.0,94.5,16372,41,38.5,414,0,0,29.4,592,0
2023-03-21 14:58:00,0,12129,36212,162602,0,1859,124,160,32.9,126,1962,65.8,421,0,6980,121,5.13,146,88.1,0,17593,1876,118,32.4,223,1589,65.9,19,378,0,0,117,161,0,12129,0,20006,79109,0,192,29.0,96.8,28.2,30.3,2328,40.3,6283,0,1109,3709,5.56,134,66.6,0.389,17472,205,27.7,26.0,77.7,16371,41,38.5,481,0,0,33.0,600,0
2023-03-21 15:00:00,0,11659,35873,156864,0,1808,141,161,33.5,143,1849,66.5,422,0,6919,83.3,4.43,146,87.6,0,17584,1823,124,32.0,139,1526,66.2,19,340,0,0,117,177,0,11659,0,19483,78583,0,195,32.9,98.6,30.4,34.2,2190,41.7,6283,0,1143,3718,4.86,132,66.6,0.389,17477,212,29.0,26.0,71.3,16386,41.5,38.5,413,0,0,27.7,598,0
2023-03-21 15:02:00,0,11103,36150,193786,0,1862,147,166,32.1,143,1948,66.9,421,0,6990,82.2,4.07,145,88.2,0,17604,1887,140,32.3,212,1540,66.2,19.4,338,0,0,133,175,0,11103,0,18906,78335,0,195,34.2,99.7,22.4,34.2,2296,42.5,6281,0,1110,3694,4.43,132,66.6,0,17468,228,32.9,26.2,73.1,16377,40.4,38.5,411,0,0,31.6,605,0
2023-03-21 15:04:00,0,12024,36157,156165,0,1872,124,162,30.7,121,1923,66.0,419,0,6983,81.3,6.37,148,87.5,0,17599,1898,140,31.8,734,1532,66.3,19.4,352,0,0,144,169,0,12024,0,19833,78780,0,202,29.0,96.3,20.8,29.0,2275,41,6283,0,1121,3703,12.7,137,66.6,0,17476,234,32.9,25.7,95.7,16370,41,38.5,428,0,0,34.2,597,0
2023-03-21 15:06:00,0,13256,35952,159519,0,1782,129,143,32.9,126,1883,66.3,421,0,6828,82.7,5.81,148,87.9,0,17600,1801,129,31.6,353,1491,66.3,19,343,0,0.389,134,174,0,13256,0,21071,79883,0,189,30.3,79.1,23.5,30.3,2277,41.7,6283,0,1077,3750,11.8,133,66.9,0,17478,214,30.3,25.5,81.8,16369,41.4,38.5,409,0,0,31.6,593,0
2023-03-21 15:08:00,0,12490,36245,163907,0,1868,141,148,32.9,132,1971,66.8,422,0,7097,119,3.97,145,87.9,0,17583,1885,129,31.6,222,1575,66.1,19,384,0,0,128,179,0,12490,0,20329,79287,0,195,32.9,91.1,22.7,31.6,2342,43.2,6281,0.389,1144,3655,3.97,135,66.2,0,17474,221,30.7,25.5,76.9,16398,41,38.9,484,0,0,30.3,597,0
2023-03-21 15:10:00,0.389,11729,36148,156085,0,1881,136,167,31.5,126,1917,66.1,424,0.389,7038,81.8,4.63,150,88.1,0,17562,1894,140,32.0,2497,1576,66.8,19,349,0,0,139,170,0,11729,0.389,19557,78556,0,204,31.6,107,21.0,30.3,2206,42.1,6283,0,1139,3642,5.32,136,66.6,0,17463,230,32.9,26.0,104,16371,41.7,38.5,423,0,0,32.9,592,0
2023-03-21 15:12:00,0,11768,36160,159456,0,1861,130,160,33.6,121,1937,66.7,425,0,6965,79.2,5.67,146,87.5,0,17585,1878,134,32.3,2491,1557,67.7,19,337,0,0,139,170,0,11768,0,19596,78489,0,195,30.3,91.8,23.2,29.0,2288,41.8,6283,0,1091,3662,6.74,132,66.2,0,17476,223,31.6,26.2,99.6,16376,42.1,38.5,401,0.389,0,32.9,595,0
2023-03-21 15:14:00,0,11632,36142,157308,0,1863,119,161,34.2,121,1920,66.2,423,0,6982,79.6,3.93,145,88.2,0,17592,1884,129,32.0,222,1570,66.5,19,345,0,0,128,177,0,11632,0,19468,78377,0,197,27.7,94.6,24.0,29.0,2267,41.1,6287,0,1095,3616,4.36,133,68.0,0,17485,223,30.3,26.0,77.3,16381,41.4,38.5,419,0,0,30.3,599,0
2023-03-21 15:16:00,0,13868,35973,157712,0,1789,119,163,32.1,116,1883,66.4,421,0,6857,79.8,3.27,145,88.0,0.389,17578,1813,124,31.6,138,1509,66.2,19,333,0,0,127,170,0,13868,0,21680,80944,0,195,27.7,101,22.3,27.7,2252,42.8,6290,0,1108,3639,3.27,133,68.4,0,17478,226,29.0,25.5,70.6,16385,41.4,38.5,402,0,0,30.3,595,0
2023-03-21 15:18:00,0,14324,36270,159744,0,1859,124,162,31.1,121,1961,67.2,420,0,6967,120,7.57,146,87.7,0.389,17583,1888,118,31.6,215,1542,66.1,19,362,0,0,122,174,0,14324,0,22132,81302,0,187,29.0,101,20.8,29.0,2330,42.8,6284,0,1113,3647,8.14,134,66.6,0,17468,226,27.7,25.5,72.8,16372,41.7,38.5,449,0,0,29.0,590,0.389
