"Time","Cluster","172.16.66.87:9796","172.16.66.90:9796","172.16.66.91:9796"
2023-03-04 22:30:00,0.0191,0.0238,0.0226,0.0108
2023-03-04 22:32:00,0.0215,0.0201,0.0337,0.0108
2023-03-04 22:34:00,0.0218,0.0246,0.0302,0.0107
2023-03-04 22:36:00,0.0171,0.0203,0.0215,0.00962
2023-03-04 22:38:00,0.0225,0.0218,0.0348,0.0109
2023-03-04 22:40:00,0.0215,0.0231,0.0303,0.0110
2023-03-04 22:42:00,0.0175,0.0202,0.0214,0.0109
2023-03-04 22:44:00,0.0215,0.0200,0.0339,0.0107
2023-03-04 22:46:00,0.0223,0.0202,0.0291,0.0174
2023-03-04 22:48:00,0.0164,0.0158,0.0228,0.0108
2023-03-04 22:50:00,0.0218,0.0225,0.0352,0.00762
2023-03-04 22:52:00,0.0191,0.0204,0.0263,0.0106
2023-03-04 22:54:00,0.0193,0.0200,0.0271,0.0108
2023-03-04 22:56:00,0.0216,0.0201,0.0341,0.0106
2023-03-04 22:58:00,0.0177,0.0175,0.0265,0.00912
2023-03-04 23:00:00,0.0211,0.0222,0.0300,0.0110
2023-03-04 23:02:00,0.0223,0.0204,0.0352,0.0113
2023-03-04 23:04:00,0.0181,0.0201,0.0218,0.0124
2023-03-04 23:06:00,0.0210,0.0200,0.0317,0.0112
2023-03-04 23:08:00,0.0222,0.0223,0.0336,0.0107
2023-03-04 23:10:00,0.0171,0.0222,0.0182,0.0107
2023-03-04 23:12:00,0.0215,0.0204,0.0333,0.0107
2023-03-04 23:14:00,0.0218,0.0204,0.0343,0.0107
2023-03-04 23:16:00,0.0162,0.0201,0.0193,0.00912
2023-03-04 23:18:00,0.0200,0.0219,0.0335,0.00450
2023-03-04 23:20:00,0.0222,0.0199,0.0355,0.0111
2023-03-04 23:22:00,0.0165,0.0202,0.0188,0.0106
2023-03-04 23:24:00,0.0213,0.0200,0.0352,0.00875
2023-03-04 23:26:00,0.0223,0.0204,0.0358,0.0107
2023-03-04 23:28:00,0.0175,0.0212,0.0183,0.0128
2023-03-04 23:30:00,0.0218,0.0207,0.0356,0.00911
2023-03-04 23:32:00,0.0198,0.0205,0.0282,0.0106
2023-03-04 23:34:00,0.0154,0.0160,0.0178,0.0123
2023-03-04 23:36:00,0.0217,0.0204,0.0353,0.00939
2023-03-04 23:38:00,0.0220,0.0213,0.0338,0.0108
2023-03-04 23:40:00,0.0187,0.0275,0.0178,0.0108
2023-03-04 23:42:00,0.0232,0.0239,0.0351,0.0105
2023-03-04 23:44:00,0.0211,0.0199,0.0341,0.00913
2023-03-04 23:46:00,0.0188,0.0195,0.0176,0.0194
2023-03-04 23:48:00,0.0219,0.0217,0.0345,0.00941
2023-03-04 23:50:00,0.0212,0.0206,0.0323,0.0108
2023-03-04 23:52:00,0.0171,0.0202,0.0173,0.0138
2023-03-04 23:54:00,0.0219,0.0210,0.0339,0.0109
2023-03-04 23:56:00,0.0208,0.0203,0.0331,0.00897
2023-03-04 23:58:00,0.0162,0.0217,0.0212,0.00583
2023-03-05 00:00:00,0.0215,0.0203,0.0381,0.00592
2023-03-05 00:02:00,0.0205,0.0205,0.0305,0.0106
2023-03-05 00:04:00,0.0185,0.0225,0.0224,0.0105
2023-03-05 00:06:00,0.0229,0.0208,0.0359,0.0122
2023-03-05 00:08:00,0.0207,0.0217,0.0300,0.0105
2023-03-05 00:10:00,0.0167,0.0207,0.0254,0.00420
2023-03-05 00:12:00,0.0222,0.0204,0.0357,0.0106
2023-03-05 00:14:00,0.0203,0.0200,0.0301,0.0106
2023-03-05 00:16:00,0.0180,0.0210,0.0221,0.0111
2023-03-05 00:18:00,0.0231,0.0208,0.0377,0.0108
2023-03-05 00:20:00,0.0208,0.0203,0.0311,0.0109
2023-03-05 00:22:00,0.0177,0.0207,0.0218,0.0107
2023-03-05 00:24:00,0.0243,0.0201,0.0409,0.0119
2023-03-05 00:26:00,0.0223,0.0203,0.0298,0.0169
2023-03-05 00:28:00,0.0191,0.0215,0.0204,0.0154
2023-03-05 00:30:00,0.0227,0.0204,0.0370,0.0107
2023-03-05 00:32:00,0.0224,0.0270,0.0295,0.0107
2023-03-05 00:34:00,0.0191,0.0251,0.0212,0.0110
2023-03-05 00:36:00,0.0220,0.0193,0.0346,0.0122
2023-03-05 00:38:00,0.0208,0.0213,0.0306,0.0105
2023-03-05 00:40:00,0.0179,0.0181,0.0249,0.0107
2023-03-05 00:42:00,0.0245,0.0284,0.0340,0.0109
2023-03-05 00:44:00,0.0184,0.0207,0.0290,0.00555
2023-03-05 00:46:00,0.0199,0.0210,0.0281,0.0106
2023-03-05 00:48:00,0.0221,0.0214,0.0343,0.0106
2023-03-05 00:50:00,0.0220,0.0209,0.0319,0.0134
2023-03-05 00:52:00,0.0176,0.0212,0.0209,0.0106
