"Time","Transmit Total","Receive Total"
2023-03-05 10:26:00,440049,319989
2023-03-05 10:28:00,535574,422416
2023-03-05 10:30:00,523577,388405
2023-03-05 10:32:00,432701,311159
2023-03-05 10:34:00,462023,336601
2023-03-05 10:36:00,450661,327624
2023-03-05 10:38:00,532755,417457
2023-03-05 10:40:00,577409,421216
2023-03-05 10:42:00,476649,334465
2023-03-05 10:44:00,435753,319808
2023-03-05 10:46:00,448701,326968
2023-03-05 10:48:00,538167,420325
2023-03-05 10:50:00,538460,407390
2023-03-05 10:52:00,432811,311294
2023-03-05 10:54:00,434368,319544
2023-03-05 10:56:00,446484,326161
2023-03-05 10:58:00,533767,419126
2023-03-05 11:00:00,540679,414329
2023-03-05 11:02:00,435319,314289
2023-03-05 11:04:00,483043,345351
2023-03-05 11:06:00,502030,356315
2023-03-05 11:08:00,530776,417529
2023-03-05 11:10:00,566181,435865
2023-03-05 11:12:00,455476,325429
2023-03-05 11:14:00,431322,317677
2023-03-05 11:16:00,438321,319842
2023-03-05 11:18:00,513868,403550
2023-03-05 11:20:00,550387,430387
