"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc365bec88272f)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxce90b7b3404f6)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc365bec88272f)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxce90b7b3404f6)","Receive Total (lxcfc36a1177bf4)"
2023-03-24 02:18:00,0,87.3,16993,66579,270,0,10101,4719,4476,0,1170,1906,128,0,140,307,59.0,113,72988,4.13,0,31.6,65.7,65.7,0,191,0,448,21031,308,2584,1297,225,87.3,0,21586,130700,270,0.389,1939,1502,1450,0.389,663,225,30.3,0.389,32.9,377,65.3,26.3,2657,4.66,0,25.5,40.3,41.4,0,261,0,252,13127,435,1279,742,220
2023-03-24 02:20:00,0,85.5,14698,63330,271,0,9885,4402,4451,0,1172,1880,133,0,129,305,76.0,124,72977,4.13,0,31.6,65.7,65.7,0,107,37.6,450,28615,509,2614,1297,226,85.5,0,29386,146989,270,0,1833,1480,1463,0,665,237,31.6,0.389,30.3,378,96.3,29.0,2669,4.66,0,25.5,40.6,41.4,0,235,34.7,255,10637,583,1295,744,227
2023-03-24 02:22:00,0,84.8,13980,64613,270,0,10075,4819,27270,0,1171,1909,128,0,135,306,33.3,124,73041,4.13,0,31.6,65.7,65.7,0,104,37.6,450,18548,509,2616,1296,218,84.8,0,19294,160050,270,0,1885,1529,2026,0,663,240,30.3,0,31.6,377,21.7,29.0,2690,4.27,0,25.5,40.6,40.6,0,231,34.7,254,9969,583,1297,744,216
2023-03-24 02:24:00,0,85.1,14198,64423,270,0.389,9648,4449,27097,0,1171,1764,122,0,129,309,32.9,136,72945,4.13,0,31.6,65.7,65.7,0,104,0,450,30784,310,2585,1294,220,85.1,0,31282,162811,270,0,1844,1497,2026,0,663,237,29.0,0,30.3,375,27.5,31.6,2698,4.27,0,25.5,40.3,40.6,0,231,0,254,10370,436,1281,743,215
2023-03-24 02:26:00,0,83.7,17242,65731,270,0,10351,4773,4594,0,1160,2009,122,0,124,305,54.9,136,73082,4.13,0,31.6,66.1,66.1,0,103,0.600,444,20690,306,2612,1284,224,83.7,0,21234,131418,270,0,1996,1551,1492,0,658,243,29.0,0,29.0,377,61.6,31.6,2689,4.27,0,25.5,40.6,41,0,232,0.600,248,13376,438,1293,740,219
2023-03-24 02:28:00,0,87.7,18352,68593,269,0,10128,4777,4524,0,1158,1944,133,0,128,304,77.4,130,73035,4.13,0,31.6,65.7,66.1,0,9887,0,448,21111,310,2613,1282,223,87.7,0,21672,141127,269,0,1893,1542,1473,0,656,234,31.6,0,30.3,378,98.8,30.7,2696,4.27,0,25.5,40.6,41.4,0,327,0,253,14455,434,1297,741,219
2023-03-24 02:30:00,0,77.4,14493,62859,270,0,9871,4363,4403,0,1170,1901,122,0,129,307,95.2,118,72996,4.13,0,31.6,65.3,66.5,0,106,37.6,450,23454,509,2585,1296,222,77.4,0,24250,132784,270,0,1880,1482,1462,0,667,256,29.0,0,30.3,375,131,27.6,2694,4.27,0,25.5,39.9,41.5,0,235,34.7,255,10390,581,1281,745,216
2023-03-24 02:32:00,0,80,15376,65264,269,0,10356,4771,4557,0,1173,2016,128,0,130,304,74.9,130,73116,4.13,0,32.0,65.4,65.8,0,104,37.6,450,20974,508,2612,1295,219,80,0,21757,131472,270,0,1971,1539,1470,0,665,242,30.3,0,30.3,379,97.5,30.3,2710,4.27,0,25.5,39.9,40.7,0,233,34.7,253,11311,582,1293,743,213
2023-03-24 02:34:00,0,83.3,14545,64517,269,0,9748,4411,4385,0,1171,1801,133,0,140,302,35.3,130,72950,4.13,0.389,31.6,65.7,65.7,0,120,0,449,30835,309,2612,1296,222,83.3,0,31337,140401,269,0,1872,1468,1465,0,663,216,31.6,0,32.9,380,24.6,30.3,2695,4.27,0,25.5,40.3,41,0,246,0,254,10725,435,1291,742,222
2023-03-24 02:36:00,0,76.0,15597,64111,270,0,10293,4726,4539,0,1170,1988,128,0,129,305,30.7,124,73102,4.13,0.389,32.0,66.1,66.1,0,104,0.989,448,20942,305,2583,1296,220,76.0,0,21471,131298,270,0,1982,1513,1446,0,663,235,30.3,0,30.3,377,19.7,29.0,2677,4.27,0,26.0,40.7,41.7,0,231,0.600,258,11770,438,1278,744,215
2023-03-24 02:38:00,0,82.6,16442,66547,269,0,10150,4853,6556,0,1160,1915,117,0,112,308,31.5,130,73064,4.13,0,32.3,66.1,65.7,0,190,0.622,448,29344,307,2614,1282,223,82.6,0,29836,141897,269,0,1954,1554,1553,0,658,236,27.7,0,26.7,375,20.6,35.2,2708,4.27,0.389,26.2,41.1,40.6,0,264,0.233,258,12634,437,1294,735,218
2023-03-24 02:40:00,0,82.6,13916,62108,269,0,9911,4421,4459,0,1171,1840,122,0,118,304,32.9,141,72985,4.13,0,32.3,65.7,65.8,0,106,0,449,19127,307,2612,1296,223,82.6,0,19663,127269,270,0,1911,1488,1455,0,663,213,29.0,0,28.0,379,22.5,37.9,2692,4.27,0.389,26.2,40.7,40.6,0,236,0,253,10073,437,1293,742,218
2023-03-24 02:42:00,0,86.3,15402,65020,270,0,10327,4736,27274,0,1172,2020,117,0,118,306,32.1,124,73102,4.13,0,32.3,66.1,65.7,0,104,37.6,449,23134,510,2584,1296,223,86.3,0,23873,157192,270,0,1941,1517,1974,0,663,230,27.7,0,27.7,377,21.5,29.0,2676,4.27,0,26.2,40.6,42.1,0,232,34.7,253,11407,582,1278,744,223
2023-03-24 02:44:00,0,83.3,13961,62972,268,0,9627,4396,4344,0,1172,1769,117,0,118,306,32.9,118,72897,4.13,0,32.0,66.1,65.7,0,103,0,450,20669,306,2614,1296,221,83.3,0,21195,128847,268,0,1839,1491,1451,0,665,229,27.7,0,27.7,377,22.4,27.7,2673,4.27,0,26.0,41,40.7,0,232,0,258,10127,439,1294,744,220
2023-03-24 02:46:00,0,80,15999,64438,269,0,9874,4770,4458,0,1172,1898,133,0,140,304,32.1,124,72943,4.13,0,31.6,65.7,65.7,0,104,0.600,451,20983,308,2614,1294,223,80,0,21502,130046,269,0,1896,1533,1487,0,665,257,31.6,0,32.9,379,21.6,29.0,2659,4.27,0,25.5,40.6,40.3,0,232,0.600,260,12168,436,1299,743,219
2023-03-24 02:48:00,0,86.6,16607,66526,270,0,10069,4733,4481,0,1159,1902,117,0,124,306,31.5,129,73016,4.13,0,31.6,66.5,66.4,0,190,0.600,448,29325,308,2583,1282,221,86.6,0,29819,139420,270,0,1947,1522,1467,0,656,245,27.7,0,29.0,377,20.6,30.3,2676,4.27,0,25.5,41.1,41.7,0,261,0.600,250,12792,436,1283,739,214
2023-03-24 02:50:00,0,86.6,14409,62539,270,0,9871,4404,4424,0,1158,1838,121,0.389,123,306,31.5,130,72962,4.13,0,31.6,66.1,66.4,0,107,0,451,20968,307,2613,1283,223,86.6,0,21495,129963,270,0,1903,1514,1475,0,656,232,29.4,0,29.0,377,20.6,30.3,2681,4.27,0,25.5,40.7,42.5,0,234,0,254,10583,438,1293,739,218
2023-03-24 02:52:00,0,87.7,15993,66072,270,0,10404,4848,4632,0,1171,1991,122,0,124,308,32.1,119,73156,4.13,0,31.6,65.7,65.7,0,105,37.6,451,30929,510,2617,1294,225,87.7,0,31632,142757,270,0,1985,1578,1482,0,663,247,33.9,0,29.0,375,21.5,27.7,2707,4.27,0,25.5,40.3,41,0,231,34.7,255,12041,581,1297,743,225
2023-03-24 02:54:00,0,84.4,15024,64682,269,0,10121,4455,4539,0.389,1172,1905,121,0,124,306,32.1,119,73055,4.13,0,31.6,65.7,65.7,0,102,0,449,21003,308,2586,1296,222,84.4,0,21513,129955,269,0,1894,1492,1463,0,664,230,29.0,0,29.0,377,21.5,27.7,2698,4.27,0,25.5,40.6,42.1,0,233,0,253,11210,437,1281,744,222
2023-03-24 02:56:00,0,79.6,15324,63659,270,0,9827,4770,4411,0,1171,1835,122,0,118,308,31.9,136,72956,4.13,0,31.6,65.7,65.7,0,103,0.600,449,29230,308,2613,1296,217,79.6,0,29730,138866,270,0,1854,1534,1439,0,663,223,29.0,0,32.6,376,21.0,31.6,2692,4.27,0,25.5,40.6,41.4,0,232,0.989,252,11502,437,1293,745,212
2023-03-24 02:58:00,0.389,82.2,16028,66403,270,0,10092,4765,4513,0,1158,1907,128,0,135,307,31.5,124,73054,4.13,0,31.6,65.7,65.7,0,189,0.600,451,19170,307,2614,1280,222,82.2,0.389,19707,137303,270,0,1951,1527,1453,0,655,222,30.3,0,36.5,376,21.0,29.0,2692,4.27,0,25.5,40.3,42.0,0,262,0.600,255,12180,437,1295,737,217
2023-03-24 03:00:00,0.389,80,13558,62023,269,0,9846,4365,4445,0,1158,1834,128,0,124,307,31.5,124,72965,4.13,0,31.6,66.5,65.7,0,9755,0,451,20791,308,2583,1285,226,80,0.389,21315,139086,269,0,1883,1451,1449,0,655,223,30.3,0,29.0,376,20.5,29.0,2699,4.27,0,25.5,40.7,41.4,0,293,0,257,9721,435,1280,733,222
2023-03-24 03:02:00,0,79.6,14309,63798,270,0,10312,4780,4556,0,1172,1985,133,0,129,307,32.9,124,73119,4.13,0,31.6,66.1,65.7,0,102,37.6,449,19707,508,2612,1299,225,79.6,0,20447,130861,270,0,1945,1528,1427,0,664,225,31.6,0,30.3,376,22.4,29.0,2712,4.27,0,25.5,40.6,41.7,0,234,34.7,253,10313,584,1294,744,220
2023-03-24 03:04:00,0,80.4,13714,63461,269,0,10139,4422,4518,0,1171,1907,122,0,117,305,32.1,119,73074,4.13,0,31.6,66.1,65.0,0,104,0,447,20920,307,2614,1294,219,80.4,0,21442,130491,269,0,1923,1497,1454,0,663,229,29.0,0,27.7,377,21.6,27.7,2705,4.27,0,25.5,41,41,0,231,0,252,9889,438,1294,742,217
2023-03-24 03:06:00,0,88.1,16118,64991,270,0,9811,4749,27261,0,1171,1844,128,0,129,308,32.1,130,72972,4.13,0,31.6,66.1,65.3,0,105,0.600,449,29065,307,2584,1296,220,88.1,0,29577,161953,270,0,1864,1520,1851,0,663,236,30.3,0,30.3,375,21.6,30.3,2664,4.27,0,25.5,40.6,40.3,0,231,0.600,258,12299,438,1279,742,215
2023-03-24 03:08:00,0,85.1,16913,67193,270,0,10191,4864,29397,0,1172,1911,121,0,123,306,31.5,130,73012,4.13,0,31.6,65.7,65.7,0.389,187,0.600,450,21034,307,2613,1295,223,85.1,0,21554,156456,270,0,1949,1564,1944,0,665,229,29.0,0,29.0,378,20.8,30.3,2670,4.27,0,25.5,40.6,41,0,260,0.600,255,13090,437,1292,742,219
2023-03-24 03:10:00,0,85.1,14878,63201,269,0,9902,4410,4456,0,1159,1836,122,0,129,305,32.9,136,72977,4.13,0,31.6,65.7,65.7,0.389,108,0,449,30825,306,2613,1281,224,85.1,0,31335,139676,269,0,1904,1481,1466,0,658,218,29.0,0,30.3,378,27.6,31.6,2669,4.27,0,25.5,40.6,41,0,234,0,253,11056,438,1293,737,220
2023-03-24 03:12:00,0,86.2,13515,62826,271,0,10295,4740,4580,0,1171,1971,122,0,124,309,30.7,136,73081,4.52,0,31.6,66.1,66.1,0,105,38.0,445,20951,507,2587,1297,221,86.2,0,21701,131199,270,0,1945,1518,1455,0,663,232,29.0,0,29.0,376,19.7,31.6,2674,4.27,0,25.5,40.6,41.8,0.389,232,35.0,249,9514,582,1283,744,215
2023-03-24 03:14:00,0,83.3,15089,65175,269,0,10181,4413,4486,0,1172,1908,117,0,118,310,32.9,141,73018,4.13,0,31.6,66.1,65.3,0,106,0,451,29306,306,2615,1294,221,83.3,0,29794,139596,268,0,1956,1476,1451,0,663,226,27.7,0.389,27.7,373,22.4,32.9,2693,4.27,0,25.5,40.6,40.6,0,233,0,255,11278,439,1301,747,219
2023-03-24 03:16:00,0,83.7,17772,66451,269,0,9854,4777,4450,0,1170,1846,116,0,118,307,32.1,124,73006,4.13,0,31.6,65.7,65.8,0,119,0.600,448,19268,306,2612,1297,222,83.7,0,19779,128151,268,0,1873,1534,1450,0,663,230,27.7,0,27.7,376,21.6,29.0,2703,4.27,0,25.5,40.6,41,0,245,0.600,252,13950,437,1298,750,217
2023-03-24 03:18:00,0,86.6,16720,66526,270,0,10326,4737,4580,0,1173,1974,122,0,129,306,31.5,124,73094,4.13,0,31.8,65.7,65.7,0,191,0.600,438,26242,308,2585,1296,225,86.6,0,26765,136745,270,0,1935,1519,1455,0,671,239,29.0,0,30.3,377,26.4,29.0,2702,4.27,0,25.7,40.3,41.4,0,261,0.600,248,12889,436,1280,745,221
2023-03-24 03:20:00,0,85.5,13481,61587,269,0,9644,4416,4348,0,1158,1766,117,0,118,306,32.9,124,72901,4.13,0,31.6,65.7,65.7,0,108,0,449,20569,307,2611,1282,223,85.5,0,21107,128900,269,0,1851,1485,1443,0,662,235,27.7,0,27.7,377,27.5,29.0,2654,4.27,0,25.5,40.3,42.5,0,234,0,255,9637,437,1291,735,218
2023-03-24 03:22:00,0,77.1,13883,63661,270,0,10392,4858,4621,0,1159,1989,117,0,112,305,33.5,124,73085,4.13,0,31.6,65.3,66.1,0,104,37.6,446,20951,509,2615,1285,219,77.1,0,21689,131775,270,0.389,2002,1560,1477,0,656,240,27.7,0,26.3,377,23.4,29.4,2667,4.66,0,25.5,39.9,41.7,0,230,34.7,249,9880,582,1296,735,213
2023-03-24 03:24:00,0,82.9,15451,65345,270,0,10186,4465,4546,0,1173,1902,117,0,118,307,32.1,130,73033,4.13,0,31.6,65.3,66.0,0,105,0,448,29271,312,2584,1294,221,82.9,0,29766,139114,270,0.389,1922,1506,1479,0.389,664,233,27.7,0,27.7,376,21.5,30.7,2690,4.66,0,25.5,39.9,41.4,0,232,0,258,11619,432,1278,742,221
2023-03-24 03:26:00,0,80.7,13638,61860,269,0.389,9851,4783,4414,0,1172,1841,117,0,112,307,32.9,130,72973,4.13,0,32.5,65.7,65.7,0,105,0,449,20948,309,2613,1293,224,80.7,0,21477,129330,270,0,1839,1542,1427,0.389,665,223,27.7,0,26.3,376,22.6,35.2,2703,4.27,0,26.4,40.6,40.6,0,232,0,259,9794,435,1293,743,224
2023-03-24 03:28:00,0,87.7,14871,64780,270,0.389,10374,4773,4596,0,1170,1978,128,0,124,307,33.7,124,73082,4.13,0,33.0,65.7,66.4,0,187,0.600,449,27850,308,2613,1294,222,87.7,0,28359,138422,270,0,1940,1538,1459,0,663,230,30.3,0,29.0,376,23.6,33.9,2673,4.27,0,26.9,40.6,41.4,0,260,0.600,253,11038,437,1293,744,217
2023-03-24 03:30:00,0,90.3,13687,62552,269,0,9586,4366,27132,0,1158,1762,117,0,124,308,31.5,124,72941,4.13,0,32.7,65.7,66.5,0,107,0,450,17744,306,2585,1284,222,90.3,0,18288,148761,269,0,1846,1468,1908,0,656,240,27.7,0,29.0,375,20.7,29.0,2687,4.27,0,26.2,40.3,41,0,235,0,255,9837,437,1280,737,217
2023-03-24 03:32:00,0,87.7,13392,64116,270,0,10254,4774,27315,0,1160,1981,122,0,124,310,30.7,119,73138,4.13,0,32.0,65.7,65.8,0,104,37.6,448,29830,509,2614,1287,213,87.7,0,30558,173611,270,0,1917,1530,1906,0,658,242,29.0,0,29.0,374,19.7,27.7,2716,4.27,0,25.5,40.6,42.1,0,232,34.7,256,9400,581,1295,736,225
2023-03-24 03:34:00,0,86.6,13822,63634,270,0,10091,4408,4513,0,1170,1909,117,0,117,308,35.0,135,73012,4.13,0,31.6,65.7,65.7,0,104,37.6,448,19726,509,2614,1293,223,86.6,0,20477,130463,270,0,1862,1466,1456,0,663,229,27.7,0,27.7,375,24.3,31.6,2673,4.27,0,25.5,41.4,42.5,0,232,34.7,258,9818,580,1294,743,219
2023-03-24 03:36:00,0,84.4,15508,63799,269,0,9838,4738,4448,0,1172,1832,111,0,118,305,32.1,131,72962,4.13,0,31.6,65.7,65.7,0,104,0,448,20970,307,2583,1293,225,84.4,0,21486,130113,269,0,1903,1506,1435,0,663,224,26.3,0,27.7,377,21.5,30.3,2679,4.27,0,25.5,40.3,42.1,0,232,0,251,11683,436,1283,745,225
2023-03-24 03:38:00,0,89.2,16774,66723,270,0,10462,4860,6663,0,1172,1974,117,0,117,308,32.1,125,73057,4.13,0,31.6,65.7,65.7,0,188,0.989,448,18309,305,2616,1295,222,89.2,0,18831,130778,270,0,1996,1562,1551,0,665,225,27.7,0,28.0,376,21.6,29.0,2659,4.27,0,25.5,40.3,41,0,262,0.600,252,12950,438,1296,745,221
2023-03-24 03:40:00,0,81.8,14646,62961,270,0,10115,4415,4477,0,1171,1917,128,0,129,307,32.9,119,73022,4.13,0.389,31.6,66.1,65.7,0,108,0,445,20937,309,2613,1294,219,81.8,0,21467,130572,270,0,1921,1503,1475,0,663,240,30.3,0,30.3,376,22.4,27.7,2652,4.27,0,25.5,40.6,40.3,0,234,0,248,10823,435,1292,744,213
2023-03-24 03:42:00,0,81.5,14575,64510,270,0,9858,4737,4442,0,1158,1839,127,0,128,310,31.5,130,72989,4.13,0,31.6,66.1,65.7,0,103,37.6,448,30322,512,2584,1279,225,81.5,0,31051,140520,270,0,1895,1528,1476,0,656,234,36,0,30.3,373,20.5,30.3,2680,4.27,0.389,25.5,40.6,41.7,0,233,34.7,253,10586,579,1278,737,223
2023-03-24 03:44:00,0,86.6,15642,65776,269,0,10167,4409,4505,0,1172,1894,128,0,124,307,32.1,130,73052,4.13,0,31.6,65.8,65.4,0,102,37.6,447,20970,510,2614,1295,222,86.6,0,21720,130391,269,0,1935,1477,1451,0,665,222,30.3,0,33.9,375,21.6,30.3,2687,4.27,0,25.5,40.4,41.8,0,233,34.7,252,11639,580,1295,742,218
2023-03-24 03:46:00,0,80.7,17329,65667,268,0,9851,4773,4434,0,1171,1894,116,0.389,118,306,30.7,124,73014,4.13,0,31.6,66.1,65.3,0,102,0,450,29100,310,2615,1297,217,80.7,0,29598,138523,268,0,1861,1523,1426,0,663,242,27.7,0,32.6,376,19.7,29.0,2666,4.27,0,25.5,40.7,41,0,233,0,254,13517,434,1297,743,211
2023-03-24 03:48:00,0,82.6,15493,65190,270,0,10339,4738,4579,0,1170,1979,128,0.389,129,306,32.1,124,73211,4.13,0,31.6,65.7,65.3,0,187,0.600,448,18979,311,2583,1297,225,82.6,0,19513,129123,270,0,1970,1510,1472,0,663,233,30.7,0,30.3,378,21.6,29.0,2714,4.27,0,25.5,40.3,40.7,0,262,0.600,251,11660,434,1277,744,224
2023-03-24 03:50:00,0,89.6,13182,61858,270,0,10072,4371,4453,0,1170,1887,133,0,140,307,32.9,124,73132,4.13,0,31.6,65.7,65.7,0,9801,0,448,26594,309,2585,1296,223,89.6,0,27124,145906,270,0,1912,1463,1476,0,664,213,32.0,0,32.9,377,22.5,29.0,2688,4.27,0,25.5,40.3,41.0,0,316,0,251,9363,437,1281,742,219
2023-03-24 03:52:00,0,87.0,14386,63949,270,0,9927,4848,4440,0,1159,1847,133,0,135,306,32.3,124,72958,4.13,0,31.6,65.7,65.7,0,117,37.6,453,20572,508,2614,1284,222,87.0,0,21323,130050,270,0,1905,1549,1471,0,658,227,31.6,0,31.6,377,21.5,29.0,2668,4.27,0,25.5,40.3,41.4,0,246,34.7,264,10410,584,1294,736,217
2023-03-24 03:54:00,0,87.0,14353,64189,271,0,10173,4446,4555,0,1160,1915,122,0,129,303,32.9,124,73066,4.13,0,31.6,65.7,65.0,0,105,37.6,448,20977,505,2585,1286,223,87.0,0,21719,130756,270,0,1922,1482,1461,0,658,227,29.0,0,30.3,379,22.5,29.0,2688,4.27,0,25.5,40.3,40.6,0,230,34.7,257,10365,585,1280,737,224
2023-03-24 03:56:00,0,86.2,16432,64781,269,0,9797,4726,4423,0,1170,1844,133,0,134,307,58.7,118,73005,4.13,0,31.6,65.7,65.3,0,104,0,445,29328,308,2585,1296,223,86.2,0,29853,138731,269,0,1857,1517,1430,0,663,227,31.6,0,31.6,376,65.2,27.7,2702,4.27,0,25.5,40.3,41,0,231,0,247,12577,437,1280,743,223
2023-03-24 03:58:00,0,79.6,16894,66854,270,0,10360,4761,4573,0,1170,1971,128,0,129,307,35.1,124,73102,4.13,0,31.6,66.1,65.3,0,186,0.600,447,21064,305,2613,1294,221,79.6,0,21584,131200,270,0,2000,1526,1434,0,663,218,30.3,0,30.3,376,28.5,29.0,2703,4.27,0,25.5,40.6,40.6,0,260,0.989,251,13067,439,1294,743,215
2023-03-24 04:00:00,0.389,78.5,14177,62914,267,0,10135,4368,27257,0.389,1172,1920,138,0,135,308,33.5,124,73080,4.13,0,31.6,65.7,65.7,0,108,0,451,28688,307,2583,1302,221,78.5,0.389,29177,162693,270,0,1928,1448,1927,0,665,240,32.9,0,31.6,375,28.3,29.0,2695,4.27,0,25.5,40.6,41,0,235,0,255,10352,438,1279,745,216
2023-03-24 04:02:00,0,80.4,16227,65524,265,0,9855,4726,4427,0,1171,1871,139,0,135,309,54.0,119,72966,4.13,0,32.0,65.0,65.7,0,103,0.600,452,18745,307,2586,1296,226,80.4,0,19280,128327,269,0,1873,1503,1430,0,663,255,32.9,0,31.6,374,60.6,27.7,2663,4.27,0,26.0,39.5,41.4,0,233,0.600,256,12353,437,1286,746,223
2023-03-24 04:04:00,0,73.0,15059,64687,266,0,10143,4407,4510,0,1160,1936,133,0,135,307,58.1,119,72954,4.13,0,32.0,65.3,65.4,0,103,0.600,445,29427,306,2615,1283,218,73.0,0,29938,139797,270,0,1892,1468,1449,0,658,239,31.6,0,31.6,376,64.9,27.7,2628,4.27,0,26.0,39.9,41,0,233,0.600,248,11199,438,1300,741,211
2023-03-24 04:06:00,0,73.0,16880,65262,265,0,9615,4741,4392,0,1172,1771,128,0,129,307,33.9,130,72850,4.13,0,32.0,65.7,65.3,0,104,37.6,449,19348,508,2583,1296,221,73.0,0,20065,127983,270,0,1850,1511,1463,0,670,223,30.3,0,30.3,375,28.8,30.3,2630,4.27,0,26.0,40.3,41.4,0,233,34.7,254,12899,583,1278,742,220
2023-03-24 04:08:00,0,82.2,20341,70757,266,0,10451,4807,6637,0,1170,1974,133,0,129,307,1270,136,73053,4.13,0,31.6,66.1,65.7,0.389,195,37.6,449,20980,508,2583,1297,226,82.2,0,21625,135595,270,0,1967,1540,1536,0,668,236,31.6,0,30.3,376,109,31.6,2662,4.27,0,25.5,40.6,41,0,265,34.7,253,16407,582,1279,742,227
2023-03-24 04:10:00,0,83.7,14762,62894,269,0,10077,4354,4433,0,1146,1888,127,0,123,310,30.7,124,73033,4.13,0,31.8,66.1,66.1,0,106,0,438,19656,306,2557,1271,225,83.7,0,20183,129119,283,0,1901,1482,1433,0,649,238,30.3,0,29.0,374,19.7,29.0,2711,4.27,0,25.7,40.6,41,0,236,0,247,10908,438,1268,731,220
2023-03-24 04:12:00,0,79.6,17841,73873,267,0,26146,7203,41020,0,1148,2329,122,0,124,311,541,124,72948,4.13,0,32.3,66.1,65.7,0,104,0.600,438,21098,309,3069,1331,1237,79.6,0,21620,196853,283,0,3384,2705,3305,0,651,246,29.0,0,29.0,372,36.3,29.0,2696,4.27,0,26.2,40.6,41.4,0,233,0.600,247,14026,436,1282,735,248
2023-03-24 04:14:00,0,84.4,16139,70603,265,0,25015,5551,22918,0,1171,2238,134,0,129,308,291,118,73079,4.13,0,32.3,65.3,65.7,0,103,0,447,29294,306,2872,1290,733,84.4,0,29758,182683,269,0,3459,2007,2392,0,663,245,31.6,0,30.3,375,28.8,27.7,2673,4.27,0,26.2,39.9,42.1,0.389,232,0,250,12346,437,1305,729,233
2023-03-24 04:16:00,0,83.7,15054,63873,265,0,9688,4805,4400,0,1172,1782,133,0,124,308,35.5,130,72880,4.52,0,31.8,65.7,65.7,0,104,37.6,449,20962,506,2590,1294,230,83.7,0,21705,130739,269,0,1965,1565,1469,0,665,244,31.6,0,29.0,374,23.6,36.1,2666,4.27,0,25.7,40.3,40.6,0.389,232,34.7,259,11058,585,1282,742,225
2023-03-24 04:18:00,0,79.6,14703,64945,265,0,10353,4760,4561,0,1173,1976,128,0,124,308,31.5,129,73106,4.52,0,31.6,65.8,66.1,0,192,37.6,449,29771,507,2616,1296,233,79.6,0,30494,141546,269,0,2039,1519,1472,0,665,231,30.3,0.389,29.0,376,21.0,30.3,2717,4.27,0,25.5,40.3,41.7,0,261,34.7,253,10716,586,1295,744,231
2023-03-24 04:20:00,0,80,13336,61591,266,0,10130,4386,4521,0,1158,1902,111,0,112,308,31.5,130,73053,4.13,0,31.6,66.1,66.1,0,108,0,450,19821,307,2614,1283,227,80,0,20350,129183,270,0,2019,1461,1502,0,657,235,26.3,0.389,26.3,378,20.5,30.3,2704,4.27,0,25.5,40.6,41,0,235,0,254,9490,436,1295,737,226
2023-03-24 04:22:00,0,83.3,13353,62962,266,0,9918,4871,4481,0,1171,1838,117,0,112,312,31.5,124,73024,4.13,0,31.6,65.4,65.7,0,106,0.600,447,29159,305,2585,1296,219,83.3,0,29661,139707,270,0,1988,1574,1507,0,663,233,27.7,0,26.3,371,20.9,29.4,2694,4.27,0,25.5,39.9,41,0,230,0.600,256,9527,438,1281,743,218
2023-03-24 04:24:00,0,82.9,14826,64646,265,0,10452,4457,4588,0,1170,1976,128,0,129,310,31.5,119,73144,4.13,0,31.6,65.8,66.1,0,105,0,447,19095,306,2612,1298,226,82.9,0,19616,129647,269,0,2082,1518,1482,0,663,241,30.3,0,30.3,374,20.6,27.7,2703,4.27,0,25.5,40.3,41.4,0,231,0,255,10994,437,1298,743,223
