"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc02dbfd66bd6f)","Transmit Total (lxc0d143d0ba99e)","Transmit Total (lxc153109530daf)","Transmit Total (lxc3c1648ed71ce)","Transmit Total (lxc488524f8bfce)","Transmit Total (lxc6cba22569534)","Transmit Total (lxc6ebc350f0651)","Transmit Total (lxc74c7d809bd89)","Transmit Total (lxc760130ded1c3)","Transmit Total (lxc7e1190a2332a)","Transmit Total (lxc8ba1b419a272)","Transmit Total (lxc900840d1a2cf)","Transmit Total (lxc9a50aa63162c)","Transmit Total (lxc_health)","Transmit Total (lxca327a483a30e)","Transmit Total (lxcaaf68940a9c4)","Transmit Total (lxcaafd481abc96)","Transmit Total (lxcb3f105cadf2a)","Transmit Total (lxcbe0bb1263ddc)","Transmit Total (lxcc47e28ed5b21)","Transmit Total (lxcce714a0dc6d5)","Transmit Total (lxcd586d4ac8e9c)","Transmit Total (lxce4564b379957)","Transmit Total (lxce5886ad7efc3)","Transmit Total (lxcf01903596246)","Transmit Total (lxcf103eca4e84a)","Transmit Total (lxcf42f630ba735)","Transmit Total (lxcf63f552f00e3)","Transmit Total (lxcfaaebd4c3a78)","Transmit Total (lxcfeb8344ea4ca)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc02dbfd66bd6f)","Receive Total (lxc0d143d0ba99e)","Receive Total (lxc153109530daf)","Receive Total (lxc3c1648ed71ce)","Receive Total (lxc488524f8bfce)","Receive Total (lxc6cba22569534)","Receive Total (lxc6ebc350f0651)","Receive Total (lxc74c7d809bd89)","Receive Total (lxc760130ded1c3)","Receive Total (lxc7e1190a2332a)","Receive Total (lxc8ba1b419a272)","Receive Total (lxc900840d1a2cf)","Receive Total (lxc9a50aa63162c)","Receive Total (lxc_health)","Receive Total (lxca327a483a30e)","Receive Total (lxcaaf68940a9c4)","Receive Total (lxcaafd481abc96)","Receive Total (lxcb3f105cadf2a)","Receive Total (lxcbe0bb1263ddc)","Receive Total (lxcc47e28ed5b21)","Receive Total (lxcce714a0dc6d5)","Receive Total (lxcd586d4ac8e9c)","Receive Total (lxce4564b379957)","Receive Total (lxce5886ad7efc3)","Receive Total (lxcf01903596246)","Receive Total (lxcf103eca4e84a)","Receive Total (lxcf42f630ba735)","Receive Total (lxcf63f552f00e3)","Receive Total (lxcfaaebd4c3a78)","Receive Total (lxcfeb8344ea4ca)"
2023-03-11 22:30:00,0,66.3,15337,46838,0,0,0,1820,452,125,6342,66.4,32.1,143,0,4663,194,65.7,32.3,6922,299,17958,0,0,19,0,0,121,2133,418,448,246,0,38.5,38.5,66.3,0,19996,45240,0,0,0,180,252,20.9,1485,43.2,27.6,95.9,0,1462,266,42.8,26.2,1036,385,9709,0,0,38.5,0,0,33.9,2127,6288,251,109,0,19,19
2023-03-11 22:32:00,0,67.1,33575,66656,0,0,0,1733,455,124,6228,66.1,55.6,143,0,4344,106,65.7,32.3,6662,297,18306,0,0,19,0,0,121,1078,1730,449,252,0,38.5,755,67.1,0,21014,45531,0,0,0,191,255,20.9,1482,42.5,68.1,96.3,0,1422,236,42.1,26.2,1035,385,9405,0,0,38.5,0,0,29.0,1071,25698,252,111,0,19.4,471
2023-03-11 22:34:00,0,66.7,28428,61608,0,0,0,1902,455,118,27126,65.7,34.8,143,0,4587,103,66.4,32.3,7001,300,16817,0,0,19,0,0,115,2651,1327,446,257,0,38.5,755,66.7,0,20707,67649,0,0,0,184,255,20.0,1976,41.4,29.8,95.9,0,1437,232,42.5,26.2,1047,385,10691,0,0,38.5,0,0,27.7,2651,17695,249,116,0,19,471
2023-03-11 22:36:00,0.389,66.7,15065,46853,0,0,0,1833,439,136,27063,66.4,33.9,143,0,4592,103,66.8,32.3,6865,300,17899,0,0.389,19,0,0,132,2127,417,434,254,0,38.5,38.5,66.7,0.389,19909,66225,0,0,0,181,245,22.8,1968,42.8,24.8,96.3,0,1434,233,43.9,26.2,1010,385,9428,0,0,38.5,0,0.389,31.6,2131,6290,242,120,0,19,19
2023-03-11 22:38:00,0.389,66.0,14595,45780,0,0,0,1773,456,136,4300,66.4,33.9,143,0,4258,103,66.4,32.3,6763,302,17630,0,0.389,19,0,0,132,1601,418,449,251,0,38.5,38.5,66.0,0.389,19117,41305,0,0,0,192,256,22.8,1367,42.1,25.2,96.3,0,1376,233,42.1,26.2,1041,385,9485,0,0,38.5,0,0.389,31.6,1606,6287,251,115,0,19,19
2023-03-11 22:40:00,0,66.3,15429,46815,0,0,0,1920,455,136,4467,66.4,32.1,143,0,4636,193,66.4,32.3,7073,300,18432,0,0,19,0,0,132,2657,417,448,256,0,38.5,38.5,66.3,0,20996,44772,0,0,0,202,256,22.8,1386,42.1,23.1,95.9,0,1450,266,42.5,26.2,1072,385,9258,0,0,38.5,0,0,31.6,2653,6289,251,111,0,19,19
2023-03-11 22:42:00,0,66.3,33204,66074,0,0,0,1718,452,130,4244,66.1,30.7,143,0,4267,106,66.4,31.8,6562,300,23551,0,0,19,0,0,126,1081,1734,446,257,0,38.5,755,66.3,0,26249,49177,0,0,0,185,252,21.9,1368,42.1,19.7,96.3,0,1387,235,42.1,25.7,985,385,9010,0,0,38.5,0,0,30.3,1076,25750,249,118,0,19,470
2023-03-11 22:44:00,0,66.7,31738,64683,0,0,0,1897,456,124,4419,65.3,32.3,143,0,4586,102,66.4,31.6,7029,298,18083,0,0,19.0,0,0,121,2653,1492,448,254,0,38.5,755,66.7,0,22122,45933,0,0,0,185,257,20.9,1387,43.2,22.9,95.9,0,1437,232,43.9,25.5,1059,385,10674,0,0,38.5,0,0,29.0,2650,21037,250,117,0,19.0,470
2023-03-11 22:46:00,0,66.7,15262,46696,0,0,0,1831,454,124,4386,65.7,31.5,143,0,4670,103,66.1,31.6,6947,299,26208,0,0,19,0,0,121,2121,421,448,250,0,38.5,38.5,66.7,0,28207,52032,0,0,0,199,254,20.9,1372,43.2,22.0,95.9,0,1472,232,43.6,25.5,1056,385,9645,0,0,38.5,0,0,29.0,2121,6285,251,108,0,19,19
2023-03-11 22:48:00,0,66.7,14359,45536,0,0,0,1768,454,118,4303,66.1,32.1,143,0,4269,102,66.1,31.6,6663,298,17289,0,0,19,0,0,120,1601,419,448,251,0,38.5,38.5,66.7,0,18779,40739,0,0,0,191,253,20.0,1367,42.5,22.3,96.3,0,1393,232,42.5,25.5,1036,385,9249,0,0,38.5,0,0,29.0,1606,6284,251,114,0,19,19
2023-03-11 22:50:00,0,66.7,15214,46651,0,0,0,1954,453,119,4463,66.0,32.9,143,0,4641,191,65.7,31.6,7061,298,25488,0,0,19,0.389,0,116,2662,418,446,259,0,38.5,38.5,66.7,0,28046,51998,0,0,0,203,253,20.0,1384,43.2,22.9,96.3,0,1457,265,43.9,25.5,1056,385,9057,0,0,38.5,0,0,27.7,2662,6285,249,122,0,19,19
2023-03-11 22:52:00,0,66.7,33409,66317,0,0,0,1775,455,124,4241,65.6,32.1,142,0,4260,105,66.1,31.8,6589,299,17486,0,0,19,0,0,120,1077,1734,446,254,0,38.5,755,66.7,0,20201,42466,0,0,0,211,255,20.9,1379,42.1,22.2,94.9,0,1393,235,43.3,25.7,1026,385,9176,0,0,38.5,0,0,29.0,1070,25782,249,119,0.389,19,471
2023-03-11 22:54:00,0,67.1,34718,67852,0,0,0,1843,453,119,4365,66.1,32.9,142,0,4590,103,66.9,32.3,6957,299,17509,0,0,19,0,0,115,2132,1679,448,248,0,38.5,755,67.1,0,21200,44831,0,0,0,201,253,20.0,1382,42.5,23.6,94.9,0,1434,232,43.3,26.2,1074,385,10521,0,0,38.5,0,0,27.7,2131,24709,251,112,0,19,471
2023-03-11 22:56:00,0,66.7,15026,46268,0,0,0,1843,452,124,4359,66.1,54.9,143,0,4588,103,66.8,32.3,6902,299,17966,0,0,19.0,0,0,120,2129,421,448,249,0,38.5,38.5,66.7,0,20016,43100,0,0,0,170,252,20.9,1376,44.0,62.4,96.0,0,1434,232,43.6,26.2,1034,385,9346,0,0,38.5,0,0,29.0,2136,6294,251,105,0,19.0,19.0
2023-03-11 22:58:00,0,66.7,14691,46468,0,0.389,0,1790,455,124,27005,65.7,58.8,143,0,4280,102,66.4,32.2,6742,298,18306,0,0,19,0,0,121,1603,418,446,254,0,38.5,38.5,66.7,0,19817,65383,0,0,0,192,255,20.9,1994,43.2,66.4,96.3,0,1406,233,42.8,25.7,1033,385,9536,0,0,38.5,0,0,29.0,1607,6289,249,122,0,19,19
2023-03-11 23:00:00,0,66.7,16125,47651,0,0.389,0,1893,443,124,6409,66.4,32.9,143,0,4667,193,66.4,32.4,7045,299,17506,0,0,19,0,0,121,2651,420,435,248,0,38.5,38.5,66.7,0,20061,45506,0,0,0,196,250,20.9,1483,43.2,23.5,95.9,0,1468,265,43.2,26.0,1060,385,9971,0,0,38.5,0,0,29.0,2652,6288,243,112,0,19,19
2023-03-11 23:02:00,0,67.1,35189,68355,0,0,0,1820,453,119,6351,66.1,31.5,143,0,4337,120,66.4,32.3,6863,299,18150,0,0,19.4,0,0,121,2129,1730,448,243,0,38.5,754,67.1,0,21885,47132,0,0,0,188,253,20.0,1488,41.4,21.7,96.7,0,1408,251,43.6,26.2,1025,385,9907,0,0,38.5,0.389,0,29.0,2125,25796,252,100,0,19,472
2023-03-11 23:04:00,0,67.1,35607,68762,0,0,0,1770,452,130,4306,66.1,31.5,143,0,4599,117,66.1,32.3,6763,300,16436,0,0,19.4,0,0,126,1605,1731,450,254,0.389,38.5,754,67.1,0,19648,42492,0,0,0,201,252,21.9,1366,43.2,22.1,96.7,0,1438,247,43.9,26.2,1037,385,10848,0,0,38.9,0.389,0,30.3,1606,25795,252,117,0,19,472
2023-03-11 23:06:00,0,66.7,14974,46273,0,0,0,1827,456,124,4362,66.4,32.1,143,0,4594,103,66.0,32.3,6873,298,17569,0,0,19,0,0,121,2125,423,446,256,0.389,38.5,38.5,66.7,0,19591,42507,0,0,0,210,262,20.9,1365,45.0,23.7,95.9,0,1432,233,43.2,26.2,1043,385,9334,0,0,38.9,0,0,29.0,2130,6289,249,122,0,19,19
2023-03-11 23:08:00,0,66.4,14677,45971,0,0,0,1775,456,124,4305,66.1,34.9,143,0,4271,102,66.1,31.8,6769,301,23692,0,0,19.0,0,0.389,121,1602,421,450,252,0,38.5,38.9,66.4,0,25168,47835,0,0,0,201,261,20.9,1360,43.6,26.0,96.4,0,1393,233,42.1,25.8,1059,385,9571,0,0,38.5,0,0,29.0,1604,6297,253,113,0,19.0,19.0
2023-03-11 23:10:00,0,66.3,15340,46657,0,0,0,1882,452,124,4425,66.1,32.1,143,0,4591,196,66.1,31.6,7052,300,17976,0,0,19,0,0.389,115,2658,419,450,245,0,38.5,38.9,66.3,0,20547,44043,0,0,0,179,252,20.9,1377,42.5,23.1,95.9,0,1429,266,42.8,25.5,1036,385,9166,0,0,38.5,0,0,27.7,2656,6288,253,102,0,19,19
2023-03-11 23:12:00,0,67.1,34830,68557,0,0,0,1836,452,124,27066,66.5,30.7,143,0,4262,106,66.4,31.8,6837,301,26551,0,0,19,0,0,121,2133,1744,447,254,0,38.5,756,67.1,0,30290,77658,0,0,0,203,252,20.9,1996,43.6,21.5,95.9,0,1375,234,43.9,25.7,1038,385,9539,0,0,38.5,0,0,29.0,2127,25808,249,117,0,19,470
2023-03-11 23:14:00,0,66.0,35363,69120,0,0,0,1786,456,136,27022,66.5,33.6,143,0.389,4598,103,65.7,32.3,6755,300,17228,0,0,19,0,0,126,1601,1746,448,257,0,38.5,756,66.0,0,20440,66914,0,0,0,184,257,22.8,1985,42.8,28.2,96.3,0,1429,232,41.4,26.2,1018,385,10601,0,0.389,38.5,0,0,30.7,1597,25806,261,121,0,19,471
2023-03-11 23:16:00,0,65.6,15207,46648,0,0,0.389,1892,455,130,4450,66.0,32.8,143,0,4669,102,66.1,32.3,7046,299,25201,0,0,19,0,0,126,2656,420,449,250,0,38.5,38.5,65.6,0,27727,51831,0,0,0,183,261,27.5,1389,43.9,28.1,95.9,0,1463,233,42.9,26.2,1044,385,9076,0,0,38.5,0,0,30.3,2660,6285,262,109,0,19,19
2023-03-11 23:18:00,0,66.3,13511,44676,0,0,0,1729,452,129,4294,66.0,32.3,143,0,4315,102,65.7,32.3,6683,300,17366,0.389,0,19,0,0,132,1077,421,448,247,0,38.5,38.5,66.3,0,18337,40511,0,0,0.389,201,252,27.5,1383,43.2,27.5,96.3,0.389,1397,232,42.8,26.2,1069,385,8933,0,0,38.5,0,0,36.9,1071,6291,251,105,0,19,19
2023-03-11 23:20:00,0,66.7,15449,46829,0,0,0,1902,455,136,4425,65.7,31.5,143,0,4597,9795,66.1,32.3,6976,300,17401,0,0,19,0,0,132,2659,419,446,255,0,38.5,38.5,66.7,0,19974,53377,0,0,0,217,255,22.8,1364,42.1,21.5,96.3,0,1435,320,41.4,26.2,1019,385,9282,0,0,38.5,0,0,31.6,2651,6288,249,118,0,19,19
2023-03-11 23:22:00,0,66.7,34735,67829,0,0,0,1818,453,130,4360,66.1,32.1,143,0,4269,9706,66.4,32.3,6759,299,18206,0,0,19,0,0,121,2135,1731,446,251,0,38.9,755,66.7,0,21960,54957,0,0.389,0,190,253,21.9,1370,42.5,22.0,95.9,0,1395,290,42.1,26.2,1007,385,9529,0,0,38.5,0,0,29.0,2128,25713,249,111,0,19,475
2023-03-11 23:24:00,0,66.7,35460,68577,0,0,0,1763,442,124,4290,65.3,30.7,142,0,4587,103,66.4,32.3,6727,299,18412,0,0,19,0,0,121,1607,1732,437,248,0,38.9,755,66.7,0,21621,44685,0,0.389,0,187,248,20.9,1369,41,20.1,94.9,0,1435,232,43.2,26.2,1028,385,10786,0,0,38.5,0,0,29.0,1604,25712,246,113,0,19,475
2023-03-11 23:26:00,0,66.0,15535,46807,0,0,0,1883,448,130,4418,66.1,32.9,143,0,4590,102,66.8,32.3,6980,299,17288,0,0,19,0,0,132,2655,421,444,255,0,38.5,38.5,66.0,0,19835,43045,0,0,0,190,252,22.2,1373,41,22.6,96.3,0,1435,232,42.8,26.2,1020,385,9372,0,0,38.5,0,0,31.6,2659,6285,253,118,0,19,19
2023-03-11 23:28:00,0,66.7,13979,45113,0,0,0,1722,452,130,4286,66.1,32.9,143,0,4303,103,66.4,32.3,6594,299,18050,0,0,19,0,0,126,1078,421,446,258,0,38.5,38.5,66.7,0,19025,40931,0,0,0,190,252,22.2,1386,41.7,22.6,95.9,0,1406,232,42.1,26.2,1017,385,9393,0,0,38.5,0,0,30.3,1076,6285,249,123,0,19,19
2023-03-11 23:30:00,0,66.7,16025,47638,0,0,0,1907,457,124,6473,65.3,30.7,143,0,4717,192,66.1,32.3,7123,304,16531,0,0,19,0,0,121,2658,422,447,251,0,38.5,38.5,66.7,0,19088,44619,0,0,0,191,257,20.9,1510,41.4,20.8,96.3,0,1487,266,42.5,26.2,1084,392,9865,0,0,38.5,0,0,29.0,2657,6285,249,115,0,19,19
2023-03-11 23:32:00,0,66.7,34618,67670,0,0,0,1826,452,129,6360,65.7,31.5,143,0,4343,105,65.8,32.0,6853,299,18516,0,0,19,0,0,126,2136,1462,447,247,0,38.5,218,66.7,0,21603,46755,0,0,0,194,252,21.9,1497,42.1,21.0,95.9,0,1413,236,42.1,26.0,1045,385,9856,0,0,38.5,0,0,30.3,2134,25445,249,103,0,19,131
2023-03-11 23:34:00,0.389,66.4,35530,68759,0,0,0,1770,453,119,4307,65.7,30.7,143,0,4596,118,66.5,31.6,6736,300,23674,0,0,19.0,0,0,115,1608,1750,450,255,0,38.5,754,66.4,0.389,26891,50372,0,0,0,190,252,20.0,1373,42.1,20.8,96.3,0,1435,248,42.9,25.5,1036,385,10927,0.389,0,38.5,0,0,27.7,1602,25659,252,117,0,19.0,472
2023-03-11 23:36:00,0,66.3,14473,45707,0,0,0,1893,453,129,4424,66.1,33.5,143,0,4593,103,66.4,31.6,7011,298,17990,0,0,19,0,0,126,2657,421,446,254,0,38.5,38.5,66.3,0,20548,43867,0,0,0,192,252,21.9,1376,42.5,24.4,96.3,0,1430,233,43.2,25.5,1026,385,8316,0,0,38.5,0,0,30.3,2650,6292,249,119,0,19.4,19
2023-03-11 23:38:00,0,66.7,13669,44916,0,0,0,1732,452,136,4290,66.1,30.7,143,0,4313,103,66.1,32.0,6637,298,26614,0,0.389,19,0,0,126,1076,417,446,253,0,38.5,38.5,66.7,0,27562,50187,0,0,0,203,252,22.8,1394,41.4,20.4,95.9,0,1408,233,43.2,26.0,1037,385,9113,0,0,38.5,0,0,30.3,1068,6291,249,110,0,19,19
2023-03-11 23:40:00,0,66.7,14486,46324,0,0,0,1835,456,124,27065,66.1,32.7,143,0,4591,193,66.4,32.3,6898,299,17299,0,0,19,0,0,115,2129,420,448,244,0,38.5,38.5,66.7,0,19343,65824,0,0,0,198,257,20.9,1921,41.7,22.7,96.3,0,1440,266,42.8,26.2,1035,385,8855,0,0,38.5,0,0,27.7,2132,6288,251,102,0,19,19
2023-03-11 23:42:00,0,66.3,30131,62618,0,0,0,1828,452,124,4369,65.7,32.3,143,0,4268,106,66.4,32.0,6869,300,22198,0,0,19,0,0,121,2125,1205,449,256,0,38.5,38.5,66.3,0,24923,48233,0,0,0,176,252,20.9,1384,42.8,22.7,95.9,0,1396,236,43.9,26.0,1065,385,8662,0,0,38.5,0,0.389,29.0,2132,22211,252,122,0,19,19
2023-03-11 23:44:00,0,66.3,35274,68360,0,0,0,1773,455,124,4310,65.7,32.1,143,0,4589,102,66.8,31.6,6791,298,18578,0,0,19,0,0,121,1599,1748,448,251,0,38.5,754,66.3,0,21783,44877,0,0,0,162,255,20.9,1385,43.6,21.8,95.9,0,1425,232,43.9,25.5,1064,385,10501,0,0,38.5,0,0,29.0,1603,25852,251,116,0,19,471
2023-03-11 23:46:00,0,66.7,15331,46680,0,0,0,1908,455,124,4493,66.0,31.5,143,0,4711,102,66.0,31.6,7113,298,18470,0,0,19.0,0,0,126,2661,423,447,249,0,38.5,38.5,66.7,0,21018,44701,0,0,0,198,255,20.9,1394,43.2,21.0,96.3,0,1471,231,43.9,25.5,1032,385,9186,0,0,38.5,0,0,30.3,2658,6289,249,106,0,19.0,19.0
2023-03-11 23:48:00,0,66.7,13495,44546,0,0,0,1768,454,124,4294,66.5,32.9,143,0,4255,102,66.4,32.0,6709,299,18136,0,0,19,0,0,121,1608,421,448,250,0,38.5,38.5,66.7,0,19627,41806,0,0,0,202,254,20.9,1378,42.8,22.5,95.9,0,1382,232,43.2,26.0,1024,385,8388,0,0,38.5,0,0,29.0,1603,6291,251,113,0,19,19
2023-03-11 23:50:00,0,66.7,13746,44966,0,0,0,1805,440,130,4295,66.8,30.7,143,0,4586,193,66.1,32.3,6781,300,18295,0,0,19,0,0,126,1604,423,437,258,0,38.5,38.5,66.7,0,19834,42566,0,0,0,193,245,21.9,1369,42.1,20.1,96.3,0,1441,264,42.8,26.2,1046,385,8622,0,0,38.5,0,0,30.3,1601,6289,250,122,0,19,19
2023-03-11 23:52:00,0,66.7,27281,59498,0,0,0,1873,456,124,4358,66.4,31.5,143,0,4265,106,65.3,32.3,6864,299,17444,0,0,19,0,0,127,2128,1030,446,250,0,38.5,38.5,66.7,0,20039,42800,0,0,0,193,255,20.9,1367,42.5,20.5,96.3,0,1382,235,41.7,26.2,1031,385,9328,0,0,38.5,0,0,30.3,2135,18652,249,109,0,19,19
2023-03-11 23:54:00,0,66.7,35333,68375,0,0,0,1775,455,118,4300,66.1,31.5,142,0,4586,103,65.7,32.3,6759,299,18134,0,0,19,0.389,0,120,1599,1735,448,250,0,38.5,755,66.7,0,21331,44358,0,0,0,202,255,20.0,1365,42.8,22.1,94.5,0,1430,232,41.4,26.2,1004,385,10746,0,0,38.5,0,0,29.0,1606,25639,251,114,0,19,471
2023-03-11 23:56:00,0,66.7,15138,47074,0,0,0,1908,455,124,27174,65.7,31.5,143,0,4632,103,66.1,32.3,7096,298,15890,0,0,19,0.389,0,121,2654,421,448,252,0,38.5,38.5,66.7,0,18445,65167,0,0,0,210,261,20.9,2001,42.1,22.8,96.3,0,1451,232,42.1,26.2,1063,385,8976,0,0,38.5,0,0,29.0,2656,6289,251,109,0,19,19
2023-03-11 23:58:00,0,66.7,14969,46222,0,0,0,1814,453,141,4348,65.7,31.5,143,0,4256,104,66.1,32.7,6868,299,17641,0,0,19,0,0,143,2124,422,446,253,0,38.5,38.5,66.7,0,19647,42261,0,0,0,186,259,23.8,1369,41.4,22.3,95.9,0,1393,232,41.4,26.2,1050,385,9335,0,0,38.5,0,0,34.2,2124,6287,249,112,0.389,19,19
2023-03-12 00:00:00,0,66.7,15114,46619,0,0.389,0,1768,455,141,6300,66.1,30.7,143,0,4667,192,65.7,32.3,6810,300,23681,0,0,19,0,0,132,1599,420,448,253,0,38.5,38.5,66.7,0,25166,50520,0,0,0,174,255,23.8,1488,42.1,20.8,96.3,0,1459,265,41,26.2,1041,385,10012,0,0,38.5,0,0,31.6,1601,6287,251,119,0,19,19
2023-03-12 00:02:00,0,66.7,24453,56651,0,0,0,1848,455,141,6368,66.4,31.5,143,0,4354,107,65.7,32.3,6910,300,18344,0,0,19,0,0,132,2127,867,446,251,0,38.5,38.5,66.7,0,20761,46006,0,0,0,187,255,23.8,1487,43.2,20.6,96.3,0,1410,235,43.2,26.2,1040,385,10009,0,0,38.5,0,0,31.6,2124,15150,255,121,0,19,19
2023-03-12 00:04:00,0,66.7,35158,68478,0,0,0,1724,452,130,4242,66.1,32.9,143,0,4595,104,66.4,31.8,6686,299,27171,0,0,19,0,0,120,1080,1738,448,248,0,38.5,752,66.7,0,29830,53314,0,0,0,191,257,21.9,1365,43.2,27.9,96.3,0,1440,232,43.2,25.7,1085,385,11143,0,0,38.5,0,0,29.0,1079,25602,257,111,0,19,472
2023-03-12 00:06:00,0,66.7,15617,47023,0,0,0,1917,453,130,4469,66.1,32.9,143,0,4639,102,66.8,31.6,7081,299,17329,0,0,19.4,0,0.389,132,2657,418,448,253,0,38.5,38.5,66.7,0,19882,43404,0,0,0,200,258,26.9,1388,43.9,33.9,96.3,0,1455,233,43.9,25.5,1055,385,9456,0,0,38.5,0,0,36.9,2656,6288,251,110,0,19,19
2023-03-12 00:08:00,0,66.7,15134,46458,0,0,0,1810,452,124,4358,65.7,32.1,143,0,4254,9721,66.1,31.8,6814,299,25637,0,0,19,0,0,120,2129,414,448,253,0,38.5,38.5,66.7,0,27623,60844,0,0,0,171,252,21.0,1375,42.1,22.3,95.9,0,1384,286,43.2,25.7,1013,385,9528,0,0,38.9,0,0,29.0,2124,6289,251,119,0,19,19
2023-03-12 00:10:00,0,66.7,14605,45921,0,0,0,1781,455,130,4297,65.3,58,143,0,4583,9814,65.8,32.3,6777,298,16758,0,0,19,0,0,126,1603,418,448,248,0.389,38.5,38.5,66.7,0,18296,50938,0,0,0,172,255,21.9,1362,41.4,64.1,96.3,0,1432,328,42.8,26.2,1028,385,9447,0,0,38.5,0.389,0,30.7,1598,6289,249,107,0,19,19.4
2023-03-12 00:12:00,0,66.7,22007,53810,0,0,0,1899,456,112,4424,65.7,34.1,143,0.389,4262,106,66.1,32.3,6967,299,20425,0,0,19.0,0,0,109,2656,702,448,254,0.389,38.5,38.9,66.7,0,23205,46357,0,0,0,180,257,19.0,1367,41.7,23.3,96.3,0,1382,244,43.2,26.2,1060,385,10404,0,0,38.5,0.389,0,26.7,2663,11763,250,118,0,19.0,19.4
2023-03-12 00:14:00,0,66.0,34788,67816,0,0,0.389,1716,440,119,4244,65.3,32.1,143,0.389,4591,117,65.7,32.3,6665,300,18467,0.389,0,19,0,0,115,1071,1738,437,252,0,38.5,753,66.0,0,21140,43889,0,0,0,188,246,20.0,1376,41,22.9,95.9,0,1442,248,45.1,26.2,1024,385,10601,0,0,38.5,0,0,27.7,1076,25766,245,110,0,19,473
2023-03-12 00:16:00,0,66.7,15463,47381,0,0,0.389,1918,453,124,27195,65.7,33.5,143,0,4713,102,67.1,32.3,7138,300,18460,0.389,0,19,0,0,126,2653,421,446,249,0,38.5,38.5,66.7,0,21014,68116,0,0,0,190,253,20.9,1983,42.5,23.7,96.3,0,1484,232,44.7,26.2,1054,385,9304,0,0.389,38.5,0,0,30.3,2649,6286,249,108,0,19,19
2023-03-12 00:18:00,0,67.5,14828,46616,0,0,0,1825,453,130,27066,66.0,32.9,143,0,4268,103,66.4,32.3,6817,298,18032,0,0,19,0,0,121,2133,418,446,253,0,38.5,38.5,67.5,0,20057,66184,0,0,0.389,198,253,21.9,1946,42.5,22.9,96.3,0,1393,232,43.6,26.2,1044,386,9197,0,0.389,38.5,0,0,29.0,2128,6288,249,118,0,19,19
2023-03-12 00:20:00,0,66.7,14762,46046,0,0,0,1761,456,119,4304,66.4,30.7,143,0,4591,193,66.4,32.3,6727,298,18305,0,0,19,0,0,115,1609,422,449,250,0,38.5,38.5,66.7,0,19814,42344,0,0,0.389,185,257,20.0,1380,42.5,20.4,95.9,0,1447,266,42.5,26.2,1037,386,9645,0,0,38.5,0,0,27.7,1607,6289,251,109,0,19,19
2023-03-12 00:22:00,0,66.3,17173,48499,0,0,0,1880,452,119,4423,66.1,32.1,143,0,4254,106,66.4,32.3,6929,299,16926,0,0,19,0,0,115,2652,519,449,257,0,38.5,38.5,66.3,0,19569,42179,0,0,0,202,252,20.0,1378,41.7,22.2,96.3,0,1376,236,42.8,26.2,1020,385,9117,0,0,38.5,0,0,27.7,2653,8185,252,120,0,19,19
2023-03-12 00:24:00,0,66.3,34871,67914,0,0,0,1725,452,119,4278,66.1,30.7,142,0,4632,102,65.7,31.8,6689,298,18040,0,0,19,0,0,121,1070,1722,446,253,0,38.9,757,66.3,0,20708,43513,0,0,0,200,252,20.0,1377,43.6,20.1,94.5,0.389,1444,232,41.4,25.7,1010,385,10620,0,0,38.5,0,0,29.0,1076,25829,249,117,0,19,472
2023-03-12 00:26:00,0,66.3,14725,46077,0,0,0,1827,455,130,4358,65.3,34.4,142,0,4593,102,66.1,31.6,6867,299,17526,0,0,19,0,0,126,2127,421,446,258,0,38.5,38.5,66.3,0,19540,42513,0,0.389,0,198,255,22.2,1370,43.2,24.8,94.9,0,1443,232,42.1,25.5,1061,385,9095,0,0,38.5,0,0,30.3,2137,6287,249,117,0,19,19
2023-03-12 00:28:00,0,66.3,14711,45919,0,0,0,1811,453,136,4359,65.7,32.9,143,0,4258,103,65.7,31.6,6783,299,18360,0,0,19,0,0,137,2130,422,446,258,0,38.5,38.5,66.3,0,20370,42895,0,0,0,185,253,22.8,1372,43.9,23.4,96.3,0,1378,233,41.7,25.5,1020,385,9090,0,0,38.5,0,0,32.9,2128,6290,249,122,0,19,19
2023-03-12 00:30:00,0,66.3,14517,45952,0,0,0,1780,453,129,6296,66.0,30.7,143,0,4663,196,66.8,31.6,6786,298,24447,0,0,19.0,0,0,120,1604,421,447,252,0,38.5,38.5,66.3,0,25947,51168,0,0,0,197,253,21.8,1483,42.4,21.2,95.9,0,1458,266,43.2,25.5,1025,385,9429,0,0,38.5,0,0,29.0,1597,6290,250,118,0,19.0,19.0
2023-03-12 00:32:00,0,66.7,15655,47103,0,0,0,1894,455,124,6421,66.1,32.9,143,0,4343,106,66.4,31.6,7065,293,17629,0,0,19,0,0,126,2659,420,448,251,0,38.5,38.5,66.7,0,20172,45276,0,0,0,186,255,20.9,1488,42.1,24.2,96.3,0,1419,235,43.2,25.5,1048,379,9506,0.389,0,38.5,0,0,30.3,2658,6291,251,110,0,19.4,19
