"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc29fde128c3be)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc29fde128c3be)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-14 10:44:00,0,82.6,13492,47657,270,0,11575,4674,28062,0,268,1865,128,0,129,308,32.9,466,67655,4.13,0,31.6,65.8,65.8,0,103,0,121,18188,305,2587,222,82.6,0,18666,141084,270,0,3380,1454,2007,0,93.8,177,21.9,0,21.9,378,22.8,260,2485,4.27,0,25.5,40.3,40.3,0,231,0,20.9,10074,441,1282,216
2023-03-14 10:46:00,0,86.2,15168,49227,269,0,15214,4301,4506,0,291,1983,116,0,123,306,31.5,469,67736,4.13,0,31.6,65.8,65.7,0,103,38.6,126,29822,508,2584,228,86.2,0,30473,133395,269,0,3581,1409,1412,0,77.1,200,20.0,0,20.9,379,25.7,261,2499,4.27,0,25.5,40.3,41,0.389,231,35.3,21.9,11614,586,1279,228
2023-03-14 10:48:00,0,78.9,15308,48927,270,0,14046,4704,4304,0,80.9,1736,128,0,130,304,32.9,455,67597,4.13,0,31.6,65.8,66.4,0,9839,38.2,132,19085,504,2583,221,78.9,0,19787,130109,270,0,3076,1470,1404,0,75.1,199,21.9,0,21.9,381,27.5,254,2517,4.27,0,25.5,40.3,41.7,0,360,35.3,22.8,11728,589,1279,216
2023-03-14 10:50:00,0,82.9,13276,47266,269,0,12042,4337,4535,0,297,1946,127,0,123,308,32.1,469,67743,4.13,0,31.6,65.7,66.1,0,9770,0,121,20194,303,2584,221,82.9,0,20647,129493,269,0,3635,1443,1426,0,79.5,213,21.9,0,20.9,376,21.5,262,2502,4.27,0,25.5,40.3,41,0,345,0,20.9,9876,442,1279,215
2023-03-14 10:52:00,0,79.6,13328,47143,269,0,16224,4795,4421,0,947,1803,128,0,129,309,32.9,469,67592,4.13,0,31.6,66.1,65.7,0,106,0.600,120,29361,306,2586,225,79.6,0,29780,134334,269,0,3374,1536,1448,0,100,210,21.9,0.389,26.9,375,22.4,262,2496,4.27,0.389,25.5,41.1,41,0,227,0.600,26.2,9934,439,1283,225
2023-03-14 10:54:00,0,74.9,15252,49253,269,0,11707,4786,4481,0,2117,1879,122,0,124,306,33.7,467,67724,4.13,0,32.0,66.1,65.7,0,105,0,126,20248,308,2585,221,74.9,0,20703,121197,270,0,3438,1542,1437,0,117,219,20.9,0,25.9,377,23.3,267,2528,4.27,0,26.0,40.7,40.6,0,229,0,27.1,11845,437,1281,222
2023-03-14 10:56:00,0,77.1,15087,49328,268,0,15372,4341,4535,0,1882,1959,122,0,124,306,30.7,467,67798,4.13,0,32.3,65.8,66.2,0,103,38.2,126,28847,507,2584,223,77.1,0,29483,134148,268,0,3698,1450,1431,0,99.6,224,20.9,0,20.9,378,19.7,266,2535,4.27,0,26.2,40.3,40.6,0,232,35.3,21.9,11533,584,1284,220
2023-03-14 10:58:00,0,82.9,14836,48415,269,0,14129,4715,4313,0,70.6,1729,122,0,124,306,32.5,470,67596,4.13,0,32.0,65.9,65.8,0,190,38.2,121,19136,506,2585,221,82.9,0,19828,120128,270,0,3166,1498,1424,0,69.1,212,20.9,0,20.9,378,21.6,262,2489,4.27,0,26.0,40.3,40.3,0,261,35.3,20.9,11252,585,1286,215
2023-03-14 11:00:00,0,77.8,15400,49273,270,0,11639,4341,4481,0,229,1888,122,0,124,307,33.3,470,67769,4.13,0,31.6,65.8,65.7,0,107,0,115,20247,305,2584,221,77.8,0,20686,118667,270,0,3452,1462,1431,0,78.8,214,20.9,0,20.9,377,22.4,262,2520,4.27,0,25.5,40.3,41.7,0,233,0,20.0,11993,440,1279,214
2023-03-14 11:02:00,0,80,14743,48552,269,0,14517,4713,4408,0,139,1810,117,0,118,306,32.9,468,67710,4.13,0,31.6,66.1,65.7,0,104,0.600,121,28441,305,2584,223,80,0,28846,130750,269,0,3338,1514,1438,0,71.7,219,24.9,0,20.0,377,22.4,260,2516,4.27,0,25.5,40.6,41.4,0,230,0.600,20.9,11354,441,1281,218
2023-03-14 11:04:00,0,82.2,12533,46298,270,0,11726,4727,4492,0,232,1891,133,0,129,304,31.5,469,67719,4.13,0,32.0,65.8,65.0,0,104,0.600,126,20239,305,2585,226,82.2,0,20692,119049,270,0,3501,1523,1429,0,86.9,215,22.8,0,21.9,381,20.6,262,2495,4.27,0,25.5,40.3,39.5,0,231,0.600,21.9,9128,442,1280,228
2023-03-14 11:06:00,0.389,85.1,16367,50684,269,0,17070,4350,4564,0,298,1966,128,0,129,303,31.5,468,67729,4.13,0,32.0,65.8,65.3,0,105,0,121,28053,307,2585,221,85.1,0.389,28466,133084,269,0,3773,1482,1433,0,80.2,225,21.9,0,21.9,380,20.6,261,2485,4.27,0,25.5,40.6,40.6,0,231,0,21.3,12983,439,1280,215
2023-03-14 11:08:00,0.389,82.6,16685,50943,270,0,16507,4798,6509,0,140,1815,116,0,117,307,30.7,466,67626,4.13,0,31.8,65.3,66.3,0,185,38.2,121,18337,507,2585,222,82.6,0.389,19016,124570,270,0,3460,1559,1538,0,71.7,221,20.0,0,20.0,378,19.7,260,2503,4.27,0,25.7,39.9,42.1,0,259,35.3,21.3,13111,587,1281,217
2023-03-14 11:10:00,0,85.2,14465,48835,270,0,11823,4351,28067,0,230,1889,128,0,129,305,32.2,467,67675,4.13,0,32.3,65.8,66.0,0,107,0,120,20186,305,2583,222,85.2,0,20642,143111,270,0,3480,1470,1987,0,78.4,215,21.9,0,21.9,379,20.5,261,2494,4.27,0,26.2,40.3,42.5,0,233,0,20.9,11054,442,1277,217
2023-03-14 11:12:00,0,84.4,13884,47777,269,0,15018,4722,4486,0,218,1888,121,0,123,306,33.5,467,67703,4.13,0.389,32.3,66.0,66.0,0,103,0.600,115,21398,304,2583,222,84.4,0,21846,123883,269,0,3554,1523,1426,0,73.1,212,20.9,0,20.9,377,23.4,260,2505,4.27,0,26.2,41.0,42.8,0,230,0.600,19.9,10484,440,1279,221
2023-03-14 11:14:00,0,79.6,13696,47062,270,0,10773,4724,4337,0,1366,1754,117,0,124,303,32.1,468,67587,4.60,0,31.8,65.7,66.1,0,105,0.600,120,20219,308,2586,222,79.6,0,20658,118796,270,0,3046,1520,1425,0,85.1,225,20.0,0,21.3,380,21.6,261,2498,4.73,0,25.7,40.6,42.5,0,230,0.600,20.9,10296,438,1282,217
2023-03-14 11:16:00,0,80.4,14619,48731,269,0,15365,4343,4551,0,298,1957,117,0,124,307,31.5,470,67757,4.83,0,31.6,66.3,65.8,0,105,0,126,27881,304,2583,222,80.4,0,28300,131241,269,0,3691,1465,1435,0,79.5,206,20.0,0,20.9,377,20.1,262,2489,4.97,0,25.5,41,41.5,0,230,0,21.9,11229,440,1279,217
2023-03-14 11:18:00,0,85.1,14488,48195,270,0,14573,4714,4380,0,139,1802,128,0,129,307,32.1,470,67662,4.60,0,31.8,66.1,65.4,0,191,38.2,132,18270,506,2582,223,85.1,0,18971,120366,270,0,3325,1481,1400,0,71.7,190,21.9,0,21.9,378,21.6,263,2501,4.73,0,25.7,41,41.1,0,261,35.7,22.8,10903,586,1277,218
2023-03-14 11:20:00,0,80.7,13989,47681,270,0,11608,4339,4457,0,2515,1887,133,0,135,308,31.5,469,67728,4.13,0,32.3,65.8,65.3,0,110,0,132,29569,305,2585,219,80.7,0,29989,130925,270,0.389,3386,1416,1403,0.389,110,182,22.8,0,22.8,377,21.0,262,2501,4.27,0,26.2,40.3,41.7,0,233,0,22.8,10595,439,1281,213
2023-03-14 11:22:00,0,88.8,13239,47218,269,0,17155,4792,4559,0,2582,1951,128,0,129,308,31.5,470,67755,4.13,0,32.3,65.8,65.7,0,106,0,121,18835,305,2584,223,88.8,0,19300,126111,269,0.389,3703,1494,1409,0.389,111,179,21.9,0,21.9,378,21.0,262,2493,4.27,0,26.2,40.3,44.3,0,229,0,20.9,9829,440,1279,223
2023-03-14 11:24:00,0,85.1,13516,46705,270,0,10823,4786,4340,0,71.7,1735,117,0,118,308,33.5,467,67577,4.13,0,32.3,66.0,66.2,0,103,0.600,121,20226,303,2584,223,85.1,0,20677,117664,270,0,2988,1494,1414,0,70.6,181,20.0,0,20.0,376,23.7,261,2488,4.27,0,26.2,40.6,42.6,0,231,0.600,20.9,10110,440,1279,223
2023-03-14 11:26:00,0,77.8,14862,48866,269,0,15357,4348,4543,0,808,1955,121,0,123,310,33.5,456,67750,4.13,0,32.3,65.8,66.5,0,105,0,116,29387,305,2591,222,77.8,0,29796,133264,269,0,3656,1424,1413,0,103,184,20.9,0,20.9,376,23.7,254,2499,4.66,0,26.2,40.3,41.8,0,230,0,20.0,11471,441,1286,218
2023-03-14 11:28:00,0,73.8,15403,49638,269,0,14546,4719,27998,0,139,1807,122,0,124,307,30.7,469,67623,4.52,0,32.0,66.2,65.7,0,190,37.6,131,20325,504,2585,226,73.8,0,20993,146660,270,0,3280,1468,1971,0,71.7,176,20.9,0,20.9,378,19.7,262,2507,4.66,0,26.0,40.7,41,0,260,34.7,22.8,11822,587,1281,224
2023-03-14 11:30:00,0,72.3,14012,47648,270,0.389,11565,4335,4458,0.389,221,1879,128,0,129,307,31.5,468,67705,4.52,0,31.6,66.1,65.7,0,109,37.6,116,29005,505,2585,222,72.3,0,29639,128130,270,0,3356,1417,1415,0,73.5,174,21.9,0,21.9,378,20.7,261,2499,4.27,0,25.5,40.7,40.6,0,233,34.7,20.0,10454,585,1281,216
2023-03-14 11:32:00,0,77.4,13820,47804,269,0.389,15479,4713,4568,0.389,298,1961,117,0,118,305,31.5,468,67767,4.13,0,31.6,65.8,65.7,0,103,0,121,19289,305,2582,223,77.4,0,19741,122501,269,0,3697,1475,1438,0,79.9,183,20.0,0,20.0,379,25.7,261,2495,4.27,0,25.5,40.3,41,0,232,0,20.9,10413,440,1277,223
2023-03-14 11:34:00,0,77.8,14730,48038,270,0,10747,4709,4317,0,71.7,1737,122,0,129,307,32.9,466,67577,4.13,0,32.0,65.8,65.4,0,102,0.600,126,20233,302,2585,225,77.8,0,20670,117505,270,0,2985,1467,1403,0,70.2,179,20.9,0,21.9,378,27.4,260,2505,4.27,0,26.0,40.3,41,0,233,0.600,21.9,11337,443,1281,231
2023-03-14 11:36:00,0,84.0,14837,48892,270,0,17001,4343,4528,0,298,1946,122,0,124,307,30.7,467,67768,4.13,0,32.3,65.7,65.7,0,101,0,121,28313,306,2585,222,84.0,0,28737,133326,270,0,3705,1429,1405,0,80.2,173,20.9,0,20.9,376,19.7,260,2503,4.27,0,26.2,40.6,41.8,0,233,0,20.9,11451,439,1280,222
2023-03-14 11:38:00,0,82.9,15498,49405,269,0,16283,4788,6475,0,148,1812,128,0.389,124,304,31.5,469,67641,4.13,0,32.0,65.7,65.8,0,188,38.0,121,20292,506,2584,224,82.9,0,20983,126425,269,0,3335,1497,1513,0,75.8,182,21.9,0,20.9,380,25.6,262,2489,4.27,0,26.0,40.6,41.4,0,260,35.0,20.9,11927,585,1279,220
2023-03-14 11:40:00,0,88.1,13664,47390,270,0,11609,4340,4480,0,221,1880,122,0,124,305,32.9,469,67693,4.13,0,31.6,66.1,65.7,0.389,121,38.0,121,27915,505,2584,225,88.1,0,28579,127209,270,0,3393,1410,1429,0,72.8,183,21.3,0,20.9,381,22.4,262,2499,4.27,0,25.5,40.3,42.8,0,249,35.0,25.8,10102,586,1279,220
2023-03-14 11:42:00,0,81.5,13320,47329,269,0,15419,4729,4530,0,815,1952,128,0,129,306,31.5,470,67746,4.13,0,31.6,65.7,65.3,0,118,0,126,18297,304,2597,222,81.5,0,18761,122029,269,0,3696,1476,1404,0,96.0,180,21.9,0,26.8,379,20.5,267,2503,4.27,0,25.5,40.3,41.4,0,246,0,26.8,9913,441,1288,217
2023-03-14 11:44:00,0,80.7,12925,46145,270,0,10736,4715,4319,0,589,1744,132,0,134,308,30.7,471,67583,4.13,0,32.0,65.7,65.7,0,9772,0.600,132,20149,305,2585,224,80.7,0,20607,127986,270,0,2991,1463,1392,0,86.7,178,22.8,0,22.8,377,19.7,268,2501,4.27,0,26.0,40.7,41,0,290,0.600,22.8,9520,442,1291,225
2023-03-14 11:46:00,0,76.0,13863,47646,270,0,14938,4345,4479,0,220,1954,128,0,130,306,54.5,472,67722,4.13,0,32.3,66.0,65.8,0,9771,0,120,21713,303,2584,220,76.0,0,22186,133678,270,0,3478,1420,1415,0,73.9,206,21.9,0.389,21.9,380,61.5,263,2520,4.27,0,26.2,41.4,41.4,0.389,290,0,20.9,10417,441,1279,215
2023-03-14 11:48:00,0,74.9,15335,49093,269,0,14602,4721,4414,0,1739,1824,116,0,117,305,60.6,466,67687,4.13,0,32.0,66.1,65.7,0,183,0.756,126,20309,304,2583,225,74.9,0,20801,123804,269,0,3298,1479,1413,0,102,179,20.0,0.389,20.0,378,68.1,260,2539,4.27,0,26.0,41,40.6,0.389,262,0.367,21.9,11875,440,1279,220
2023-03-14 11:50:00,0,75.2,13608,47316,270,0,11575,4331,4444,0,221,1880,128,0,135,310,35.3,466,67698,4.13,0,31.6,65.4,66.0,0,105,38.4,137,26830,506,2585,220,75.2,0,27475,125912,270,0,3380,1437,1424,0,73.1,208,26.8,0,22.8,376,24.9,260,2498,4.27,0,25.5,40.3,41,0,235,35.0,23.8,10041,588,1281,214
2023-03-14 11:52:00,0,82.9,13486,47460,270,0,17138,4771,4545,0,298,1944,133,0,140,309,31.5,467,67743,4.13,0,31.6,65.4,65.7,0,102,0,126,17251,308,2584,224,82.9,0,17716,122099,270,0,3715,1511,1424,0,79.9,195,27.8,0,23.8,378,20.7,260,2481,4.27,0.389,25.5,39.9,41,0,232,0,21.9,10071,440,1279,218
2023-03-14 11:54:00,0,82.9,14061,48157,269,0,11238,4758,28016,0,148,1789,133,0,135,306,32.1,468,67647,4.13,0,32.0,66.1,65.7,0,102,0.600,126,29816,309,2583,227,82.9,0,30246,153201,269,0,3177,1493,1994,0,76.9,183,22.8,0,22.8,378,21.6,261,2487,4.27,0.389,26.0,41,41.4,0,233,0.600,21.9,10672,437,1277,230
2023-03-14 11:56:00,0,78.5,16085,50404,269,0,14813,4300,28066,0,221,1872,122,0,124,306,32.1,467,67673,4.13,0,32.3,65.8,65.7,0,102,0.600,121,19304,305,2584,221,78.5,0,19731,145171,268,0,3400,1405,1972,0,73.9,185,20.9,0,20.9,379,21.6,260,2486,4.27,0,26.2,40.7,41.7,0,233,0.600,20.9,12696,441,1279,215
2023-03-14 11:58:00,0,78.9,15176,48797,269,0,14479,4678,4344,0,148,1769,127,0,128,308,32.9,467,67588,4.13,0,32.0,65.8,65.7,0,185,0,121,20290,304,2585,221,78.9,0,20756,121962,269,0,3281,1468,1393,0,75.5,173,21.9,0,21.9,376,22.4,260,2482,4.27,0,26.0,40.4,41.4,0,262,0,20.9,11770,441,1280,215
2023-03-14 12:00:00,0,75.6,14766,48295,270,0,11034,4306,4351,0,441,1788,122,0,124,305,30.7,468,67631,4.13,0,31.6,65.7,65.8,0,105,38.2,126,29522,504,2585,228,75.6,0,30154,128221,270,0,3132,1422,1396,0,91.9,189,20.9,0,20.9,379,19.7,261,2501,4.27,0,25.5,40.3,40.7,0,236,35.3,21.9,11220,586,1286,223
2023-03-14 12:02:00,0,78.5,14529,48614,270,0,15420,4706,4517,0,2873,1969,133,0,134,303,56.5,453,67727,4.13,0,31.6,65.7,65.8,0,103,0,132,20268,305,2584,223,78.5,0,20727,126139,270,0,3672,1484,1426,0,127,217,22.8,0,22.8,381,63.2,253,2486,4.27,0,25.5,40.3,41.1,0,232,0,22.8,11087,440,1279,224
2023-03-14 12:04:00,0,80.4,12994,46595,269,0,11206,4720,4393,0,2435,1828,139,0,140,307,58.7,455,67636,4.13,0,31.6,66.1,65.8,0,105,0.600,126,28767,303,2585,218,80.4,0,29224,129982,269,0,3241,1498,1435,0,107,217,23.8,0,23.8,378,65.2,254,2488,4.27,0,25.5,40.6,41.0,0,229,0.600,21.9,9557,441,1279,214
2023-03-14 12:06:00,0,77.8,14045,47890,270,0,16568,4340,4461,0,221,1889,128,0,129,307,32.1,467,67672,4.13,0.389,31.6,65.8,66.1,0,103,0.600,121,19074,301,2582,223,77.8,0,19513,122506,270,0,3549,1437,1434,0,73.5,225,21.9,0,21.9,378,21.6,260,2489,4.27,0,25.5,40.3,41.7,0,231,0.600,20.9,10654,443,1277,219
2023-03-14 12:08:00,0.389,80.4,15571,50104,269,0,17430,4799,6642,0,297,1955,128,0,129,308,32.9,466,67768,4.13,0,32.2,65.8,66.0,0,187,0,132,20303,302,2586,226,80.4,0.389,20768,127918,269,0,3852,1529,1559,0,80.2,219,21.9,0,21.9,377,22.4,260,2498,4.27,0,25.7,40.3,41.7,0,262,0,22.8,12161,442,1282,222
2023-03-14 12:10:00,0.389,88.5,14016,47411,270,0,10825,4340,4317,0,80.1,1744,128,0,129,304,31.5,468,67645,4.13,0,32.7,65.8,66.0,0,106,38.2,121,28188,505,2587,222,88.5,0.389,28844,125985,270,0,3031,1438,1428,0,74.7,221,21.9,0,21.9,378,20.6,261,2520,4.27,0,26.2,40.3,41.7,0,234,35.3,21.3,10448,587,1282,216
2023-03-14 12:12:00,0,77.1,13229,47289,270,0,15372,4707,4515,0,1577,1951,122,0,129,303,30.7,470,67770,4.13,0,32.3,65.7,65.7,0,103,0,121,20223,303,2584,222,77.1,0,20667,124658,270,0,3731,1498,1426,0,89.1,219,20.9,0,21.9,381,19.7,262,2513,4.27,0,26.2,40.3,40.6,0,230,0,21.3,9821,442,1279,222
2023-03-14 12:14:00,0,81.5,13348,46935,270,0,11179,4710,4379,0,149,1803,122,0,124,305,32.9,468,67649,4.13,0,32.3,65.7,65.3,0,104,0.367,132,27931,303,2584,221,81.5,0,28364,126607,270,0,3278,1493,1428,0,76.2,214,20.9,0,20.9,378,22.4,261,2499,4.27,0,26.2,40.3,41.4,0,232,0.367,22.8,9949,442,1279,221
2023-03-14 12:16:00,0,77.1,14517,48346,270,0,14865,4329,4448,0,221,1889,132,0,134,303,33.6,468,67704,4.13,0,32.3,66.1,65.7,0,9787,0.600,126,18264,301,2584,226,77.1,0,18709,129908,270,0,3477,1442,1435,0,74.3,222,22.8,0,22.8,381,27.5,261,2501,4.27,0,26.2,40.6,40.6,0,292,0.600,21.9,11109,442,1279,222
2023-03-14 12:18:00,0,74.5,15528,49803,270,0,15465,4707,4526,0,288,1946,128,0,135,307,32.8,468,67775,4.13,0,32.0,66.5,65.6,0,188,0,126,25354,306,2585,224,74.5,0,25794,128988,270,0,3735,1498,1433,0,75.3,208,21.9,0,22.8,379,26.6,261,2513,4.27,0,26.0,41.4,40.3,0,262,0,21.9,12126,439,1280,220
2023-03-14 12:20:00,0,79.3,13534,47354,269,0,10661,4337,27886,0,79.7,1737,128,0,129,307,32.9,469,67592,4.13,0,31.6,66.0,65.8,0,106,38.6,121,17359,506,2583,221,79.3,0,18026,138483,269,0.389,3020,1443,1956,0,75.4,218,21.8,0,22.2,377,22.3,262,2505,4.27,0,25.5,41.0,41.1,0,235,35.3,20.9,9957,587,1279,215
2023-03-14 12:22:00,0,81.5,14021,48304,270,0,17179,4805,4564,0,288,1960,128,0,129,306,30.7,469,67781,4.13,0,31.6,65.7,66.1,0,105,38.6,126,20256,507,2585,223,81.5,0,20920,125669,270,0,3774,1528,1461,0.389,75.3,218,21.9,0,21.9,379,20.1,261,2505,4.27,0,25.5,40.6,41.7,0,229,35.7,21.9,10446,586,1281,224
2023-03-14 12:24:00,0,76.3,14445,48314,269,0,11431,4831,4436,0,147,1821,128,0,129,307,32.1,468,67636,4.13,0,31.6,65.7,65.3,0,118,0,121,27670,308,2587,222,76.3,0,28085,126765,269,0,3318,1530,1466,0,76.6,225,21.9,0,21.9,378,26.6,261,2502,4.27,0,25.5,40.3,40.3,0,247,0,20.9,11046,438,1282,222
2023-03-14 12:26:00,0,85.9,15317,49229,268,0,14976,4371,4511,0,2049,1902,117,0,124,306,32.9,468,67708,4.13,0,31.6,65.3,66.1,0,104,0.600,121,18217,304,2584,220,85.9,0,18657,121862,269,0,3486,1441,1464,0,116,219,20.0,0,20.9,379,27.9,261,2506,4.66,0,25.5,39.9,41,0,231,0.600,20.9,11912,441,1279,213
2023-03-14 12:28:00,0,92.1,15113,49426,268,0,15580,4735,4533,0,804,1992,122,0,129,306,54.9,468,67779,4.13,0,31.6,65.6,66.3,0,185,0,116,29391,304,2584,223,92.1,0,29855,134078,268,0,3741,1490,1453,0,92.9,238,20.9,0,21.9,380,60.9,260,2493,4.27,0,25.5,40.3,41.5,0,262,0,20.0,11679,442,1279,217
2023-03-14 12:30:00,0,89.9,13671,47004,269,0,10741,4370,4325,0.389,595,1751,117,0,118,307,34.8,465,67612,4.13,0,31.6,65.3,65.9,0,106,38.2,116,19504,507,2587,211,89.9,0,20196,117214,269,0,3012,1448,1445,0,92.3,218,20.0,0,24.9,379,23.2,259,2478,4.27,0,25.5,39.9,40.6,0,235,35.3,24.9,10090,586,1288,212
2023-03-14 12:32:00,0,84.4,14373,48556,269,0.389,15456,4738,4546,0,288,1958,111,0,112,306,30.7,468,67737,4.52,0,31.6,65.3,65.8,0,104,38.2,116,20254,508,2583,220,84.4,0,20917,123763,270,0,3694,1494,1463,0,75.3,220,19,0,23.9,378,19.7,267,2491,4.27,0,25.5,39.9,41.4,0,231,35.3,20.0,10820,584,1284,216
2023-03-14 12:34:00,0,77.8,14671,48342,269,0.389,11224,4738,4395,0,437,1823,116,0,117,306,32.9,468,67620,4.52,0,31.8,65.3,65.7,0,103,0,121,29257,305,2583,219,77.8,0,29673,128447,269,0,3197,1495,1458,0,84.1,225,20.0,0,20.0,377,22.5,261,2506,4.27,0,25.7,39.9,41.7,0,232,0,20.9,11285,439,1283,218
2023-03-14 12:36:00,0,77.1,16449,50494,269,0,16598,4366,4476,0,230,1907,122,0.389,118,306,32.9,468,67705,4.13,0,32.3,65.7,66.1,0,104,0.600,121,20314,305,2585,221,77.1,0,20749,123905,270,0,3511,1446,1446,0,78.8,233,20.9,0,20.0,379,22.5,261,2505,4.27,0,26.2,40.3,41,0,230,0.600,20.9,13048,440,1279,216
2023-03-14 12:38:00,0,78.2,16929,51541,270,0,17270,4843,6621,0,288,1964,127,0.389,128,307,31.5,468,67772,4.13,0,32.3,65.8,66.1,0.389,188,0.233,121,29009,305,2586,225,78.2,0,29423,137118,270,0,3729,1542,1549,0,75.3,218,26.8,0,21.9,379,20.5,261,2500,4.27,0,26.2,40.3,41.7,0,260,0.233,20.9,13546,439,1282,220
2023-03-14 12:40:00,0,77.8,12826,45919,269,0,10647,4337,4309,0,80.2,1733,122,0,124,308,30.7,467,67588,4.13,0,32.3,66.0,66.1,0.389,107,0,120,19100,306,2584,222,77.8,0,19549,115692,269,0,2918,1452,1450,0,75.1,212,25.8,0,20.9,377,19.7,260,2496,4.27,0,26.2,40.3,41.8,0,233,0,20.9,9420,440,1279,217
2023-03-14 12:42:00,0,80.7,14548,49069,270,0,15077,4732,28081,0,229,1903,128,0,124,306,30.7,469,67707,4.13,0,32.3,65.8,66.1,0,105,38.3,132,20240,508,2583,222,80.7,0,20913,147210,270,0,3530,1510,1994,0,78.4,222,21.9,0,20.9,377,19.7,262,2501,4.27,0,26.2,40.6,41.8,0,230,35.0,22.8,10974,584,1277,222
2023-03-14 12:44:00,0,81.1,15319,49039,269,0,11274,4733,4400,0,140,1834,133,0,135,306,34.9,454,67638,4.13,0,32.0,65.7,66.0,0,102,0,126,28556,306,2585,222,81.1,0,28976,127439,269,0,3228,1519,1443,0,72.0,231,23.2,0.389,22.8,378,24.6,253,2493,4.27,0,26.0,40.3,40.6,0,232,0,21.9,11927,438,1281,222
2023-03-14 12:46:00,0,86.2,16894,50905,269,0,14947,4350,4481,0,229,1945,122,0,129,308,32.1,468,67696,4.13,0,31.6,65.3,66.4,0,9767,0.600,116,20337,307,2587,224,86.2,0,20791,132224,269,0,3432,1456,1453,0,78.8,231,20.9,0,21.9,377,21.5,261,2484,4.27,0,25.5,40.3,41.7,0,294,0.600,20.0,13485,440,1282,220
2023-03-14 12:48:00,0,85.1,15038,49370,270,0,15523,4725,4543,0,897,1965,117,0,113,310,30.7,468,67775,4.13,0,31.6,65.3,66.1,0,9850,0.600,121,27619,304,2582,223,85.1,0,28076,142157,270,0,3671,1509,1467,0,89.7,223,20.0,0,19,374,19.7,261,2510,4.27,0,25.5,39.5,41.7,0,322,0.600,20.9,11637,441,1276,219
2023-03-14 12:50:00,0,80.7,13174,46663,269,0,11178,4355,4405,0,2428,1828,122,0,129,306,31.5,468,67652,4.13,0,32.0,65.3,65.7,0,107,0,126,17869,304,2583,221,80.7,0,18314,117897,269,0,3181,1463,1447,0,111,226,20.9,0,21.9,377,20.5,261,2517,4.27,0,26.0,40.3,41.7,0.389,235,0,21.9,9777,441,1278,217
2023-03-14 12:52:00,0,80.4,14840,49056,270,0,16802,4815,4533,0,231,1910,133,0,129,304,34.3,465,67689,4.13,0,32.3,65.7,65.7,0,103,38.4,116,26085,511,2585,222,80.4,0,26739,131200,270,0,3520,1569,1462,0,85.1,246,22.8,0,21.9,380,24.2,259,2497,4.27,0,26.2,40.3,41.0,0,231,35.0,20.0,11288,584,1281,222
2023-03-14 12:54:00,0,80,13020,46814,270,0,11843,4818,4509,0,218,1891,122,0,124,305,30.7,470,67686,4.13,0,32.3,65.8,65.7,0,103,0,126,21030,307,2585,223,80,0,21492,120364,270,0,3422,1548,1452,0,72.0,212,20.9,0,20.9,379,19.7,262,2502,4.27,0.389,26.2,40.3,42.5,0,231,0,21.9,9603,437,1280,218
