"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05ccf7670ce1)","Receive Errors (lxc0e7fd83429f8)","Receive Errors (lxc2f196552a250)","Receive Errors (lxc351507ccd6de)","Receive Errors (lxc35a229aa328a)","Receive Errors (lxc44cc3d42073d)","Receive Errors (lxc64e81a3910f4)","Receive Errors (lxc69dc6236bed5)","Receive Errors (lxc807ae06edaa7)","Receive Errors (lxc8b0393b43750)","Receive Errors (lxc947f9c305662)","Receive Errors (lxc9854d7c0de90)","Receive Errors (lxc9d85bc894392)","Receive Errors (lxc9e1d6b31c79c)","Receive Errors (lxc_health)","Receive Errors (lxca4e4e80fd248)","Receive Errors (lxcb43abd09557c)","Receive Errors (lxcb9f2e6c9b4a1)","Receive Errors (lxcc89cc2f546a7)","Receive Errors (lxcc91b3dc073da)","Receive Errors (lxccdce074c39ef)","Receive Errors (lxce6f41a775b41)","Receive Errors (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05ccf7670ce1)","Transmit Errors (lxc0e7fd83429f8)","Transmit Errors (lxc2f196552a250)","Transmit Errors (lxc351507ccd6de)","Transmit Errors (lxc35a229aa328a)","Transmit Errors (lxc44cc3d42073d)","Transmit Errors (lxc64e81a3910f4)","Transmit Errors (lxc69dc6236bed5)","Transmit Errors (lxc807ae06edaa7)","Transmit Errors (lxc8b0393b43750)","Transmit Errors (lxc947f9c305662)","Transmit Errors (lxc9854d7c0de90)","Transmit Errors (lxc9d85bc894392)","Transmit Errors (lxc9e1d6b31c79c)","Transmit Errors (lxc_health)","Transmit Errors (lxca4e4e80fd248)","Transmit Errors (lxcb43abd09557c)","Transmit Errors (lxcb9f2e6c9b4a1)","Transmit Errors (lxcc89cc2f546a7)","Transmit Errors (lxcc91b3dc073da)","Transmit Errors (lxccdce074c39ef)","Transmit Errors (lxce6f41a775b41)","Transmit Errors (lxcf877b9881be3)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05ccf7670ce1)","Receive Dropped (lxc0e7fd83429f8)","Receive Dropped (lxc2f196552a250)","Receive Dropped (lxc351507ccd6de)","Receive Dropped (lxc35a229aa328a)","Receive Dropped (lxc44cc3d42073d)","Receive Dropped (lxc64e81a3910f4)","Receive Dropped (lxc69dc6236bed5)","Receive Dropped (lxc807ae06edaa7)","Receive Dropped (lxc8b0393b43750)","Receive Dropped (lxc947f9c305662)","Receive Dropped (lxc9854d7c0de90)","Receive Dropped (lxc9d85bc894392)","Receive Dropped (lxc9e1d6b31c79c)","Receive Dropped (lxc_health)","Receive Dropped (lxca4e4e80fd248)","Receive Dropped (lxcb43abd09557c)","Receive Dropped (lxcb9f2e6c9b4a1)","Receive Dropped (lxcc89cc2f546a7)","Receive Dropped (lxcc91b3dc073da)","Receive Dropped (lxccdce074c39ef)","Receive Dropped (lxce6f41a775b41)","Receive Dropped (lxcf877b9881be3)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05ccf7670ce1)","Transmit Dropped (lxc0e7fd83429f8)","Transmit Dropped (lxc2f196552a250)","Transmit Dropped (lxc351507ccd6de)","Transmit Dropped (lxc35a229aa328a)","Transmit Dropped (lxc44cc3d42073d)","Transmit Dropped (lxc64e81a3910f4)","Transmit Dropped (lxc69dc6236bed5)","Transmit Dropped (lxc807ae06edaa7)","Transmit Dropped (lxc8b0393b43750)","Transmit Dropped (lxc947f9c305662)","Transmit Dropped (lxc9854d7c0de90)","Transmit Dropped (lxc9d85bc894392)","Transmit Dropped (lxc9e1d6b31c79c)","Transmit Dropped (lxc_health)","Transmit Dropped (lxca4e4e80fd248)","Transmit Dropped (lxcb43abd09557c)","Transmit Dropped (lxcb9f2e6c9b4a1)","Transmit Dropped (lxcc89cc2f546a7)","Transmit Dropped (lxcc91b3dc073da)","Transmit Dropped (lxccdce074c39ef)","Transmit Dropped (lxce6f41a775b41)","Transmit Dropped (lxcf877b9881be3)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)"
2023-02-23 14:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.6,67.4,0,0,0.272,0,1.23,5.62,0.550,1.01,1.28,1.96,0.778,1.23,13.1,0.550,0,0.322,10.9,0.367,8.49,6.86,0.0667,2.62,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.61,59.8,0,0,0.439,0,1.42,5.91,1,1.01,1.48,2.74,1.54,1.42,11.7,0.989,0,0.389,11.9,0.244,11.3,7.83,0.0667,3.04,0,0.444
2023-02-23 14:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.8,66.8,0,0.0111,0.278,0,1.22,6.56,0.544,0.961,1.29,2.24,0.767,1.21,12.7,0.550,0,0.317,10.7,0.383,7.61,6.84,0.0667,2.67,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.63,59.7,0,0.0111,0.439,0,1.41,6.89,0.994,0.978,1.49,2.58,1.53,1.40,11.8,0.994,0,0.383,11.5,0.256,9.99,7.82,0.0667,2.86,0.00556,0.417
2023-02-23 14:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,9.99,63.2,0,0,0.294,0,1.25,5.67,0.544,0.544,1.29,1.98,0.766,1.20,12.7,0.550,0,0.317,10.7,0.383,7.78,6.86,0.0666,2.29,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.74,56.3,0,0,0.450,0,1.43,5.89,0.994,0.622,1.49,2.53,1.53,1.40,11.6,0.999,0,0.383,11.4,0.255,10.5,7.83,0.0666,2.79,0.00555,0.389
2023-02-23 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,30.1,113,0,0.267,0.283,0,1.28,4.94,0.550,0.944,1.29,2.02,0.767,1.25,10.7,0.550,0,0.328,10.7,0.400,7.06,6.88,0.0667,2.33,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,27.5,106,0,0.311,0.444,0,1.46,4.99,1,0.978,1.49,2.67,1.53,1.43,9.83,0.994,0,0.394,11.6,0.267,9.59,7.84,0.0722,2.98,0,0.406
2023-02-23 14:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,29.9,111,0,0.267,0.272,0,1.22,6.45,0.533,0.528,1.28,1.98,0.767,1.22,12.6,0.550,0,0.333,10.7,0.400,7.14,6.96,0.0667,2.41,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,27.3,104,0,0.311,0.439,0,1.41,6.53,0.983,0.606,1.48,2.55,1.53,1.41,11.3,1,0,0.400,11.6,0.267,10.1,7.93,0.0667,2.89,0,0.439
2023-02-23 14:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.6,63.7,0,0,0.272,0,1.17,6.54,0.539,0.833,1.27,2.25,0.767,1.17,12.7,0.539,0,0.333,10.4,0.383,7.42,6.86,0.0667,2.56,0,0.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.46,58.8,0,0,0.439,0,1.37,6.72,0.983,0.850,1.48,2.66,1.53,1.36,11.6,0.989,0,0.400,11.4,0.256,10.0,7.83,0.0667,2.82,0,0.439
2023-02-23 14:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,10.9,66.0,0,0.0111,0.272,0,1.24,5.91,0.544,1,1.26,2.13,0.772,1.18,11.9,0.533,0.00556,0.333,10.7,0.367,7.41,6.87,0.0667,2.53,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,9.67,59.3,0,0.0111,0.439,0,1.43,6.23,0.989,0.994,1.46,2.77,1.54,1.37,11.0,0.983,0,0.400,11.7,0.244,10.0,7.83,0.0667,2.94,0,0.406
2023-02-23 14:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,9.82,65.2,0,0,0.300,0,1.25,6.32,0.550,0.511,1.29,1.92,0.772,1.23,12.4,0.544,0,0.333,11.2,0.383,7.13,6.88,0.0667,2.22,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,8.73,56.9,0,0,0.456,0,1.43,6.58,0.994,0.594,1.49,2.69,1.54,1.42,11.4,0.994,0,0.400,12.0,0.256,9.48,7.84,0.0667,2.99,0,0.433
2023-02-23 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,30.3,114,0,0.267,0.267,0,1.25,6.79,0.550,0.978,1.30,2.43,0.767,1.22,12.9,0.544,0,0.333,11.1,0.367,7.29,6.88,0.0667,2.34,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,27.3,106,0,0.311,0.433,0,1.43,7.17,0.989,0.978,1.50,2.72,1.53,1.41,11.8,1,0.00556,0.400,12.0,0.244,9.96,7.84,0.0667,3.21,0,0.389
2023-02-23 14:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,29.9,111,0,0.267,0.272,0,1.23,6.60,0.550,0.694,1.28,2.35,0.772,1.20,12.5,0.550,0,0.333,10.4,0.367,7.16,6.88,0.0667,2.35,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,26.9,104,0,0.311,0.433,0,1.42,6.78,0.994,0.739,1.48,2.68,1.54,1.40,11.5,0.994,0,0.400,11.5,0.244,9.66,7.86,0.0667,2.96,0,0.439
2023-02-23 14:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.6,64.3,0,0,0.283,0,1.25,5.77,0.539,0.856,1.29,2.20,0.767,1.25,11.5,0.544,0,0.333,10.8,0.417,7.67,6.97,0.0667,2.56,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.54,59.1,0,0,0.444,0,1.43,5.93,0.989,0.872,1.49,2.63,1.53,1.43,11.0,0.989,0,0.400,11.6,0.278,9.70,7.94,0.0667,2.96,0,0.428
2023-02-23 14:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.9,66.8,0,0.0111,0.283,0,1.29,6.27,0.544,0.967,1.28,1.93,0.772,1.24,13.4,0.544,0,0.333,11.3,0.383,8.33,6.84,0.0667,2.55,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.79,60.2,0,0.0111,0.444,0,1.47,6.58,0.983,0.894,1.49,2.76,1.54,1.43,11.9,0.994,0,0.400,11.9,0.256,11.3,7.82,0.0667,2.98,0,0.417
2023-02-23 14:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,9.83,64.5,0,0.00556,0.278,0,1.22,6.58,0.544,0.544,1.29,2.22,0.772,1.21,12.8,0.544,0,0.333,10.7,0.350,7.35,6.86,0.0667,2.44,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,8.81,57.3,0,0.00556,0.439,0,1.41,6.77,0.989,0.511,1.50,2.62,1.54,1.41,11.9,0.994,0,0.400,11.6,0.233,9.76,7.83,0.0667,2.81,0,0.444
2023-02-23 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,26.5,107,0,0.00556,0.267,0,1.22,6.47,0.550,0.950,1.29,2.07,0.767,1.22,14.5,0.550,0,0.333,10.6,0.367,8.25,6.86,0.0667,2.28,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,24.5,98.4,0,0,0.433,0,1.41,6.79,1.01,0.889,1.49,2.66,1.53,1.41,12.6,0.994,0,0.400,11.6,0.244,11.5,7.83,0.0667,2.96,0,0.456
2023-02-23 14:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,29.3,114,0,0.272,0.278,0,1.27,5.76,0.550,0.789,1.28,2.04,0.772,1.23,11.5,0.544,0,0.333,10.7,0.350,6.81,6.96,0.0667,2.60,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,27.0,104,0,0.311,0.444,0,1.44,6.08,1.01,0.750,1.48,2.58,1.54,1.42,10.7,0.994,0,0.400,11.7,0.233,9.14,7.93,0.0667,2.99,0,0.372
2023-02-23 14:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.6,65.2,0,0,0.277,0,1.27,6.53,0.549,0.660,1.30,1.98,0.766,1.22,12.8,0.544,0,0.333,10.8,0.383,7.95,6.88,0.0666,2.46,0.00555,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.39,58.3,0,0,0.444,0,1.44,6.45,0.993,0.605,1.50,2.66,1.53,1.41,11.9,0.993,0,0.400,11.6,0.255,10.6,7.84,0.0666,2.79,0,0.438
2023-02-23 14:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,10.9,66.8,0,0.0111,0.267,0.00556,1.21,6.02,0.550,0.950,1.30,2.01,0.767,1.22,11.6,0.544,0,0.333,10.9,0.383,7.22,6.84,0.0667,2.26,0,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.59,59.4,0,0.0111,0.433,0,1.41,6.08,1,0.922,1.50,2.73,1.53,1.41,10.7,0.994,0,0.406,11.7,0.256,9.92,7.82,0.0667,2.91,0,0.478
2023-02-23 14:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,9.91,64.6,0,0.0111,0.300,0,1.25,6.49,0.544,0.489,1.30,1.89,0.772,1.22,12.2,0.544,0,0.333,10.6,0.367,7.01,6.88,0.0667,2.24,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.77,56.1,0,0.0167,0.456,0.00556,1.43,6.67,0.989,0.583,1.50,2.66,1.54,1.41,11.5,0.989,0,0.400,11.4,0.244,9.21,7.84,0.0667,2.93,0,0.394
2023-02-23 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,23.5,99.2,0,0,0.283,0,1.23,6.55,0.544,0.972,1.26,2.04,0.767,1.17,11.8,0.561,0,0.333,10.8,0.383,7.13,6.86,0.0667,2.62,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,21.2,90.7,0,0,0.444,0,1.41,6.58,0.989,0.956,1.45,2.67,1.53,1.36,11.6,1.01,0,0.400,11.7,0.256,9.22,7.83,0.0667,3.08,0,0.428
2023-02-23 14:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,29.9,115,0,0.267,0.272,0,1.23,6.25,0.550,0.956,1.29,2.09,0.767,1.22,12.1,0.550,0,0.333,11.2,0.383,7.03,6.96,0.0722,2.53,0,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,27.2,106,0,0.311,0.439,0,1.43,6.50,1,0.944,1.49,2.73,1.53,1.41,11.1,0.994,0,0.400,12.0,0.256,9.61,7.93,0.0667,3.05,0,0.378
2023-02-23 14:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.5,64.0,0,0,0.283,0,1.23,6.29,0.544,0.511,1.30,2.23,0.767,1.22,12.1,0.550,0,0.328,10.9,0.389,7.74,6.94,0.0722,2.47,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.29,59.0,0,0,0.444,0,1.42,6.47,0.994,0.594,1.50,2.54,1.53,1.41,11.4,0.994,0,0.394,11.7,0.261,9.99,7.92,0.0722,2.76,0,0.483
2023-02-23 14:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,10.9,67.9,0,0.0111,0.289,0,1.29,6.53,0.550,0.956,1.29,2.05,0.767,1.20,11.8,0.544,0,0.328,10.7,0.406,7.72,6.88,0.0778,2.55,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,9.69,59.6,0,0.0111,0.450,0,1.47,6.26,0.994,0.944,1.50,2.66,1.53,1.40,11.6,0.994,0,0.394,11.6,0.272,10.2,7.84,0.0778,2.94,0,0.422
2023-02-23 14:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,9.58,65.1,0,0.0111,0.289,0,1.24,6.49,0.550,0.578,1.28,1.90,0.772,1.23,11.6,0.544,0,0.333,10.6,0.367,6.66,6.88,0.0833,2.39,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.60,56.4,0,0.0111,0.450,0,1.43,6.24,0.994,0.550,1.49,2.72,1.54,1.43,11.2,0.994,0,0.400,11.6,0.244,8.94,7.85,0.0833,3,0,0.383
2023-02-23 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,20.1,89.3,0,0,0.278,0,1.23,5.80,0.550,0.944,1.29,1.74,0.767,1.22,11.5,0.544,0,0.333,11.0,0.383,7.05,6.84,0.0833,2.29,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,18.2,81.9,0,0,0.439,0,1.42,5.62,1,0.894,1.49,2.73,1.53,1.42,10.6,0.989,0,0.400,12.0,0.256,9.93,7.83,0.0833,3.15,0,0.406
