"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)"
2023-02-23 02:46:00,0,69,14813,34454,0,0,32.5,0,448,1645,66.4,2656,468,1850,143,455,36710,66.4,0,32.3,6996,121,17644,2554,4.27,1869,0,238,69,0,18050,44616,0,0,21.9,0,253,15273,41.4,2660,261,153,96.3,256,17815,41.4,0,26.2,1030,29.0,10287,1265,4.13,188,0,106
2023-02-23 02:48:00,0,68.6,12406,31853,0,0.600,32.1,0,449,1455,66.8,1071,466,1693,143,453,36696,65.7,0,32.3,6641,122,25713,2553,4.27,1710,0,246,68.6,0,16422,41735,0,0.600,21.6,0,255,15209,41.4,1076,260,165,95.9,254,25892,41.4,0,26.2,1038,29.0,9486,1264,4.13,180,0,119
2023-02-23 02:50:00,0,68.6,13752,33371,0,0.600,32.1,0,444,1615,66.1,2654,467,1858,143,453,36625,65.7,0,32.3,6926,138,16894,2556,4.27,1923,0,245,68.6,0,18019,44316,0,0.600,21.5,0,247,15227,41.0,2654,261,188,96.3,253,17075,41.4,0,26.2,1017,32.9,9189,1267,4.13,228,0,120
2023-02-23 02:52:00,0,69,13845,33429,0,0,32.9,0,447,1635,66.4,2651,466,1847,143,455,36738,65.7,0,32.3,6967,122,26353,2555,4.27,1867,0,241,69,0,18016,44212,0,0,22.4,0,253,15243,41,2653,260,163,95.9,255,26555,41.4,0,26.2,1033,29.0,9370,1268,4.13,202,0,110
2023-02-23 02:54:00,0,69,15971,60292,0,38.3,32.9,0,448,1444,66.4,1075,469,1683,143,453,36607,65.7,0,32.3,6610,122,17271,2551,4.27,1704,0,241,69,0,39178,69054,0,30.6,22.5,0,259,15189,41,1081,262,157,96.7,253,17398,41.4,0,26.2,1078,29.0,10686,1267,4.13,184,0,112
2023-02-23 02:56:00,0,69.0,15239,34918,0,0,30.7,0,446,1637,66.4,2652,469,1863,143,453,36706,66.0,0,32.3,6961,127,20761,2552,4.73,1879,0,236,69.0,0,18049,44328,0,0,19.7,0,251,15253,41.3,2651,261,186,96.6,258,20899,41.0,0,26.2,1041,30.3,10739,1270,4.60,195,0,110
2023-02-23 02:58:00,0,70.1,12495,31954,0,0.600,31.5,0,446,1532,66.1,1080,467,1705,143,452,36703,66.4,0,32.3,6709,133,16482,2583,5.36,1730,0.389,243,70.1,0,16436,41804,0,0.600,25.7,0,251,15277,41,1073,261,178,95.9,252,16741,41,0.389,26.2,1019,31.6,9498,1280,4.83,196,0,113
2023-02-23 03:00:00,0,70.1,13761,33362,0,0.600,32.9,0,445,1583,65.7,2134,467,1810,143,455,36646,66.1,0.389,32.3,6817,127,16196,2553,5.36,1817,0.389,242,70.1,0,17504,43298,0,0.600,27.9,0,249,15243,40.6,2128,261,171,96.3,254,16376,41.4,0.389,26.2,1023,30.3,9740,1264,4.83,177,0,117
2023-02-23 03:02:00,0,69.4,13708,33336,0,0,32.9,0,449,1658,66.1,2656,468,1852,144,453,36695,66.4,0.389,32.3,6987,122,17155,2553,4.97,1882,0,235,69.4,0,18027,44275,0,0,22.8,0,255,15270,40.6,2655,261,178,96.6,252,17389,41.4,0,26.2,1044,29.0,9155,1265,4.83,189,0,106
2023-02-23 03:04:00,0,68.6,14887,59100,0,38.3,30.7,0,437,1489,65.7,1069,456,1676,142,441,36672,66.1,0,32.3,6544,122,16820,2553,4.73,1717,0,241,68.6,0,39188,68984,0,30.6,19.7,0,259,15223,40.3,1069,260,166,94.9,251,17017,40.6,0,26.2,1019,29.0,9599,1265,4.60,193,0,114
2023-02-23 03:06:00,0,69.4,14772,34428,0,0,32.3,0,433,1688,66.1,2654,453,1861,143,441,36714,65.3,0,32.3,6936,122,17843,2553,4.27,1877,0,242,69.4,0,18061,44262,0,0,26.8,0,243,15297,40.6,2658,253,161,96.3,246,18051,40.6,0,26.2,1030,29.0,10216,1265,4.13,192,0,119
2023-02-23 03:08:00,0.389,69,13022,32472,0,0.600,31.5,0,446,1546,66.1,1607,468,1748,143,452,36701,66.1,0,32.7,6729,122,17987,2552,4.27,1764,0,239,69,0.389,16957,42266,0,0.600,20.5,0,250,15271,41.4,1602,261,159,95.9,252,18215,41.4,0,26.2,1014,34.2,9510,1264,4.13,177,0,113
2023-02-23 03:10:00,0,69.4,12557,32003,0,0.600,31.9,0,449,1528,66.4,1606,466,1743,143,456,36669,66.8,0,32.3,6701,116,16649,2552,4.50,1770,0,243,69.4,0,16968,42267,0,0.600,21.3,0,255,15266,41.4,1601,260,156,96.3,257,16829,41.4,0,26.2,1024,27.7,9045,1264,4.37,193,0,112
2023-02-23 03:12:00,0,69.4,14217,33806,0,0,33.7,0,448,1648,66.4,2660,467,1858,143,453,36689,66.1,0,32.3,7020,111,17821,2554,4.97,1881,0,239,69.4,0,18032,44315,0,0,23.3,0,253,15267,41.4,2656,260,160,96.7,253,18019,40.6,0,26.2,1030,26.3,9671,1265,4.83,194,0.389,109
2023-02-23 03:14:00,0,68.7,16250,60546,0,37.6,32.9,0,444,1498,66.1,1080,470,1698,143,452,36690,66.1,0,32.3,6599,122,21944,2556,4.74,1698,0,240,68.7,0,39200,68992,0,30.6,22.4,0,248,15252,41.0,1073,262,168,96.0,252,22122,40.7,0,26.2,1012,29.0,10978,1266,4.60,182,0,113
2023-02-23 03:16:00,0,69.4,15341,35087,0,0,30.7,0,450,1669,66.1,2656,469,1880,143,452,36672,66.4,0,32.3,7052,127,17644,2582,4.27,1884,0,243,69.4,0,18050,44415,0,0,19.7,0,260,15264,40.6,2657,262,170,96.3,252,17823,41,0,26.2,1066,30.3,10786,1278,4.13,196,0,110
2023-02-23 03:18:00,0,69,13655,33214,0,0.600,32.9,0,449,1630,66.4,2131,468,1798,143,456,36757,66.4,0,32.3,6828,121,24889,2555,4.27,1814,0,237,69,0,17485,43411,0,0.600,22.4,0,255,15267,41.4,2126,261,154,95.9,258,25146,41,0,26.2,1030,29.0,9681,1267,4.13,190,0,105
2023-02-23 03:20:00,0,68.3,12276,31718,0,0.600,33.7,0,447,1481,65.7,1079,467,1698,143,455,36633,66.8,0,32.3,6586,122,17173,2556,4.27,1718,0,242,68.3,0,16449,41535,0,0.989,23.3,0,251,15221,40.6,1072,261,156,96.3,255,17343,41.4,0,26.2,1024,29.0,9291,1267,4.13,186,0,117
2023-02-23 03:22:00,0,69,13714,33258,0,0,30.7,0,445,1631,66.8,2653,466,1866,143,452,36715,66.4,0,32.3,7064,121,21395,2551,4.50,1889,0,242,69,0,18033,44280,0,0.389,19.7,0.389,249,15229,41.4,2651,260,154,96.3,252,21583,41,0,26.2,1066,29.0,9202,1262,4.37,178,0,112
2023-02-23 03:24:00,0,69,15681,59868,0,37.6,55.9,0,449,1497,66.4,1071,470,1709,143,453,36671,66.1,0,32.3,6608,117,16876,2553,4.50,1747,0,243,69,0,39161,69109,0,30.6,62.8,0.389,255,15241,41.4,1071,262,166,95.9,254,17071,41,0,26.2,1030,27.7,10340,1271,4.37,206,0,115
2023-02-23 03:26:00,0,68.6,15270,35038,0,0,59.9,0,450,1647,66.4,2651,468,1893,143,455,36663,66.4,0,32.3,7076,128,16688,2582,4.27,1928,0,246,68.6,0,18076,44510,0,0,66.5,0,255,15232,41.7,2658,261,186,96.3,256,16839,41,0,26.2,1025,30.3,10674,1279,4.13,226,0,120
2023-02-23 03:28:00,0,68.6,13836,33419,0,0.367,57.7,0.389,433,1572,66.4,2661,455,1881,143,441,36645,66.8,0,32.3,7067,127,17073,2552,4.27,1897,0,242,68.6,0,18056,44381,0,0.367,63.7,0,242,15174,41.7,2663,253,172,95.9,246,17210,41.4,0,26.2,1043,30.3,9245,1264,4.13,190,0,111
2023-02-23 03:30:00,0,69,12173,31577,0,0.600,35.5,0.389,433,1531,66.1,1079,458,1674,143,441,36746,66.1,0,32.3,6605,127,16735,2552,4.50,1700,0,244,69,0,16477,41338,0,0.600,24.5,0,243,15286,41.4,1072,256,163,96.3,246,16933,41,0,26.2,1053,30.3,9200,1264,4.37,189,0,118
2023-02-23 03:32:00,0,68.6,13856,33433,0,0.389,33.7,0,449,1634,65.7,2649,470,1853,143,455,36706,65.7,0,32.3,6993,127,17878,2555,4.97,1875,0,239,68.6,0,18033,44131,0,0,22.9,0,255,15235,40.6,2651,262,176,96.3,255,18067,40.6,0,26.2,1025,30.3,9313,1267,4.83,210,0,106
2023-02-23 03:34:00,0,69,15533,59708,0,37.6,31.5,0,449,1516,65.7,1075,468,1694,142,453,36699,65.7,0,32.3,6531,122,18003,2555,4.97,1716,0,244,69,0,39124,68834,0,30.6,20.1,0,260,15257,40.6,1075,261,161,94.5,253,18219,40.7,0,26.2,1000,29.0,10253,1267,4.83,192,0,114
2023-02-23 03:36:00,0,68.6,15465,37504,0,37.6,32.8,0,443,1627,66.4,2657,467,1876,142,452,36643,65.7,0,32.3,7047,116,16925,2581,4.50,1909,0,240,68.6,0,20191,47128,0,30.6,21.6,0,247,15216,41.4,2665,261,160,94.9,252,17038,40.3,0,26.2,1050,28.0,10610,1276,4.37,191,0,114
2023-02-23 03:38:00,0,68.3,13862,33462,0,0,32.3,0,447,1673,66.4,2654,470,1851,143,452,36703,65.7,0,32.3,7000,122,17816,2556,4.27,1881,0,243,68.3,0,18001,44207,0,0,21.5,0,252,15294,41.4,2661,262,165,96.3,252,18073,40.3,0,26.2,1054,29.0,9299,1267,4.13,195,0,110
2023-02-23 03:40:00,0,68.7,12600,32002,0,0.600,32.3,0,451,1501,66.5,1067,466,1683,143,455,36732,66.1,0,32.3,6555,127,20885,2558,4.27,1705,0,243,68.7,0,16459,41517,0,0.600,21.5,0,257,15255,41.4,1067,260,162,96.0,255,21089,40.7,0,26.2,1014,30.3,9654,1270,4.14,192,0,111
2023-02-23 03:42:00,0,68.6,14226,33890,0,0,30.7,0,446,1620,66.4,2649,467,1862,143,456,36687,66.1,0,32.3,7029,133,17620,2552,4.27,1874,0,238,68.6,0,18036,44527,0,0,19.7,0,251,15238,41,2658,261,181,96.3,262,17778,40.6,0,26.2,1052,31.6,9712,1267,4.13,180,0,111
2023-02-23 03:44:00,0,69,16090,60398,0,37.6,33.5,0,445,1543,66.1,1076,468,1680,143,452,36795,66.1,0,32.3,6633,127,26035,2553,4.27,1708,0,248,69,0,39172,69024,0,30.6,28.4,0,249,15286,41.8,1082,261,160,95.9,252,26244,40.6,0,26.2,1039,30.3,10892,1271,4.52,183,0,124
2023-02-23 03:46:00,0,69.4,14688,41028,0,37.6,32.9,0,446,1657,66.4,2126,467,1812,143,454,36687,66.1,0,32.3,6913,133,16904,2584,4.27,1843,0,243,69.4,0,23665,51096,0,30.6,27.7,0,252,15288,41.8,2128,261,170,96.3,253,17101,40.6,0,26.2,1054,31.6,9954,1281,4.52,200,0,112
2023-02-23 03:48:00,0,69,13519,33156,0,0,31.5,0,449,1697,66.4,2654,468,1859,143,457,36761,66.1,0,32.3,6999,133,26119,2552,4.27,1887,0,239,69,0,18003,44317,0,0,20.9,0,255,15305,41,2651,261,169,96.3,257,26381,40.6,0,26.2,1071,31.6,9018,1264,4.13,194,0,114
2023-02-23 03:50:00,0,68.6,12510,32075,0,0.600,31.9,0,448,1560,66.4,1081,467,1699,143,455,36702,66.1,0,32.3,6604,133,16773,2552,4.27,1780,0,242,68.6,0,16463,41554,0,0.600,20.5,0,253,15288,41,1074,260,173,95.9,255,17015,40.6,0,26.2,1047,31.6,9523,1264,4.13,206,0,111
2023-02-23 03:52:00,0,69.0,14091,33728,0,0,34.1,0,445,1617,66.8,2664,465,1866,143,452,36688,66.0,0,32.3,7022,144,20187,2552,4.26,1887,0,239,69.0,0,18042,44338,0,0,29.0,0,254,15226,41.3,2662,265,170,96.3,257,20335,41.0,0,26.2,1034,34.2,9584,1265,4.13,189,0,112
2023-02-23 03:54:00,0,69,16535,60953,0,38.3,31.5,0,434,1574,66.4,1607,453,1738,143,441,36698,66.4,0,32.3,6708,133,16426,2555,4.27,1761,0,242,69,0,39799,69917,0,30.6,26.4,0,245,15276,41.4,1606,258,168,96.3,252,16627,41.4,0,26.2,1055,31.6,10726,1267,4.13,192,0,110
2023-02-23 03:56:00,0,68.6,15331,46139,0,38.3,30.7,0,444,1550,66.8,1605,468,1752,143,456,36678,66.8,0,32.3,6717,122,16180,2553,4.50,1769,0,242,68.6,0,27325,55071,0,30.6,19.7,0,247,15239,41.4,1598,261,168,96.3,257,16328,41.4,0,26.2,1008,33.9,10730,1264,4.37,195,0,113
2023-02-23 03:58:00,0,69,13687,33275,0,0,31.5,0,451,1686,66.4,2656,471,1848,143,453,36714,66.4,0,32.3,7001,116,16879,2553,4.97,1878,0,244,69,0,18002,44297,0,0,20.5,0,256,15292,41,2652,263,159,96.3,253,17170,41.4,0,26.2,1025,32.6,9122,1264,4.83,200,0,121
2023-02-23 04:00:00,0,69,12560,31954,0,0.600,33.7,0,446,1547,66.1,1074,468,1673,143,452,36703,66.0,0.389,32.1,6547,127,16553,2557,4.73,1700,0,235,69,0,16459,41312,0,0.600,23.3,0,251,15283,40.6,1075,262,167,95.9,252,16770,41,0,26.0,1003,30.3,9582,1269,4.60,196,0,104
2023-02-23 04:02:00,0,69.4,14315,33947,0,0,31.5,0,446,1677,66.1,2652,469,1890,143,453,36704,66.8,0,31.6,7007,116,17780,2556,4.27,1911,0.389,242,69.4,0,18028,44332,0,0,21.1,0,251,15282,40.6,2650,262,178,96.3,253,17989,41.4,0.389,25.5,1039,27.7,9771,1267,4.13,200,0,110
2023-02-23 04:04:00,0,69.7,16911,61220,0,37.6,31.5,0,446,1598,66.4,2131,468,1806,142,456,36703,66.4,0,31.6,6802,116,18061,2553,4.66,1829,0,245,69.7,0,40167,70827,0,30.6,20.6,0,251,15247,41,2130,261,156,94.9,257,18263,41.4,0,25.5,1023,27.7,10586,1264,4.13,185,0,118
2023-02-23 04:06:00,0.389,68.6,15050,50312,0,37.6,31.5,0,447,1497,66.4,1079,467,1706,142,452,36677,66.1,0,32.1,6633,127,17303,2582,4.27,1733,0,244,68.6,0.389,30916,59363,0,30.6,20.6,0,253,15251,41.4,1077,261,177,94.5,252,17428,41,0,26.0,1009,30.3,10568,1278,4.13,197,0,119
2023-02-23 04:08:00,0.389,68.3,13704,33214,0,0,33.5,0,446,1582,66.4,2655,466,1852,143,453,36652,65.7,0,32.3,6974,127,17980,2552,4.27,1879,0,240,68.3,0.389,17994,44163,0,0,23.4,0,251,15213,41.4,2653,260,163,96.3,253,18146,40.3,0,26.2,1003,30.3,9162,1264,4.13,191,0.389,106
2023-02-23 04:10:00,0,69.4,12252,31625,0,0.600,32.1,0,446,1545,66.5,1075,468,1683,143,455,36728,66.5,0,32.3,6570,127,21264,2555,4.27,1695,0,241,69.4,0,16441,41377,0,0.600,22.0,0,251,15277,41.4,1076,261,148,96.0,255,21497,41.0,0,26.2,1013,30.3,9292,1271,4.14,177,0.389,115
2023-02-23 04:12:00,0,69.4,14246,33924,0,0,32.1,0,447,1628,66.4,2654,467,1855,143,455,36670,66.9,0,32.7,7025,133,17851,2553,4.27,1883,0,242,69.4,0,18028,44187,0,0,21.8,0,258,15236,41.4,2656,261,176,96.3,255,18013,41,0,26.2,1033,31.6,9713,1270,4.13,204,0,118
2023-02-23 04:14:00,0,69.4,17401,61914,0,44.6,32.9,0,445,1664,66.8,2652,471,1863,143,453,36788,66.4,0,32.7,6993,127,25203,2552,4.27,1883,0,242,69.4,0,40879,71869,0,30.6,22.4,0,249,15277,41.4,2655,263,161,96.3,253,25381,41,0,26.2,1027,30.3,10610,1264,4.13,193,0,110
2023-02-23 04:16:00,0,69,15422,55185,0,44.6,32.9,0,437,1512,65.7,1073,457,1690,143,442,36706,65.7,0,32.3,6610,133,17226,2554,4.50,1697,0,243,69,0,35128,64131,0,30.6,22.5,0,248,15281,40.3,1079,255,152,95.9,248,17367,40.3,0,26.2,1025,31.6,10555,1265,4.37,171,0,114
2023-02-23 04:18:00,0,68.6,13947,33539,0,0,31.5,0,445,1688,66.4,2653,468,1858,143,455,36798,66.1,0,32.3,7044,133,26339,2555,4.97,1886,0,245,68.6,0,18015,44352,0,0,20.5,0,250,15285,41,2651,260,150,96.3,255,26587,40.6,0,26.2,1069,31.6,9468,1267,4.83,189,0,115
2023-02-23 04:20:00,0,68.6,12356,31801,0,0.600,32.1,0,446,1468,66.1,1082,468,1693,143,455,36642,66.1,0,32.3,6608,127,16909,2553,4.73,1717,0,242,68.6,0,16460,41400,0,0.600,21.6,0,251,15204,41.4,1076,261,157,95.9,255,17050,41,0,26.2,1067,30.3,9374,1264,4.60,184,0,116
2023-02-23 04:22:00,0,68.6,13912,33478,0,0,32.1,0,446,1627,66.3,2655,469,1854,143,455,36720,66.0,0,32.3,7010,122,20326,2551,4.26,1868,0,235,68.6,0,18004,44100,0,0,21.6,0,251,15237,41.3,2649,261,183,96.3,255,20528,41.0,0,26.2,1035,29.0,9398,1263,4.13,189,0,106
2023-02-23 04:24:00,0,69,17738,62350,0,37.6,32.1,0,448,1585,66.1,2655,466,1878,143,453,36617,66.4,0,32.3,7020,116,16241,2582,4.27,1895,0,241,69,0,40925,72003,0,31.0,21.9,0,254,15191,41,2655,260,180,96.3,254,16349,41,0,26.2,1038,27.7,10859,1278,4.13,197,0,110
2023-02-23 04:26:00,0,69,15593,59963,0,37.6,34.9,0,444,1500,66.4,1078,467,1693,143,452,36665,66.4,0,32.3,6590,116,15917,2555,4.27,1710,0,245,69,0,39343,69143,0,30.6,25.5,0.389,247,15245,41,1084,261,168,95.9,252,16075,41,0,26.2,1022,27.7,10295,1267,4.13,189,0,120
2023-02-23 04:28:00,0,69.4,13737,33323,0,0,33.5,0.389,448,1684,66.8,2654,467,1855,143,456,36738,66.4,0,32.3,7040,128,17979,2553,4.27,1890,0,242,69.4,0,17997,44083,0,0,23.7,0,253,15283,41.4,2655,261,151,96.3,263,18252,41.8,0,26.2,1068,30.3,9204,1264,4.13,200,0,115
2023-02-23 04:30:00,0,69,12269,31631,0,0.600,30.7,0,446,1508,66.4,1071,468,1686,143,456,36699,65.8,0,32.3,6549,121,17334,2551,4.27,1715,0,241,69,0,16438,41401,0,0.600,19.7,0,251,15241,41,1071,261,139,95.9,263,17547,40.6,0,26.2,1019,29.0,9321,1267,4.13,174,0,109
2023-02-23 04:32:00,0,69,13811,33404,0,0,30.7,0,447,1629,66.4,2652,467,1852,143,452,36674,65.8,0,32.3,6996,127,17210,2555,4.27,1877,0,243,69,0,17997,44455,0,0,19.7,0,256,15237,41,2659,261,167,95.9,252,17446,40.6,0,26.2,1042,30.7,9246,1272,4.13,195,0,117
2023-02-23 04:34:00,0,69,17421,61871,0,37.6,34.1,0,445,1610,66.4,2651,469,1870,143,452,36670,65.7,0,32.3,6984,127,17977,2567,4.27,1882,0,238,69,0,40776,72099,0,30.6,29.0,0,249,15226,41.4,2653,262,167,96.3,252,18101,41,0,26.2,1075,30.7,10575,1274,4.13,172,0,107
2023-02-23 04:36:00,0,69.0,15727,59981,0,38.0,31.5,0,448,1407,66.8,1073,470,1680,142,455,36627,66.5,0,32.3,6602,122,21317,2552,4.27,1711,0,239,69.0,0,39214,69293,0,30.6,25.6,0,253,15164,41.8,1073,262,157,94.5,255,21378,41.4,0,26.2,1017,29.0,10474,1262,4.14,188,0,107
2023-02-23 04:38:00,0,69,13173,32761,0,0.389,32.1,0,451,1527,66.8,2654,469,1837,143,455,36583,66.1,0,32.3,6965,116,17683,2554,4.27,1869,0,243,69,0,18007,44277,0,0,26.6,0,256,15151,41.4,2655,262,173,96.3,255,17819,41,0,26.2,1028,27.7,8616,1266,4.13,204,0,114
2023-02-23 04:40:00,0,69,11817,31206,0,0.600,34.0,0,431,1451,66.8,1074,454,1692,143,441,36719,66.1,0,32.3,6540,116,24949,2552,4.27,1706,0,243,69,0,16445,41381,0,0.600,28.2,0,246,15213,41.4,1079,253,167,96.3,246,25113,40.6,0,26.2,1022,27.7,8915,1264,4.13,182,0,116
2023-02-23 04:42:00,0,69,13650,33284,0,0.233,33.6,0,446,1574,66.4,2125,466,1831,143,452,36624,66.8,0,32.3,6985,127,16792,2582,4.27,1876,0,244,69,0,17470,43614,0,0.233,22.4,0,255,15217,41,2130,265,179,95.9,257,16957,41.4,0,26.2,1050,30.3,9619,1278,4.13,211,0,120
2023-02-23 04:44:00,0,68.9,17819,62195,0,37.6,32.1,0,447,1666,66.3,2649,468,1870,143,453,36698,66.3,0,32.3,7044,127,21090,2580,4.26,1905,0,236,68.9,0,40672,71783,0,30.5,21.5,0,253,15247,41.3,2650,261,152,96.2,253,21242,41.0,0,26.2,1046,35.2,11022,1278,4.13,198,0,104
2023-02-23 04:46:00,0,69.4,15957,60113,0,37.6,31.5,0,447,1536,66.1,1073,471,1687,143,455,36714,66.1,0,32.3,6597,122,16697,2554,4.27,1711,0,244,69.4,0,39140,68941,0,30.6,20.5,0,251,15277,41.4,1071,263,154,95.9,255,16875,40.6,0,26.2,1018,33.9,10677,1265,4.13,184,0,118
2023-02-23 04:48:00,0,69.4,13450,32979,0,0,55.2,0,446,1677,65.7,2655,470,1873,143,453,36692,66.4,0,32.3,6990,116,16457,2553,4.27,1883,0,242,69.4,0,18009,44099,0,0,62.0,0,251,15284,40.6,2658,263,177,96.3,253,16718,41,0,26.2,1019,27.7,8843,1264,4.52,204,0,111
2023-02-23 04:50:00,0,69,13160,32703,0,0.600,58.5,0,446,1634,66.4,2125,469,1814,143,452,36701,66.4,0,32.3,6830,122,17012,2554,4.27,1883,0,240,69,0,17525,43245,0,0.600,65.1,0,251,15278,41.4,2125,262,175,96.3,252,17264,41.4,0,26.2,1027,29.0,9083,1265,4.13,221,0,110
2023-02-23 04:52:00,0,69,12426,31841,0,0.600,33.4,0,448,1469,65.7,1596,466,1760,143,455,36616,66.4,0,32.3,6772,127,16650,2583,4.27,1796,0,243,69,0,16939,42380,0,0.600,22.2,0,253,15175,40.6,1603,260,155,95.9,255,16787,41,0,26.2,1009,30.3,8934,1280,4.13,194,0,119
2023-02-23 04:54:00,0,68.6,16124,60557,0,37.6,30.7,0,448,1609,65.7,2653,464,1857,143,455,36659,66.1,0,32.3,6932,122,17789,2554,4.27,1887,0,246,68.6,0,40840,71775,0,30.6,19.7,0,253,15241,40.3,2659,259,154,96.3,255,17952,41,0,26.2,1055,29.0,9254,1265,4.13,188,0,114
2023-02-23 04:56:00,0,69,14673,58910,0,37.6,33.3,0,445,1506,65.7,1074,468,1696,143,453,36709,66.4,0,32.3,6577,116,18055,2552,4.27,1707,0,240,69,0,39277,69101,0,30.6,22.7,0,250,15286,40.6,1074,261,163,96.3,253,18231,41,0,26.2,1013,27.7,9380,1269,4.13,170,0,115
2023-02-23 04:58:00,0,69.7,13924,33511,0,0,32.5,0,444,1605,66.1,2650,467,1855,143,452,36710,65.7,0.389,32.3,7016,127,16895,2554,4.27,1885,0.389,241,69.7,0,18007,44261,0,0,21.6,0,247,15275,41.4,2651,261,166,96.3,252,17087,40.3,0,26.2,1033,30.3,9352,1270,4.13,197,0,117
2023-02-23 05:00:00,0,69.7,13891,33497,0,0.600,31.5,0,451,1636,66.1,2650,469,1842,143,452,36712,65.7,0.389,32.3,6925,127,17947,2553,4.66,1871,0.389,243,69.7,0,18031,44023,0,0.600,20.6,0,262,15264,41.4,2652,262,176,96.3,252,18134,40.3,0,26.2,1031,30.3,9339,1265,4.13,208,0,113
2023-02-23 05:02:00,0.389,69,12539,31968,0,0.600,32.1,0,448,1501,66.0,1074,467,1679,143,456,36707,66.1,0,32.3,6610,127,21288,2554,4.89,1695,0,241,69,0.389,16429,41256,0,0.600,21.6,0,259,15266,41.7,1076,261,168,95.9,257,21511,41,0,26.2,1019,30.3,9577,1265,4.37,189,0,115
2023-02-23 05:04:00,0.389,69.4,17139,60086,0,0,32.1,0,431,1624,66.7,2654,455,1868,143,439,36667,65.7,0,32.3,6918,122,17753,2552,4.97,1886,0,241,69.4,0.389,39507,70021,0,0,21.4,0,241,15236,41.7,2656,254,155,96.3,245,17899,41.4,0,26.2,1018,29.0,10519,1263,4.83,186,0,114
2023-02-23 05:06:00,0,69.4,15515,59621,0,37.6,33.5,0,434,1429,66.1,1082,455,1697,142,439,36665,66.1,0,32.3,6605,132,25047,2552,4.73,1710,0,238,69.4,0,39121,69040,0,30.6,24.1,0,244,15170,41,1079,254,166,94.9,245,25135,41,0,26.2,1029,31.6,10296,1263,4.60,185,0,108
2023-02-23 05:08:00,0,68.6,13489,33006,0,0,32.9,0,450,1577,66.1,2655,467,1858,143,455,36634,66.4,0,32.3,6969,127,17180,2553,4.27,1888,0,244,68.6,0,17993,44261,0,0,22.9,0,256,15190,40.6,2651,261,165,95.9,255,17363,41,0.389,26.2,1027,30.3,8928,1264,4.13,189,0,119
2023-02-23 05:10:00,0,68.6,13663,33226,0,0.600,30.7,0,448,1647,66.5,2652,468,1874,143,455,36815,66.4,0,32.3,6962,122,26448,2555,4.27,1895,0,241,68.6,0,18025,44184,0,0.600,19.7,0,253,15287,41.4,2655,261,151,96.3,256,26630,40.6,0,26.2,1051,29.0,9200,1268,4.13,180,0,115
2023-02-23 05:12:00,0,69,12975,32419,0,0.600,32.1,0,445,1453,65.7,1076,469,1697,143,452,36687,65.7,0,32.3,6722,127,16948,2554,4.50,1709,0,246,69,0,16432,41525,0,0.600,21.5,0,249,15228,41.4,1080,262,164,96.3,252,17099,40.6,0,26.2,1050,30.3,10012,1265,4.37,170,0.389,121
2023-02-23 05:14:00,0,69,17550,56357,0,0,30.7,0,450,1689,66.1,2654,466,1864,143,452,36761,66.1,0,32.3,6991,127,20468,2553,4.97,1880,0,245,69,0,35566,65525,0,0,20.1,0,255,15297,41,2658,260,159,96.3,252,20647,40.6,0,26.2,1032,30.3,11356,1264,4.83,176,0,123
