"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ccf7670ce1)","Transmit Total (lxc0e7fd83429f8)","Transmit Total (lxc2f196552a250)","Transmit Total (lxc351507ccd6de)","Transmit Total (lxc35a229aa328a)","Transmit Total (lxc44cc3d42073d)","Transmit Total (lxc64e81a3910f4)","Transmit Total (lxc69dc6236bed5)","Transmit Total (lxc807ae06edaa7)","Transmit Total (lxc8b0393b43750)","Transmit Total (lxc947f9c305662)","Transmit Total (lxc9854d7c0de90)","Transmit Total (lxc9d85bc894392)","Transmit Total (lxc9e1d6b31c79c)","Transmit Total (lxc_health)","Transmit Total (lxca4e4e80fd248)","Transmit Total (lxcb43abd09557c)","Transmit Total (lxcb9f2e6c9b4a1)","Transmit Total (lxcc89cc2f546a7)","Transmit Total (lxcc91b3dc073da)","Transmit Total (lxccdce074c39ef)","Transmit Total (lxce6f41a775b41)","Transmit Total (lxcf877b9881be3)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ccf7670ce1)","Receive Total (lxc0e7fd83429f8)","Receive Total (lxc2f196552a250)","Receive Total (lxc351507ccd6de)","Receive Total (lxc35a229aa328a)","Receive Total (lxc44cc3d42073d)","Receive Total (lxc64e81a3910f4)","Receive Total (lxc69dc6236bed5)","Receive Total (lxc807ae06edaa7)","Receive Total (lxc8b0393b43750)","Receive Total (lxc947f9c305662)","Receive Total (lxc9854d7c0de90)","Receive Total (lxc9d85bc894392)","Receive Total (lxc9e1d6b31c79c)","Receive Total (lxc_health)","Receive Total (lxca4e4e80fd248)","Receive Total (lxcb43abd09557c)","Receive Total (lxcb9f2e6c9b4a1)","Receive Total (lxcc89cc2f546a7)","Receive Total (lxcc91b3dc073da)","Receive Total (lxccdce074c39ef)","Receive Total (lxce6f41a775b41)","Receive Total (lxcf877b9881be3)"
2023-02-22 12:42:00,0,69.0,13453,32871,0,0,33.5,0,444,1564,66.4,1603,469,1787,143,454,36535,66.0,0.389,32.3,6900,127,20372,2548,4.26,1822,0.389,244,69.0,0,16912,42664,0,0,23.5,0,249,15210,41.0,1600,261,169,96.3,255,20508,41.0,0,26.2,1006,30.3,10001,1260,4.13,180,0,117
2023-02-22 12:44:00,0,69,17506,61856,0,43.8,30.7,0,445,1663,66.8,2655,465,1858,143,452,36539,66.4,0.389,32.3,7022,127,16265,2549,4.27,1882,0.389,235,69,0,40681,71624,0,30.6,20.1,0,250,15250,41.4,2661,259,176,95.9,251,16431,41.4,0,26.2,1063,30.3,10646,1263,4.13,189,0,102
2023-02-22 12:46:00,0,69,13222,34364,0,43.8,30.7,0,451,1476,66.1,1074,466,1701,143,453,36511,66.8,0,32.3,6656,116,15925,2578,4.27,1734,0,241,69,0,17927,43445,0,30.6,20.1,0,262,15213,41,1074,259,159,96.3,253,16039,41.4,0,26.2,1057,27.7,9986,1275,4.13,200,0,108
2023-02-22 12:48:00,0,68.6,13776,33243,0,0,32.9,0,447,1618,66.5,2652,466,1850,143,454,36541,66.4,0,32.7,6924,127,16841,2551,4.27,1875,0,243,68.6,0,17942,43968,0,0,22.4,0,258,15233,41,2652,260,151,96.3,254,17063,41,0,26.2,990,30.3,9221,1264,4.52,199,0,118
2023-02-22 12:50:00,0,69.0,13334,32734,0,0.600,32.3,0,444,1540,66.4,2124,465,1794,143,453,36520,65.7,0,32.7,6812,116,16296,2550,4.66,1855,0,244,69.0,0,17442,43089,0,0.600,22.3,0,249,15197,41,2124,259,158,95.9,253,16445,40.6,0,26.2,990,27.7,9320,1263,4.52,204,0,113
2023-02-22 12:52:00,0,69.4,11956,31307,0,0,32.1,0,450,1508,66.4,1073,467,1699,143,452,36551,66.4,0,32.3,6643,127,17550,2550,4.66,1719,0,241,69.4,0,16359,41235,0,0,21.9,0,254,15245,41.4,1078,260,173,96.3,252,17771,41,0,26.2,1057,30.3,8968,1267,4.13,199,0,116
2023-02-22 12:54:00,0,69,17539,62096,0,44.2,32.1,0,450,1669,66.4,2655,467,1860,142,454,36565,66.1,0,32.3,6958,127,18010,2553,4.27,1875,0,240,69,0,40858,71900,0,30.6,21.6,0,256,15262,41.8,2660,260,158,94.5,254,18201,40.6,0,26.2,1042,30.3,10691,1271,4.13,183,0,111
2023-02-22 12:56:00,0.389,68.6,14695,40853,0,44.2,35.0,0,445,1502,66.4,1073,467,1706,143,454,36569,66.4,0,32.3,6611,127,16846,2579,4.27,1726,0,240,68.6,0.389,22576,49082,0,30.6,24.2,0,249,15249,41.4,1073,261,147,95.9,253,16986,41,0,26.2,1009,30.3,11034,1277,4.13,187,0,108
2023-02-22 12:58:00,0,69,13985,33522,0,0,32.2,0,444,1579,66.1,2650,466,1858,143,453,36531,66.1,0,32.3,7053,132,17879,2549,4.27,1878,0,241,69,0,17933,44879,0,0,21.0,0.389,249,15202,40.6,2654,259,152,96.3,254,18045,40.6,0,26.2,1077,31.6,9447,1261,4.13,183,0,110
2023-02-22 13:00:00,0,69.1,13629,33167,0,0.601,55.0,0,449,1682,65.8,2650,469,1877,143,455,36640,66.1,0,32.4,6972,127,20906,2554,4.27,1916,0,244,69.1,0,17990,45546,0,0.601,61.2,0,255,15268,41.0,2656,262,156,96.0,256,21145,40.7,0.389,26.2,1057,30.3,9073,1266,4.14,197,0.389,117
2023-02-22 13:02:00,0,69,12321,31675,0,0,57.5,0,442,1474,66.1,1075,462,1702,143,439,36535,66.4,0,32.3,6644,127,17556,2552,4.27,1748,0,241,69,0,16379,41950,0,0,63.1,0,253,15194,41.4,1075,260,163,96.3,244,17764,41,0,26.2,1002,30.3,9324,1264,4.13,216,0,110
2023-02-22 13:04:00,0,68.6,17721,62202,0,44.2,32.1,0,432,1667,66.1,2651,455,1872,143,442,36613,66.4,0,32.3,6932,127,24528,2552,4.27,1882,0,238,68.6,0,40812,72680,0,30.6,21.6,0,242,15256,41,2658,253,188,96.3,248,24719,41,0,26.2,1007,30.3,10921,1264,4.13,200,0,108
2023-02-22 13:06:00,0,68.3,14639,45852,0,43.8,31.5,0,445,1499,66.4,1072,469,1703,143,455,36509,66.8,0,32.3,6717,133,16762,2578,4.27,1719,0,247,68.3,0,27145,54988,0,30.6,20.6,0,249,15201,41,1073,261,174,95.9,260,16903,41.4,0,26.2,1050,31.6,10534,1275,4.13,189,0,123
2023-02-22 13:08:00,0,68.3,13656,33234,0,0,32.9,0.389,451,1666,66.8,2648,468,1850,143,451,36637,66.8,0,32.3,7054,121,26092,2551,4.27,1880,0,244,68.3,0,17934,44148,0,0.389,22.3,0,263,15243,41.4,2654,261,162,96.3,251,26345,41.8,0,26.2,1079,29.0,9176,1270,4.13,207,0,113
2023-02-22 13:10:00,0,68.6,13788,33351,0,0.600,32.1,0.389,447,1626,66.1,2657,465,1843,143,451,36544,66.4,0,32.3,6953,127,16960,2551,4.27,1878,0,240,68.6,0,17946,44213,0,0.989,22.0,0,252,15210,41.4,2658,259,170,95.9,251,17165,41.4,0,26.2,1038,30.3,9244,1270,4.13,190,0,108
2023-02-22 13:12:00,0,72.3,12361,31734,0,0,32.1,0,446,1475,66.0,1075,467,1681,143,456,36509,66.0,0,32.3,6650,121,16785,2550,4.26,1685,0,242,72.3,0,16374,41504,0,0,21.9,0,251,15195,41.3,1068,260,161,96.3,257,16960,40.6,0,26.2,1035,29.0,9402,1264,4.13,178,0,115
2023-02-22 13:14:00,0,69,17681,62252,0,42,30.7,0,446,1543,66.1,2659,465,1855,143,453,36488,66.1,0,32.3,7015,122,17284,2549,4.27,1868,0,238,69,0,40838,71912,0,30.6,20.1,0,250,15145,41,2656,259,166,96.3,253,17338,40.3,0,26.2,1071,29.4,10861,1261,4.13,202,0,118
2023-02-22 13:16:00,0,69,14996,51247,0,42,32.9,0,449,1484,66.8,1072,468,1709,143,452,36535,66.4,0,32.3,6689,115,16801,2582,4.27,1724,0,241,69,0,31814,60536,0,30.6,27.7,0,259,15188,41.4,1072,266,159,95.9,251,16931,41,0,26.2,1041,33.0,10434,1280,4.13,174,0,117
2023-02-22 13:18:00,0,68.6,13307,32793,0,0,31.5,0,447,1596,66.1,2125,465,1795,143,452,36569,66.1,0,32.3,6858,122,17782,2552,4.27,1823,0,240,68.6,0,17418,43887,0,0,21.0,0,258,15230,40.6,2125,265,154,96.3,256,18019,40.6,0,26.2,1023,34.4,9279,1264,4.13,187,0,114
2023-02-22 13:20:00,0,69,13765,33318,0,0.600,30.7,0,446,1659,66.1,2657,467,1849,143,454,36568,66.4,0,32.3,6944,122,17370,2550,4.27,1867,0,238,69,0,17964,44037,0,0.600,20.1,0,251,15242,41,2663,260,161,95.9,255,17584,41.4,0,26.2,1050,29.0,9222,1262,4.13,189,0,111
2023-02-22 13:22:00,0,69,12401,31768,0,0,31.9,0,446,1513,66.4,1072,468,1677,143,456,36565,66.4,0,32.3,6637,127,17691,2552,4.27,1694,0,244,69,0,16361,41216,0,0,20.5,0,251,15237,41,1072,260,159,96.3,257,17934,41.4,0,26.2,1041,30.3,9435,1264,4.13,183,0,114
2023-02-22 13:24:00,0,69,17638,62233,0,42.7,31.5,0,447,1626,66.8,2652,468,1853,142,451,36548,66.5,0,32.3,6980,133,18037,2553,4.27,1875,0,245,69,0,40904,72077,0,30.6,20.5,0,250,15208,41.7,2652,261,180,94.9,251,18189,41,0,26.2,1051,31.6,10799,1266,4.13,185,0,120
2023-02-22 13:26:00,0,69.4,16070,57245,0,42.7,32.9,0,447,1498,66.4,1602,467,1756,142,454,36503,66.4,0,32.3,6817,122,16661,2580,4.27,1784,0,238,69.4,0,36792,66671,0,30.6,22.6,0,252,15199,41.7,1601,260,162,94.5,253,16745,41.4,0,26.2,1057,29.0,10554,1279,4.13,214,0,113
2023-02-22 13:28:00,0,69.4,13567,32986,0,0,31.5,0,436,1582,66.4,2125,453,1789,143,442,36559,65.7,0,32.1,6861,122,17730,2549,4.27,1808,0,245,69.4,0,17414,43115,0,0,20.8,0,248,15234,41.4,2126,252,154,96.3,248,17947,40.6,0,26.0,1001,29.0,9545,1262,4.13,198,0,116
2023-02-22 13:30:00,0,69.4,13820,33334,0,0.600,32.1,0,443,1627,66.5,2659,467,1849,143,455,36587,66.1,0,31.6,6941,126,21892,2553,4.27,1865,0,240,69.4,0,17971,43915,0,0.600,21.8,0,247,15215,41.4,2661,261,162,96.3,255,22081,40.7,0,25.5,1038,30.3,9309,1264,4.14,177,0,113
2023-02-22 13:32:00,0,69,12271,31674,0,0,34.3,0,446,1487,66.5,1083,468,1677,143,452,36543,66.1,0,31.6,6643,116,17430,2550,4.27,1693,0,242,69,0,16369,41228,0,0,24.6,0,251,15211,41.4,1077,260,175,95.9,251,17652,41,0,25.5,1049,27.7,9296,1263,4.13,188,0,116
2023-02-22 13:34:00,0,69.7,17201,61475,0,40.9,32.9,0,447,1672,66.4,2663,468,1844,143,451,36652,66.4,0,32.1,6916,121,25756,2551,4.50,1862,0,241,69.7,0,40697,71552,0,30.6,22.5,0,252,15253,41.4,2660,261,172,96.3,251,25950,41,0,26.0,1007,29.0,10403,1264,4.37,198,0,112
2023-02-22 13:36:00,0,69.7,16732,60972,0,40.9,30.7,0,446,1643,66.4,2130,466,1805,143,454,36574,66.8,0,32.3,6881,122,16718,2580,4.73,1827,0,244,69.7,0,40164,70912,0,30.6,19.7,0,251,15260,41.4,2127,260,155,95.9,255,16913,41.4,0,26.2,1008,29.0,10392,1284,4.60,189,0,119
2023-02-22 13:38:00,0,68.6,12174,31510,0,0,30.7,0,446,1483,66.0,1080,466,1682,143,455,36555,66.3,0,32.3,6633,121,21076,2547,4.50,1701,0,236,68.6,0,16369,41288,0,0,19.7,0,256,15194,40.6,1079,260,170,96.2,256,21290,41.3,0,26.2,1049,28.9,9247,1261,4.36,186,0,103
2023-02-22 13:40:00,0,68.6,13657,33201,0,0.600,57.7,0,447,1617,65.7,2655,466,1880,143,454,36532,66.4,0,32.3,7001,116,16811,2552,4.27,1894,0,239,68.6,0,17986,44198,0,0.600,64.9,0,253,15216,40.6,2661,259,171,96.3,254,16990,41.4,0,26.2,1058,27.7,9066,1264,4.13,193,0,105
2023-02-22 13:42:00,0,68.6,12830,32148,0,0,58.9,0,449,1466,66.1,1074,468,1705,143,453,36558,65.7,0,32.3,6643,116,16516,2552,4.27,1719,0,247,68.6,0,16397,41373,0,0,65.0,0,254,15237,40.6,1074,260,155,95.9,253,16690,41.4,0,26.2,980,27.7,9812,1264,4.13,182,0,121
2023-02-22 13:44:00,0,69,17707,62012,0,42.4,30.7,0,444,1613,66.1,2656,464,1854,143,453,36562,66.4,0.389,32.1,6930,116,17108,2551,4.27,1877,0,241,69,0,40725,71626,0,30.6,19.7,0,249,15202,40.6,2654,259,163,96.3,253,17225,41.4,0,26.0,981,27.7,10868,1264,4.13,192,0,116
2023-02-22 13:46:00,0,68.6,17496,61893,0,42.4,30.7,0,446,1604,66.4,2659,467,1882,143,455,36535,66.1,0,32.0,7041,122,16555,2580,4.27,1891,0,240,68.6,0,40723,72951,0,30.6,19.7,0,251,15177,41,2657,260,170,95.9,255,16660,41,0,25.5,1053,29.0,10643,1279,4.52,184,0,110
2023-02-22 13:48:00,0,68.6,12204,31605,0,0,32.9,0,450,1543,66.1,1082,467,1671,143,453,36631,65.7,0,31.6,6641,127,17645,2551,4.27,1704,0.389,238,68.6,0,16378,42981,0,0,22.3,0,257,15249,41,1077,260,161,96.3,253,17929,40.3,0,25.5,1066,30.3,9233,1264,4.13,181,0,106
2023-02-22 13:50:00,0.389,68.6,13817,33402,0,0.600,31.5,0,444,1689,66.1,2656,468,1852,143,451,36621,65.7,0,31.6,6943,133,18026,2551,4.27,1950,0,240,68.6,0.389,17991,44689,0,0.600,20.6,0,249,15269,41,2658,261,200,96.3,251,18244,40.3,0,25.5,1035,31.6,9287,1264,4.13,211,0,113
2023-02-22 13:52:00,0,69.4,12270,31626,0,0,31.5,0,433,1528,66.1,1072,453,1681,143,440,36606,66.1,0,31.6,6581,121,16957,2552,4.27,1712,0,243,69.4,0,16368,41673,0,0,20.6,0,242,15262,41.4,1073,252,173,95.9,247,17208,40.6,0,25.5,1011,29.0,9297,1264,4.13,190,0,113
2023-02-22 13:54:00,0,69,16871,61203,0,49.7,33.7,0,445,1573,66.4,2657,468,1849,142,453,36539,65.3,0,31.9,6873,116,17904,2551,4.27,1865,0,236,69,0,40767,71751,0,30.6,29.0,0,249,15179,41,2661,262,161,94.9,254,18024,39.9,0,25.7,1018,27.7,10023,1264,4.13,181,0,104
2023-02-22 13:56:00,0,69.4,16935,61463,0,49.7,32.1,0,451,1590,66.8,2652,467,1875,142,453,36527,65.7,0,32.3,7039,126,21347,2581,4.66,1905,0,244,69.4,0,40801,72089,0,30.6,27.0,0,261,15175,41.4,2659,261,178,94.9,253,21432,40.7,0,26.2,1067,30.3,10087,1290,4.14,219,0,118
2023-02-22 13:58:00,0,69,12272,31609,0,0,30.7,0,444,1367,65.7,1069,469,1678,143,452,36451,66.1,0,32.3,6643,127,17573,2550,4.66,1707,0,241,69,0,16388,41318,0,0,20.1,0,249,15092,40.6,1069,261,156,95.9,251,17667,41.4,0,26.2,1023,30.3,9291,1273,4.13,185,0,111
2023-02-22 14:00:00,0,68.6,14204,33720,0,0.600,34.3,0,444,1604,66.1,2649,467,1860,143,453,36601,66.8,0,32.3,6916,122,25307,2551,4.73,1864,0,247,68.6,0,17974,43950,0,0.600,24.5,0.389,249,15196,41,2650,260,168,96.3,258,25458,41.4,0,26.2,992,29.0,9723,1264,4.60,176,0,121
2023-02-22 14:02:00,0,69,12417,31896,0,0.989,33.5,0,446,1512,66.4,1080,469,1692,143,455,36596,66.4,0,32.3,6664,116,17304,2550,4.97,1731,0,244,69,0,16379,41377,0,0.600,23.4,0.389,251,15243,41,1075,261,172,95.9,260,17539,41,0.389,26.2,1030,27.7,9457,1263,4.83,219,0.389,116
2023-02-22 14:04:00,0,68.6,16687,58673,0,0.389,30.7,0,447,1682,65.7,2657,465,1860,143,453,36695,65.7,0,32.6,6998,116,25672,2548,4.97,1880,0,242,68.6,0,38480,69013,0,0,19.7,0,258,15261,41,2656,259,183,96.3,254,25861,40.3,0.389,26.4,1061,27.7,10223,1261,4.83,208,0.389,118
2023-02-22 14:06:00,0,68.6,17332,61720,0,43.8,32.2,0,450,1703,65.3,2656,467,1881,143,452,36628,66.1,0,32.6,7062,116,16387,2581,4.97,1894,0,239,68.6,0,40665,72123,0,30.6,25.5,0,260,15270,40.3,2653,265,180,96.3,256,16592,41,0,26.4,1065,32.9,10470,1279,4.83,181,0,107
2023-02-22 14:08:00,0,69,12115,31441,0,0,33.0,0,447,1485,65.3,1079,467,1686,143,453,36621,66.8,0,32.6,6613,122,20583,2552,4.97,1706,0,239,69,0,16391,41450,0,0,26.9,0,253,15222,40.3,1077,260,172,95.9,253,20800,41.4,0,26.4,1005,29.3,9173,1264,4.83,186,0,108
2023-02-22 14:10:00,0,69,13484,33048,0,0.600,32.9,0,446,1629,66.1,2659,468,1849,143,454,36551,66.8,0,32.3,6916,122,16370,2550,4.50,1877,0,250,69,0,17970,44064,0,0.600,23.0,0,250,15215,41.4,2663,261,178,96.3,255,16549,41.4,0,26.2,1022,29.0,8949,1263,4.37,212,0,125
2023-02-22 14:12:00,0,68.6,13217,32745,0,0.600,30.7,0,446,1527,66.1,1601,469,1742,143,453,36534,66.8,0,32.3,6802,127,16087,2553,4.27,1763,0,241,68.6,0,16910,42259,0,0.600,20.1,0,251,15218,41.4,1603,261,169,95.9,253,16273,41,0,26.2,1074,30.3,9726,1272,4.13,186,0,109
2023-02-22 14:14:00,0,68.6,16520,53287,0,0,32.9,0,450,1551,66.1,2124,467,1797,143,453,36528,66.4,0,32.3,6882,127,16906,2553,4.27,1805,0,240,68.6,0,33203,62241,0,0.389,22.3,0,256,15191,41.4,2127,260,169,96.3,253,17009,41.8,0,26.2,1049,30.7,11002,1271,4.13,182,0,111
2023-02-22 14:16:00,0,69,17489,61920,0,40.9,33.7,0.389,432,1599,66.4,2655,454,1867,143,442,36504,66.4,0,32.3,6995,116,16334,2579,4.27,1887,0,248,69,0,40786,72085,0,30.6,23.3,0,242,15180,41.4,2652,253,172,96.3,248,16432,41.4,0,26.2,996,27.7,10639,1277,4.13,196,0,123
2023-02-22 14:18:00,0,69,12273,31604,0,0,31.5,0,447,1481,66.8,1083,469,1687,143,451,36542,66.1,0,32.3,6580,138,17604,2549,4.27,1713,0,240,69,0,16380,41529,0,0,20.6,0,253,15195,41.4,1082,261,152,95.9,251,17827,41,0,26.2,1007,32.9,9283,1261,4.13,187,0,115
2023-02-22 14:20:00,0,68.6,13784,33337,0,0.600,30.7,0,449,1646,66.4,2656,469,1855,143,452,36581,66.4,0,32.3,6939,138,17989,2552,4.27,1867,0,240,68.6,0,17976,44379,0,0.600,19.7,0,254,15234,41,2657,261,153,96.7,251,18214,41,0,26.2,1052,32.9,9239,1264,4.13,175,0,115
2023-02-22 14:22:00,0,69,13038,32495,0,0.600,31.1,0,446,1573,65.7,2124,466,1787,143,455,36534,66.4,0,32.3,6845,138,16920,2551,4.27,1800,0,241,69,0,17425,43238,0,0.600,19.7,0,257,15202,40.6,2123,260,161,96.7,255,17130,41.4,0,26.2,1049,32.9,9000,1264,4.13,178,0,110
2023-02-22 14:24:00,0,69.4,15573,47382,0,0,33.3,0,446,1515,65.8,1598,469,1752,142,454,36536,66.9,0,32.3,6632,122,17902,2549,4.27,1780,0,245,69.4,0,28238,55849,0,0,22.3,0,249,15184,41,1600,261,166,94.5,255,18020,41.4,0,26.2,994,29.0,10990,1263,4.13,182,0,118
2023-02-22 14:26:00,0,69,17716,62000,0,42.7,32.1,0,446,1561,66.1,2658,467,1857,142,453,36502,66.9,0,32.3,6981,133,21329,2548,4.27,1897,0,235,69,0,40636,71751,0,30.6,21.6,0,250,15143,41,2657,261,168,95.2,253,21395,41.4,0,26.2,1032,31.6,10877,1261,4.13,194,0,102
2023-02-22 14:28:00,0,69,12189,31518,0,0,32.1,0,449,1455,66.1,1080,468,1677,143,451,36517,66.1,0,32.3,6703,132,17656,2550,4.27,1711,0,243,69,0,16384,41391,0,0,21.6,0,254,15177,40.6,1072,261,150,96.3,251,17850,41,0,26.2,1039,31.6,9199,1263,4.13,173,0,112
2023-02-22 14:30:00,0,69,13454,32997,0,0.600,32.1,0,444,1654,66.4,2654,466,1852,143,456,36644,65.7,0,32.3,6908,133,25377,2553,4.27,1878,0,245,69,0,17979,43984,0,0.600,21.4,0,249,15243,41,2655,260,174,96.3,257,25581,41,0,26.2,1026,31.6,8978,1266,4.13,186,0,122
2023-02-22 14:32:00,0,68.6,13823,33394,0,0.600,34.3,0,447,1642,66.1,2651,468,1858,143,454,36563,66.4,0,32.3,6952,127,17066,2549,4.27,1879,0,244,68.6,0,17945,44022,0,0.600,24.2,0,253,15226,40.6,2659,260,179,96.3,255,17288,41.4,0,26.2,1033,30.3,9276,1261,4.13,188,0,113
2023-02-22 14:34:00,0,69.4,13827,40113,0,0,32.9,0,451,1514,66.4,1074,466,1705,143,451,36638,66.4,0,32.3,6624,122,26287,2578,4.27,1730,0,238,69.4,0,22694,48988,0,0,22.5,0,256,15221,41,1075,259,157,95.9,251,26449,41,0,26.2,1050,29.0,10329,1275,4.13,195,0,106
2023-02-22 14:36:00,0,69.4,17385,61744,0,40.9,30.7,0,446,1587,66.4,2652,465,1857,143,451,36559,66.1,0,32.3,6998,127,17230,2553,4.27,1880,0,241,69.4,0,40796,71840,0,30.6,19.7,0,251,15175,41,2655,259,155,96.3,251,17341,41,0,26.2,1021,30.3,10533,1265,4.13,175,0,114
2023-02-22 14:38:00,0,69,12399,31751,0,0,33.5,0,444,1548,66.4,1069,467,1683,143,456,36670,66.1,0.389,32.3,6607,133,20611,2552,4.27,1704,0,246,69,0,16391,41375,0,0,23.8,0,249,15266,41,1069,260,163,95.9,257,20876,41,0,26.2,1008,31.6,9469,1264,4.13,188,0,112
2023-02-22 14:40:00,0,68.6,14112,33685,0,0.600,32.9,0,436,1699,65.7,2652,454,1866,143,442,36622,66.1,0,32.3,6966,127,16371,2549,4.27,1888,0,240,68.6,0,17990,44208,0,0.600,23.0,0,253,15264,41,2660,253,159,96.3,248,16609,40.6,0,26.2,1031,30.3,9554,1261,4.13,203,0,114
2023-02-22 14:42:00,0,69,14532,34158,0,0.600,30.7,0,446,1606,66.4,2653,465,1879,143,451,36550,66.1,0,32.3,7101,126,16133,2550,4.27,1906,0,239,69,0,17967,44312,0,0.600,19.7,0,257,15189,41.4,2661,259,168,96.3,251,16294,41,0,26.2,1065,30.3,9992,1263,4.52,185,0,113
2023-02-22 14:44:00,0,69.4,14388,35497,0,0,30.7,0,445,1498,66.4,1070,466,1719,143,454,36566,66.8,0,32.3,6735,127,16894,2579,4.27,1744,0.389,240,69.4,0,17856,43314,0,0,19.7,0,249,15209,41,1070,259,164,95.9,255,17034,41.4,0,26.2,1059,30.3,11294,1282,4.52,192,0,108
2023-02-22 14:46:00,0,69,17269,61764,0,44.9,32.9,0,447,1621,66.1,2647,465,1859,143,454,36556,66.1,0,32.7,7029,127,16344,2552,4.73,1877,0.389,243,69,0,40768,71969,0,30.6,27.5,0,253,15203,41,2658,259,171,96.3,260,16512,41,0,26.2,1056,30.3,10412,1271,4.60,196,0,115
2023-02-22 14:48:00,0,69,12167,31524,0,0,31.5,0,447,1424,66.1,1075,469,1705,143,451,36506,65.7,0,33.0,6636,116,17602,2550,4.97,1722,0,241,69,0,16376,41350,0,0,20.5,0,253,15152,41,1076,261,179,96.3,257,17767,41,0,26.4,1030,27.7,9183,1263,4.83,182,0,116
2023-02-22 14:50:00,0,69,13975,33565,0,0.600,31.5,0,446,1693,66.4,2650,467,1876,143,453,36616,66.1,0,32.3,6969,116,17996,2549,4.50,1951,0,237,69,0,17991,44109,0,0.600,20.5,0,251,15265,41,2651,260,188,95.9,253,18229,41.4,0,26.2,1032,27.7,9433,1261,4.37,233,0,104
2023-02-22 14:52:00,0,68.6,14000,33621,0,0.600,32.1,0,449,1633,66.4,2654,467,1857,143,456,36562,66.4,0,32.3,7030,122,17019,2556,4.27,1884,0,242,68.6,0,17951,44207,0,0.600,26.7,0,254,15217,41,2650,260,185,96.3,256,17232,41.4,0,26.2,1039,29.0,9447,1265,4.13,196,0,113
2023-02-22 14:54:00,0,69,13284,32795,0,0,34.3,0,448,1493,66.8,1077,469,1702,143,454,36579,66.8,0,32.3,6599,116,17825,2581,4.27,1723,0,245,69,0,16429,41502,0,0,29.3,0,258,15203,41.8,1070,267,180,95.9,259,17981,41.4,0,26.2,1022,27.7,10319,1279,4.13,190,0,113
2023-02-22 14:56:00,0.389,69.4,17226,61697,0,42.0,32.9,0,448,1661,67.2,2659,469,1852,142,453,36659,66.8,0,31.9,6955,116,21060,2553,4.74,1874,0,241,69.4,0.389,40843,72026,0,30.6,22.4,0,253,15260,41.4,2662,262,154,94.9,259,21270,41.4,0,25.7,1029,32.6,10387,1265,4.60,186,0,114
2023-02-22 14:58:00,0,68.6,12688,32159,0,0,30.7,0,448,1588,66.8,1600,467,1750,143,455,36629,66.1,0,31.6,6863,116,17676,2550,4.97,1771,0,243,68.6,0,16898,43123,0,0,19.7,0,253,15251,41.4,1601,260,157,96.3,255,17956,40.6,0.389,25.5,1090,27.7,9201,1263,4.83,207,0,115
2023-02-22 15:00:00,0,69,13321,32838,0,0.600,32.3,0,447,1582,66.1,2122,466,1818,143,454,36628,65.7,0,31.9,6883,127,25834,2552,5.12,1817,0,238,69,0,17465,43601,0,0.600,21.5,0,253,15202,40.6,2124,259,161,95.9,255,26012,40.6,0,25.7,1072,30.3,9367,1265,4.60,188,0,107
2023-02-22 15:02:00,0,69,13682,33194,0,0.600,32.9,0,446,1576,66.4,2650,469,1864,143,452,36509,65.7,0,32.3,7006,122,16779,2550,4.50,1878,0,247,69,0,17965,44061,0,0.600,22.8,0,252,15166,41,2653,261,172,96.3,251,16929,40.6,0,26.2,1025,29.0,9125,1263,4.37,201,0,122
2023-02-22 15:04:00,0,68.6,13159,32553,0,0.389,32.9,0,433,1461,66.4,1073,455,1709,143,440,36595,65.7,0,32.3,6607,121,21157,2579,4.26,1732,0,242,68.6,0,16416,41305,0,0,22.6,0,244,15188,41.3,1074,253,160,95.9,246,21287,40.6,0,26.2,1016,29.0,10252,1278,4.13,198,0,117
2023-02-22 15:06:00,0,68.6,16629,61102,0,43.1,32.9,0,451,1642,66.8,2654,460,1862,143,448,36566,66.1,0,32.3,6981,133,16470,2552,4.27,1874,0,241,68.6,0,40892,71939,0,30.6,22.8,0.389,256,15229,41.4,2660,254,159,96.3,249,16640,41,0,26.2,1035,31.6,9764,1264,4.13,177,0.389,109
2023-02-22 15:08:00,0,68.6,12031,31350,0,0,32.1,0,446,1527,66.4,1602,466,1747,143,454,36552,66.1,0,32.3,6743,138,16162,2552,4.27,1766,0,247,68.6,0,16904,42169,0,0,21.6,0.389,251,15187,41,1596,260,146,96.3,255,16388,41,0,26.2,1059,32.9,8518,1265,4.13,167,0.389,122
2023-02-22 15:10:00,0,69,12229,31570,0,0.600,30.7,0,444,1528,66.4,1606,465,1752,143,452,36539,66.9,0,32.3,6693,122,16981,2555,4.27,1767,0,241,69,0,16927,42262,0,0.989,19.7,0,249,15197,41,1600,259,154,95.9,252,17149,41.8,0,26.2,1029,29.0,8737,1273,4.13,178,0,117
