"Time","172.16.66.122:10250 DELETE ","172.16.66.122:10250 GET ","172.16.66.122:10250 PATCH ","172.16.66.122:10250 POST ","172.16.66.122:10250 PUT ","172.16.66.123:10250 DELETE ","172.16.66.123:10250 GET ","172.16.66.123:10250 PATCH ","172.16.66.123:10250 POST ","172.16.66.123:10250 PUT ","172.16.66.124:10250 DELETE ","172.16.66.124:10250 GET ","172.16.66.124:10250 PATCH ","172.16.66.124:10250 POST ","172.16.66.124:10250 PUT "
2023-03-11 10:52:00,,0.0506,0.0247,0.0854,0.0248,,0.0245,0.0248,0.0955,0.0248,,0.0248,0.0248,0.0955,0.0820
2023-03-11 10:54:00,,0.0507,0.0247,0.0918,0.0248,,0.0247,,0.0247,0.0827,,0.0248,0.0248,0.0948,0.0914
2023-03-11 10:56:00,,0.0508,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0962,0.0827,,0.0248,0.0248,0.0948,0.0827
2023-03-11 10:58:00,,0.0561,0.0247,0.0234,0.0248,,0.0245,0.0248,0.0974,0.0248,,0.0248,,0.0970,0.0248
2023-03-11 11:00:00,,0.0562,0.0247,0.0707,0.0248,,0.0247,0.0248,0.0948,0.0910,,0.0248,0.0248,0.0247,0.0248
2023-03-11 11:02:00,,0.0537,0.0248,0.0692,0.0248,,0.0246,0.0248,0.0247,0.0914,,0.0247,0.0248,0.0247,0.0827
2023-03-11 11:04:00,,0.0536,0.0248,0.0242,0.0248,,0.0247,,0.0247,0.0248,,0.0247,0.0248,0.0248,0.0827
2023-03-11 11:06:00,,0.0536,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248,0.0955,0.0248
2023-03-11 11:08:00,,0.0586,0.0248,0.0234,0.0248,,0.0246,0.0248,0.0248,0.0248,,0.0827,,0.0955,0.0248
2023-03-11 11:10:00,,0.0585,0.0248,0.0238,0.0248,,0.0247,0.0248,0.0247,0.0248,,0.0914,0.0248,0.0248,0.0966
2023-03-11 11:12:00,,0.0536,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0246,0.0248,,0.0820,0.0248,0.0248,0.0987
2023-03-11 11:14:00,,0.0507,0.0248,0.0239,0.0248,,0.0246,,0.0248,0.0248,,0.0248,,0.0248,0.0984
2023-03-11 11:16:00,,0.0507,0.0248,0.0236,0.0248,,0.0246,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0955,0.0940
2023-03-11 11:18:00,,0.0507,0.0248,0.0232,0.0248,,0.0244,0.0248,0.0248,0.0248,,0.0246,0.0248,0.0948,0.0966
2023-03-11 11:20:00,,0.0507,0.0248,0.0752,0.0248,,0.0247,,0.0248,0.0248,,0.0246,0.0248,0.0933,0.0988
2023-03-11 11:22:00,,0.0584,0.0248,0.0827,0.0248,,0.0247,0.0248,0.0970,0.0248,,0.0246,0.0248,0.0982,0.0991
2023-03-11 11:24:00,,0.0605,0.0248,0.0745,0.0248,,0.0247,0.0248,0.0981,0.0248,,0.0243,,0.0979,0.0991
2023-03-11 11:26:00,,0.0808,0.0247,0.0850,0.0248,,0.0248,0.0248,0.0980,0.0248,,0.0247,0.0248,0.0910,0.0975
2023-03-11 11:28:00,,0.0824,0.0248,0.0882,0.0248,,0.0248,0.0248,0.0972,0.0248,,0.0247,0.0248,0.0248,0.0248
2023-03-11 11:30:00,,0.0609,0.0248,0.0899,0.0248,,0.0248,,0.0955,0.0248,,0.0243,0.0248,0.0962,0.0980
2023-03-11 11:32:00,,0.0586,0.0248,0.0887,0.0248,,0.0248,0.0248,0.0966,0.0248,,0.0238,0.0248,0.0983,0.0989
2023-03-11 11:34:00,,0.0585,0.0248,0.0839,0.0248,,0.0248,0.0248,0.0959,0.0248,,0.0242,,0.0983,0.0987
2023-03-11 11:36:00,,0.0605,0.0248,0.0842,0.0248,,0.0248,0.0248,0.0925,0.0248,,0.0245,0.0248,0.0948,0.0971
2023-03-11 11:38:00,,0.0562,0.0248,0.0850,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0246,0.0248,0.0248,0.0248
2023-03-11 11:40:00,,0.0507,0.0248,0.0230,0.0248,,0.0248,,0.0962,0.0820,,0.0242,0.0248,0.0248,0.0910
2023-03-11 11:42:00,,0.0507,0.0248,0.0223,0.0248,,0.0248,0.0248,0.0955,0.0914,,0.0245,0.0248,0.0248,0.0914
2023-03-11 11:44:00,,0.0507,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0962,0.0827,,0.0247,,0.0248,0.0248
2023-03-11 11:46:00,,0.0507,0.0248,0.0707,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0246,0.0248,0.0248,0.0248
2023-03-11 11:48:00,,0.0507,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0246,0.0248,0.0948,0.0248
2023-03-11 11:50:00,,0.0536,0.0248,0.0243,0.0248,,0.0248,,0.0955,0.0248,,0.0246,0.0248,0.0962,0.0248
2023-03-11 11:52:00,,0.0561,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0948,0.0248,,0.0246,0.0248,0.0248,0.0957
2023-03-11 11:54:00,,0.0562,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0247,,0.0948,0.0989
2023-03-11 11:56:00,,0.0586,0.0248,0.0752,0.0248,,0.0248,0.0248,0.0981,0.0248,,0.0246,0.0248,0.0955,0.0993
2023-03-11 11:58:00,,0.0605,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0983,0.0248,,0.0245,0.0248,0.0248,0.0992
2023-03-11 12:00:00,,0.0562,0.0248,0.0242,0.0248,,0.0248,,0.0978,0.0248,,0.0247,,0.0962,0.0982
2023-03-11 12:02:00,,0.0537,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0981,0.0248,,0.0248,0.0248,0.0955,0.0248
2023-03-11 12:04:00,,0.0536,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0962,0.0248,,0.0248,0.0248,0.0247,0.0978
2023-03-11 12:06:00,,0.0507,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0247,0.0990
2023-03-11 12:08:00,,0.0875,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248,0.0948,0.0989
2023-03-11 12:10:00,,0.0875,0.0248,0.0923,0.0248,,0.0248,,0.0948,0.0248,,0.0247,,0.0981,0.0987
2023-03-11 12:12:00,,0.0506,0.0248,0.0914,0.0248,,0.0248,0.0248,0.0966,0.0248,,0.0247,0.0248,0.0979,0.0971
2023-03-11 12:14:00,,0.0506,0.0248,0.0909,0.0248,,0.0248,0.0248,0.0966,0.0827,,0.0247,0.0248,0.0964,0.0957
2023-03-11 12:16:00,,0.0506,0.0248,0.0946,0.0248,,0.0247,,0.0970,0.0914,,0.0246,0.0248,0.0953,0.0988
2023-03-11 12:18:00,,0.0507,0.0248,0.0831,0.0248,,0.0244,0.0248,0.0962,0.0910,,0.0246,0.0248,0.0247,0.0991
2023-03-11 12:20:00,,0.0537,0.0248,0.0887,0.0248,,0.0242,0.0248,0.0933,0.0820,,0.0246,,0.0970,0.0992
2023-03-11 12:22:00,,0.0585,0.0247,0.0918,0.0248,,0.0247,0.0248,0.0973,0.0248,,0.0247,0.0993,0.0974,0.0986
2023-03-11 12:24:00,,0.0605,0.0247,0.0692,0.0248,,0.0248,0.0248,0.0978,0.0248,,0.0248,0.0993,0.0248,0.0940
2023-03-11 12:26:00,,0.0606,0.0248,0.0243,0.0248,,0.0248,,0.0978,0.0248,,0.0247,0.0248,0.0248,0.0987
2023-03-11 12:28:00,,0.0605,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0948,0.0248,,0.0247,0.0248,0.0248,0.0993
2023-03-11 12:30:00,,0.0606,0.0248,0.0846,0.0248,,0.0242,0.0248,0.0248,0.0248,,0.0248,,0.0247,0.0992
2023-03-11 12:32:00,,0.0606,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0970,0.0248,,0.0248,0.0248,0.0247,0.0989
2023-03-11 12:34:00,,0.0561,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0978,0.0248,,0.0247,0.0248,0.0247,0.0971
2023-03-11 12:36:00,,0.0507,0.0248,0.0243,0.0248,,0.0248,,0.0974,0.0248,,0.0247,0.0248,0.0246,0.0248
2023-03-11 12:38:00,,0.0508,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0981,0.0248,,0.0246,0.0248,0.0247,0.0940
2023-03-11 12:40:00,,0.0506,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0962,0.0248,,0.0240,,0.0248,0.0988
2023-03-11 12:42:00,,0.0507,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0246,0.0248,,0.0243,0.0248,0.0248,0.0992
2023-03-11 12:44:00,,0.0508,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0247,0.0248,,0.0246,0.0248,0.0248,0.0992
2023-03-11 12:46:00,,0.0507,0.0248,0.0242,0.0248,,0.0248,,0.0247,0.0248,,0.0247,,0.0948,0.0986
2023-03-11 12:48:00,,0.0536,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0246,0.0248,0.0948,0.0820
2023-03-11 12:50:00,,0.0562,0.0247,0.0237,0.0248,,0.0248,0.0248,0.0974,0.0248,,0.0246,0.0248,0.0962,0.0955
2023-03-11 12:52:00,,0.0585,0.0248,0.0737,0.0248,,0.0248,0.0248,0.0978,0.0248,,0.0247,0.0248,0.0962,0.0989
2023-03-11 12:54:00,,0.0606,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0981,0.0248,,0.0247,0.0248,0.0248,0.0993
2023-03-11 12:56:00,,0.0918,0.0248,0.0790,0.0248,,0.0248,,0.0978,0.0248,,0.0247,,0.0948,0.0989
2023-03-11 12:58:00,,0.0952,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0970,0.0248,,0.0246,0.0248,0.0978,0.0957
2023-03-11 13:00:00,,0.0910,0.0248,0.0670,0.0248,,0.0244,0.0248,0.0981,0.0248,,0.0246,0.0248,0.0981,0.0914
2023-03-11 13:02:00,,0.0562,0.0248,0.0943,0.0248,,0.0244,,0.0983,0.0248,,0.0910,0.0248,0.0984,0.0955
2023-03-11 13:04:00,,0.0561,0.0248,0.0923,0.0248,,0.0247,0.0248,0.0979,0.0248,,0.0970,0.0248,0.0976,0.0955
2023-03-11 13:06:00,,0.0684,0.0248,0.0809,0.0248,,0.0247,0.0248,0.0959,0.0248,,0.0957,,0.0248,0.0914
2023-03-11 13:08:00,,0.0708,0.0248,0.0831,0.0248,,0.0248,0.0248,0.0974,0.0248,,0.0248,0.0248,0.0980,0.0248
2023-03-11 13:10:00,,0.0605,0.0248,0.0914,0.0248,,0.0247,0.0248,0.0982,0.0248,,0.0248,0.0248,0.0983,0.0248
2023-03-11 13:12:00,,0.0507,0.0248,0.0938,0.0248,,0.0247,,0.0981,0.0248,,0.0248,0.0248,0.0962,0.0248
2023-03-11 13:14:00,,0.0536,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0948,0.0248,,0.0820,0.0248,0.0948,0.0248
2023-03-11 13:16:00,,0.0562,0.0248,0.0231,0.0248,,0.0248,0.0248,0.0948,0.0248,,0.0914,,0.0248,0.0248
2023-03-11 13:18:00,,0.0562,0.0248,0.0707,0.0248,,0.0248,0.0248,0.0978,0.0248,,0.0827,0.0248,0.0248,0.0248
2023-03-11 13:20:00,,0.0562,0.0248,0.0897,0.0248,,0.0248,0.0248,0.0962,0.0248,,0.0940,0.0248,0.0248,0.0820
2023-03-11 13:22:00,,0.0584,0.0248,0.0942,0.0248,,0.0248,,0.0970,0.0248,,0.0943,0.0248,0.0248,0.0827
2023-03-11 13:24:00,,0.0585,0.0248,0.0854,0.0248,,0.0248,0.0248,0.0962,0.0248,,0.0247,0.0248,0.0248,0.0248
2023-03-11 13:26:00,,0.0586,0.0248,0.0715,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0247,,0.0248,0.0982
2023-03-11 13:28:00,,0.0561,0.0248,0.0238,0.0248,,0.0248,0.0248,0.0955,0.0248,,0.0246,0.0248,0.0985,0.0992
2023-03-11 13:30:00,,0.0507,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0948,0.0248,,0.0238,0.0248,0.0985,0.0992
2023-03-11 13:32:00,,0.0507,0.0248,0.0842,0.0248,,0.0248,,0.0948,0.0248,,0.0244,,0.0247,0.0987
2023-03-11 13:34:00,,0.0507,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0962,0.0248,,0.0247,0.0248,0.0246,0.0940
2023-03-11 13:36:00,,0.0507,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0247,0.0248,0.0247,0.0248
2023-03-11 13:38:00,,0.0507,0.0248,0.0737,0.0248,,0.0248,0.0248,0.0248,0.0248,,0.0943,0.0248,0.0248,0.0248
2023-03-11 13:40:00,,0.0507,0.0248,0.0692,0.0973,,0.0247,0.0248,0.0948,0.0248,,0.0943,0.0248,0.0248,0.0248
2023-03-11 13:42:00,,0.0642,0.0248,0.0236,0.0986,,0.0245,,0.0978,0.0248,,0.00495,,0.0247,0.0248
2023-03-11 13:44:00,,0.0672,0.0248,0.0234,0.0978,,0.0247,0.0248,0.0955,0.0248,,0.0940,0.0248,0.0955,0.0248
2023-03-11 13:46:00,,0.0584,0.0248,0.0234,0.0940,,0.0248,0.0248,0.0948,0.0248,,0.0943,0.0248,0.0966,0.0248
2023-03-11 13:48:00,,0.0561,0.0248,0.0813,0.0248,,0.0248,,0.0984,0.0248,,0.0246,0.0248,0.0979,0.0248
2023-03-11 13:50:00,,0.0605,0.0248,0.0908,0.0248,,0.0248,0.0248,0.0984,0.0248,,0.0247,0.0248,0.0978,0.0248
2023-03-11 13:52:00,,0.0889,0.0248,0.0944,0.0248,,0.0248,0.0248,0.0983,0.0248,,0.0247,,0.0974,0.0248
2023-03-11 13:54:00,,0.0889,0.0248,0.0910,0.0248,,0.0247,0.0248,0.0983,0.0820,,0.0247,0.0248,0.0981,0.0248
2023-03-11 13:56:00,,0.0606,0.0248,0.0655,0.0248,,0.0246,0.0248,0.0975,0.0827,,0.0248,0.0248,0.0983,0.0248
2023-03-11 13:58:00,,0.0536,0.0248,0.0906,0.0248,,0.0247,,0.0982,0.0966,,0.0248,0.0248,0.0974,0.0820
2023-03-11 14:00:00,,0.0507,0.0248,0.0835,0.0248,,0.0248,0.0248,0.0985,0.0974,,0.0247,0.0248,0.0948,0.0910
2023-03-11 14:02:00,,0.0536,0.0248,0.0670,0.0248,,0.0248,0.0248,0.0978,0.0940,,0.0247,,0.0948,0.0957
2023-03-11 14:04:00,,0.0536,0.0248,0.0236,0.0248,,0.0248,0.0248,0.0962,0.0827,,0.0247,0.0248,0.0247,0.0971
2023-03-11 14:06:00,,0.0507,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0248,0.0943,,0.0247,0.0248,0.0248,0.0955
2023-03-11 14:08:00,,0.0507,0.0248,0.0842,0.0902,,0.0248,,0.0955,0.0964,,0.0247,0.0248,0.0248,0.0820
2023-03-11 14:10:00,,0.0561,0.0248,0.0900,0.0902,,0.0248,0.0248,0.0955,0.0914,,0.0248,0.0248,0.0970,0.0248
2023-03-11 14:12:00,,0.0562,0.0248,0.0850,0.0248,,0.0248,0.0248,0.0248,0.0957,,0.0248,,0.0948,0.0248
2023-03-11 14:14:00,,0.0508,0.0248,0.0231,0.0813,,0.0247,0.0248,0.0955,0.0964,,0.0248,0.0248,0.0955,0.0248
2023-03-11 14:16:00,,0.0561,0.0248,0.0692,0.0820,,0.0246,0.0248,0.0948,0.0820,,0.0248,0.0248,0.0948,0.0248
2023-03-11 14:18:00,,0.0605,0.0248,0.0827,0.0248,,0.0246,,0.0248,0.0943,,0.0248,0.0248,0.0248,0.0248
2023-03-11 14:20:00,,0.0606,0.0248,0.0234,0.0248,,0.0246,0.0248,0.0247,0.0978,,0.0248,0.0248,0.0981,0.0248
2023-03-11 14:22:00,,0.0562,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0955,0.0982,,0.0248,,0.0985,0.0248
2023-03-11 14:24:00,,0.0507,0.0248,0.0752,0.0248,,0.0248,0.0248,0.0962,0.0980,,0.0248,0.0248,0.0962,0.0248
2023-03-11 14:26:00,,0.0507,0.0248,0.0715,0.0248,,0.0247,0.0248,0.0248,0.0957,,0.0248,0.0248,0.0248,0.0248
2023-03-11 14:28:00,,0.0507,0.0248,0.0797,0.0248,,0.0246,,0.0247,0.0981,,0.0248,,0.0248,0.0248
2023-03-11 14:30:00,,0.0507,0.0248,0.0854,0.0248,,0.0247,0.0248,0.0247,0.0991,,0.0248,0.0248,0.0248,0.0248
2023-03-11 14:32:00,,0.0507,0.0248,0.0846,0.0248,,0.0247,0.0248,0.0948,0.0992,,0.0248,0.0248,0.0248,0.0248
2023-03-11 14:34:00,,0.0506,0.0248,0.0869,0.0248,,0.0246,,0.0955,0.0992,,0.0248,0.0248,0.0248,0.0248
2023-03-11 14:36:00,,0.0506,0.0248,0.0670,0.0248,,0.0244,0.0248,0.0973,0.0984,,0.0246,0.0248,0.0983,0.0248
2023-03-11 14:38:00,,0.0585,0.0248,0.0737,0.0813,,0.0245,0.0248,0.0979,0.0820,,0.0247,,0.0978,0.0248
2023-03-11 14:40:00,,0.0605,0.0248,0.0919,0.0805,,0.0246,0.0248,0.0963,0.0248,,0.0248,0.0248,0.0975,0.0248
2023-03-11 14:42:00,,0.0585,0.0248,0.0924,0.0248,,0.0247,0.0248,0.0964,0.0248,,0.0248,0.0248,0.0981,0.0248
2023-03-11 14:44:00,,0.0562,0.0248,0.0884,0.0248,,0.0248,,0.0980,0.0248,,0.0248,0.0248,0.0978,0.0248
2023-03-11 14:46:00,,0.0562,0.0248,0.0839,0.0248,,0.0248,0.0248,0.0948,0.0248,,0.0827,0.0248,0.0955,0.0248
2023-03-11 14:48:00,,0.0605,0.0248,0.0827,0.0248,,0.0248,0.0248,0.0968,0.0248,,0.0820,,0.0247,0.0248
2023-03-11 14:50:00,,0.0562,0.0248,0.0238,0.0248,,0.0247,0.0248,0.0966,0.0248,,0.0248,0.0248,0.0247,0.0248
2023-03-11 14:52:00,,0.0562,0.0248,0.0223,0.0248,,0.0247,0.0248,0.0985,0.0248,,0.0975,0.0248,0.0248,0.0248
2023-03-11 14:54:00,,0.0562,0.0248,0.0827,0.0248,,0.0247,,0.0983,0.0248,,0.0989,0.0248,0.0248,0.0248
2023-03-11 14:56:00,,0.0507,0.0248,0.0715,0.0248,,0.0247,0.0248,0.0955,0.0248,,0.0988,0.0248,0.0248,0.0248
2023-03-11 14:58:00,,0.0506,0.0248,0.0850,0.0248,,0.0247,0.0248,0.0955,0.0248,,0.0975,,0.0248,0.0248
2023-03-11 15:00:00,,0.0507,0.0248,0.0846,0.0248,,0.0248,0.0248,0.0248,0.0820,,0.0245,0.0248,0.0248,0.0248
