"Time","Transmit Total (172.16.66.31:9796)","Transmit Total (172.16.66.32:9796)","Transmit Total (172.16.66.3:9796)","Receive Total (172.16.66.31:9796)","Receive Total (172.16.66.32:9796)","Receive Total (172.16.66.3:9796)"
2023-03-11 20:42:00,158811,169380,293848,153947,133847,207123
2023-03-11 20:44:00,138626,128876,219323,109458,115910,131894
2023-03-11 20:46:00,133537,100417,198912,106540,85443,134359
2023-03-11 20:48:00,129820,102107,199687,102712,87408,133282
2023-03-11 20:50:00,145527,124033,267712,131480,96263,199827
2023-03-11 20:52:00,161459,145511,271193,155147,111718,206854
2023-03-11 20:54:00,128274,102381,200329,103668,83682,135892
2023-03-11 20:56:00,130661,98767,191624,104286,83215,128858
2023-03-11 20:58:00,141424,109326,200903,108666,99870,133134
2023-03-11 21:00:00,143527,118201,272110,124754,94379,201147
2023-03-11 21:02:00,179705,160311,271373,164400,133659,206566
2023-03-11 21:04:00,130510,125632,223141,104795,109345,134788
2023-03-11 21:06:00,135312,123922,214992,106434,111923,129111
2023-03-11 21:08:00,130668,102723,198741,103523,88585,130509
2023-03-11 21:10:00,137064,106887,258078,114270,88128,190625
2023-03-11 21:12:00,161601,145319,271016,155468,111769,206054
2023-03-11 21:14:00,134651,104508,202300,107712,88454,136370
2023-03-11 21:16:00,130145,98944,192872,104776,82155,130435
2023-03-11 21:18:00,129734,102480,201781,103223,87635,134593
2023-03-11 21:20:00,132421,103079,244614,106786,86814,178229
2023-03-11 21:22:00,160416,165189,294599,153540,132268,207339
2023-03-11 21:24:00,143944,132601,223815,111250,123049,136321
2023-03-11 21:26:00,130888,99261,192446,104184,83893,129730
2023-03-11 21:28:00,146888,112057,203773,111551,105203,134916
2023-03-11 21:30:00,132288,113180,245821,106660,97234,166744
2023-03-11 21:32:00,164554,159941,271790,155572,130175,208419
2023-03-11 21:34:00,133200,105260,200817,106096,88968,136770
2023-03-11 21:36:00,132200,100480,193018,104915,85698,130810
2023-03-11 21:38:00,130247,103591,202429,103576,88374,134959
2023-03-11 21:40:00,133004,102466,224975,106127,87578,157171
2023-03-11 21:42:00,158418,141301,264675,152533,106749,202799
2023-03-11 21:44:00,135420,130052,226188,108630,114389,137648
2023-03-11 21:46:00,127696,119355,192572,103073,102673,130183
2023-03-11 21:48:00,128609,101163,200193,102248,85502,133044
2023-03-11 21:50:00,143634,106009,210269,110855,96696,142832
2023-03-11 21:52:00,159265,141966,264848,152825,107677,203349
2023-03-11 21:54:00,151550,115777,201156,115627,108353,136869
2023-03-11 21:56:00,129904,98237,192537,103141,82539,130912
2023-03-11 21:58:00,147323,111496,203385,111665,105198,134411
2023-03-11 22:00:00,131070,103431,203459,105992,86466,133848
2023-03-11 22:02:00,156532,146470,265489,151674,108944,203664
2023-03-11 22:04:00,136612,108949,203896,110324,92685,138241
2023-03-11 22:06:00,130892,98343,189016,103811,83130,127768
2023-03-11 22:08:00,125593,98320,201724,99764,81887,134475
2023-03-11 22:10:00,132099,101815,199235,105610,86551,132662
2023-03-11 22:12:00,156010,164644,288930,151282,129069,205701
2023-03-11 22:14:00,144764,140661,228762,122047,121642,138944
2023-03-11 22:16:00,145564,107526,189697,113069,98217,128684
2023-03-11 22:18:00,127489,99705,202247,100721,84227,135114
2023-03-11 22:20:00,149429,110364,199046,113902,104134,132291
2023-03-11 22:22:00,156597,144146,266187,151622,106894,204527
2023-03-11 22:24:00,152599,127202,204116,131709,105938,139191
2023-03-11 22:26:00,132925,101871,192393,106085,87126,130174
2023-03-11 22:28:00,128711,109982,207517,101281,95315,131084
2023-03-11 22:30:00,135069,104816,203675,108565,89218,133607
2023-03-11 22:32:00,158981,143359,265380,152336,109010,203137
2023-03-11 22:34:00,150852,154463,227240,137851,126153,139695
2023-03-11 22:36:00,132142,125018,195705,105649,110231,132455
2023-03-11 22:38:00,126930,99450,196098,100422,83444,131358
2023-03-11 22:40:00,134150,104266,199763,107264,89772,132728
2023-03-11 22:42:00,169909,145468,265314,157821,117298,203721
2023-03-11 22:44:00,160242,139601,211758,149696,108599,145156
2023-03-11 22:46:00,151146,110841,195799,115986,104042,132877
2023-03-11 22:48:00,125788,98499,195419,99648,82301,130449
2023-03-11 22:50:00,141098,110937,202224,110419,103846,133033
2023-03-11 22:52:00,157169,139909,262242,151436,104822,201221
2023-03-11 22:54:00,161724,144650,222715,155509,109587,156501
2023-03-11 22:56:00,132582,101823,195715,106057,86597,132487
2023-03-11 22:58:00,128299,123635,220957,100967,108968,131912
2023-03-11 23:00:00,133743,106733,206705,107651,90366,136443
