"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc658d02a437db)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc658d02a437db)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-21 04:24:00,0,79.6,13364,47001,269,0.389,11348,4802,4427,0,1815,122,0,124,671,306,30.7,468,68248,4.52,0,31.6,65.7,65.7,0,103,0.600,121,28760,306,2585,223,79.6,0,29219,130302,269,0,3262,1507,1430,0,189,29.0,0,29.0,92.3,378,19.7,261,2491,4.27,0,25.5,40.6,42.8,0,232,0.600,29.0,9960,439,1281,218
2023-03-21 04:26:00,0,80,13606,48121,270,0.389,15380,4355,28127,0,2001,111,0,112,286,304,33.3,468,68391,4.13,0,31.6,66.1,66.1,0,105,0,132,20252,306,2585,226,80,0,20720,149251,270,0,3681,1443,1984,0,228,26.3,0,26.3,75.0,379,22.5,261,2500,4.27,0,25.5,41.1,41.4,0,230,0,31.6,10195,439,1280,222
2023-03-21 04:28:00,0,82.2,13703,47264,270,0,14162,4733,4363,0,1744,133,0,135,80.0,304,31.1,469,68270,4.13,0,31.6,66.1,66.9,0,190,38.2,121,28633,508,2613,221,82.2,0,29332,132802,270,0,3130,1472,1419,0,171,31.6,0,31.6,75.5,380,19.7,262,2527,4.27,0,25.5,40.7,42.1,0,261,35.3,29.0,10125,587,1293,215
2023-03-21 04:30:00,0,82.6,12787,46616,269,0,12097,4344,4538,0,1961,122,0,124,286,303,32.3,471,68418,4.13,0,31.6,66.1,66.1,0,105,0,126,18793,305,2585,222,82.6,0,19272,119992,269,0,3629,1428,1404,0,189,29.0,0,29.4,75.0,382,21.4,262,2524,4.27,0,25.5,40.6,41.4,0,236,0,30.3,9373,440,1281,224
2023-03-21 04:32:00,0,78.2,13679,47715,270,0,15420,4710,4534,0,1965,121,0,123,286,305,31.5,469,68385,4.60,0,31.6,65.8,66.1,0,117,0.600,126,20273,304,2584,223,78.2,0,20738,125077,270,0,3703,1477,1404,0,200,29.0,0,29.4,74.2,381,20.6,261,2513,4.73,0,25.5,40.3,41.7,0,247,0.600,30.3,10270,441,1281,223
2023-03-21 04:34:00,0,76.7,12518,45756,270,0,10756,4720,4318,0,1735,122,0,124,1375,307,32.8,471,68210,4.83,0,31.6,65.8,66.1,0,118,0.989,121,28266,305,2585,222,76.7,0,28726,129454,270,0,3004,1470,1393,0,170,29.0,0,29.0,89.9,378,21.6,263,2517,4.97,0,25.5,40.3,41.7,0,246,0.600,29.0,9113,441,1280,216
2023-03-21 04:36:00,0,81.1,14533,48693,269,0,17007,4354,4543,0,1962,122,0,124,1581,307,33.6,468,68405,4.83,0,31.6,65.7,66.1,0,9782,0,126,20293,305,2584,223,81.1,0,20755,137628,269,0,3754,1432,1412,0,199,29.0,0,29.0,89.8,378,22.4,260,2528,4.97,0,25.5,40.6,41,0,298,0,30.7,11125,440,1279,218
2023-03-21 04:38:00,0,82.6,15652,49570,270,0,15870,4796,6396,0,1753,122,0,124,80.4,304,32.9,468,68192,4.83,0,31.6,65.7,66.0,0,9861,37.6,126,27914,509,2585,221,82.6,0,28585,145504,270,0,3171,1499,1522,0,189,29.0,0,29.0,75.1,379,22.4,262,2515,4.97,0.389,25.5,40.3,41,0,327,34.7,30.3,12083,584,1280,215
2023-03-21 04:40:00,0,77.4,13658,47634,269,0,12117,4342,4555,0,1961,128,0,129,296,308,32.9,469,68387,4.60,0,31.6,66.1,65.3,0,106,37.6,115,18045,505,2585,221,77.4,0,18734,118714,269,0,3674,1430,1418,0,196,30.3,0,30.3,79.9,376,27.6,262,2506,4.73,0,25.5,40.6,40.6,0,236,34.7,27.7,10074,586,1280,216
2023-03-21 04:42:00,0,80,13000,46996,270,0,15432,4719,4550,0,1958,122,0,124,289,307,31.5,469,68408,4.13,0,31.6,65.7,65.8,0,104,0,126,26139,306,2585,222,80,0,26596,131129,270,0,3719,1469,1414,0,177,29.0,0,29.0,82.4,376,25.7,261,2504,4.27,0,25.5,40.3,40.6,0,231,0,30.3,9589,438,1281,221
2023-03-21 04:44:00,0,78.5,13770,47022,269,0,10798,4756,4324,0,1751,122,0,124,80.4,307,31.5,469,68108,4.13,0,31.6,66.1,65.8,0,102,0.600,132,17242,306,2585,223,78.5,0,17730,116526,268,0,3035,1477,1398,0,182,29.0,0,29.0,74.7,377,20.5,262,2478,4.27,0,25.5,40.3,41,0,233,0.600,31.6,10348,439,1286,224
2023-03-21 04:46:00,0,83.7,16204,50401,268,0,13709,4366,4578,0,2023,127,0,128,286,307,32.9,472,68318,4.13,0,31.6,66.5,65.7,0,103,0,127,20326,305,2612,223,83.7,0,20794,122790,268,0,3689,1440,1437,0,221,30.3,0,30.3,74.6,377,22.4,263,2515,4.27,0,25.5,40.7,40.6,0,232,0,30.3,12800,440,1298,218
2023-03-21 04:48:00,0,88.4,16154,49887,270,0,14240,4761,4342,0,1754,133,0.389,135,70.8,303,31.5,469,68148,4.37,0,31.6,65.7,65.7,0,191,37.6,127,27770,503,2583,218,88.4,0,28459,130815,270,0,3208,1479,1398,0,179,31.6,0,31.6,70.6,379,20.6,261,2492,4.50,0,25.5,40.3,41.4,0.389,263,34.7,30.3,12582,587,1279,211
2023-03-21 04:50:00,0.389,85.5,14809,48595,269,0,11694,4395,4484,0,1905,128,0.389,129,224,303,32.1,469,68236,4.13,0,31.6,66.1,65.7,0,110,37.6,120,18171,503,2585,223,85.5,0.389,18874,118659,270,0,3437,1438,1402,0,182,30.3,0.389,30.3,78.0,380,26.5,261,2481,4.27,0,25.5,40.6,42.1,0.389,233,34.7,29.0,11231,588,1280,219
2023-03-21 04:52:00,0.389,78.5,13746,47922,270,0,17198,4826,4599,0,1980,139,0,140,287,305,31.5,467,68345,4.13,0,31.6,66.9,66.0,0,104,0,126,29690,303,2614,225,78.5,0.389,30132,137782,270,0,3715,1518,1433,0,199,32.9,0.389,32.9,74.2,380,20.9,260,2486,4.27,0,25.5,41.1,41,0,231,0,30.3,10351,443,1294,225
2023-03-21 04:54:00,0,85.5,12419,46175,270,0,10930,4844,27961,0,1756,122,0,124,81.5,310,31.5,470,68174,4.13,0,31.6,65.7,66.0,0,103,0.600,132,18855,304,2585,223,85.5,0,19349,142735,270,0,3074,1503,1918,0,180,29.0,0,29.0,74.7,376,20.9,262,2483,4.27,0,25.5,40.3,40.6,0,232,0.600,31.6,8988,440,1280,218
2023-03-21 04:56:00,0,78.5,15049,49761,269,0,15418,4357,28187,0,1964,128,0,129,2194,306,32.3,457,68397,4.13,0,31.8,65.7,65.7,0,103,0,137,20338,306,2614,221,78.5,0,20800,150863,269,0,3775,1419,1928,0,181,30.3,0,30.3,118,379,21.4,255,2513,4.27,0,25.7,40.3,40.3,0,232,0,32.9,11629,439,1295,221
2023-03-21 04:58:00,0,77.8,16047,50131,269,0,14645,4775,4430,0,1831,128,0,129,4035,308,32.9,457,68269,4.13,0,32.7,65.8,66.1,0,184,37.6,126,29450,506,2586,220,77.8,0,30117,138158,270,0,3361,1515,1435,0,201,30.3,0,30.3,127,376,22.5,255,2493,4.27,0,26.2,40.6,41,0,261,34.7,30.3,12480,586,1281,215
2023-03-21 05:00:00,0,78.2,14025,48281,269,0,11169,4359,4422,0,1842,127,0,128,370,308,31.5,468,68252,4.13,0.389,32.3,65.7,66.1,0,106,37.6,121,20295,503,2586,229,78.2,0,20981,139600,270,0,3251,1457,1436,0.389,225,30.3,0,30.3,87.0,378,20.5,262,2511,4.27,0,26.2,40.3,40.6,0,236,35.1,29.0,10450,589,1282,225
2023-03-21 05:02:00,0,76.3,12757,47041,269,0,15500,4734,4602,0,1987,117,0,118,287,306,31.5,467,68387,4.60,0,31.8,65.7,65.7,0.389,104,0,132,29012,304,2613,223,76.3,0,29456,141618,269,0,3776,1516,1455,0,237,27.7,0,27.7,75.0,379,20.5,266,2527,4.73,0,25.7,40.7,41,0,232,0,31.6,9360,440,1295,218
2023-03-21 05:04:00,0,77.8,14158,47605,269,0,10799,4726,4334,0,1736,133,0,135,71.6,308,33.5,467,68207,4.83,0,31.6,65.7,65.7,0,103,0.600,115,19271,308,2583,218,77.8,0,19740,118428,270,0,3063,1504,1441,0,211,36.6,0,31.6,69.8,377,23.5,261,2523,4.97,0,25.5,40.3,42.1,0,232,0.600,27.7,10745,437,1279,211
2023-03-21 05:06:00,0,78.5,13787,47971,269,0,17096,4348,4548,0,1956,128,0,129,296,308,32.1,470,68378,4.83,0,31.6,65.3,65.3,0,103,0.600,121,20292,307,2611,218,78.5,0,20752,126297,269,0,3778,1453,1441,0,211,35.3,0,30.3,80.6,379,21.9,262,2537,4.97,0,25.5,39.9,41,0,232,0.600,34.3,10377,438,1298,213
2023-03-21 05:08:00,0,78.2,14644,49042,269,0,16982,4796,6555,0.389,1892,117,0,118,213,305,32.1,470,68301,4.83,0,31.6,65.7,66.1,0,185,0,120,28716,304,2588,226,78.2,0,29176,138088,270,0,3637,1525,1541,0,230,27.7,0,27.7,73.5,379,21.5,262,2524,4.97,0,25.5,40.6,41,0,260,0,34.3,11252,441,1283,228
2023-03-21 05:10:00,0,78.2,14125,47898,269,0,11433,4420,4453,0.389,1838,122,0,124,668,305,32.9,466,68225,4.83,0,31.6,65.7,65.8,0,106,37.6,132,20276,503,2613,226,78.2,0,20975,121021,270,0,3266,1465,1472,0,237,29.4,0,34.0,93.8,379,22.4,260,2488,5.36,0,25.5,40.6,40.3,0,235,34.7,31.6,10545,588,1293,223
2023-03-21 05:12:00,0,81.5,13721,47992,269,0,15487,4739,4552,0,1960,122,0,124,296,305,32.1,468,68397,4.83,0,31.6,65.7,65.3,0,104,0,132,28253,303,2583,220,81.5,0,28705,133374,269,0,3796,1509,1450,0,223,29.4,0,29.0,79.5,379,21.6,261,2512,5.36,0,25.5,40.3,39.9,0,231,0,31.6,10329,441,1277,215
2023-03-21 05:14:00,0,79.3,12952,46397,270,0,10825,4768,4330,0,1744,128,0,129,71.6,303,33.5,468,68195,4.83,0,31.6,65.7,65.7,0,117,0.600,132,18494,305,2586,219,79.3,0,18968,117413,270,0,3108,1518,1445,0,207,30.3,0,30.3,70.6,379,23.3,261,2514,4.97,0,25.5,40.3,41,0,247,0.600,31.6,9540,440,1283,213
2023-03-21 05:16:00,0,84.4,14826,49068,268,0,15416,4368,4544,0,1969,139,0,140,296,306,32.9,467,68361,4.37,0,31.6,65.3,65.8,0,115,0.600,116,20246,305,2604,223,84.4,0,20722,124227,268,0,3730,1447,1445,0,238,32.9,0,32.9,81.0,379,22.4,260,2505,4.50,0,25.5,40.3,41.1,0,246,0.600,27.7,11415,441,1290,224
2023-03-21 05:18:00,0,80.4,14140,48259,270,0,15066,4733,4467,0,1894,121,0,123,1494,307,31.5,468,68315,4.13,0,31.6,65.7,66.5,0,9860,0,116,27903,303,2584,223,80.4,0,28370,143891,270,0,3532,1497,1430,0,235,29.0,0,29.0,88.7,378,20.6,261,2515,4.27,0,25.5,40.6,42.2,0,318,0,27.7,10735,441,1279,224
2023-03-21 05:20:00,0,88.8,12610,46000,270,0,10833,4388,4366,0,1747,117,0,118,1350,306,32.1,468,68198,4.13,0,31.6,65.7,65.3,0,107,37.6,126,20247,503,2614,222,88.8,0,20936,120759,270,0.389,3073,1461,1447,0,211,27.7,0,27.7,85.0,378,21.5,261,2506,4.27,0,25.5,40.3,39.9,0,235,34.7,30.3,9028,586,1295,216
2023-03-21 05:22:00,0,86.2,14004,48268,269,0,17194,4791,4577,0,1952,122,0,124,295,307,31.5,469,68357,4.13,0,31.6,65.7,65.3,0,104,0,115,27945,305,2586,222,86.2,0,28405,134846,269,0,3760,1538,1458,0,216,29.0,0,29.0,79.5,376,20.6,261,2513,4.27,0,25.5,40.3,40.3,0,231,0,27.7,10594,440,1282,216
2023-03-21 05:24:00,0,80.4,13613,47583,270,0,10891,4822,27945,0,1741,122,0,124,70.8,307,30.7,470,68140,4.52,0,31.6,66.1,65.7,0,102,0.600,121,18232,306,2585,222,80.4,0,18704,141385,270,0,3038,1547,2028,0,215,29.0,0,29.0,70.6,377,19.7,262,2485,4.27,0,25.5,40.6,39.9,0,232,0.600,29.0,10201,439,1281,216
2023-03-21 05:26:00,0,80.4,15153,49389,269,0,15483,4389,4592,0,1984,117,0,118,297,306,33.3,469,68343,4.13,0,31.8,65.7,65.7,0,102,0.600,137,26206,307,2614,223,80.4,0,26653,130889,269,0,3733,1473,1449,0,227,27.7,0,27.7,80.2,378,22.4,262,2490,4.27,0,25.7,40.6,41.0,0,233,0.600,32.9,11754,437,1295,224
2023-03-21 05:28:00,0,85.9,13581,47773,269,0.389,15568,4713,4546,0,1960,128,0,129,296,307,31.5,470,68345,4.13,0,32.0,66.4,65.5,0,190,0,137,17234,306,2583,221,85.9,0,17744,122061,269,0,3823,1508,1449,0,227,30.3,0,30.3,79.9,376,20.9,262,2502,4.27,0,26.0,41.4,40.6,0,263,0,32.9,10144,439,1279,215
2023-03-21 05:30:00,0,81.8,12881,46283,270,0,10788,4386,4381,0,1771,139,0,140,291,306,32.1,469,68170,4.13,0,31.8,66.0,65.4,0,107,38.0,126,20277,504,2613,224,81.8,0,20955,119281,270,0,3034,1472,1459,0,225,32.9,0,32.9,89.9,378,26.6,262,2519,4.27,0,25.7,40.6,39.9,0,235,34.7,30.3,9312,587,1293,221
2023-03-21 05:32:00,0,78.9,12948,47219,269,0,15562,4773,4615,0,1990,133,0,135,514,305,34.3,469,68359,4.60,0,31.6,65.8,65.7,0,104,0,132,27855,303,2614,225,78.9,0,28300,133443,269,0,3773,1526,1444,0,230,31.6,0,31.6,90.7,379,29.6,262,2532,4.73,0,25.5,40.3,41.4,0,231,0,31.6,9551,441,1300,220
2023-03-21 05:34:00,0,85.1,13571,47082,270,0,10797,4729,4346,0,1747,122,0,124,1696,303,32.1,470,68209,4.83,0,31.6,65.8,65.7,0,103,0,126,18222,304,2585,220,85.1,0,18699,118728,270,0,3126,1513,1424,0,218,29.0,0,29.4,95.6,380,21.5,262,2533,4.97,0.389,25.5,40.3,41.4,0,232,0,30.3,10155,441,1285,215
2023-03-21 05:36:00,0,80.7,15547,49707,270,0,16626,4384,4537,0,1908,127,0,128,1840,306,30.7,467,68323,4.37,0,31.6,65.8,65.3,0,103,0.600,110,29598,304,2584,221,80.7,0,30031,137521,270,0,3561,1468,1459,0,228,30.3,0,30.7,98.9,377,19.7,260,2540,4.50,0.389,25.5,40.3,39.9,0,232,0.600,26.3,12147,440,1279,220
2023-03-21 05:38:00,0,78.5,15387,49977,269,0,17401,4840,6695,0,2008,117,0,118,296,306,32.8,470,68308,4.13,0,31.6,65.7,66.1,0,188,0,121,19821,303,2611,226,78.5,0,20304,129271,269,0,3801,1565,1562,0,238,27.7,0,27.7,79.5,378,26.6,262,2519,4.27,0,25.5,40.3,41,0,262,0,29.0,11974,440,1292,228
2023-03-21 05:40:00,0,78.5,12381,45736,270,0,10748,4345,4328,0,1771,117,0,118,2360,305,31.5,470,68158,4.13,0,31.6,65.8,65.7,0,107,37.6,126,20224,502,2586,225,78.5,0,20912,121125,270,0,3012,1471,1428,0,229,27.7,0,27.7,103,379,20.7,262,2509,4.27,0,25.5,40.3,40.6,0,235,34.7,30.7,8807,587,1282,220
2023-03-21 05:42:00,0,84.0,14141,48473,269,0,15466,4749,4557,0,1972,128,0,129,2585,304,33.7,472,68367,4.60,0,31.6,65.5,65.8,0,101,37.6,126,29046,506,2585,223,84.0,0,29720,136833,269,0,3696,1519,1451,0,228,30.3,0,30.3,112,380,23.4,264,2525,4.73,0,25.5,39.9,40.3,0,233,34.7,30.7,10576,584,1281,219
2023-03-21 05:44:00,0,80.4,14512,48273,270,0,11341,4774,4453,0,1838,128,0,129,151,306,32.9,470,68232,4.83,0,31.6,65.3,65.8,0,102,0,110,20351,304,2611,223,80.4,0,20820,120242,270,0,3282,1521,1462,0,219,30.3,0,30.3,76.9,380,22.4,262,2502,4.97,0,25.5,39.9,41.4,0,232,0,26.3,11099,439,1292,224
2023-03-21 05:46:00,0,78.2,14123,48011,269,0,14898,4358,4478,0,1933,122,0,124,216,303,30.7,469,68313,4.37,0,31.6,65.7,66.1,0,105,0.600,126,28296,302,2584,223,78.2,0,28731,132237,268,0,3482,1439,1430,0,219,29.0,0,29.0,73.5,381,19.7,262,2519,4.50,0,25.5,40.3,41.4,0,232,0.600,30.3,10729,441,1279,224
2023-03-21 05:48:00,0,80.7,13870,48362,269,0,15524,4719,28204,0,1963,117,0,118,296,302,31.5,470,68384,4.13,0,31.6,65.8,66.5,0,186,0,126,18513,305,2586,228,80.7,0,19013,147951,269,0,3771,1473,1767,0,202,27.7,0,27.7,80.2,382,20.6,262,2521,4.27,0,25.5,40.6,41.7,0,262,0,30.3,10441,440,1283,224
2023-03-21 05:50:00,0,85.1,13222,46988,270,0,10836,4386,28035,0,1768,139,0,140,71.9,307,34.3,469,68199,4.13,0,31.6,66.1,66.2,0,108,37.6,126,20159,505,2612,219,85.1,0,20858,143779,270,0,3105,1443,1784,0,204,32.9,0,32.9,69.8,376,24.3,267,2503,4.27,0,25.5,40.6,41.4,0,235,34.7,30.3,9634,586,1293,213
2023-03-21 05:52:00,0,87.0,14500,48769,269,0,17192,4787,4555,0,1952,128,0.389,129,287,308,32.1,469,68394,4.13,0,31.6,65.7,66.1,0,104,37.6,132,21371,503,2582,221,87.0,0,22061,128035,269,0,3740,1510,1410,0,187,30.3,0,30.3,75.0,376,21.6,268,2538,4.27,0,25.5,40.3,41.5,0.389,230,34.7,31.6,10929,588,1279,215
2023-03-21 05:54:00,0,87.3,12842,46685,269,0,11800,4804,4492,0,1889,127,0,128,748,306,31.5,470,68316,4.13,0,31.8,65.7,66.1,0,104,0,121,20261,303,2585,225,87.3,0,20749,121852,269,0,3422,1519,1425,0,209,35.2,0,30.3,94.9,376,20.6,262,2534,4.27,0,25.7,40.6,40.7,0,231,0,33.9,9426,441,1286,226
2023-03-21 05:56:00,0.389,84.0,15065,49024,270,0,14580,4393,4452,0,1835,128,0,129,968,304,32.1,467,68266,4.13,0,31.8,65.7,66.1,0,9795,0.600,121,26674,302,2616,222,84.0,0.389,27127,140647,270,0,3324,1449,1436,0,206,30.3,0.389,30.3,101,378,21.5,260,2529,4.27,0,25.7,40.3,41.1,0,289,0.989,33.9,11682,442,1302,218
2023-03-21 05:58:00,0.389,79.6,15387,49622,269,0,15535,4710,4536,0,1967,117,0,118,295,306,30.7,470,68386,4.13,0,32.0,65.4,65.7,0,9858,0,120,17094,304,2583,221,79.6,0.389,17605,131860,270,0,3740,1487,1393,0,189,27.7,0.389,32.6,79.5,377,19.7,262,2520,4.27,0,25.5,39.9,40.6,0,298,0.389,29.0,11955,441,1276,216
2023-03-21 06:00:00,0,79.6,14312,47542,270,0,10641,4326,4310,0,1736,117,0,118,80.0,307,31.5,466,68169,4.13,0,32.0,65.4,65.7,0,106,0,126,29727,305,2584,222,79.6,0,30167,128805,270,0,2931,1417,1391,0,203,27.7,0,32.6,75.5,377,20.6,260,2510,4.27,0,25.5,40.3,40.6,0,236,0,30.3,10916,439,1278,216
2023-03-21 06:02:00,0,83.3,14429,48659,270,0,15543,4750,4574,0,2037,117,0,118,286,305,92.9,468,68319,4.13,0.389,32.0,65.8,66.1,0,104,37.6,120,19960,505,2614,221,83.3,0,20709,125144,270,0,3718,1482,1423,0.389,237,27.9,0,27.9,75.0,379,130,261,2520,4.27,0,26.0,40.6,41.5,0,231,34.7,29.0,10753,584,1296,215
2023-03-21 06:04:00,0,79.7,13089,46809,269,0,11655,4708,4454,0,1925,128,0,130,222,306,73.6,467,68291,4.13,0.389,32.3,66.1,66.1,0,104,0,126,20229,305,2585,224,79.7,0,20748,120805,269,0,3395,1486,1423,0.389,198,30.5,0,30.5,78.0,380,93.0,260,2523,4.27,0,26.2,41,41.8,0,232,0,30.3,9605,439,1281,223
2023-03-21 06:06:00,0,81.9,16230,53372,270,0,115197,4338,4305,0,1736,122,0,124,71.2,306,32.1,467,68176,4.13,0,32.3,66.1,66.1,0,103,0.600,121,29087,303,2585,225,81.9,0,29510,233677,270,0,6592,1424,1423,0,196,29.0,0,29.0,70.2,378,21.6,260,2503,4.27,0,26.2,41,41.7,0,232,0.600,29.0,12852,440,1280,226
2023-03-21 06:08:00,0,77.8,24276,68566,270,0,135265,7368,43340,0,2493,122,0,124,288,304,1787,472,68379,4.13,0,32.0,65.7,66.1,0.389,190,0.600,132,20678,302,3127,1234,77.8,0,21035,294457,270,0,9441,2766,3412,0,239,29.0,0,29.0,75.3,378,132,263,2519,4.27,0,26.0,40.7,41.7,0,262,0.600,31.6,20954,442,1311,244
2023-03-21 06:10:00,0,86.2,14451,49266,270,0,23505,4380,4340,0.389,1743,128,0,129,80.0,304,34.3,468,68184,4.13,0,32.0,65.7,65.7,0,122,0,126,28468,302,2592,234,86.2,0,28910,141218,270,0,4322,1484,1439,0,211,30.3,0,30.3,75.5,379,19.9,261,2507,4.27,0,26.0,40.3,41,0,250,0,30.3,11056,443,1285,225
2023-03-21 06:12:00,0,81.5,14766,49717,270,0,15571,4749,28145,0,1982,132,0,134,288,303,34.7,467,68390,4.13,0,31.8,65.7,66.0,0,117,37.6,132,18671,500,2619,227,81.5,0,19370,148258,270,0,3779,1526,2012,0,235,31.6,0,31.6,75.3,380,20.7,261,2512,4.27,0,25.7,40.3,41.7,0,247,34.7,31.6,11192,591,1298,217
2023-03-21 06:14:00,0,79.3,14003,48852,269,0,13934,4764,28157,0,1985,128,0,129,1573,300,32.9,469,68405,4.13,0,31.6,65.3,66.1,0,104,0,126,20203,303,2612,228,79.3,0,20681,149437,269,0,3751,1518,2002,0,240,30.7,0,30.3,95.0,382,22.6,261,2511,4.27,0,25.5,39.9,41.4,0,232,0,30.3,10596,441,1294,222
2023-03-21 06:16:00,0,74.1,14990,48486,269,0,12273,4349,4326,0,1727,128,0,129,1356,301,30.7,456,68144,4.13,0,31.6,65.7,65.7,0,104,0.600,126,27867,303,2582,225,74.1,0,28316,129515,268,0.389,3066,1446,1421,0,207,30.3,0,30.3,89.5,382,19.7,255,2493,4.27,0,25.5,40.3,40.3,0,231,0.600,30.3,11596,441,1277,221
2023-03-21 06:18:00,0,82.6,14623,48965,270,0,15576,4737,4559,0,1994,122,0,124,289,303,32.1,455,68341,4.37,0,31.6,65.3,65.7,0,187,0.600,126,20312,305,2586,222,82.6,0,20809,125307,269,0,3807,1516,1429,0,234,29.0,0,29.0,82.8,381,21.7,254,2503,4.89,0,25.5,39.9,40.3,0,260,0.600,30.3,11208,439,1282,217
2023-03-21 06:20:00,0,78.5,12937,46403,270,0,10781,4392,4370,0,1770,122,0,124,82.9,307,32.3,468,68239,4.60,0,31.6,66.1,65.7,0,107,0,126,27199,304,2614,219,78.5,0,27661,125977,269,0,3055,1458,1451,0,232,29.0,0,29.0,82.5,377,26.7,261,2539,5.12,0,25.5,40.6,41,0,235,0,30.3,9535,440,1300,213
2023-03-21 06:22:00,0,80.4,14620,48963,270,0.389,17192,4800,4563,0,1965,122,0,124,505,304,31.5,469,68388,4.83,0,31.6,65.8,65.7,0,104,37.6,132,17554,506,2582,219,80.4,0,18257,124023,270,0,3776,1519,1431,0,234,29.0,0,29.0,86.9,379,20.7,262,2521,4.97,0,25.5,40.7,41.4,0,231,34.7,31.6,11039,587,1277,213
2023-03-21 06:24:00,0,80,13813,48097,269,0.389,13989,4811,4577,0,1963,128,0,129,287,307,32.1,470,68399,4.83,0,31.6,65.8,65.7,0,104,0,126,26026,305,2584,225,80,0,26488,129450,269,0,3773,1520,1430,0,224,30.3,0,30.3,75.3,377,21.0,262,2524,4.97,0,25.5,40.7,41.4,0,232,0,30.3,10406,440,1281,225
2023-03-21 06:26:00,0,81.5,15678,49300,270,0,12402,4413,4376,0,1769,132,0,134,80.0,305,31.1,469,68184,4.76,0,31.6,65.7,65.7,0,103,0,121,20070,304,2616,225,81.5,0,20545,120047,270,0,3085,1455,1438,0,217,31.6,0,31.6,75.5,378,20.1,262,2516,4.50,0,25.5,40.6,41,0,232,0,29.0,12269,439,1299,229
2023-03-21 06:28:00,0,80.7,15565,49890,270,0,15515,4725,4540,0,1965,122,0,124,287,305,33.3,468,68325,4.52,0,31.6,65.8,66.4,0,190,0.989,126,20360,305,2584,221,80.7,0,20839,124765,270,0,3786,1506,1441,0,231,29.0,0,29.0,75.0,378,27.5,261,2504,4.27,0.389,25.5,40.3,41.4,0,261,0.600,30.3,12153,439,1279,215
2023-03-21 06:30:00,0,82.6,13872,47479,269,0,11140,4344,4394,0,1810,121,0,123,151,309,31.5,470,68198,4.13,0,31.6,66.1,66.1,0,107,0.389,121,29105,304,2582,218,82.6,0,29556,128898,269,0,3244,1441,1442,0,218,29.0,0,29.0,76.6,376,20.5,262,2521,4.27,0.389,25.5,40.6,41,0,235,0,29.0,10470,441,1277,212
2023-03-21 06:32:00,0,84.8,13948,47987,270,0,15077,4762,4517,0,1902,122,0,124,4117,306,31.5,469,68237,4.60,0,31.6,66.5,65.7,0,104,37.6,116,20319,506,2613,226,84.8,0,21014,128469,270,0,3554,1476,1431,0,198,29.0,0,29.0,132,378,20.5,261,2500,4.73,0,25.5,41.1,41,0,232,34.7,27.7,10365,585,1294,226
2023-03-21 06:34:00,0,85.9,15170,50064,269,0,13863,4728,28164,0,1966,122,0,124,802,304,32.1,469,68318,4.83,0,31.6,65.8,65.8,0,104,37.6,126,28657,504,2585,223,85.9,0,29314,157243,269,0,3773,1476,1994,0,184,29.0,0,29.0,92.2,379,21.6,261,2504,4.97,0,25.5,40.7,41.1,0,231,34.7,30.3,11612,587,1281,223
