"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-05 12:46:00,0,10160,12295,69619,0,86.5,144,0,0,0,66.1,129,128,160,66.4,222,32.1,70143,132,422,90.1,0,1928,32.3,6711,5.47,165,122,1756,127,3.43,0,299,0,423,1775,154,10160,0,10337,70066,0,65.5,78.7,0,0,0,41.0,21.9,21.9,97.8,41,222,22.7,2457,22.8,504,95,0,2273,26.2,1022,11.4,607,3558,161,21.9,3.96,0,447,0,6284,187,135
2023-03-05 12:48:00,0,11819,12766,67720,0,87.2,203,0,0,0,66.4,130,123,160,66.8,222,31.5,70214,126,356,90.5,0,1967,32.3,6922,3.93,169,76.5,1850,122,3.43,0,297,0,424,1872,154,11819,0,11965,72025,0,66.2,73.1,0,0,0,42.1,21.9,20.9,96.9,41.4,233,21.4,2455,21.9,402,95,0,2226,26.2,1068,4.36,601,3540,160,20.9,3.57,0,447,0,6281,176,136
2023-03-05 12:50:00,0,10878,35160,96414,0,87.2,144,0,0.389,0,66.8,124,123,162,66.8,223,33.7,70162,121,453,89.8,0,1939,32.3,6833,4.30,21970,76.9,1756,122,3.90,0,498,0,1727,1779,155,10878,0,13605,74562,0,66.2,78.7,0,0,0,42.1,20.9,20.9,101,41.4,235,23.7,2458,21.3,568,95,0,2306,26.2,1055,4.67,24535,3570,161,20.9,4.03,0,594,0,25852,183,136
2023-03-05 12:52:00,0,10166,17338,78061,0,87.2,215,0,0,0,66.1,113,118,161,66.4,223,30.7,70236,121,476,90.5,0,1952,32.3,6990,5.33,4443,76.4,1831,116,4.13,0,499,0,972,1846,154,10166,0,11125,71514,0,66.2,80.5,0,0,0,41,19,20.3,93.0,41.4,224,19.7,2472,20.9,601,95,0,2172,26.2,1080,6.12,5290,3539,176,20.0,4.27,0,594,0,10035,185,135
2023-03-05 12:54:00,0,10602,13261,69318,0,87.2,452,0.389,0,0,66.1,130,129,161,65.7,223,31.5,70276,132,363,90.5,0,2030,32.3,6982,4.73,177,120,1881,127,3.90,0.389,298,0,424,1905,154,10602,0,10749,71156,0,66.2,84.7,0,0,0,41.4,21.9,21.9,93.3,40.6,229,20.6,2455,22.8,410,94.6,0.389,2276,26.2,1038,5.54,605,3586,177,21.9,4.03,0,447,0,6276,185,135
2023-03-05 12:56:00,0,10051,12298,69685,0,87.2,147,0,0,0,66.1,135,129,163,66.4,218,31.5,70166,131,419,91.2,0,1920,32.3,6850,3.37,169,121,1764,133,3.43,0,297,0,428,1784,154,10051,0,10231,70193,0,66.2,86.5,0,0,0,41.4,22.8,22.4,101,41,219,21.0,2458,22.8,500,94.6,0,2273,26.2,1048,3.37,599,3558,162,23.2,3.57,0,447,0,6384,181,141
2023-03-05 12:58:00,0,11877,12751,67576,0,87.2,202,0,0,0,66.1,130,129,164,66.1,219,32.9,70230,132,351,90.9,0,1961,32.3,6884,5.37,172,77.4,1826,127,3.43,0,296,0,420,1837,154,11877,0,12022,72583,0,66.2,73.1,0,0.389,0,41,21.9,26.8,104,40.6,219,27.7,2459,22.8,393,95,0,2199,26.2,1056,5.74,600,3540,158,21.9,3.57,0,447,0,6276,209,141
2023-03-05 13:00:00,0,11625,35098,120467,0,87.2,130,0,0,0,66.1,140,139,162,65.7,226,31.5,70091,137,425,89.4,0.389,1937,31.8,6760,5.33,21959,76.9,1751,138,3.43,0,499,0,1717,1755,154,11625,0,14345,76482,0,66.2,71.3,0,0,0,41.7,28.7,23.8,93.1,40.3,229,21.2,2454,23.8,521,95,0,2305,25.7,1024,6.32,24512,3495,176,28.7,3.57,0,593,0,25723,207,135
2023-03-05 13:02:00,0,10352,21410,81087,0,87.2,1549,0,0,0,66.4,141,140,163,66.4,223,32.1,70287,132,483,89.8,0,1948,31.8,6919,5.10,8346,76.3,1832,139,3.43,0,499,0,1137,1848,155,10352,0,11716,72341,0,66.2,101,0,0,0,41,24.1,23.8,95.7,41,229,27.7,2465,27.8,601,95,0,2178,25.7,1050,6.09,9578,3539,173,23.8,3.57,0,593,0,13454,197,135
2023-03-05 13:04:00,0,10904,13276,69871,0,85,1594,0,0,0,66.4,130,129,164,66.4,222,32.9,70263,121,364,89.4,0,2037,31.8,6993,4.90,179,120,1890,127,3.43,0,295,0,419,1910,156,10904,0,11049,71265,0,64,94.9,0,0,0,41,22.2,21.9,97.3,41,227,28.6,2461,25.9,408,95,0,2290,25.7,1040,5.27,610,3585,162,21.9,3.57,0,447,0,6173,185,135
2023-03-05 13:06:00,0,10356,12324,83651,0,85.7,143,0,0,0,66.4,130,129,163,66.4,223,32.9,70175,126,432,90.1,0,1941,32.3,6814,3.50,172,121,1768,127,3.43,0,296,0,418,1794,156,10356,0,10542,70585,0,64.7,78.7,0,0,0,41.4,21.9,21.9,95.2,41,224,22.8,2466,21.9,521,95,0,2297,26.2,1007,3.50,592,3616,160,21.9,3.57,0,447,0,6177,189,137
2023-03-05 13:08:00,0.389,11760,12787,69959,0,87.2,215,0,0,0,66.4,135,135,156,66.1,225,32.1,70236,132,383,90.1,0,1978,32.3,6831,5.80,172,76.9,1827,133,3.43,0,296,0,424,1847,155,11760,0.389,11913,72033,0,66.2,80.1,0,0,0,41.7,22.8,22.8,89.0,40.6,227,21.6,2468,22.8,438,95,0,2211,26.2,1028,6.62,601,3569,178,22.8,3.57,0,447,0,6283,192,137
2023-03-05 13:10:00,0.389,11601,35255,95974,0,87.2,130,0,0,0,65.7,130,123,164,66.4,221,31.5,70178,126,423,89.4,0,1945,32.5,6745,4.53,21996,77.0,1750,122,3.43,0,500,0,1725,1765,155,11601,0.389,14317,75505,0,66.2,71.3,0,0,0,40.6,21.9,20.9,102,41,222,20.6,2473,21.9,521,95,0,2310,26.4,1055,4.90,24644,3539,162,20.9,3.57,0,594,0,25870,186,135
2023-03-05 13:12:00,0,10723,25560,85485,0,87.2,215,0,0,0,65.7,130,129,163,66.1,222,31.5,70233,126,475,89.8,0,1956,33.0,6904,4.30,12246,77.0,1811,128,3.43,0,500,0,1307,1841,158,10723,0,12487,73484,0,66.2,80.5,0,0,0,41,21.9,21.9,95.9,41,227,20.9,2483,21.9,597,95,0,2183,26.9,1042,4.67,13917,3539,159,21.9,3.57,0,594,0,17056,196,137
2023-03-05 13:14:00,0,10648,12777,69287,0,87.2,202,0,0,0,66.8,118,117,160,65.7,223,32.9,70210,126,393,91.6,0,1983,32.7,6916,4.30,174,121,1838,116,3.43,0,297,0,423,1905,156,10648,0,10806,70879,0,66.2,73.1,0,0,0,42.1,20.0,20.0,92.1,40.6,224,22.7,2465,21.9,458,95,0,2278,26.7,1043,5.12,600,3556,168,20.0,3.57,0,447,0,6284,200,137
2023-03-05 13:16:00,0,9966,12251,70576,0,87.2,130,0,0,0,66.4,130,129,161,66.1,223,30.7,70126,121,388,90.9,0,1921,32.3,6754,5.10,177,123,1765,127,3.43,0,297,0,427,1769,153,9966,0,10131,70168,0,66.2,71.7,0,0,0,40.6,21.9,21.9,93.0,40.6,224,19.7,2459,20.9,452,95,0,2278,26.2,1030,5.86,608,3588,170,21.9,3.57,0,447,0,6284,207,134
2023-03-05 13:18:00,0,13036,12776,93564,0,87.2,2183,0,0,0,66.4,123,123,161,66.1,219,30.7,70209,121,381,90.1,0,1964,32.3,6878,3.70,170,76.6,1817,121,3.43,0,297,0,420,1841,155,13036,0,13185,74279,0,66.2,113,0,0,0,41,20.9,20.9,99.1,41,219,19.7,2475,20.9,439,94.6,0,2207,26.2,1049,4.07,597,3598,167,20.9,3.57,0,446,0,6183,215,137
2023-03-05 13:20:00,0,13480,35742,125626,0,87.2,2164,0,0,0,66.4,130,129,165,66.1,225,32.9,70207,126,423,89.8,0,1999,32.0,6942,3.27,22015,76.7,1818,127,3.43,0,497,0,1724,1842,155,13480,0,16184,78543,0,66.6,105,0,0,0,41.4,21.9,21.9,99.5,41,233,22.8,2467,21.9,522,94.6,0,2317,26.0,1044,3.27,24607,3569,157,21.9,3.57,0,593,0,25805,180,137
2023-03-05 13:22:00,0,10997,29748,93089,0,86.9,208,0,0,0,66.8,130,129,163,65.7,221,32.9,70183,126,475,90.1,0,1942,32.3,6944,6.37,16312,77.1,1826,127,3.43,0,497,0,1479,1842,154,10997,0,13160,74199,0,65.5,80.1,0,0,0,41.7,21.9,21.9,95.3,41,221,23.4,2449,21.9,595,95,0,2182,26.2,1025,13.0,18336,3540,158,21.9,3.57,0,593,0,20682,171,135
2023-03-05 13:24:00,0,11024,12767,67705,0,87.2,216,0,0,0,66.8,119,118,160,65.7,220,30.7,70226,115,391,89.8,0,1991,32.3,6942,4.32,176,121,1860,116,3.82,0,298,0,417,1862,154,11024,0,11183,71149,0,66.2,80.5,0,0,0,41.4,20.0,20.0,91.6,40.3,221,20.1,2465,20.0,450,95,0,2281,26.2,1039,9.47,606,3557,166,20.0,3.57,0,447,0,6178,172,137
2023-03-05 13:26:00,0,10516,12262,69199,0,87.2,132,0,0,0,66.4,130,129,159,65.7,221,32.1,70161,126,393,90.5,0,1925,32.3,6783,4.12,176,121,1751,127,3.82,0,297,0,425,1764,153,10516,0,10680,70431,0,66.2,71.3,0,0,0,41,21.9,21.9,90.0,40.3,221,21.8,2468,21.9,456,95,0,2284,26.2,1049,3.73,605,3558,156,21.9,3.57,0,447,0,6273,187,137
2023-03-05 13:28:00,0,11785,12779,67446,0,87.2,216,0,0,0,66.4,130,129,166,66.1,223,32.1,70205,126,388,89.8,0,1967,32.3,6835,4.40,169,77,1821,127,3.43,0,298,0,423,1844,152,11785,0,11939,72119,0,66.2,80.5,0,0,0,41,21.9,21.9,105,41.0,225,21.8,2459,21.9,443,95,0,2209,26.2,1033,4.83,592,3539,167,21.9,3.57,0,447,0,6275,202,135
2023-03-05 13:30:00,0,12693,36111,98758,0,87.2,2067,0,0,0,65.7,135,135,165,65.7,220,32.2,70277,126,421,89.8,0,2046,32.3,6969,5.20,21864,76.2,1878,133,3.67,0,500,0,1716,1900,154,12693,0,15404,77174,0,66.2,109,0,0,0,41,22.8,22.8,97.4,41.0,222,21.4,2466,21.9,519,95,0,2308,26.2,1016,5.96,24470,3569,161,22.8,3.80,0,594,0.389,25635,190,135
2023-03-05 13:32:00,0,10487,33171,92517,0,87.2,383,0,0,0,66.4,123,123,161,66.8,223,31.5,70154,126,447,90.5,0,1893,32.3,6800,4.30,20071,75.4,1770,121,4.13,0,500,0.389,1629,1781,152,10487,0,13033,73853,0,66.2,82.5,0,0,0,41.7,20.9,20.9,93.1,41,229,21.3,2473,21.9,553,95,0,2178,26.2,1024,4.69,22499,3539,175,20.9,4.27,0,593,0.389,23805,195,135
2023-03-05 13:34:00,0,10662,12777,67843,0,87.3,216,0,0,0,66.1,135,135,163,66.1,229,32.9,70226,132,396,90.9,0,1988,32.3,6854,3.27,174,119,1832,133,4.13,0,297,0.389,425,1854,155,10662,0,10823,70799,0,66.2,80.5,0,0,0.389,41,22.8,22.8,95.4,40.6,236,22.4,2478,22.8,461,95,0,2282,26.2,1062,3.27,599,3555,167,22.8,4.27,0,446,0,6277,199,137
2023-03-05 13:36:00,0,10056,12273,73670,0,87.2,131,0,0,0,66.1,135,135,162,66.4,222,32.9,70160,137,391,89.8,0,1940,32.3,6823,7.08,162,119,1758,133,4.13,0,297,0,423,1773,156,10056,0,10221,70123,0,66.2,71.3,0,0,0.389,40.6,22.8,22.8,101,41.4,223,22.8,2464,23.8,459,95,0,2303,26.2,1096,12.9,604,3557,163,22.8,4.27,0,447,0,6275,178,137
2023-03-05 13:38:00,0,12819,12796,70934,0,87.2,216,0,0,0,66.1,130,129,160,66.1,220,30.7,70243,126,384,89.8,0,1969,32.7,6893,4.73,169,75.4,1822,127,4.13,0,296,0,415,1852,155,12819,0,12971,73273,0,66.2,80.5,0,0,0,41,21.9,21.9,103,40.6,226,20.8,2477,21.9,437,95,0,2226,26.2,1037,5.64,594,3539,173,21.9,4.27,0,447,0,6169,174,135
2023-03-05 13:40:00,0,12683,36038,98938,0,86.5,275,0,0,0,66.4,124,123,163,66.1,226,32.9,70342,121,457,90.5,0,2048,32.0,7051,2.90,21733,76.1,1877,122,4.13,0,499,0,1723,1908,154,12683,0,15409,77463,0,65.5,81.6,0,0,0,41.4,20.9,20.9,95.6,40.6,234,23.1,2488,20.9,573,95,0,2308,26.0,1008,2.90,24364,3539,178,20.9,4.27,0.389,594,0,25603,188,135
2023-03-05 13:42:00,0,10150,34953,119222,0,85.7,1461,0,0,0,66.8,130,123,161,66.1,222,33.5,70164,120,460,90.1,0,1891,31.6,6790,4.44,21731,77.1,1751,122,4.13,0,501,0,1721,1773,155,10150,0,12891,74523,0,64.7,92.2,0,0,0,41.4,21.9,20.9,94.5,40.6,223,24.1,2462,20.9,576,94.6,0,2170,25.5,1089,4.86,24369,3539,158,20.9,4.27,0,595,0,25505,190,135
2023-03-05 13:44:00,0,10717,12784,91788,0,87.2,217,0,0,0.389,66.1,124,123,161,66.1,219,31.1,70155,121,391,90.1,0,1980,31.6,6824,5.33,175,119,1814,122,4.13,0,297,0,423,1840,155,10717,0,10877,71315,0,66.2,80.5,0,0,0,41,20.9,20.9,93.3,40.6,219,19.7,2457,20.9,452,95.4,0,2276,25.5,1040,6.35,600,3556,153,20.9,4.27,0,448,0,6279,192,141
2023-03-05 13:46:00,0,9797,12242,69132,0,87.2,131,0,0.389,0,65.7,130,129,162,66.1,223,30.7,70089,126,388,90.5,0,1901,32.0,6738,5.33,171,120,1751,127,3.67,0,298,0,419,1765,154,9797,0,9961,69592,0,66.2,71.3,0.389,0,0,40.6,21.9,27.2,95.2,41,230,19.7,2463,21.9,453,94.6,0,2246,26.0,1021,6.35,592,3557,163,21.9,3.80,0,446,0,6273,193,141
2023-03-05 13:48:00,0,11309,12798,67775,0,87.2,202,0.389,0,0,66.4,141,135,160,66.1,229,33.7,70203,132,350,89.4,0,1993,32.3,6910,4.17,178,76.4,1840,133,3.43,0,298,0,423,1851,152,11309,0,11447,71599,0,66.2,73.1,0,0,0,41.8,28.7,22.8,96.9,41,238,33.4,2468,22.8,393,95,0,2246,26.2,1041,4.59,610,3539,190,27.8,3.96,0,447,0,6274,206,135
2023-03-05 13:50:00,0,12236,36393,100817,0,87.2,465,0.389,0,0,66.4,129,128,160,65.7,221,55.4,70264,121,458,89.4,0,2044,32.3,7087,3.83,22100,77.9,1903,127,3.43,0,499,0,1721,1934,155,12236,0,14957,76853,0,66.2,92.1,0,0,0,41.4,26.8,21.9,92.5,40.6,221,67.3,2464,26.3,570,95,0,2310,26.2,1040,4.22,24720,3569,188,26.8,3.96,0,594,0,25976,228,136
2023-03-05 13:52:00,0,9960,35277,98554,0,87.2,321,0,0,0,66.8,119,118,164,66.1,222,56.6,70150,126,449,89.4,0,1888,32.3,6910,2.30,22099,77.2,1794,116,3.43,0,498,0,1718,1824,153,9960,0,12691,73676,0,66.2,81.8,0,0,0,42.1,20.0,20.0,98.2,40.6,223,63.1,2453,27.2,553,95,0.389,2169,26.2,1055,2.30,24712,3540,178,20.0,3.57,0,594,0,25880,202,136
2023-03-05 13:54:00,0,10441,12767,67611,0,87.2,215,0,0,0,66.4,130,129,161,66.4,226,34.3,70225,126,391,90.1,0,1991,32.3,6877,4.90,179,120,1829,127,3.43,0.389,296,0,425,1853,153,10441,0,10602,70398,0,66.2,80.5,0,0.389,0,41.7,21.9,21.9,93.5,41,233,25.0,2470,21.9,451,95,0.389,2292,26.2,1070,5.27,604,3556,160,21.9,3.57,0,447,0,6283,186,134
2023-03-05 13:56:00,0,9843,12266,69051,0,87.2,146,0,0,0,66.1,124,123,161,66.1,222,33.5,70159,121,416,91.6,0,1895,32.3,6727,4.07,166,121,1744,122,3.43,0.389,298,0,425,1766,153,9843,0,10021,69777,0,66.2,86.1,0,0.389,0,41.4,20.9,20.9,93.7,41,229,23.3,2468,20.9,498,95,0,2243,26.2,1014,4.49,602,3557,139,21.3,3.57,0,447,0,6283,177,135
2023-03-05 13:58:00,0,11287,12776,67488,0,86.5,202,0,0,0,65.7,135,135,163,66.4,219,30.7,70191,121,352,91.2,0,1983,32.3,6828,3.03,156,76.2,1829,133,3.43,0,298,0,424,1855,154,11287,0,11428,71477,0,65.5,73.1,0,0,0,40.6,22.8,22.8,101,41.4,219,19.7,2460,20.9,394,95,0,2227,26.2,1028,3.03,600,3539,156,23.2,3.57,0,447,0,6287,188,135
2023-03-05 14:00:00,0,11668,35650,96429,0,88.2,215,0,0,0,66.1,124,123,161,66.4,224,32.3,70213,126,450,89.8,0,1993,32.3,6892,5.70,21931,76.7,1823,122,3.43,0,498,0,1718,1840,154,11668,0,14393,75724,0,66.8,80.5,0,0,0,41.7,20.9,20.9,94.9,41,226,21.5,2467,21.9,563,95,0,2294,26.2,1026,6.45,24501,3540,167,20.9,3.57,0,593,0,25712,191,136
2023-03-05 14:02:00,0,10040,35069,95958,0,88.2,1698,0,0,0,66.1,124,123,161,66.4,223,32.9,70149,121,445,89.8,0,1898,32.3,6745,3.93,21940,76.6,1757,122,3.67,0,499,0,1722,1771,155,10040,0,12772,73627,0,66.8,93.0,0,0,0,41.7,20.9,20.9,94.2,41,225,22.7,2473,20.9,551,95,0,2171,26.2,1023,4.36,24510,3539,167,20.9,3.80,0,593,0,25710,200,136
2023-03-05 14:04:00,0,11081,12763,78973,0,87.4,201,0,0,0,66.5,129,128,160,66.4,223,30.7,70207,126,366,90.5,0,1985,32.3,6872,3.27,179,119,1825,127,4.13,0,297,0,425,1830,155,11081,0,11229,71253,0,66.1,73.1,0,0,0,41,21.9,21.9,91.1,41,230,19.7,2473,21.9,413,95,0,2277,26.2,1069,3.27,610,3556,176,21.9,4.27,0,447,0,6281,187,135
2023-03-05 14:06:00,0,10244,12288,74463,0,87.9,144,0,0,0,66.5,119,123,164,65.7,220,33.5,70171,126,422,90.1,0.389,1916,32.3,6817,3.27,172,120,1744,122,4.13,0,296,0,425,1767,154,10244,0,10429,70570,0,65.8,78.7,0,0,0,41.4,20.0,20.9,102,40.3,227,23.7,2481,21.9,511,95,0,2251,26.2,1036,3.27,601,3558,180,20.9,4.27,0,447,0,6284,218,137
2023-03-05 14:08:00,0,11683,12794,70909,0,86.9,1631,0,0,0,65.3,129,128,158,65.3,222,33.5,70226,132,354,89.4,0,2007,32.3,6884,4.73,170,77.2,1825,127,4.13,0,296,0,423,1841,153,11683,0,11822,71948,0,65.2,90.5,0,0,0,40.3,22.2,21.9,90.1,40.3,223,23.7,2473,22.8,394,95,0,2256,26.2,1054,5.49,593,3525,167,21.9,4.27,0,446,0,6283,188,135
2023-03-05 14:10:00,0,11777,35617,121385,0,86.5,2183,0,0,0,66.4,130,129,162,66.1,222,31.5,70205,121,452,90.1,0,2002,32.3,6978,5.33,21861,77.1,1848,127,3.90,0,498,0,1718,1867,155,11777,0,14498,76618,0,65.5,108,0,0,0,41.7,21.9,21.9,96.5,40.6,223,20.6,2465,20.9,564,95,0,2302,26.2,1054,6.12,24458,3495,153,21.9,4.03,0,594,0,25642,172,135
2023-03-05 14:12:00,0.389,9497,35043,94173,0,87.2,144,0,0,0,66.1,119,118,167,65.7,223,31.5,70166,115,478,90.9,0,1897,32.3,6804,3.27,21844,77.1,1759,116,3.43,0,499,0,1717,1774,155,9497,0.389,12239,73129,0,66.2,78.7,0,0,0,41,20.0,20.0,102,40.3,224,20.6,2472,20.0,598,95,0,2176,26.2,1072,3.27,24458,3540,174,20.0,3.57,0,594,0,25634,191,136
2023-03-05 14:14:00,0.389,10334,12777,69062,0,87.2,455,0,0,0,66.1,130,129,161,66.4,223,31.5,70260,126,395,90.5,0,1999,32.3,6877,4.30,169,121,1827,127,3.43,0,297,0,421,1903,155,10334,0.389,10494,70446,0,66.2,84.7,0,0,0,40.6,21.9,21.9,93.6,41,230,21.0,2475,21.9,459,95,0,2288,26.2,1033,4.67,600,3556,164,21.9,3.57,0,447,0,6269,215,135
2023-03-05 14:16:00,0,11355,13317,73134,0,87.2,527,0,0,0,66.4,135,129,161,66.1,222,32.9,70297,132,417,90.1,0,2010,32.3,7028,5.33,171,123,1877,127,3.67,0,297,0,422,1898,154,11355,0,11529,72203,0,66.2,93.2,0,0,0,41,22.8,21.9,98.8,40.6,229,22.8,2468,22.8,499,95,0,2250,26.2,1040,11.7,594,3558,170,21.9,3.80,0,447,0,6269,198,135
2023-03-05 14:18:00,0,11786,12252,65323,0,87.6,130,0,0,0,66.8,135,135,161,66.1,222,32.1,70180,137,348,90.1,0,1940,32.3,6722,5.33,174,76.6,1737,133,4.13,0,297,0,424,1771,153,11786,0,11930,71726,0,66.2,71.7,0,0,0,41.4,22.8,22.8,94.1,40.6,223,21.4,2473,23.8,393,95,0,2239,26.2,1049,11.7,598,3540,157,22.8,4.27,0,447,0,6274,193,137
2023-03-05 14:20:00,0,12216,32235,94260,0,87.6,202,0,0,0,66.1,135,135,161,66.4,221,32.1,70155,132,377,89.8,0,2006,32.0,6924,3.66,18819,77.3,1825,133,3.90,0,298,0,1209,1842,154,12216,0,14274,75402,0,66.2,73.1,0,0,0,41.4,22.8,22.8,94.1,41,222,21.6,2465,22.8,441,95,0,2308,26.0,1016,3.27,21020,3563,177,22.8,4.03,0,447,0,22827,179,137
2023-03-05 14:22:00,0,9773,35105,97862,0,87.2,144,0,0,0,66.4,123,123,166,66.1,221,31.5,70097,115,479,90.1,0,1900,31.6,6822,6.52,22003,78.2,1759,121,3.43,0,500,0,1720,1776,154,9773,0,12524,73333,0,66.2,78.7,0,0,0,41.7,20.9,20.9,99.8,40.6,221,21.0,2460,20.0,599,95,0,2176,25.5,1048,12.9,24522,3540,167,20.9,3.57,0,593,0,25768,181,135
2023-03-05 14:24:00,0,10645,12742,69243,0,87.2,204,0,0,0,66.1,119,118,161,66.1,225,32.9,70220,115,360,90.1,0,2005,31.6,6864,6.13,175,122,1822,116,3.43,0,297,0,423,1843,153,10645,0,10794,70664,0,66.6,73.1,0,0,0,41.7,20.0,20.0,98.8,41,232,22.8,2466,20.0,407,95,0,2291,25.5,1013,12.9,606,3557,160,20.0,3.57,0,447,0,6274,191,135
2023-03-05 14:26:00,0,10768,13314,73514,0,86.5,275,0,0,0,66.1,141,140,160,66.4,222,32.1,70264,137,416,90.1,0,2018,32.0,7022,3.27,156,122,1887,139,3.43,0,296,0,423,1909,153,10768,0,10945,71558,0,65.5,81.6,0,0,0,41.7,23.8,23.8,97.3,41,228,21.9,2470,23.8,498,95,0,2272,26.0,1063,3.27,598,3581,157,23.8,3.57,0,447,0,6277,201,135
2023-03-05 14:28:00,0,11447,12274,65394,0,85,144,0,0,0,66.4,136,135,161,66.8,218,30.7,70161,126,381,89.8,0,1937,32.3,6716,5.47,160,77.4,1756,133,3.43,0,297,0,416,1771,155,11447,0,11602,71252,0,64,78.7,0,0,0,41.4,22.8,22.8,93.5,41.8,222,19.7,2467,21.9,442,95,0,2230,26.2,1043,6.28,599,3540,202,22.8,3.57,0,447,0.389,6172,169,137
2023-03-05 14:30:00,0,12083,28203,88188,0,85.7,393,0,0,0,66.8,124,123,163,66.4,222,31.5,70231,121,378,89.4,0,2005,32.3,6919,6.27,14872,77.6,1825,122,3.82,0,298,0,1053,1851,154,12083,0,13727,74736,0,64.7,83.6,0,0,0,41.7,20.9,20.9,95.5,41,222,20.6,2485,20.9,444,95,0,2306,26.2,1030,7.45,16763,3540,167,20.9,3.57,0,447,0,19514,180,135
2023-03-05 14:32:00,0,9781,35277,95819,0,87.2,143,0,0,0,66.8,119,118,161,66.4,223,32.1,70175,115,476,90.1,0,1891,32.3,6743,3.70,22073,76.6,1753,116,3.43,0,498,0.389,1720,1787,154,9781,0,12522,74395,0,66.2,78.7,0,0,0,42.1,20.0,20.0,93.8,40.6,224,27.0,2473,20.0,595,95,0,2173,26.2,1016,4.07,24692,3539,141,20.0,3.57,0,594,0,25855,189,135
2023-03-05 14:34:00,0,10995,12766,68793,0,87.2,205,0,0,0,66.4,119,118,163,66.1,223,33.6,70250,115,364,90.1,0,2002,32.3,6829,3.27,178,117,1830,116,3.43,0,296,0,421,1843,154,10995,0,11140,71477,0,66.2,80.6,0,0,0,41.7,20.0,25.5,99.8,40.6,226,22.7,2462,20.0,408,95,0,2296,26.2,1030,3.27,605,3556,162,20.0,3.57,0,447,0,6281,191,135
2023-03-05 14:36:00,0,11884,13309,77781,0,87.2,265,0,0,0,66.4,123,129,165,66.1,220,31.5,70362,126,394,90.1,0,2029,32.3,7174,3.27,177,119,1900,128,3.67,0,298,0,431,1906,154,11884,0,12044,73210,0,66.2,81.7,0,0,0,41.7,20.9,21.9,102,40.6,220,21.6,2478,21.9,460,94.6,0,2266,26.2,1080,3.27,604,3581,166,21.9,3.80,0.389,447,0,6386,201,141
2023-03-05 14:38:00,0,11512,12283,93468,0,87.2,1472,0,0,0,66.1,141,140,165,65.7,223,31.5,70186,126,378,90.5,0,1941,32.3,6777,7.58,170,77,1791,139,4.13,0,297,0,425,1799,154,11512,0,11668,72283,0,66.2,97.8,0,0,0.389,41.7,29.2,23.8,99.7,40.6,229,27.2,2480,26.9,436,94.6,0,2246,26.2,1040,8.04,592,3540,182,29.5,4.27,0.389,447,0,6281,201,134
