"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-05 03:46:00,0,10580,20947,81706,0,87.2,216,0,0,0,65.7,123,117,165,66.1,225,30.7,70187,115,463,90.1,0,1955,32.3,6906,3.60,7910,121,1818,116,3.43,0,498,0,1117,1838,154,10580,0,11878,72436,0,66.2,80.5,0,0,0,40.6,20.9,20.3,100,40.6,228,20.4,2465,20.3,579,94.6,0,2183,26.2,1033,3.60,9102,3558,151,20.0,3.57,0,594,0,13131,188,135
2023-03-05 03:48:00,0,11930,12795,67946,0,87.2,210,0,0,0,65.3,119,118,161,66.1,223,32.1,70157,115,377,89.8,0,2001,32.3,6918,5.94,177,77,1836,116,3.43,0,296,0,420,1866,153,11930,0,12083,72038,0,66.2,80.1,0,0,0,40.3,20.0,20.0,93.8,41,224,22.2,2455,20.0,435,94.6,0,2313,26.2,1061,12.1,609,3540,153,20.0,3.57,0,447,0,6182,185,135
2023-03-05 03:50:00,0,11385,12291,71193,0,87.2,660,0,0,0,66.1,123,123,161,66.4,219,34.2,70120,126,377,89.8,0,1946,32.3,6857,5.21,174,76.3,1766,121,3.43,0,298,0,420,1787,154,11385,0,11542,71238,0,66.2,85.9,0,0,0,41.4,20.9,20.9,93.7,41,219,24.2,2455,21.9,444,95,0,2315,26.2,1067,11.4,601,3539,173,20.9,3.57,0,447,0,6281,189,136
2023-03-05 03:52:00,0,10450,12812,73133,0,87.2,746,0,0,0,65.7,124,123,161,66.1,222,30.7,70099,126,427,90.5,0,1966,32.3,7023,3.93,172,76.6,1834,122,3.43,0,297,0,423,1858,154,10450,0,10634,70611,0,66.2,95.1,0,0,0,41.4,20.9,20.9,98.1,41,222,20.4,2449,21.9,512,95,0,2212,26.2,1058,9.47,600,3539,174,20.9,3.57,0,447,0,6285,207,135
2023-03-05 03:54:00,0,10027,35125,91932,0,87.2,133,0,0,0,66.1,124,124,167,65.3,221,31.5,70116,121,409,89.8,0,1930,32.3,6717,3.03,21970,120,1745,122,3.43,0,501,0,1716,1766,154,10027,0,12726,73319,0,66.2,78.7,0,0.389,0,40.6,20.9,20.9,112,40.3,229,21.7,2453,20.9,487,95,0,2287,26.2,1031,3.03,24615,3556,163,20.9,3.57,0,594,0,25768,189,135
2023-03-05 03:56:00,0,10843,25000,94745,0,87.2,203,0,0,0,66.1,135,135,160,66.1,222,32.9,70200,126,439,90.1,0,1958,32.3,6957,3.93,11785,122,1823,133,3.43,0,502,0,1270,1845,153,10843,0,12528,73347,0,66.2,73.1,0,0,0,40.6,22.8,22.8,91.8,40.6,223,23.1,2477,21.9,544,95,0,2180,26.2,1074,4.52,13397,3558,168,22.8,3.57,0,594,0,16388,192,136
2023-03-05 03:58:00,0,12368,13337,81223,0,86.5,3028,0,0,0,66.1,119,118,163,66.4,221,32.9,70235,121,379,90.5,0,2046,32.3,6961,5.33,175,78.2,1888,116,3.43,0,296,0,424,1907,153,12368,0,12522,73076,0,65.5,119,0,0,0,41.7,20.0,20.0,95.0,41,221,22.5,2482,20.9,446,95,0,2309,26.2,1009,6.08,605,3563,189,20.0,3.57,0,447,0,6281,210,135
2023-03-05 04:00:00,0,11234,12305,71213,0,88.2,2883,0,0,0,66.1,124,123,165,66.4,221,30.7,70122,126,379,90.9,0,1934,32.3,6813,4.27,168,77.2,1768,122,3.43,0,298,0,427,1793,154,11234,0,11392,71134,0,66.8,108,0,0,0,41.4,20.9,25.8,98.8,41.4,221,20.1,2452,21.9,440,95,0,2308,26.2,1022,4.63,599,3563,150,20.9,3.57,0,447,0,6283,192,135
2023-03-05 04:02:00,0,10689,12797,71430,0,88.2,471,0,0,0,66.1,113,112,163,65.7,223,74.4,70244,115,432,90.9,0,1972,32.3,6965,3.97,170,77,1859,111,3.43,0,298,0,430,1903,152,10689,0,10876,70948,0,66.8,92.1,0,0,0,41.4,19,23.9,101,41,229,99.9,2458,20.0,515,95,0,2195,26.2,1061,3.97,595,3569,161,19,3.57,0,447,0,6376,216,135
2023-03-05 04:04:00,0,9930,35044,91077,0,87.4,398,0,0,0,66.4,123,123,160,65.3,222,34.5,70119,126,437,91.2,0,1932,32.0,6698,6.17,21984,122,1757,121,3.43,0,497,0,1720,1776,155,9930,0,12639,73458,0,66.1,89.9,0,0,0,41.4,25.9,20.9,97.9,40.6,224,28.7,2465,21.9,533,94.6,0,2283,26.0,1030,6.98,24504,3556,169,25.8,3.57,0,593,0,25767,192,141
2023-03-05 04:06:00,0,11053,28943,93030,0,87.9,203,0,0,0,66.8,124,123,161,65.7,225,32.9,70182,121,440,90.9,0,1969,32.3,6960,5.80,15610,123,1812,122,3.43,0,497,0,1450,1842,153,11053,0,13121,74324,0,65.8,73.1,0,0,0,41.7,25.9,20.9,94.1,40.3,227,28.9,2469,25.8,548,94.6,0,2194,26.2,1031,6.56,17528,3558,170,25.8,3.57,0,593,0,20040,196,135
2023-03-05 04:08:00,0,12881,13329,71462,0,86.9,275,0,0,0,66.8,129,128,167,65.3,221,32.9,70230,121,380,90.1,0,2062,32.3,6980,4.53,176,76.9,1867,127,3.43,0,298,0,429,1903,153,12881,0,13033,73507,0,65.2,81.2,0,0,0,42.1,21.9,21.9,101,39.9,222,22.9,2470,25.8,438,95,0,2323,26.2,1028,4.90,608,3539,175,21.9,3.57,0,447,0,6378,198,135
2023-03-05 04:10:00,0,11428,12283,94147,0,86.9,131,0,0,0,66.8,113,112,161,65.7,225,30.7,70126,115,374,89.8,0,1942,32.3,6840,3.27,168,77.9,1773,111,3.43,0,298,0,423,1787,152,11428,0,11588,72079,0,65.5,71.3,0,0,0,42.1,19,19,93.2,40.3,231,20.1,2462,20.0,439,95,0,2316,26.2,1036,3.27,596,3563,174,19,3.57,0,447,0,6272,202,135
2023-03-05 04:12:00,0.389,10425,12768,71050,0,87.3,203,0,0,0,66.1,118,117,161,66.1,222,32.1,70173,115,399,89.8,0,1954,32.3,6894,3.27,175,77.9,1814,116,3.43,0,299,0,423,1837,156,10425,0.389,10599,70584,0,66.2,73.1,0,0,0,41.4,20.0,20.0,98.0,41,227,21.5,2466,20.0,471,95,0,2181,26.2,1023,3.27,596,3563,162,20.0,3.57,0,447,0,6278,200,137
2023-03-05 04:14:00,0,9979,35160,90858,0,87.3,144,0,0,0,66.1,130,129,166,66.5,225,34.3,70123,126,468,90.5,0,1927,32.3,6724,6.50,21964,120,1755,127,3.90,0,501,0,1718,1828,153,9979,0,12715,73334,0,66.2,78.7,0,0,0.389,41.4,21.9,21.9,105,41,227,24.2,2467,21.9,585,95,0,2283,26.2,1034,7.68,24581,3585,155,21.9,4.03,0,593,0,25737,199,135
2023-03-05 04:16:00,0,10998,33160,93778,0,87.2,1757,0,0,0,65.3,130,129,159,66.1,220,32.9,70257,126,435,90.1,0,1955,32.3,6950,3.27,19587,121,1830,127,4.13,0,500,0.389,1592,1855,153,10998,0,13482,74633,0,66.2,95.5,0,0,0,40.3,21.9,21.9,92.0,40.6,221,22.5,2471,21.9,536,95,0,2180,26.2,1049,3.66,21978,3586,154,21.9,4.27,0,593,0.389,23172,183,135
2023-03-05 04:18:00,0,12243,12816,68132,0,87.2,216,0,0,0,66.1,124,123,161,66.1,221,30.7,70180,121,382,90.1,0,1990,32.7,6960,3.27,177,76.9,1863,122,3.90,0,296,0,424,1891,154,12243,0,12399,72472,0,66.2,80.5,0,0,0,41,20.9,20.9,93.7,41.4,220,20.1,2462,20.9,439,95,0,2308,26.2,1048,3.27,604,3622,169,20.9,4.03,0,447,0,6275,210,136
2023-03-05 04:20:00,0,11763,12342,71194,0,87.2,143,0,0,0,66.8,124,123,164,65.7,225,33.6,70126,121,409,91.2,0,1930,32.3,6817,5.10,171,76.8,1771,122,3.43,0,297,0,418,1803,152,11763,0,11936,71771,0,66.2,78.7,0,0,0,41.7,20.9,20.9,97.2,40.6,226,23.3,2455,20.9,485,95,0,2305,26.2,1033,5.89,596,3563,172,20.9,3.57,0,447,0,6275,205,135
2023-03-05 04:22:00,0,10747,12777,73647,0,87.2,393,0,0,0,66.8,130,129,163,65.7,220,35.0,70183,126,402,91.2,0,1964,32.3,7010,5.33,173,77,1822,127,3.43,0,296,0,420,1862,153,10747,0,10925,71152,0,66.6,83.6,0,0,0,41.4,21.9,21.9,101,40.3,225,24.3,2476,21.9,473,94.6,0,2187,26.2,1049,6.09,599,3539,180,21.9,3.57,0,447,0,6277,215,135
2023-03-05 04:24:00,0,11000,35647,94363,0,87.2,210,0,0,0,66.4,136,135,157,65.7,223,30.7,70182,137,432,89.8,0,1995,32.3,6908,3.42,22049,121,1820,133,3.90,0,498,0,1726,1844,154,11000,0,13726,75014,0,66.6,80.1,0,0,0,41.4,22.8,22.8,88.3,40.3,230,20.1,2464,23.8,532,94.6,0,2302,26.2,1043,3.03,24574,3556,178,22.8,4.03,0,594,0,25913,212,135
2023-03-05 04:26:00,0,10680,35631,98906,0,86.5,197,0,0,0,66.8,129,123,146,65.7,206,32.9,70164,126,435,90.5,0,1946,32.3,6911,3.29,22049,123,1821,122,4.13,0,501,0,1722,1846,154,10680,0,13410,74717,0,65.5,80.2,0,0,0,41.7,21.9,20.9,85.7,40.3,213,22.9,2459,21.9,536,94.6,0,2195,26.2,1049,2.90,24569,3558,159,20.9,4.27,0,594,0,25816,183,137
2023-03-05 04:28:00,0,11869,12785,94620,0,85,205,0,0,0,66.8,130,129,163,66.1,218,32.9,70242,121,352,90.9,0,1997,32.3,6862,5.20,180,76.4,1850,128,3.90,0,298,0,424,1875,154,11869,0,12013,72696,0,64,81.0,0,0,0,42.1,21.9,21.9,102,41,226,23.2,2466,20.9,394,95.0,0.389,2310,26.2,1031,5.99,611,3539,159,21.9,4.03,0,447,0,6287,187,135
2023-03-05 04:30:00,0,11211,12325,70763,0,85.7,143,0,0.389,0,66.4,135,135,162,66.1,222,31.5,70112,132,404,90.1,0,1937,32.3,6728,5.43,153,76.3,1760,133,3.43,0,297,0,425,1780,155,11211,0,11385,70855,0,64.7,79.0,0,0,0,41.7,22.8,22.8,93.5,40.6,223,20.9,2453,22.8,482,95.4,0.389,2308,26.2,1015,6.19,598,3539,155,22.8,3.57,0,447,0,6285,180,135
2023-03-05 04:32:00,0,10219,12786,83085,0,87.2,203,0,0.389,0,65.7,130,129,160,66.1,223,32.5,70187,126,404,89.8,0,1959,32.3,6922,4.63,166,76.0,1824,127,3.43,0,296,0,422,1843,154,10219,0,10396,70267,0,66.2,73.1,0.389,0,0,41.4,21.9,21.9,97.2,40.6,229,22.3,2458,21.9,475,95,0,2190,26.2,1048,5.02,598,3539,158,21.9,3.57,0,447,0,6282,183,136
2023-03-05 04:34:00,0,9819,35692,92888,0,87.2,210,0,0,0,66.7,130,129,163,66.1,222,31.5,70114,132,437,89.8,0,1989,32.3,6853,3.97,22000,122,1816,127,3.82,0,497,0,1718,1843,155,9819,0,12538,73510,0,66.2,80.1,0,0,0,42.1,21.9,21.9,96.2,40.6,227,21.7,2457,22.8,534,95,0,2293,26.2,1048,3.97,24622,3586,148,21.9,3.96,0,594,0,25777,184,136
2023-03-05 04:36:00,0,10245,35200,98461,0,87.2,143,0,0,0,66.1,130,129,161,65.7,222,32.9,70144,126,464,90.2,0,1907,32.3,6893,5.21,22008,123,1779,128,3.43,0,498,0,1724,1793,152,10245,0,12981,74061,0,66.2,78.7,0,0,0,40.6,21.9,21.9,93.7,40.6,224,23.1,2463,21.9,581,95,0,2191,26.2,1057,11.4,24636,3559,167,21.9,3.57,0,594,0,25828,182,135
2023-03-05 04:38:00,0,12205,12787,68899,0,87.2,735,0,0,0.389,66.4,135,135,160,65.7,222,30.7,70171,132,351,90.1,0,2007,32.3,6891,5.33,181,76.6,1830,133,3.43,0,297,0,425,1841,153,12205,0,12343,72292,0,66.2,88.1,0,0,0,41.4,22.8,22.8,91.7,40.6,223,19.7,2463,22.8,394,95,0,2323,26.2,1069,11.7,606,3539,159,22.8,3.57,0,448,0,6284,169,136
2023-03-05 04:40:00,0,11186,12316,70930,0,87.2,676,0,0,0,65.7,135,134,164,66.1,221,32.1,70112,132,407,90.1,0,1944,32.3,6776,3.27,169,77.2,1742,132,3.90,0.389,298,0,425,1775,155,11186,0,11357,71030,0,66.2,93.6,0,0,0,41.0,22.8,22.8,103,41.0,223,21.6,2458,22.8,486,95,0,2342,26.2,1031,3.27,590,3540,154,23.2,4.03,0.389,447,0,6284,194,136
2023-03-05 04:42:00,0,10685,12796,71525,0,87.2,1679,0,0,0,66.4,141,140,163,66.4,221,33.7,70171,126,427,90.5,0.389,1972,32.3,6914,4.30,175,77.2,1818,139,4.13,0,298,0,426,1844,153,10685,0,10871,70979,0,66.2,105,0,0,0,41.4,23.8,23.8,106,41,231,28.7,2468,21.9,517,95,0,2204,26.2,1036,9.84,604,3563,165,23.8,4.27,0,447,0,6286,203,135
2023-03-05 04:44:00,0,11431,36160,96900,0,86.5,303,0,0,0,66.8,130,135,161,66.4,222,31.5,70221,126,434,90.5,0,2038,32.3,7042,4.73,21934,120,1900,133,4.13,0,501,0,1718,1922,154,11431,0,14142,75765,0,65.5,90.7,0,0,0,41.4,21.9,22.8,99.0,41,224,20.9,2478,22.2,533,95,0,2280,26.2,1075,5.49,24563,3585,153,22.8,4.27,0,594,0,25731,201,135
2023-03-05 04:46:00,0,10036,35137,94432,0,86.5,398,0,0,0,66.4,119,118,163,66.1,225,32.1,70098,121,465,90.5,0,1900,32.3,6759,3.70,21939,121,1755,116,4.13,0,500,0,1717,1779,153,10036,0,12771,73668,0,65.5,91.7,0,0,0,41.7,20.3,20.0,94.9,40.6,231,21.6,2476,21.3,580,95,0,2180,26.2,1026,4.07,24571,3587,176,20.0,4.27,0,593,0,25725,189,135
2023-03-05 04:48:00,0,11610,12780,91638,0,87.2,2008,0,0,0,66.1,124,123,164,65.7,225,30.7,70203,115,352,90.5,0,1996,32.3,6866,3.50,186,76.3,1831,122,4.13,0,298,0,423,1838,153,11610,0,11751,72323,0,66.2,107,0,0,0,41.7,21.3,20.9,97.5,41,231,20.8,2475,20.0,392,95,0,2306,26.2,1036,3.50,611,3539,189,20.9,4.27,0,447,0,6276,177,142
2023-03-05 04:50:00,0,11495,12329,95414,0,87.2,144,0.389,0,0,66.4,119,118,163,65.7,220,32.9,70216,120,413,90.1,0,1936,31.8,6829,6.52,177,76.6,1750,116,4.13,0,297,0,421,1781,155,11495,0,11669,72076,0,66.2,78.7,0,0,0,41.4,20.0,25.8,95.2,41,220,22.6,2468,20.9,489,94.6,0,2305,25.7,1066,6.62,606,3539,153,20.0,4.27,0,447,0,6276,196,135
2023-03-05 04:52:00,0,10577,12799,73183,0,87.2,216,0.389,0,0,66.4,124,123,160,65.7,222,32.3,70183,121,430,90.5,0,1958,31.6,6970,3.97,174,76.7,1827,122,4.13,0,296,0,421,1848,153,10577,0,10766,70859,0,66.2,80.5,0,0,0,41.4,20.9,21.3,97.5,41,224,21.4,2464,20.9,515,95,0,2179,25.5,1049,3.97,601,3540,153,20.9,4.27,0,447,0,6273,184,134
2023-03-05 04:54:00,0,11266,36140,95271,0,87.2,452,0,0,0,66.1,124,123,161,66.1,221,31.5,70223,120,408,89.8,0,2040,32.0,7033,4.67,22057,122,1912,122,4.13,0,500,0,1723,1923,155,11266,0,13973,75473,0,66.2,84.7,0,0,0,41.7,26.3,20.9,100,40.6,223,21.7,2462,25.9,487,95,0,2285,26.0,1057,5.03,24577,3556,180,26.6,4.27,0,594,0,25924,192,135
2023-03-05 04:56:00,0,9935,35130,94645,0,87.2,1482,0,0,0,66.8,130,129,165,66.8,219,30.7,70126,121,465,90.5,0,1903,32.3,6784,2.30,22058,123,1754,128,4.13,0,500,0,1712,1765,154,9935,0,12678,73733,0,66.2,101,0,0,0,41.4,21.9,21.9,99.7,41.4,219,20.4,2465,21.0,582,95,0,2186,26.2,1025,2.30,24578,3558,171,21.9,4.27,0,594,0,25769,174,135
2023-03-05 04:58:00,0,11525,12765,67443,0,87.2,1542,0,0,0,66.4,118,117,161,66.4,218,32.1,70178,115,352,90.9,0,2001,32.3,6830,5.71,176,76.3,1807,116,3.90,0,298,0,427,1844,154,11525,0,11669,71793,0,66.2,94.9,0,0,0,41,20.0,20.0,93.4,41,224,26.5,2480,20.0,393,95,0,2316,26.2,1042,6.52,606,3540,151,20.0,4.03,0,447,0,6377,193,135
2023-03-05 05:00:00,0,11474,12279,69038,0,87.2,134,0,0,0,66.1,124,123,160,66.1,225,32.1,70108,121,376,89.8,0,1943,32.3,6745,4.30,175,77.5,1755,122,3.43,0,298,0,422,1775,154,11474,0,11636,71346,0,66.2,79.1,0,0.389,0,41,20.9,20.9,91.7,40.6,226,21.6,2455,20.9,437,95,0,2306,26.2,1036,4.69,606,3570,177,20.9,3.57,0,447,0,6277,201,137
2023-03-05 05:02:00,0,10586,12803,71816,0,86.5,219,0,0,0,66.8,135,135,164,65.7,226,33.5,70156,126,430,89.8,0,1960,32.3,6939,3.69,173,77,1847,133,3.43,0,298,0,422,1863,156,10586,0,10776,70827,0,65.5,87.9,0,0,0,41.7,22.8,22.8,103,40.3,229,23.9,2459,21.9,515,95,0,2184,26.2,1027,4.33,595,3540,186,22.8,3.57,0,447,0,6281,210,137
2023-03-05 05:04:00,0,11567,32894,91882,0,85,262,0,0,0,66.1,130,129,163,65.3,221,30.7,70227,121,367,89.8,0,2036,32.3,6996,4.53,18937,120,1893,128,3.43,0,297,0,1232,1897,154,11567,0,13639,74896,0,64,74.2,0,0,0,40.6,21.9,21.9,96.0,39.9,221,19.7,2466,20.9,411,94.6,0,2287,26.2,1046,4.92,21244,3556,180,21.9,3.57,0,446,0,23096,191,135
2023-03-05 05:06:00,0,10614,35022,98105,0,85.7,143,0,0,0,67.3,119,118,161,66.1,219,32.3,70200,115,476,90.1,0,1907,32.3,6822,4.40,21813,121,1755,116,3.43,0,498,0,1721,1771,156,10614,0,13358,74698,0,64.7,78.7,0,0,0,41.8,20.0,20.0,93.8,40.6,219,21.8,2463,20.0,595,95,0,2183,26.2,1079,4.83,24448,3588,158,20.0,3.57,0,594,0,25603,190,137
2023-03-05 05:08:00,0,12245,12815,70294,0,87.6,215,0,0,0,66.9,124,123,159,66.4,226,32.9,70164,121,383,90.1,0,1998,32.3,6846,5.37,173,77.3,1836,122,3.43,0,298,0,425,1844,154,12245,0,12397,72598,0,66.2,80.5,0,0,0,41.8,20.9,20.9,91.7,41,233,22.9,2458,20.9,439,95,0,2295,26.2,1019,5.74,604,3540,166,20.9,3.57,0,447,0,6282,184,135
2023-03-05 05:10:00,0.389,11984,12816,73118,0,87.6,197,0,0,0,65.7,124,123,163,66.4,223,30.7,70238,126,381,90.1,0,1990,32.3,6959,4.90,178,76.6,1841,122,3.43,0,298,0,424,1854,154,11984,0.389,12145,72469,0,66.2,72.8,0,0,0,40.6,20.9,20.9,101,41,225,19.7,2478,21.9,441,95,0,2291,26.2,1039,5.27,606,3539,169,20.9,3.57,0,447,0,6281,189,135
2023-03-05 05:12:00,0.389,10903,12816,81184,0,87.2,209,0,0,0,66.4,130,129,160,66.8,219,31.5,70250,126,435,90.1,0,1953,32.3,6926,3.93,170,76.7,1802,127,3.43,0,298,0,431,1838,152,10903,0.389,11098,71426,0,66.2,80.1,0,0,0,41,21.9,21.9,97.9,41,219,20.9,2469,21.9,528,95,0,2175,26.2,1054,4.75,599,3563,155,21.9,3.57,0,447,0,6385,183,136
2023-03-05 05:14:00,0,10943,28454,85341,0,87.2,203,0,0,0,66.1,119,118,163,67.2,225,30.7,70167,121,396,91.2,0,1996,32.3,6921,4.07,15168,118,1854,116,3.43,0,297,0,1055,1938,152,10943,0,12624,73240,0,66.2,73.1,0,0,0,41,20.0,20.0,95.0,41.4,227,20.4,2456,20.9,465,95.4,0,2284,26.2,1084,4.84,17047,3556,170,20.0,3.57,0,447,0.389,19612,213,135
2023-03-05 05:16:00,0,10361,35147,121069,0,87.2,131,0,0,0,66.1,129,128,165,66.8,225,32.9,70110,132,436,90.9,0,1903,32.3,6786,3.27,22035,121,1759,127,3.67,0,498,0,1720,1773,153,10361,0,13076,74509,0,66.2,71.3,0,0,0,41.4,21.9,21.9,98.8,41.4,233,22.5,2465,22.8,534,95.4,0,2186,26.2,1057,3.27,24602,3558,171,21.9,3.80,0,594,0.389,25813,194,135
2023-03-05 05:18:00,0,11691,12782,68627,0,87.2,215,0,0,0,66.8,135,135,161,66.1,221,30.7,70168,126,381,90.1,0,2006,32.3,6832,5.33,175,77.7,1819,133,4.13,0,297,0,424,1841,155,11691,0,11849,71782,0,66.2,80.5,0,0,0,41.4,22.8,22.8,93.9,40.6,226,20.1,2466,21.9,438,95,0,2313,26.2,1009,6.14,602,3599,173,22.8,4.27,0,447,0,6283,190,137
2023-03-05 05:20:00,0,11486,12799,73508,0,87.2,197,0,0,0,66.4,123,123,163,66.1,222,32.1,70155,121,377,90.1,0,1990,32.2,6970,3.73,159,77.4,1831,121,4.13,0,298,0,418,1862,154,11486,0,11648,71993,0,66.6,72.8,0,0,0.389,41.7,20.9,20.9,101,41,222,21.5,2466,20.9,439,95,0,2307,25.7,1050,3.73,602,3569,165,20.9,4.27,0,447,0,6281,203,137
2023-03-05 05:22:00,0,10724,12797,72654,0,86.5,208,0,0,0,66.1,119,118,161,66.4,225,31.5,70167,121,430,90.5,0,1962,31.6,6950,5.52,159,76.7,1820,116,4.13,0,298,0.389,420,1846,155,10724,0,10911,71024,0,65.5,80.1,0,0,0,41.4,20.0,20.0,94.1,41.4,227,21.0,2467,20.9,515,94.6,0,2196,25.5,1050,5.67,602,3539,166,20.0,4.27,0,447,0,6278,195,135
2023-03-05 05:24:00,0,10454,24253,80066,0,87.2,215,0,0,0,65.7,130,129,161,66.1,226,32.8,70174,132,390,91.2,0,2000,32.0,6875,4.53,11145,122,1830,127,3.90,0,297,0,894,1857,153,10454,0,11731,72148,0,66.2,80.5,0,0,0,41,21.9,21.9,93.7,40.6,229,21.9,2464,22.8,449,94.6,0,2297,26.0,1042,10.0,12691,3556,156,21.9,4.03,0,447,0,16136,187,135
2023-03-05 05:26:00,0,10048,35127,94513,0,87.2,130,0,0,0,65.3,135,135,160,65.7,217,31.5,70134,126,439,90.1,0,1899,33.0,6751,6.73,21947,124,1750,133,3.43,0,499,0,1716,1773,151,10048,0,12764,73689,0,66.2,71.7,0,0,0,40.3,22.8,22.8,91.7,40.3,217,20.9,2470,21.9,543,95,0,2179,26.9,1024,13.0,24598,3587,148,22.8,3.57,0,594,0,25721,174,135
2023-03-05 05:28:00,0,12051,12802,69735,0,87.2,1763,0,0.389,0,65.3,130,129,161,66.4,223,32.9,70188,126,382,89.8,0,2005,32.5,6911,3.93,178,77,1840,127,3.43,0,296,0,418,1871,154,12051,0,12205,72185,0,66.2,102,0,0,0,40.6,21.9,21.9,93.5,41,229,23.5,2460,21.9,438,95.4,0,2329,26.4,1033,4.32,605,3540,154,21.9,3.96,0,447,0,6171,189,136
2023-03-05 05:30:00,0,11971,13332,74714,0,87.2,261,0,0,0,66.1,130,129,160,66.4,229,30.7,70227,120,376,91.2,0,2052,32.3,7055,3.37,178,77.6,1901,128,4.29,0,297,0,423,1917,154,11971,0,12128,72543,0,66.2,73.9,0.389,0,0,41,21.9,21.9,103,41,231,20.8,2469,20.9,443,95,0,2338,26.2,1066,3.37,606,3540,172,21.9,4.03,0,447,0,6279,191,136
2023-03-05 05:32:00,0,9874,12249,70738,0,87.2,131,0,0,0,66.4,130,129,163,66.4,221,31.9,70116,126,402,91.3,0,1893,32.3,6798,4.40,176,76.6,1753,127,4.13,0,296,0,424,1770,156,9874,0,10055,69731,0,66.2,71.3,0,0,0,41,21.9,21.9,101,41,226,21.0,2467,21.9,483,95,0.389,2178,26.2,1061,9.91,605,3539,144,21.9,4.27,0,447,0,6275,173,136
2023-03-05 05:34:00,0,9967,20103,75953,0,87.2,469,0,0,0.389,66.4,140,139,163,65.3,220,31.9,70199,143,393,90.9,0,1983,32.0,6890,7.20,7222,121,1824,138,3.90,0,297,0,725,1841,155,9967,0,10854,71230,0,66.2,91.7,0,0,0,41.4,23.8,23.8,96.0,40.3,221,21.0,2475,24.7,456,95,0.389,2281,26.0,1041,13.8,8335,3556,182,23.8,4.03,0,447,0,12524,202,135
2023-03-05 05:36:00,0,10454,34950,99981,0,87.2,658,0,0,0.389,66.1,135,135,159,65.7,221,31.5,70212,138,439,89.8,0,1905,31.6,6820,4.53,21884,123,1747,133,3.43,0,500,0,1720,1773,154,10454,0,13177,74398,0,66.2,85.9,0,0,0,41.4,22.8,22.8,91.8,41.0,223,20.9,2474,23.8,539,95,0,2189,25.5,1043,4.96,24417,3558,179,22.8,3.57,0.389,595,0,25652,195,135
2023-03-05 05:38:00,0,12142,12810,68101,0,87.2,216,0,0,0,66.1,136,135,158,66.1,225,32.1,70146,132,381,90.2,0,2005,31.6,6932,3.27,172,77.0,1850,133,3.43,0,297,0,426,1867,155,12142,0,12296,72205,0,66.2,80.5,0,0,0,41.0,22.8,27.8,89.5,40.7,226,22.0,2471,22.8,436,95.0,0,2314,25.5,1061,3.27,603,3542,162,22.8,3.57,0.389,448,0,6380,182,141
