"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc138fa602f19f)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc138fa602f19f)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-22 21:00:00,0,74.9,14023,45754,270,0,0,8814,4343,4403,0,1815,122,0,129,306,32.3,124,67577,4.13,0,31.6,66.1,65.8,0,122,0.600,446,20216,309,2583,221,74.9,0,20652,123881,270,0,0,1785,1423,1409,0,190,29.0,0.389,35.9,381,21.5,29.0,2497,4.27,0,25.5,41.1,41.7,0,249,0.600,250,10672,436,1280,215
2023-03-22 21:02:00,0,82.6,15670,47700,270,0,0,9060,4723,4465,0,1886,121,0,123,307,33.6,124,67651,4.13,0,31.8,65.3,65.7,0,118,0,448,28654,306,2587,223,82.6,0,29061,134579,270,0,0,1820,1479,1420,0,194,29.0,0.389,29.0,378,22.4,29.0,2497,4.27,0,25.7,40.3,41,0,248,0,253,12341,439,1282,218
2023-03-22 21:04:00,0,80.7,14646,46611,269,0,0,9353,4345,4526,0,1951,122,0,118,307,32.8,124,67745,4.13,0,31.6,65.3,65.8,0,106,37.6,449,18874,504,2584,222,80.7,0,19544,124260,269,0,0,1890,1437,1420,0,204,29.0,0,27.7,377,21.6,29.0,2503,4.27,0,25.5,39.9,40.6,0,232,34.7,255,11130,587,1279,217
2023-03-22 21:06:00,0,84.4,14601,46649,270,0,0,8870,4731,4397,0,1820,127,0,124,305,30.7,136,67651,4.13,0,31.6,65.8,66.1,0,105,37.6,447,20207,504,2584,223,84.4,0,20877,122963,270,0,0,1838,1517,1436,0,227,30.3,0,29.4,379,19.7,32.0,2497,4.27,0,25.5,40.4,40.6,0,231,34.7,257,11083,587,1284,223
2023-03-22 21:08:00,0,82.9,16288,48704,270,0,0.389,9148,4810,6577,0,1894,122,0,118,309,32.1,136,67707,4.13,0,31.6,66.1,66.1,0,9872,0,450,28126,308,2585,222,82.9,0,28547,144653,270,0,0,1899,1538,1536,0,229,29.0,0,28.0,378,21.6,32.0,2502,4.27,0,25.5,40.7,42.0,0,314,0,259,12945,439,1286,216
2023-03-22 21:10:00,0,85.1,13254,45044,269,0,0.389,9097,4362,4456,0,1896,128,0,129,307,31.5,130,67685,4.13,0,31.6,65.7,65.8,0,106,0.600,447,20159,310,2585,219,85.1,0,20621,123663,270,0,0,1897,1449,1427,0,223,30.3,0,30.3,379,20.5,30.3,2494,4.27,0,25.5,40.3,42.8,0,235,0.600,252,9892,438,1280,213
2023-03-22 21:12:00,0,82.9,15076,46965,270,0,0,8885,4724,4404,0,1826,133,0,129,305,34.3,141,67632,4.13,0,31.6,66.1,66.1,0,104,0,450,27860,309,2584,221,82.9,0,28262,130923,270,0,0,1791,1473,1413,0,195,31.6,0,30.3,379,29.4,32.9,2485,4.27,0,25.5,40.7,41.1,0,231,0,254,11747,437,1278,215
2023-03-22 21:14:00,0,80,14241,46089,269,0,0,9305,4346,4529,0,1945,117,0,129,305,32.1,130,67734,4.13,0,31.6,66.1,65.7,0,104,37.6,445,18075,507,2583,226,80,0,18749,122555,269,0,0,1868,1420,1410,0,179,27.7,0,30.3,380,26.6,30.3,2501,4.27,0,25.5,40.6,41,0,230,34.7,249,10731,586,1279,223
2023-03-22 21:16:00,0,78.2,15175,47064,270,0,0,8854,4721,4390,0,1817,122,0.389,117,310,31.5,119,67623,4.13,0,31.6,65.4,65.8,0,104,37.6,449,26019,508,2587,220,78.2,0,26674,128773,270,0,0,1810,1469,1397,0,192,29.0,0,27.7,376,20.6,27.7,2500,4.27,0,25.5,39.9,40.6,0,231,34.7,253,11662,584,1282,220
2023-03-22 21:18:00,0,79.3,14902,47313,270,0,0,9154,4761,27348,0,1901,128,0,124,308,30.7,130,67642,4.13,0,31.6,66.1,65.7,0,188,0,449,17232,305,2614,219,79.3,0,17700,146160,270,0,0,1839,1473,1960,0,192,30.3,0,29.0,377,19.7,30.3,2494,4.27,0,25.5,40.3,42.1,0,264,0,255,11541,441,1293,213
2023-03-22 21:20:00,0,75.6,14579,46263,269,0,0,8981,4319,4432,0.389,1863,122,0,123,306,31.5,124,67661,4.13,0,31.6,65.7,65.7,0,107,0.600,450,20235,304,2584,225,75.6,0,20684,124994,269,0,0,1747,1417,1396,0,193,29.0,0,29.0,377,25.7,29.0,2492,4.27,0,25.5,40.6,42.1,0,234,0.600,254,11226,440,1279,220
2023-03-22 21:22:00,0,77.1,14702,46598,269,0,0,8859,4778,4408,0,1812,122,0,118,308,32.1,130,67588,4.13,0,32.0,65.7,66.1,0,104,0,448,29744,308,2585,225,77.1,0,30158,132538,269,0,0,1740,1517,1437,0,205,29.0,0,27.7,377,21.8,30.3,2491,4.66,0,25.5,41,41,0,231,0,252,11368,438,1281,221
2023-03-22 21:24:00,0,81.1,14434,46463,268,0,0,9373,4410,4549,0,1940,132,0,129,309,32.1,130,67677,4.13,0,32.2,65.7,66.0,0,106,38.0,448,20252,507,2586,222,81.1,0,20919,126092,268,0,0,1906,1480,1445,0,217,31.6,0,30.3,378,21.5,30.3,2489,4.66,0,25.7,40.6,40.6,0.389,231,35.1,252,10913,586,1282,217
2023-03-22 21:26:00,0,77.8,14561,46597,270,0,0,8860,4721,4399,0,1811,134,0,135,307,30.7,124,67577,4.13,0,31.8,65.7,66.5,0,106,38.0,450,28689,507,2582,220,77.8,0,29326,138030,270,0,0,1846,1503,1422,0,214,31.6,0,31.6,379,19.7,29.0,2483,4.27,0,25.7,40.6,41.5,0.389,230,35.1,259,11056,586,1277,220
2023-03-22 21:28:00,0,80,14713,46787,270,0.389,0,9178,4736,4529,0,1896,122,0,129,309,31.5,124,67702,4.52,0,31.8,65.7,65.7,0,185,0,445,18993,307,2615,222,80,0,19450,127988,270,0,0,1900,1507,1447,0.389,226,29.0,0,30.3,377,20.6,29.0,2510,4.27,0,25.7,40.6,40.6,0,263,0,255,11358,440,1295,216
2023-03-22 21:30:00,0,78.9,13609,45516,269,0.389,0,9084,4360,4482,0,1892,122,0,124,307,32.3,118,67691,4.52,0,32.3,65.8,65.7,0,107,0.600,448,20169,307,2585,228,78.9,0,20615,130119,269,0,0,1881,1474,1444,0.389,239,29.0,0,29.0,378,21.5,32.6,2498,4.27,0,26.2,40.3,40.6,0,236,0.600,253,10251,440,1280,230
2023-03-22 21:32:00,0,82.2,13039,44988,270,0,0,8923,4736,4423,0,1829,128,0,129,308,30.7,130,67572,4.13,0,32.0,66.1,66.1,0,104,0.233,437,28113,309,2585,222,82.2,0,28527,135481,270,0,0,1886,1526,1447,0,231,30.3,0,30.3,377,19.7,30.3,2469,4.27,0,26.0,40.6,41.7,0,232,0.233,247,9702,437,1280,222
2023-03-22 21:34:00,0,87.3,15812,47922,270,0,0,9153,4360,4489,0,1895,128,0,124,307,32.1,136,67649,4.13,0,31.6,65.8,66.1,0,104,37.6,446,20299,506,2583,219,87.3,0,20963,124508,270,0,0,1898,1469,1438,0,218,30.3,0,29.0,377,21.5,31.6,2476,4.27,0,25.5,40.6,42.1,0,231,34.7,256,12297,587,1277,213
2023-03-22 21:36:00,0,81.5,14966,47077,269,0,0,8905,4727,4425,0,1829,122,0,118,306,32.9,130,67598,4.13,0,31.6,66.0,65.7,0,104,37.6,447,27715,509,2584,220,81.5,0,28370,133414,269,0,0,1858,1518,1443,0,231,29.0,0,27.7,378,23.0,30.3,2488,4.27,0,25.5,41,41,0,231,34.7,251,11458,586,1278,215
2023-03-22 21:38:00,0,78.2,14604,47381,270,0,0,9234,4814,29432,0,1901,122,0,117,306,30.7,124,67646,4.13,0,32.0,66.6,65.7,0.389,188,0,447,18067,308,2588,226,78.2,0,18520,149689,270,0,0,1908,1553,2098,0,240,29.0,0,27.7,379,19.7,29.0,2498,4.27,0,26.0,41.4,41,0,262,0,251,11250,440,1293,222
2023-03-22 21:40:00,0,82.2,13227,45704,269,0,0,9342,4357,27414,0,1963,133,0,129,307,31.5,124,67662,4.13,0,32.3,66.0,65.7,0,107,0.600,447,26025,308,2585,224,82.2,0,26462,155463,269,0.389,0,1952,1453,1992,0,231,31.6,0,30.3,378,20.5,29.0,2475,4.27,0,26.2,40.6,40.6,0,234,0.600,251,9886,439,1285,220
2023-03-22 21:42:00,0,82.9,14325,46259,271,0,0,8862,4731,4419,0,1850,121,0,129,310,58.1,130,67575,4.13,0,32.0,65.8,66.1,0,119,0.600,448,17156,310,2582,218,82.9,0,17646,123718,270,0,0,1866,1514,1433,0,233,34.3,0,30.3,376,64.7,30.3,2472,4.27,0,26.0,40.6,40.6,0,246,0.600,253,10923,439,1277,217
2023-03-22 21:44:00,0,85.1,14859,46775,270,0,0,9119,4352,4493,0,1895,128,0,129,307,36.2,124,67634,4.60,0,31.6,65.8,65.8,0,104,0,446,20263,306,2586,221,85.1,0,20721,126742,270,0,0,1880,1461,1428,0,225,30.3,0,30.3,377,25.2,29.0,2467,4.73,0.389,25.5,41,41,0,231,0,250,11510,441,1283,217
2023-03-22 21:46:00,0.389,84.8,14027,46085,269,0,0,8897,4767,4423,0,1873,122,0,129,308,30.7,119,67586,4.83,0.389,31.6,65.7,65.7,0,106,37.6,448,29739,505,2585,221,84.8,0.389,30374,136677,269,0,0.389,1850,1527,1440,0,244,29.0,0,30.3,376,19.7,27.7,2483,4.97,0,25.5,40.3,41,0,230,34.7,253,10529,587,1281,215
2023-03-22 21:48:00,0.389,82.6,13944,46054,270,0,0,9147,4735,4490,0,1897,122,0,124,307,33.5,112,67646,4.83,0.389,31.8,65.7,65.7,0,9858,0,445,20281,307,2585,223,82.6,0.389,20733,138219,270,0,0.389,1938,1525,1446,0,233,29.0,0,33.9,381,23.4,26.3,2484,4.97,0,25.7,40.3,40.6,0,321,0,248,10588,439,1281,219
2023-03-22 21:50:00,0,83.7,13396,45521,269,0,0,9414,4372,4594,0,1967,133,0,124,308,32.1,124,67726,4.83,0,31.8,65.7,65.8,0,9775,0.600,451,28949,311,2585,222,83.7,0,29380,143840,269,0,0,1997,1474,1456,0,228,31.6,0,29.0,378,21.6,29.0,2488,4.97,0,25.7,40.3,40.6,0,293,0.600,256,10043,435,1281,216
2023-03-22 21:52:00,0,84.0,12530,44410,269,0,0,8975,4823,4458,0,1834,133,0,129,310,31.5,136,67619,4.60,0,31.8,65.7,65.8,0,103,0.600,450,19168,306,2613,222,84.0,0,19629,126852,269,0,0,1873,1536,1437,0,220,31.6,0,30.3,375,20.6,31.6,2511,4.73,0,25.7,40.3,41,0,232,0.600,255,9168,438,1294,216
2023-03-22 21:54:00,0,82.9,13911,45892,269,0,0,9193,4441,4521,0,1907,122,0,129,310,32.1,130,67633,4.13,0,31.6,65.3,65.3,0,104,0,448,20212,304,2583,222,82.9,0,20668,132331,269,0,0,1906,1487,1453,0,238,29.0,0,30.3,375,21.6,30.3,2492,4.27,0,25.5,39.9,40.6,0,232,0,258,10562,441,1277,223
2023-03-22 21:56:00,0,93.9,16973,49211,269,0,0,8869,4738,4414,0,1823,127,0,123,310,34.3,130,67579,4.13,0,31.6,65.7,65.7,0,104,37.6,451,28535,509,2616,222,93.9,0,29196,142591,269,0,0,1856,1523,1448,0,227,30.3,0.389,29.0,376,24.3,30.3,2464,4.27,0,25.5,40.3,42.8,0,233,34.7,261,13463,583,1297,216
2023-03-22 21:58:00,0,81.1,16684,49456,270,0,0,8960,4744,27243,0,1827,122,0,129,307,32.9,136,67624,4.13,0,31.6,65.8,65.7,0,187,0,450,20316,309,2586,225,81.1,0,20768,152558,270,0,0,1863,1528,2003,0,224,29.0,0.389,30.3,378,22.4,31.6,2495,4.27,0,25.5,40.3,42.8,0,263,0,254,13333,438,1282,220
2023-03-22 22:00:00,0,78.2,14471,46488,269,0,0,9351,4373,4547,0,1971,121,0,129,308,30.7,124,67672,4.13,0,31.6,65.8,65.8,0,107,0.600,446,28119,305,2582,221,78.2,0,28535,132736,270,0,0,1938,1441,1446,0,238,29.0,0,30.3,377,19.7,29.0,2484,4.27,0,25.5,40.7,41.7,0,235,0.600,250,11135,440,1277,214
2023-03-22 22:02:00,0,81.5,13685,45621,269,0,0,8923,4729,4400,0,1869,117,0,124,308,74.0,124,67574,4.13,0,31.6,65.7,65.7,0,104,0.600,448,18382,306,2582,220,81.5,0,18866,125314,270,0,0,1893,1503,1456,0,246,27.7,0,29.0,377,95.4,29.0,2479,4.27,0,25.5,41,41,0,231,0.600,252,10264,440,1277,219
2023-03-22 22:04:00,0,80.7,13369,45194,270,0,0,9178,4355,4478,0,1912,128,0,129,308,55.5,124,67626,4.13,0,31.6,65.7,65.7,0,105,0,450,20182,309,2588,225,80.7,0,20655,127931,270,0,0,1895,1439,1428,0,214,30.3,0,30.3,376,64.5,29.4,2486,4.27,0,25.5,40.6,40.3,0,230,0,254,9987,438,1284,226
2023-03-22 22:06:00,0,84.4,16392,48540,269,0,0,9104,4738,4458,0,1886,122,0,129,308,32.9,124,67615,4.13,0,31.6,65.7,65.7,0,106,37.6,450,21890,509,2583,220,84.4,0,22534,131520,269,0,0,1871,1494,1428,0,212,29.0,0,30.7,377,22.6,29.0,2488,4.27,0,25.5,40.3,40.6,0,230,34.7,255,12897,587,1279,215
2023-03-22 22:08:00,0,81.5,19774,52460,270,0,0.389,9046,4816,6492,0,1836,128,0,129,307,1265,130,67643,4.13,0,32.0,65.7,65.7,0,187,0,447,20507,305,2583,225,81.5,0,20861,133080,270,0,0,1890,1536,1552,0,233,30.3,0,30.3,376,110,30.3,2497,4.27,0,26.0,40.3,40.6,0,261,0,251,16493,439,1277,220
2023-03-22 22:10:00,0,83.7,13810,45813,270,0,0,9361,4351,4543,0,1960,133,0,135,307,31.5,130,67760,4.13,0,32.3,65.8,65.3,0,109,0.600,445,26873,307,2585,222,83.7,0,27310,133239,270,0,0,1958,1451,1455,0,226,31.6,0,31.6,378,20.6,30.3,2504,4.27,0,26.2,40.3,39.9,0,236,0.600,248,10459,439,1285,217
2023-03-22 22:12:00,0,77.1,16261,51372,269,0,0,23467,6101,22725,0,2081,122,0,118,306,290,136,67596,4.13,0,32.3,66.6,65.3,0,104,0.600,448,17368,304,2871,732,77.1,0,17787,161376,269,0,0,3253,2188,2367,0,228,29.0,0,27.7,379,30.3,31.6,2485,4.27,0,26.2,41,41,0,233,0.600,253,12922,441,1303,238
2023-03-22 22:14:00,0,78.2,14943,50040,270,0,0,23713,5550,22790,0,2150,110,0.389,117,306,294,130,67663,4.13,0,31.8,66.1,65.7,0,104,0,437,29691,304,2845,745,78.2,0,30084,175586,270,0,0,3319,2063,2362,0,232,26.3,0,27.7,379,30.7,30.3,2493,4.27,0,25.7,40.6,41.4,0,232,0,254,11619,441,1291,243
2023-03-22 22:16:00,0,84.8,13776,45856,270,0,0,9122,4740,4470,0,1888,128,0.389,129,304,35.1,124,67622,4.13,0,31.6,66.4,65.8,0,118,37.6,445,19857,505,2587,225,84.8,0,20535,128620,270,0,0,1924,1515,1453,0,215,30.3,0,30.3,380,20.8,29.0,2492,4.27,0,25.5,41,40.7,0,247,34.7,250,10263,589,1281,216
2023-03-22 22:18:00,0,83.7,15038,47072,271,0,0,8898,4732,4403,0,1822,121,0,129,307,34.7,119,67621,4.13,0,31.6,67.1,66.1,0,187,0,447,20260,306,2592,227,83.7,0,20726,125846,271,0,0,1853,1497,1444,0,223,29.0,0,30.3,377,20.8,32.6,2517,4.27,0,25.5,41.4,41.8,0,262,0,251,11681,441,1285,224
2023-03-22 22:20:00,0,78.5,14379,46446,270,0,0,9310,4363,4525,0,1949,122,0,124,306,36,125,67699,4.13,0,31.6,66.1,66.0,0,9794,0.600,447,28787,307,2586,231,78.5,0,29215,144579,270,0,0,1900,1466,1424,0,221,29.0,0,29.0,378,21.1,29.0,2498,4.27,0,25.5,40.6,40.6,0,294,0.600,252,11035,439,1280,229
2023-03-22 22:22:00,0,76.3,14294,46309,268,0,0,8969,4850,4457,0,1825,122,0,118,305,35.5,124,67573,4.13,0,31.6,65.8,65.7,0,9790,0.600,447,20251,304,2613,224,76.3,0,20686,135990,268,0,0,1851,1541,1450,0,221,29.0,0,27.7,378,28.2,29.0,2469,4.27,0,25.5,40.3,41,0,292,0.600,256,10943,439,1293,218
2023-03-22 22:24:00,0,88.4,15493,48037,269,0,0,9113,4417,27326,0,1871,128,0,129,306,32.1,129,67653,4.13,0,31.6,65.8,65.7,0,104,0.389,447,28141,305,2585,219,88.4,0,28573,158810,269,0,0,1859,1472,1985,0,211,30.3,0,30.3,378,26.6,30.3,2490,4.27,0,25.5,40.3,41.7,0,232,0,256,12147,440,1281,214
2023-03-22 22:26:00,0,85.9,15718,47844,270,0,0,9045,4724,4464,0.389,1891,133,0,135,307,32.1,130,67689,4.52,0,31.6,65.7,65.7,0,104,38.3,448,18495,507,2587,222,85.9,0,19161,125816,270,0,0,1865,1517,1425,0.389,237,31.6,0,31.6,377,21.7,30.3,2508,4.27,0,25.1,40.6,41.4,0.389,232,34.7,251,12204,586,1293,217
2023-03-22 22:28:00,0,83.3,15304,47377,270,0.389,0,8889,4733,4411,0,1822,133,0,140,306,32.9,130,67625,4.37,0,31.8,66.1,65.7,0,188,0,451,20291,304,2584,226,83.3,0,20745,124899,270,0,0,1873,1520,1430,0,228,31.6,0,32.9,379,22.4,30.3,2495,4.89,0,25.7,41.4,41.4,0,260,0.389,256,11948,440,1289,227
2023-03-22 22:30:00,0,89.9,12655,44584,270,0,0,9138,4367,4487,0,1879,122,0,124,308,32.1,124,67671,4.83,0,32.6,66.1,66.1,0,107,0.600,447,27992,303,2583,222,89.9,0,28425,134467,270,0,0,1928,1467,1470,0,217,34.7,0,29.0,377,21.5,29.0,2495,4.97,0,26.6,41.4,41.7,0,234,0.600,252,9304,441,1279,221
2023-03-22 22:32:00,0,80.7,12339,44129,269,0,0,8870,4719,4411,0,1816,122,0,123,307,30.7,136,67596,4.60,0,32.3,66.6,66.1,0,106,0.600,448,20189,307,2587,222,80.7,0,20639,126259,269,0,0,1842,1513,1430,0,226,29.0,0,29.0,378,19.7,31.6,2489,4.73,0,26.2,41.1,41.8,0,230,0.600,252,8998,439,1282,217
2023-03-22 22:34:00,0,85.9,13494,45383,270,0,0,9113,4353,4486,0,1899,122,0,118,309,33.7,130,67656,4.13,0,32.3,66.9,66.1,0.389,104,0,451,26965,311,2582,220,85.9,0,27404,136067,270,0,0,1886,1471,1428,0,232,29.0,0,27.7,376,23.3,30.3,2504,4.27,0,26.2,41.1,42.6,0,232,0,257,10152,435,1277,215
2023-03-22 22:36:00,0,77.4,17901,50257,271,0,0,9308,4731,4557,0,1965,121,0,124,306,31.5,130,67713,4.13,0,32.3,65.7,65.7,0.389,105,37.6,450,17375,505,2584,225,77.4,0,18046,125107,270,0,0,1929,1521,1438,0,239,29.0,0,33.9,379,20.5,30.3,2504,4.27,0,26.2,40.3,42.1,0,232,34.7,255,14387,586,1278,221
2023-03-22 22:38:00,0,75.2,15932,48261,270,0,0,8964,4846,6526,0,1825,133,0,129,304,30.7,130,67624,4.13,0,32.2,65.8,65.7,0,192,0,447,29763,305,2584,225,75.2,0,30181,137385,269,0.389,0,1875,1566,1556,0,222,31.6,0,30.3,380,20.1,30.3,2504,4.27,0.389,26.1,40.3,41.4,0,262,0,251,12596,440,1279,225
2023-03-22 22:40:00,0,76.7,13744,45606,270,0,0,9127,4351,4486,0,1899,128,0,135,307,30.7,130,67666,4.13,0,31.6,65.8,66.1,0,107,0.600,447,17854,307,2585,219,76.7,0,18314,120537,270,0.389,0,1910,1477,1428,0,229,30.3,0,31.6,378,20.1,30.3,2495,4.27,0.389,25.5,40.3,40.6,0,235,0.600,256,10377,440,1280,213
2023-03-22 22:42:00,0,83.3,13958,46444,269,0,0,8864,4726,27294,0,1816,133,0,124,306,34.3,118,67612,4.13,0,31.6,65.7,66.1,0,104,0.600,449,20247,306,2584,223,83.3,0,20696,146865,269,0,0,1854,1531,1997,0,221,32.0,0,29.0,380,24.3,27.7,2487,4.27,0,25.5,40.6,41,0,232,0.600,260,10597,440,1284,219
2023-03-22 22:44:00,0,80,15544,48160,270,0,0,9134,4349,27374,0,1885,117,0,124,306,31.5,124,67676,4.13,0,32.0,65.8,65.7,0,106,0,448,29650,305,2583,222,80,0,30056,155285,270,0,0,1899,1461,1996,0,216,28.0,0,29.0,378,20.5,29.0,2489,4.27,0,26.0,40.6,40.3,0,230,0,252,12201,440,1284,218
2023-03-22 22:46:00,0,80.4,14974,47127,270,0,0,9314,4730,4554,0,2013,122,0,117,306,32.1,124,67696,4.13,0.389,32.3,66.0,65.7,0,105,37.6,447,20276,507,2584,222,80.4,0,20942,121354,270,0,0.389,1920,1518,1433,0,251,29.0,0,27.7,378,21.8,29.0,2484,4.27,0,26.2,41.4,40.3,0,231,34.7,251,11457,586,1281,216
2023-03-22 22:48:00,0.389,74.5,14215,46182,269,0,0,8837,4729,4413,0,1824,122,0,118,308,32.5,124,67603,4.13,0,32.0,66.1,66.5,0,192,0,449,29175,306,2585,223,74.5,0.389,29603,127345,269,0,0,1824,1522,1427,0,225,29.0,0,27.7,378,21.8,29.0,2469,4.27,0,26.0,40.7,41.7,0,261,0,254,10874,440,1280,223
2023-03-22 22:50:00,0,78.2,13734,45520,270,0,0,9097,4344,4483,0,1879,133,0,123,310,31.5,124,67646,4.13,0,31.6,66.1,66.1,0,108,0.600,448,19375,305,2584,222,78.2,0,19831,116325,270,0,0,1872,1460,1425,0,216,31.6,0,29.0,377,20.6,29.0,2480,4.27,0,25.5,40.6,41,0,234,0.600,252,10377,440,1279,216
2023-03-22 22:52:00,0,77.1,14724,46680,269,0,0,9139,4805,4501,0,1876,128,0,129,309,31.5,124,67666,4.13,0,31.6,66.1,65.7,0,103,0.600,435,20255,306,2584,221,77.1,0,20698,118053,269,0,0,1863,1516,1440,0,194,30.3,0.389,30.3,375,20.5,29.0,2518,4.27,0,25.5,40.6,40.3,0,233,0.600,245,11369,440,1279,215
2023-03-22 22:54:00,0,84.4,14857,46734,269,0,0,8984,4470,4439,0,1835,121,0,129,306,31.5,130,67581,4.13,0,32.0,65.8,65.7,0,105,0,435,28838,307,2614,225,84.4,0,29253,126209,268,0,0,1800,1469,1410,0,191,29.0,0,30.3,379,20.5,30.3,2505,4.27,0,26.0,40.3,41,0,231,0,245,11523,439,1294,222
2023-03-22 22:56:00,0,80.7,15370,47514,270,0,0,9326,4729,4529,0,1954,128,0,124,307,33.5,119,67720,4.13,0,32.3,65.7,65.7,0,118,37.6,445,20283,506,2585,223,80.7,0,20939,118352,270,0,0,1901,1497,1437,0,203,30.3,0,29.0,377,28.0,27.7,2499,4.27,0,26.2,40.3,41.4,0,247,34.7,248,11862,586,1280,223
2023-03-22 22:58:00,0,74.9,16170,48417,269,0,0,8884,4725,4393,0,1816,128,0,124,310,32.9,130,67650,4.13,0,32.3,65.7,65.7,0,9864,0,447,28390,308,2583,219,74.9,0,28812,135933,269,0,0,1823,1518,1463,0,225,30.3,0,29.0,377,21.9,30.3,2504,4.27,0,26.2,40.7,40.6,0,321,0,252,12845,435,1279,213
2023-03-22 23:00:00,0,78.9,13581,45454,270,0,0,9097,4365,4481,0,1895,122,0,118,310,31.5,130,67682,4.13,0,32.3,65.7,65.7,0,108,0.600,449,18535,307,2587,225,78.9,0,18994,115369,270,0,0,1870,1458,1451,0,224,29.0,0,27.7,376,20.5,30.3,2508,4.27,0,26.2,40.7,40.6,0,233,0.600,253,10229,440,1282,220
2023-03-22 23:02:00,0,78.5,13622,46028,270,0,0,9087,4749,27284,0,1883,122,0,118,310,32.1,124,67650,4.13,0,32.3,65.7,65.7,0,104,0.600,448,20187,306,2585,223,78.5,0,20630,141805,270,0,0,1883,1506,1947,0,225,29.0,0,28.0,375,21.6,29.0,2483,4.27,0,26.2,40.3,41,0,231,0.600,257,10270,439,1281,219
2023-03-22 23:04:00,0,86.6,13415,45273,269,0,0,8891,4363,4401,0,1828,122,0,118,310,32.1,129,67592,4.13,0,31.8,65.7,65.7,0,103,0,447,28144,306,2583,222,86.6,0,28562,126042,270,0,0,1843,1457,1445,0,221,29.0,0,28.0,376,21.6,30.7,2483,4.27,0,25.7,40.3,41,0,232,0,256,10075,439,1277,218
2023-03-22 23:06:00,0,80,15517,47772,270,0,0.389,9302,4733,4539,0,1995,122,0,118,306,54.9,130,67721,4.13,0,31.6,65.8,66.1,0,104,37.6,446,20278,510,2586,223,80,0,20956,118670,270,0,0,1942,1511,1458,0,248,29.0,0,27.7,380,61.8,36.4,2503,4.27,0,25.5,40.3,41,0,231,34.7,250,11964,583,1281,224
2023-03-22 23:08:00,0,74.5,16751,49129,269,0,0.389,8915,4818,6478,0,1858,117,0,117,305,58.2,130,67670,4.13,0,31.6,65.8,65.7,0,183,0,454,27651,308,2585,222,74.5,0,28076,127690,269,0,0,1841,1522,1543,0,245,27.7,0,27.7,382,64.5,36.1,2500,4.27,0,25.5,40.6,41,0,262,0,260,13379,438,1281,227
2023-03-22 23:10:00,0,78.5,14406,46368,270,0,0,9116,4378,4476,0,1892,128,0,124,307,33.9,130,67667,4.13,0,31.6,65.7,66.1,0,107,0.367,447,17804,309,2597,225,78.5,0,18261,114711,270,0,0,1902,1465,1466,0,227,30.3,0,29.0,379,22.8,30.3,2480,4.27,0,25.5,40.6,41.1,0,234,0.367,251,11041,438,1287,221
2023-03-22 23:12:00,0,77.8,13512,45573,270,0,0,9132,4764,4470,0,1884,132,0,140,306,30.7,130,67684,4.13,0,31.6,65.7,66.1,0,106,0.600,446,25999,310,2584,223,77.8,0,26427,124112,270,0,0,1941,1530,1472,0,228,31.6,0,32.9,378,19.7,30.3,2499,4.27,0,25.5,40.3,41.4,0,231,0.600,256,10158,438,1279,218
