"Time","172.16.66.106:10250 DELETE ","172.16.66.106:10250 GET ","172.16.66.106:10250 PATCH ","172.16.66.106:10250 POST ","172.16.66.106:10250 PUT ","172.16.66.107:10250 DELETE ","172.16.66.107:10250 GET ","172.16.66.107:10250 PATCH ","172.16.66.107:10250 POST ","172.16.66.107:10250 PUT ","172.16.66.112:10250 GET ","172.16.66.112:10250 PATCH ","172.16.66.112:10250 POST ","172.16.66.112:10250 PUT "
2023-02-22 12:20:00,,0.0536,0.0248,0.0912,0.0979,,0.0248,0.0248,0.0959,0.0820,0.0246,0.0248,0.0966,0.0248
2023-02-22 12:22:00,,0.0584,0.0248,0.0230,0.0987,,0.0248,0.0248,0.0988,0.0964,0.0240,0.0248,0.0247,0.0248
2023-02-22 12:24:00,,0.0536,0.0248,0.0846,0.0981,,0.0248,0.0248,0.0982,0.0986,0.0245,0.0248,0.0974,0.0248
2023-02-22 12:26:00,,0.0475,0.0248,0.0963,0.0906,,0.0248,,0.0979,0.0981,0.0246,,0.0981,0.0248
2023-02-22 12:28:00,,0.0474,0.0248,0.0915,0.0248,,0.0248,0.0248,0.0972,0.0820,0.0243,0.0248,0.0978,0.0248
2023-02-22 12:30:00,,0.0562,0.0248,0.0240,0.0248,,0.0248,0.0248,0.0960,0.0910,0.0247,0.0248,0.0925,0.0248
2023-02-22 12:32:00,,0.0536,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0247,0.0974,0.0248,0.0248,0.0248,0.0248
2023-02-22 12:34:00,,0.0393,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0247,0.0988,0.0248,0.0248,0.0974,0.0248
2023-02-22 12:36:00,,0.0437,0.0248,0.0895,0.0248,,0.0248,,0.0948,0.0991,0.0247,,0.0983,0.0248
2023-02-22 12:38:00,,0.0474,0.0248,0.0715,0.0248,,0.0248,0.0248,0.0985,0.0982,0.0247,0.0248,0.0955,0.0248
2023-02-22 12:40:00,,0.0474,0.0248,0.0234,0.0248,,0.0820,0.0248,0.0948,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 12:42:00,,0.0930,0.0248,0.0737,0.0248,,0.0827,,0.0248,0.0248,0.0248,0.0248,0.0970,0.0248
2023-02-22 12:44:00,,0.0930,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0955,0.0820,0.0248,0.0248,0.0248,0.0248
2023-02-22 12:46:00,,0.0392,0.0248,0.0895,0.0248,,0.0248,0.0248,0.0948,0.0910,0.0247,,0.0248,0.0248
2023-02-22 12:48:00,,0.0344,0.0248,0.0854,0.0248,,0.0248,0.0248,0.0248,0.0827,0.0247,0.0248,0.0955,0.0248
2023-02-22 12:50:00,,0.0536,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 12:52:00,,0.0584,0.0248,0.0827,0.0248,,0.0247,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 12:54:00,,0.0536,0.0248,0.0707,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 12:56:00,,0.0507,0.0247,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248
2023-02-22 12:58:00,,0.0507,0.0247,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:00:00,,0.0535,0.0248,0.0241,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:02:00,,0.0535,0.0248,0.0876,0.0248,,0.0248,,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 13:04:00,,0.0474,0.0248,0.0887,0.0248,,0.0820,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:06:00,,0.0438,0.0248,0.0931,0.0248,,0.0820,0.0248,0.0933,0.0248,0.0248,,0.0248,0.0248
2023-02-22 13:08:00,,0.0436,0.0248,0.0914,0.0248,,0.0248,0.0248,0.0973,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:10:00,,0.0474,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0970,0.0820,0.0248,0.0248,0.0247,0.0248
2023-02-22 13:12:00,,0.0508,0.0248,0.0820,0.0248,,0.0978,,0.0948,0.0827,0.0248,,0.0962,0.0248
2023-02-22 13:14:00,,0.0475,0.0248,0.0916,0.0248,,0.0984,0.0248,0.0959,0.0248,0.0246,0.0248,0.0984,0.0248
2023-02-22 13:16:00,,0.0473,0.0248,0.0959,0.0248,,0.0943,0.0248,0.0964,0.0248,0.0243,0.0248,0.0981,0.0248
2023-02-22 13:18:00,,0.0394,0.0248,0.0945,0.0248,,0.0247,0.0248,0.0972,0.0248,0.0246,0.0248,0.0974,0.0248
2023-02-22 13:20:00,,0.0437,0.0248,0.0707,0.0248,,0.0247,0.0248,0.0985,0.0248,0.0246,0.0248,0.0247,0.0248
2023-02-22 13:22:00,,0.0536,0.0248,0.0835,0.0248,,0.0247,,0.0974,0.0248,0.0245,,0.0247,0.0248
2023-02-22 13:24:00,,0.0536,0.0248,0.0900,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0245,0.0248,0.0955,0.0248
2023-02-22 13:26:00,,0.0507,0.0248,0.0897,0.0248,,0.0820,0.0248,0.0955,0.0248,0.0234,0.0248,0.0955,0.0248
2023-02-22 13:28:00,,0.0507,0.0248,0.0737,0.0248,,0.0820,,0.0948,0.0248,0.0242,0.0248,0.0948,0.0248
2023-02-22 13:30:00,,0.0508,0.0248,0.0700,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0245,0.0248,0.0955,0.0248
2023-02-22 13:32:00,,0.0436,0.0248,0.0236,0.0248,,0.0914,0.0248,0.0248,0.0248,0.0246,,0.0248,0.0248
2023-02-22 13:34:00,,0.0436,0.0248,0.0224,0.0248,,0.0910,0.0248,0.0248,0.0248,0.0940,0.0248,0.0248,0.0248
2023-02-22 13:36:00,,0.0476,0.0248,0.0700,0.0248,,0.0966,0.0248,0.0247,0.0248,0.0940,0.0248,0.0247,0.0248
2023-02-22 13:38:00,,0.0344,0.0248,0.0835,0.0248,,0.0966,,0.0248,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 13:40:00,,0.0342,0.0248,0.0239,0.0248,,0.0243,0.0248,0.0247,0.0248,0.0248,0.0248,0.0983,0.0248
2023-02-22 13:42:00,,0.0507,0.0248,0.0236,0.0248,,0.0246,0.0248,0.0247,0.0248,0.0248,,0.0974,0.0248
2023-02-22 13:44:00,,0.0562,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:46:00,,0.0605,0.0248,0.0707,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0962,0.0248
2023-02-22 13:48:00,,0.0605,0.0248,0.0242,0.0248,,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 13:50:00,,0.0561,0.0248,0.0908,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 13:52:00,,0.0474,0.0248,0.0928,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,,0.0248,0.0248
2023-02-22 13:54:00,,0.0475,0.0248,0.0835,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0248,0.0248,0.0966,0.0248
2023-02-22 13:56:00,,0.0562,0.0248,0.0885,0.0248,,0.0247,0.0248,0.0966,0.0820,0.0248,0.0248,0.0978,0.0248
2023-02-22 13:58:00,,0.0561,0.0248,0.0938,0.0248,,0.0247,,0.0962,0.0820,0.0248,,0.0948,0.0248
2023-02-22 14:00:00,,0.0508,0.0248,0.0846,0.0248,,0.0248,0.0248,0.0948,0.0248,0.0820,0.0248,0.0247,0.0248
2023-02-22 14:02:00,,0.0507,0.0248,0.0662,0.0248,,0.0248,0.0248,0.0951,0.0248,0.0820,0.0248,0.0979,0.0248
2023-02-22 14:04:00,,0.0506,0.0248,0.0916,0.0248,,0.0247,0.0248,0.0970,0.0248,0.0248,0.0248,0.0979,0.0248
2023-02-22 14:06:00,,0.0507,0.0248,0.0934,0.0248,,0.0246,0.0248,0.0974,0.0248,0.0248,0.0248,0.0975,0.0248
2023-02-22 14:08:00,,0.0507,0.0248,0.0914,0.0827,,0.0246,,0.0959,0.0248,0.0248,,0.0985,0.0248
2023-02-22 14:10:00,,0.0507,0.0248,0.0700,0.0813,,0.0247,0.0248,0.0948,0.0248,0.0248,0.0248,0.0985,0.0248
2023-02-22 14:12:00,,0.0437,0.0248,0.0700,0.0248,,0.0247,0.0248,0.0981,0.0248,0.0248,0.0248,0.0981,0.0248
2023-02-22 14:14:00,,0.0474,0.0248,0.0745,0.0248,,0.0248,,0.0955,0.0248,0.0248,0.0248,0.0978,0.0248
2023-02-22 14:16:00,,0.0562,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0955,0.0940
2023-02-22 14:18:00,,0.0562,0.0248,0.0239,0.0248,,0.0827,0.0248,0.0248,0.0248,0.0248,,0.0962,0.0957
2023-02-22 14:20:00,,0.0624,0.0248,0.0234,0.0805,,0.0827,0.0248,0.0248,0.0940,0.0248,0.0248,0.0248,0.0914
2023-02-22 14:22:00,,0.0584,0.0248,0.0850,0.0805,,0.0248,0.0248,0.0955,0.0943,0.0248,0.0248,0.0248,0.0820
2023-02-22 14:24:00,,0.0562,0.0248,0.0895,0.0248,,0.0248,,0.0955,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 14:26:00,,0.0606,0.0248,0.0234,0.0906,,0.0248,0.0248,0.0248,0.0910,0.0248,0.0248,0.0248,0.0248
2023-02-22 14:28:00,,0.0535,0.0248,0.0239,0.0955,,0.0248,0.0248,0.0248,0.0964,0.0248,,0.0248,0.0248
2023-02-22 14:30:00,,0.0475,0.0248,0.0234,0.0902,,0.0248,0.0248,0.0248,0.0975,0.0248,0.0248,0.0248,0.0910
2023-02-22 14:32:00,,0.0437,0.0248,0.0234,0.0248,,0.0247,0.0248,0.0248,0.0971,0.0248,0.0248,0.0248,0.0910
2023-02-22 14:34:00,,0.0908,0.0248,0.0835,0.0248,,0.0246,,0.0248,0.0910,0.0248,0.0248,0.0248,0.0248
2023-02-22 14:36:00,,0.0909,0.0248,0.0692,0.0248,,0.0246,0.0248,0.0988,0.0248,0.0248,0.0248,0.0981,0.0248
2023-02-22 14:38:00,,0.0473,0.0248,0.0824,0.0248,,0.0247,0.0248,0.0983,0.0248,0.0248,,0.0980,0.0248
2023-02-22 14:40:00,,0.0474,0.0248,0.0912,0.0248,,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248,0.0940,0.0955
2023-02-22 14:42:00,,0.0537,0.0248,0.0893,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0940,0.0986
2023-02-22 14:44:00,,0.0562,0.0248,0.0930,0.0248,,0.0248,,0.0978,0.0248,0.0248,,0.0983,0.0989
2023-02-22 14:46:00,,0.0584,0.0248,0.0887,0.0248,,0.0247,0.0248,0.0979,0.0248,0.0248,0.0248,0.0970,0.0982
2023-02-22 14:48:00,,0.0625,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0948,0.0248,0.0248,0.0248,0.0248,0.0940
2023-02-22 14:50:00,,0.0657,0.0248,0.0685,0.0248,,0.0248,0.0248,0.0978,0.0248,0.0248,0.0248,0.0978,0.0827
2023-02-22 14:52:00,,0.0624,0.0248,0.0809,0.0248,,0.0247,0.0248,0.0973,0.0820,0.0248,0.0248,0.0980,0.0957
2023-02-22 14:54:00,,0.0562,0.0248,0.0941,0.0248,,0.0246,,0.0974,0.0914,0.0247,,0.0981,0.0964
2023-02-22 14:56:00,,0.0536,0.0248,0.0914,0.0248,,0.0246,0.0248,0.0976,0.0827,0.0247,0.0248,0.0981,0.0940
2023-02-22 14:58:00,,0.0507,0.0248,0.0692,0.0248,,0.0247,0.0248,0.0955,0.0248,0.0246,0.0248,0.0955,0.0828
2023-02-22 15:00:00,,0.0437,0.0248,0.0752,0.0248,,0.0248,,0.0955,0.0820,0.0246,0.0248,0.0962,0.0248
2023-02-22 15:02:00,,0.0436,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0248,0.0940,0.0247,0.0248,0.0248,0.0248
2023-02-22 15:04:00,,0.0393,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0957,0.0247,,0.0248,0.0248
2023-02-22 15:06:00,,0.0394,0.0248,0.0231,0.0248,,0.0248,0.0248,0.0248,0.0943,0.0247,0.0248,0.0248,0.0248
2023-02-22 15:08:00,,0.0436,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0248,0.0820,0.0248,0.0248,0.0248,0.0914
2023-02-22 15:10:00,,0.0506,0.0248,0.0238,0.0248,,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0940
2023-02-22 15:12:00,,0.0562,0.0248,0.0854,0.0248,,0.0247,0.0248,0.0248,0.0248,0.0248,0.0248,0.0962,0.0820
2023-02-22 15:14:00,,0.0536,0.0248,0.0869,0.0248,,0.0244,0.0248,0.0248,0.0248,0.0247,,0.0955,0.0957
2023-02-22 15:16:00,,0.0919,0.0248,0.0234,0.0248,,0.0235,0.0248,0.0248,0.0248,0.0247,0.0248,0.0248,0.0987
2023-02-22 15:18:00,,0.0918,0.0248,0.0231,0.0248,,0.0245,0.0248,0.0962,0.0248,0.0248,0.0248,0.0247,0.0982
2023-02-22 15:20:00,,0.0507,0.0248,0.0240,0.0248,,0.0248,,0.0981,0.0248,0.0248,0.0248,0.0247,0.0827
2023-02-22 15:22:00,,0.0536,0.0248,0.0230,0.0248,,0.0248,0.0248,0.0962,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 15:24:00,,0.0507,0.0248,0.0678,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0248,,0.0978,0.0910
2023-02-22 15:26:00,,0.0506,0.0248,0.0835,0.0248,,0.0248,0.0248,0.0974,0.0827,0.0248,0.0248,0.0978,0.0910
2023-02-22 15:28:00,,0.0474,0.0247,0.0824,0.0248,,0.0248,0.0248,0.0962,0.0827,0.0248,0.0248,0.0248,0.0248
2023-02-22 15:30:00,,0.0475,0.0247,0.0782,0.0248,,0.0248,,0.0978,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 15:32:00,,0.0474,0.0248,0.0670,0.0248,,0.0248,0.0248,0.0981,0.0248,0.0248,0.0248,0.0980,0.0248
2023-02-22 15:34:00,,0.0474,0.0248,0.0916,0.0248,,0.0248,0.0248,0.0973,0.0248,0.0248,,0.0979,0.0248
2023-02-22 15:36:00,,0.0499,0.0248,0.0938,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0247,0.0248,0.0940,0.0248
2023-02-22 15:38:00,,0.0498,0.0248,0.0895,0.0248,,0.0247,0.0248,0.0983,0.0827,0.0247,0.0248,0.0975,0.0248
2023-02-22 15:40:00,,0.0561,0.0248,0.0940,0.0248,,0.0247,,0.0979,0.0820,0.0248,,0.0979,0.0248
2023-02-22 15:42:00,,0.0585,0.0248,0.0918,0.0248,,0.0247,0.0248,0.0976,0.0914,0.0247,0.0248,0.0981,0.0248
2023-02-22 15:44:00,,0.0585,0.0248,0.0878,0.0805,,0.0245,0.0248,0.0981,0.0914,0.0244,0.0248,0.0980,0.0248
2023-02-22 15:46:00,,0.0605,0.0248,0.0745,0.0953,,0.0246,0.0248,0.0983,0.0248,0.0245,0.0248,0.0948,0.0248
2023-02-22 15:48:00,,0.0562,0.0248,0.0225,0.0943,,0.0247,0.0248,0.0974,0.0248,0.0246,0.0248,0.0247,0.0248
2023-02-22 15:50:00,,0.0562,0.0248,0.0782,0.0248,,0.0246,,0.0248,0.0248,0.0247,,0.0247,0.0248
2023-02-22 15:52:00,,0.0562,0.0248,0.0846,0.0935,,0.0242,0.0248,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 15:54:00,,0.0508,0.0248,0.0850,0.0961,,0.0246,0.0248,0.0248,0.0248,0.0245,0.0248,0.0248,0.0248
2023-02-22 15:56:00,,0.0507,0.0248,0.0869,0.0906,,0.0248,,0.0248,0.0248,0.0247,0.0248,0.0948,0.0248
2023-02-22 15:58:00,,0.0506,0.0248,0.0707,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0962,0.0248
2023-02-22 16:00:00,,0.0909,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0247,,0.0248,0.0248
2023-02-22 16:02:00,,0.0907,0.0248,0.0692,0.0805,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248
2023-02-22 16:04:00,,0.0342,0.0248,0.0700,0.0938,,0.0248,0.0248,0.0248,0.0248,0.0246,0.0248,0.0248,0.0248
2023-02-22 16:06:00,,0.0905,0.0248,0.0827,0.0973,,0.0248,,0.0948,0.0248,0.0245,0.0248,0.0248,0.0248
2023-02-22 16:08:00,,0.0908,0.0248,0.0692,0.0970,,0.0248,0.0248,0.0974,0.0248,0.0247,0.0248,0.0962,0.0248
2023-02-22 16:10:00,,0.0562,0.0248,0.0238,0.0813,,0.0248,0.0248,0.0962,0.0248,0.0248,,0.0948,0.0248
2023-02-22 16:12:00,,0.0584,0.0248,0.0239,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 16:14:00,,0.0506,0.0248,0.0707,0.0951,,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248,0.0248
2023-02-22 16:16:00,,0.0474,0.0248,0.0927,0.0961,,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0983,0.0248
2023-02-22 16:18:00,,0.0586,0.0248,0.0820,0.0943,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0988,0.0248
2023-02-22 16:20:00,,0.0536,0.0248,0.0846,0.0906,,0.0248,0.0248,0.0974,0.0248,0.0247,,0.0248,0.0248
2023-02-22 16:22:00,,0.0474,0.0248,0.0914,0.0805,,0.0248,0.0248,0.0983,0.0248,0.0248,0.0248,0.0925,0.0248
2023-02-22 16:24:00,,0.0873,0.0248,0.0839,0.0977,,0.0248,0.0248,0.0978,0.0248,0.0248,0.0248,0.0974,0.0248
2023-02-22 16:26:00,,0.0873,0.0248,0.0820,0.0990,,0.0248,,0.0248,0.0248,0.0248,,0.0966,0.0248
2023-02-22 16:28:00,,0.0535,0.0248,0.0887,0.0989,,0.0248,0.0248,0.0981,0.0248,0.0248,0.0248,0.0981,0.0248
2023-02-22 16:30:00,,0.0562,0.0248,0.0944,0.0961,,0.0248,0.0248,0.0978,0.0248,0.0248,0.0248,0.0983,0.0248
2023-02-22 16:32:00,,0.0536,0.0248,0.0920,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0248,0.0248,0.0978,0.0248
2023-02-22 16:34:00,,0.0507,0.0248,0.0236,0.0248,,0.0248,0.0248,0.0959,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 16:36:00,,0.0475,0.0248,0.0835,0.0248,,0.0248,,0.0955,0.0248,0.0248,,0.0247,0.0248
2023-02-22 16:38:00,,0.0507,0.0248,0.0692,0.0248,,0.0248,0.0248,0.0248,0.0248,0.0247,0.0248,0.0247,0.0248
2023-02-22 16:40:00,,0.0585,0.0248,0.0225,0.0248,,0.0248,0.0248,0.0962,0.0248,0.0247,0.0248,0.0247,0.0248
2023-02-22 16:42:00,,0.0873,0.0248,0.0239,0.0248,,0.0248,,0.0978,0.0248,0.0246,0.0248,0.0955,0.0248
2023-02-22 16:44:00,,0.0871,0.0248,0.0237,0.0248,,0.0248,0.0248,0.0955,0.0248,0.0245,0.0248,0.0962,0.0248
2023-02-22 16:46:00,,0.0535,0.0248,0.0234,0.0248,,0.0248,0.0248,0.0978,0.0248,0.0248,,0.0248,0.0248
2023-02-22 16:48:00,,0.0507,0.0248,0.0846,0.0827,,0.0248,0.0248,0.0974,0.0248,0.0248,0.0248,0.0955,0.0248
2023-02-22 16:50:00,,0.0507,0.0248,0.0846,0.0813,,0.0248,0.0248,0.0247,0.0248,0.0248,0.0248,0.0963,0.0248
2023-02-22 16:52:00,,0.0474,0.0248,0.0231,0.0248,,0.0827,,0.0247,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 16:54:00,,0.0437,0.0248,0.0692,0.0248,,0.0820,0.0248,0.0248,0.0248,0.0248,0.0248,0.0948,0.0248
2023-02-22 16:56:00,,0.0436,0.0248,0.0760,0.0248,,0.0248,0.0248,0.0962,0.0248,0.0246,,0.0248,0.0248
2023-02-22 16:58:00,,0.0393,0.0248,0.0234,0.0827,,0.0248,0.0248,0.0962,0.0248,0.0245,0.0248,0.0948,0.0248
2023-02-22 17:00:00,,0.0393,0.0248,0.0240,0.0935,,0.0248,0.0248,0.0948,0.0248,0.0245,0.0248,0.0978,0.0248
2023-02-22 17:02:00,,0.0392,0.0248,0.0827,0.0906,,0.0248,,0.0948,0.0827,0.0246,0.0248,0.0248,0.0248
2023-02-22 17:04:00,,0.0474,0.0248,0.0827,0.0248,,0.0247,0.0248,0.0246,0.0828,0.0247,0.0248,0.0948,0.0248
2023-02-22 17:06:00,,0.0606,0.0248,0.0640,0.0248,,0.0247,0.0248,0.0245,0.0248,0.0247,,0.0985,0.0248
