"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)"
2023-03-11 15:08:00,0,70,23400,75619,0,4.27,66.1,497,2554,38.3,126,0,1698,62,0,66.4,3.67,0.389,130,1556,127,38412,375,32.3,0,1723,0,129,10474,70,0,39640,72416,0,4.13,41,598,1265,30.6,21.9,0,165,151,0,41,4.19,0.389,26.8,15628,21.9,17679,669,26.2,0,186,0,35.2,2871
2023-03-11 15:10:00,0,70.0,21367,49901,0,4.27,66.1,295,2554,0,121,0,1868,0,0,66.1,3.82,0,124,1635,122,38346,19.4,32.3,0,1896,0,123,15448,70.0,0,16555,50131,0,4.13,40.3,447,1266,0,25.8,0,165,0,0,41.0,3.96,0,20.9,15564,25.8,18557,38.5,26.2,0.389,208,0.389,29.0,4013
2023-03-11 15:12:00,0,70,30053,58747,0,4.50,66.1,296,2553,0.600,115,0,1806,0,0,66.8,3.82,0,118,1656,116,38490,19.4,32.1,0,1825,0,117,14679,70,0,16591,49145,0,4.37,40.3,447,1264,0.600,24.9,0,171,0,0,41.4,3.57,0,20.0,15637,20.0,27348,38.5,26.0,0.389,195,0.389,27.7,3572
2023-03-11 15:14:00,0,70,20582,48255,0,4.50,66.4,296,2566,0.600,121,0,1761,0,0,66.4,3.43,0,125,1607,122,38427,19,32.3,0,1773,0,123,12718,70,0,16548,46527,0,4.37,41,447,1271,0.600,20.9,0,169,0,0,41,3.57,0,20.9,15634,20.9,17847,38.5,26.2,0,168,0,29.0,3287
2023-03-11 15:16:00,0,69.3,29362,61798,0,4.27,66.4,296,2553,0,132,0,1867,0,0,66.1,3.43,0,136,1645,133,38413,19,32.3,0,1892,0,135,17054,69.3,0,19690,55396,0,4.13,41.4,447,1264,0,22.8,0,173,0,0,40.6,3.57,0,22.8,15594,22.8,26289,38.5,26.2,0,199,0,31.6,4041
2023-03-11 15:18:00,0,67.8,23107,74973,0,4.03,66.0,499,2552,39.8,132,0,1689,62.0,0,66.7,3.90,0,135,1493,133,38291,378,32.1,0,1708,0,135,10426,67.8,0,39469,72031,0,3.90,41.3,595,1269,30.9,22.8,0,163,155,0,41.3,4.03,0,22.8,15572,22.8,17336,669,26.0,0,190,0,32.0,2860
2023-03-11 15:20:00,0,69.3,23777,52198,0,4.27,66.4,296,2553,0,115,0,1879,0,0.389,66.0,4.13,0,119,1693,116,38401,19.0,32.1,0,1886,0,118,15281,69.3,0,16564,49734,0,4.13,41.4,446,1271,0,19.9,0,150,0,0,40.6,4.27,0,19.9,15618,19.9,21037,38.5,26.0,0,178,0,27.6,3900
2023-03-11 15:22:00,0,70.4,21373,49264,0,4.27,66.1,296,2551,0.600,126,0,1807,0,0,65.7,4.13,0,130,1516,127,38255,19,31.9,0,1824,0,129,14544,70.4,0,16522,48660,0,4.13,41,447,1262,0.600,21.3,0,158,0,0,40.3,4.27,0,21.9,15502,21.9,18510,38.5,25.7,0,195,0,30.3,3507
2023-03-11 15:24:00,0,68.5,21439,49074,0,4.27,66.4,295,2584,0.600,126,0,1758,0,0,65.7,4.13,0,136,1535,133,38312,19,31.6,0,1779,0,135,11241,68.5,0,16533,44987,0,4.13,41,447,1281,0.600,21.9,0,156,0,0,40.6,4.27,0,22.8,15566,22.8,18638,38.5,25.5,0,187,0,31.6,3266
2023-03-11 15:26:00,0,70.4,20332,48675,0,4.27,66.8,296,2552,0,132,0,1854,0,0,66.4,4.13,0,136,1702,132,38374,19,31.9,0,1884,0,135,15432,70.4,0,16532,49904,0,4.13,41.4,447,1264,0,22.8,0,164,0,0,41.4,4.27,0,22.8,15627,23.2,17575,38.5,25.7,0,199,0,31.6,4011
2023-03-11 15:28:00,0,71.5,24034,76164,0,4.27,66.8,499,2552,37.6,121,0,1692,62,0,66.4,3.67,0,124,1507,122,38360,375,32.1,0.389,1715,0,123,10412,71.5,0,39699,72230,0,4.13,41.4,595,1264,30.6,20.9,0,153,153,0,41.4,3.80,0,20.9,15580,20.9,18275,669,26.0,0,177,0,29.0,2813
2023-03-11 15:30:00,0,70.0,19217,47257,0,4.27,66.8,296,2554,0,115,0,1868,0,0,66.4,3.43,0,118,1704,116,38392,19.0,32.1,0.389,1899,0,117,16994,70.0,0,16553,51449,0,4.13,41.4,447,1265,0,20.0,0,159,0,0,41.4,3.57,0,20.0,15623,20.0,16454,38.5,26.0,0,182,0,27.7,3821
2023-03-11 15:32:00,0,69.3,20572,48336,0,4.27,66.4,296,2556,0.600,121,0,1810,0,0,66.1,3.43,0,124,1632,122,38388,19.0,32.1,0,1835,0,123,14589,69.3,0,16512,48782,0,4.13,41.4,446,1267,0.600,20.9,0,180,0,0,40.6,3.57,0,20.9,15637,20.9,17813,38.5,26.0,0,205,0,29.0,3384
2023-03-11 15:34:00,0,68.9,26603,54651,0,4.26,66.0,296,2580,0.600,121,0,1759,0,0,66.4,3.43,0,124,1621,122,38403,19.0,32.3,0,1793,0,123,11223,68.9,0,16543,45017,0,4.13,41.0,446,1277,0.600,20.9,0,164,0,0,41.0,3.56,0,20.9,15624,20.9,23895,38.5,26.2,0,200,0,29.0,3251
2023-03-11 15:36:00,0,69.3,21294,49741,0,4.66,66.1,296,2552,0,126,0,1868,0,0,66.4,3.43,0,130,1706,127,38381,19,32.3,0,1885,0,129,15414,69.3,0,16535,49904,0,4.13,40.6,447,1262,0,21.9,0,167,0,0,41,3.57,0,21.9,15635,21.9,18557,38.5,26.2,0,192,0,30.3,4031
2023-03-11 15:38:00,0,70.4,32855,85602,0,5.12,66.4,499,2554,39.4,121,0,1684,62,0,65.7,3.90,0,124,1486,122,38426,379,32.3,0,1704,0,123,10429,70.4,0,39676,72254,0,4.60,41.4,596,1270,30.6,20.9,0,160,154,0,40.3,4.03,0,20.9,15560,20.9,27072,669,26.2,0,185,0,29.0,2877
2023-03-11 15:40:00,0,71.1,20777,48485,0,4.97,66.8,297,2553,0,126,0,1747,0,0,66.4,4.13,0,130,1549,127,38357,19.0,32.3,0,1773,0,129,14297,71.1,0,16556,48283,0,4.83,41.4,447,1268,0,21.9,0,164,0,0,41.0,4.27,0,21.9,15579,21.9,17977,38.5,26.2,0,194,0,30.3,3303
2023-03-11 15:42:00,0.389,70.0,29232,57927,0,4.50,66.4,296,2581,0.600,137,0,1822,0,0,66.0,4.13,0,130,1671,127,38444,19.0,32.3,0,1846,0,129,14783,70.0,0.389,16565,49300,0,4.36,41.0,447,1277,0.600,23.7,0,179,0,0,41.0,4.26,0,21.8,15622,21.8,26520,38.5,26.2,0,216,0,30.3,3605
2023-03-11 15:44:00,0,69.6,19912,47459,0,4.26,66.0,296,2551,0.600,120,0,1742,0,0,66.0,4.13,0,130,1524,126,38294,19.0,32.3,0,1772,0,129,12685,69.6,0,16514,46440,0,4.13,40.6,447,1263,0.600,20.9,0,164,0,0,41.0,4.26,0,21.8,15547,21.8,17078,38.5,26.2,0,192,0,30.3,3298
2023-03-11 15:46:00,0,68.9,22761,51284,0,4.27,66.0,296,2554,0,121,0,1859,0,0,65.7,4.13,0,130,1631,127,38334,19.0,32.3,0,1888,0,129,17035,68.9,0,16552,51640,0,4.13,41.4,447,1267,0,20.9,0,169,0,0,41.0,4.27,0,21.8,15564,21.8,19935,38.5,26.2,0,179,0,30.3,4008
2023-03-11 15:48:00,0,70.7,24441,77449,0,4.27,66.0,500,2553,39.1,120,0,1807,62.0,0,66.0,4.13,0,129,1647,127,38383,376,32.3,0,1827,0,128,11574,70.7,0,39709,73945,0,4.13,41.0,596,1265,30.6,20.9,0,179,154,0,41.0,4.27,0,21.8,15623,21.8,18714,669,26.2,0,195,0,30.3,3541
2023-03-11 15:50:00,0,71.1,21464,49210,0,4.27,65.7,295,2551,0,121,0,1748,0,0,65.7,4.13,0,130,1588,127,38396,19,32.3,0,1827,0,129,14287,71.1,0,16571,48219,0,4.13,40.7,447,1262,0,20.9,0,151,0,0,40.3,4.27,0,21.9,15612,21.9,18700,38.5,26.2,0,213,0,30.3,3307
2023-03-11 15:52:00,0,70.7,20732,48737,0,4.27,65.3,295,2582,0.600,121,0,1828,0,0,66.1,3.90,0,124,1573,122,38297,19,32.7,0,1904,0,123,14772,70.7,0,16531,49127,0,4.13,40.6,447,1281,0.600,20.9,0,154,0,0,40.3,4.03,0,20.9,15551,20.9,17887,38.5,26.2,0,219,0,29.0,3592
2023-03-11 15:54:00,0,70.0,21203,48429,0,4.27,66.1,296,2552,0.600,121,0.389,1685,0,0,66.1,3.43,0,124,1527,122,38345,19.0,32.7,0,1698,0,123,10582,70.0,0,16532,44062,0,4.13,41.4,447,1264,0.600,20.9,0,149,0,0,40.3,3.57,0,20.9,15608,20.9,18415,38.5,26.2,0,187,0,29.0,2910
2023-03-11 15:56:00,0,70.4,19913,48290,0,4.27,66.1,296,2556,0,126,0.389,1864,0,0,65.7,3.43,0,130,1665,127,38341,19,32.3,0,1878,0.389,129,15442,70.4,0,16524,49906,0,4.13,41,448,1266,0,21.9,0,183,0,0,40.3,3.57,0,26.8,15603,21.9,17139,38.5,26.2,0,203,0,35.2,4021
2023-03-11 15:58:00,0,69.6,24026,76850,0,4.27,66.1,498,2554,38.3,132,0,1812,62,0,66.1,3.43,0,130,1618,127,38386,375,32.3,0,1834,0.389,129,11525,69.6,0,39627,74043,0,4.13,40.6,598,1265,30.6,22.8,0,161,153,0,40.6,3.57,0,26.8,15599,26.8,18293,669,26.2,0,196,0,35.2,3493
2023-03-11 16:00:00,0,70.7,19701,47361,0,4.27,66.1,296,2577,0.389,126,0,1776,0,0,66.1,3.43,0,136,1569,133,38336,19,32.3,0,1793,0,135,15968,70.7,0,16546,49986,0,4.13,41,446,1276,0,26.8,0,159,0,0.389,40.6,3.57,0,23.2,15583,22.8,16880,38.5,26.2,0,192,0,31.6,3359
2023-03-11 16:02:00,0,70.0,21447,49803,0,4.27,66.0,295,2553,0.389,120,0,1894,0,0,66.0,3.43,0,118,1637,115,38337,19.0,32.1,0,1922,0,117,15406,70.0,0,16528,49771,0,4.13,41.0,447,1263,0,20.9,0,160,0,0.389,40.6,3.57,0,20.3,15573,19.9,18623,38.5,26.0,0,185,0,27.6,3946
2023-03-11 16:04:00,0,70.4,26619,54312,0,4.27,66.4,296,2549,0.600,115,0,1696,0,0,66.4,3.43,0,113,1550,111,38440,19.0,31.9,0,1714,0,112,10561,70.4,0,16558,43985,0,4.52,41.0,446,1264,0.600,20.3,0,154,0.389,0,41.4,3.57,0,19.0,15625,19.0,23883,38.5,25.7,0,180,0,26.3,2947
2023-03-11 16:06:00,0,70.0,21043,49194,0,4.27,66.8,297,2554,0,115,0,1873,0,0,66.0,3.43,0,118,1640,115,38327,19.0,31.9,0,1898,0,117,15156,70.0,0,16532,49584,0,4.13,41.4,446,1265,0,19.9,0.389,159,0,0,41.0,3.57,0,19.9,15577,19.9,18233,38.5,25.7,0,190,0,27.6,3757
2023-03-11 16:08:00,0,69.3,32755,86002,0,4.27,66.1,497,2550,37.6,121,0,1808,62.4,0,65.3,3.43,0,124,1523,122,38355,375,32.3,0,1831,0,123,11284,69.3,0,39701,73739,0,4.13,41,596,1262,30.6,20.9,0,160,152,0,40.6,3.96,0,20.9,15503,20.9,26912,669,26.2,0,193,0,29.0,3242
2023-03-11 16:10:00,0,70.0,21912,53051,0,4.27,65.7,496,2582,37.6,121,0,1782,62.0,0,66.0,3.43,0,124,1625,122,38400,375,32.3,0,1799,0,123,14394,70.0,0,19889,52646,0,4.13,40.6,596,1284,30.6,20.9,0,169,152,0,41.4,3.57,0,20.9,15636,20.9,18093,669,26.2,0,195,0,29.0,3352
2023-03-11 16:12:00,0,70,29282,58264,0,4.27,65.7,296,2554,0,121,0,1871,0,0,65.7,3.43,0.389,119,1635,116,38389,19,32.3,0,1892,0,118,15274,70,0,16570,49826,0,4.13,40.6,447,1265,0,20.9,0,163,0,0,40.6,3.57,0,20.0,15576,20.0,26499,38.5,26.2,0,185,0,27.7,3960
2023-03-11 16:14:00,0,69.2,19858,46991,0,4.26,67.1,296,2553,0.600,121,0,1684,0,0,66.0,3.82,0,130,1406,128,38211,19.4,32.3,0,1701,0,129,12055,69.2,0,16503,45535,0,4.13,41.3,447,1266,0.600,20.9,0,155,0,0,41.0,3.56,0.389,21.8,15484,21.8,16973,38.5,26.2,0.389,185,0.389,30.3,2911
2023-03-11 16:16:00,0,69.6,22572,51035,0,4.27,66.4,295,2555,0,126,0,1877,0,0,66.4,3.43,0,130,1625,127,38344,19,32.3,0,1895,0,129,16929,69.6,0,16556,51502,0,4.13,41.4,447,1267,0.389,21.9,0,165,0,0,41.4,3.57,0,21.9,15567,21.9,19745,38.5,26.2,0,192,0,30.3,3922
2023-03-11 16:18:00,0,71.1,24368,77324,0,4.73,66.4,498,2553,37.6,121,0,1809,62,0.389,66.1,3.43,0,125,1500,122,38280,375,32.3,0,1830,0,123,11392,71.1,0,39830,74000,0,4.60,41,596,1265,31.0,20.9,0,168,154,0,40.6,3.57,0,20.9,15482,20.9,18499,669,26.2,0,204,0,29.0,3382
2023-03-11 16:20:00,0,70.4,22990,58655,0,4.97,66.7,499,2583,37.6,121,0,1761,62,0.389,65.7,3.43,0,130,1545,127,38361,375,32.3,0,1788,0,129,14389,70.4,0,24074,57693,0,4.83,41.4,596,1281,30.6,20.9,0,155,154,0,40.6,3.57,0,21.9,15569,21.9,18690,669,26.2,0,179,0,30.3,3337
2023-03-11 16:22:00,0,70,20709,49053,0,4.97,66.4,296,2554,0,115,0,1873,0,0,66.1,3.43,0,124,1691,122,38396,19,32.3,0,1893,0,124,15297,70,0,16530,49712,0,4.83,41.4,447,1265,0,20.0,0,164,0,0,40.6,3.57,0,20.9,15617,20.9,17958,38.5,26.2,0,181,0,29.4,3942
2023-03-11 16:24:00,0,68.9,21268,48542,0,4.97,66.4,295,2552,0.600,109,0,1691,0,0,66.0,3.90,0,119,1499,116,38350,19.0,32.3,0,1712,0,118,10586,68.9,0,16529,44058,0,4.83,41.4,447,1263,0.600,19.0,0,168,0,0,40.6,4.03,0,19.9,15569,19.9,18479,38.5,26.2,0,181,0,28.0,2935
2023-03-11 16:26:00,0,70,19897,47499,0,4.97,66.4,296,2553,0,121,0,1753,0,0,65.7,4.13,0,124,1585,122,38354,19,32.3,0,1772,0,123,14254,70,0,16536,48087,0,4.83,41,447,1264,0,20.9,0,165,0,0,41,4.27,0,20.9,15621,20.9,17118,38.5,26.2,0,195,0,29.0,3337
2023-03-11 16:28:00,0,70.4,23858,76388,0,4.50,65.7,498,2555,38.7,115,0,1816,62,0,66.4,4.13,0,118,1651,116,38370,376,32.3,0.389,1829,0,117,11391,70.4,0,39524,73545,0,4.37,40.3,597,1271,30.6,20.0,0,156,153,0,41.7,4.27,0,20.0,15616,20.0,18134,669,26.2,0,180,0,27.7,3364
2023-03-11 16:30:00,0,70.7,22450,62502,0,4.27,66.1,498,2552,38.7,121,0,1745,62.0,0,66.0,4.13,0,124,1540,122,38325,376,32.3,0,1765,0,123,16117,70.7,0,28116,64170,0,4.13,41.0,597,1263,30.6,20.9,0,169,153,0,41.4,4.27,0,20.9,15567,20.9,17769,669,26.2,0,193,0,29.0,3403
2023-03-11 16:32:00,0,69.3,21336,49697,0,4.50,66.4,296,2553,0,120,0,1867,0,0,65.7,4.13,0,129,1563,127,38287,19.0,32.3,0,1881,0,128,15421,69.3,0,16530,49752,0,4.37,41.4,447,1264,0,20.9,0,195,0,0,40.6,4.27,0,21.9,15503,22.2,18452,38.5,26.2,0,193,0,30.3,3943
2023-03-11 16:34:00,0,68.9,29978,58625,0,4.97,65.7,296,2554,0.600,126,0,1804,0,0,66.1,4.13,0,130,1508,127,38359,19,32.1,0,1844,0,129,11692,68.9,0,16593,45856,0,4.83,41,447,1265,0.600,21.9,0,156,0,0,41.4,4.27,0,21.9,15491,21.9,27120,38.5,26.0,0,193,0,30.3,3563
2023-03-11 16:36:00,0,69.6,20880,48551,0,4.97,66.4,296,2555,0,126,0,1751,0,0,65.7,4.13,0,130,1531,127,38333,19,32.1,0,1769,0,129,14309,69.6,0,16545,48208,0,4.83,41,447,1267,0,21.9,0,154,0,0,40.3,4.27,0,21.9,15550,21.9,18068,38.5,26.0,0,174,0,30.3,3335
2023-03-11 16:38:00,0,70.4,32386,85736,0,4.97,66.4,498,2584,39.4,132,0,1824,62.0,0,65.3,3.90,0,136,1668,133,38488,376,32.3,0,1844,0,135,11511,70.4,0,39673,74103,0,4.83,41.0,596,1280,30.6,22.8,0,164,153,0,39.9,4.03,0,22.8,15634,22.8,26692,669,26.2,0,182,0,31.6,3388
2023-03-11 16:40:00,0,68.9,22407,66764,0,5.36,66.1,498,2556,39.5,115,0,1750,62.0,0,66.8,3.44,0,124,1539,122,38358,377,32.4,0,1763,0,124,14312,68.9,0,32133,67371,0,4.84,41.0,597,1266,30.6,20.0,0,154,153,0,41.4,3.57,0,20.9,15579,20.9,17331,669,26.2,0,166,0,29.0,3325
2023-03-11 16:42:00,0,68.9,28231,57131,0,5.36,66.4,295,2553,0,115,0,1884,0,0,66.1,3.43,0,119,1589,116,38417,19,32.3,0,1910,0,118,15315,68.9,0,16585,49980,0,4.83,41,447,1264,0,20.0,0,167,0,0,40.6,3.57,0,20.0,15554,20.0,25408,38.5,26.2,0,195,0,27.7,3952
2023-03-11 16:44:00,0,69.6,20634,48563,0,4.97,66.1,296,2554,0.600,126,0,1826,0,0,65.7,3.90,0,130,1614,127,38415,19,32.3,0,1845,0,129,13231,69.6,0,16548,47545,0,4.83,41,447,1265,0.600,21.9,0,167,0,0,40.6,4.03,0,27.6,15626,21.9,17849,38.5,26.2,0,190,0,30.3,3549
2023-03-11 16:46:00,0.389,68.9,24348,52413,0,4.97,66.1,296,2553,0,126,0,1743,0,0,65.7,4.13,0,129,1533,126,38369,19,32.3,0,1759,0,128,15940,68.9,0.389,16574,50134,0,4.83,41,447,1265,0,21.9,0,162,0,0,40.3,4.27,0,27.6,15556,27.2,21549,38.5,26.2,0,183,0,35.8,3388
2023-03-11 16:48:00,0.389,69.6,24326,77588,0,4.97,66.4,496,2554,37.6,115,0,1869,62,0,66.1,3.90,0,124,1703,122,38396,375,32.1,0,1888,0,123,12127,69.6,0.389,39560,74619,0,4.83,41.4,598,1266,30.6,25.3,0,184,151,0,40.6,4.03,0,20.9,15630,26.3,18594,669,26.0,0,204,0,29.0,3876
2023-03-11 16:50:00,0,71.0,24046,72982,0,4.96,65.6,495,2551,37.5,126,0,1686,61.9,0,66.3,3.43,0,129,1564,127,38336,374,32.3,0,1759,0,128,13734,71.0,0,36525,71750,0,4.82,40.9,597,1266,30.5,27.1,0,156,151,0,40.9,3.56,0,21.8,15608,21.8,18594,668,26.2,0,207,0,30.2,3043
2023-03-11 16:52:00,0,70.4,20790,49101,0,4.73,66.1,296,2554,0,126,0.389,1869,0,0,66.1,3.43,0,130,1711,127,38393,19,32.3,0,1947,0,129,15263,70.4,0,16529,49771,0,4.60,41,447,1266,0,21.9,0,169,0,0,40.6,3.57,0,21.9,15635,21.9,18048,38.5,26.2,0,211,0,30.3,3900
2023-03-11 16:54:00,0,70.7,21336,49306,0,4.27,66.8,296,2552,0.600,115,0,1802,0,0,66.1,3.90,0,119,1576,116,38360,19.0,32.3,0,1815,0,118,11721,70.7,0,16545,45861,0,4.13,41.4,447,1263,0.600,19.9,0,153,0,0,40.3,4.03,0,19.9,15575,19.9,18527,38.5,26.2,0,188,0,27.6,3574
2023-03-11 16:56:00,0,71.8,18874,46451,0,4.27,66.8,297,2583,0,126,0,1773,0,0,65.7,4.13,0,130,1619,127,38392,19,32.7,0,1790,0,129,14392,71.8,0,16540,48529,0,4.13,41.4,446,1279,0,21.9,0,163,0,0,40.6,4.27,0,21.9,15619,21.9,16118,38.5,26.2,0,181,0,30.3,3350
2023-03-11 16:58:00,0,70,23548,76668,0,4.27,66.4,501,2556,37.6,121,0,1871,62,0,66.1,3.90,0,124,1707,122,38422,375,32.1,0,1894,0,123,12085,70,0,39615,74687,0,4.13,41.4,597,1271,30.6,20.9,0,163,155,0,40.6,4.03,0,21.3,15633,20.9,17822,669,26.0,0,185,0,29.0,3834
2023-03-11 17:00:00,0,69.6,29565,82211,0,4.27,66.1,499,2552,37.6,121,0,1691,62.0,0,66.4,3.43,0,124,1569,122,38458,375,31.9,0,1704,0,123,15337,69.6,0,39690,77286,0,4.13,41.4,596,1264,30.6,20.9,0.389,153,155,0.389,41.0,3.57,0,20.9,15637,20.9,23837,669,25.7,0,170,0,29.0,3016
2023-03-11 17:02:00,0,69.6,20981,49297,0,4.27,66.4,296,2552,0.389,126,0,1878,0,0,65.7,3.43,0,130,1697,127,38413,19,31.9,0,1887,0.389,129,15395,69.6,0,16539,49838,0,4.52,41.4,447,1264,0,21.9,0,158,0,0,40.3,3.57,0,21.9,15621,21.9,18253,38.5,25.7,0,174,0,30.3,3975
2023-03-11 17:04:00,0,69.6,29549,58148,0,4.73,66.4,296,2553,0.600,131,0,1811,0,0,65.7,3.43,0,135,1580,132,38447,19.0,32.1,0,1829,0,135,11732,69.6,0,16625,45991,0,4.60,41.4,447,1265,0.600,22.8,0,167,0,0,40.3,3.96,0,22.8,15548,22.8,26759,38.5,26.0,0,199,0,31.6,3575
2023-03-11 17:06:00,0,68.9,19845,47519,0,4.96,66.4,296,2578,0,126,0,1771,0,0,66.0,3.43,0,135,1556,133,38329,19.0,32.1,0,1787,0,135,14387,68.9,0,16541,48331,0,4.83,41.0,447,1275,0,21.8,0,184,0.389,0,40.6,3.95,0,22.8,15565,22.8,17037,38.5,26.0,0,204,0,31.6,3342
2023-03-11 17:08:00,0,68.9,25639,78981,0,4.73,66.4,500,2554,48.2,110,0,1865,62,0,66.1,3.43,0,118,1701,115,38412,405,32.1,0,1900,0,117,12149,68.9,0,39687,74708,0,4.60,41,596,1265,30.6,19.4,0,146,155,0,40.6,3.57,0,20.0,15635,20.0,19917,669,26.0,0,199,0,27.7,3851
2023-03-11 17:10:00,0,69.3,24399,76726,0,4.27,66.4,500,2554,48.2,127,0,1697,62.0,0,65.7,3.43,0,124,1549,122,38478,405,32.3,0,1712,0,123,13764,69.3,0,39796,75879,0,4.13,41.0,596,1265,30.6,22.2,0,154,155,0,40.6,3.57,0,20.9,15624,20.9,18646,669,26.2,0,171,0,29.0,2990
2023-03-11 17:12:00,0,70.0,21434,49851,0,4.26,65.6,296,2551,0,126,0,1864,0.389,0,65.6,3.82,0,135,1695,133,38412,19.0,32.3,0,1887,0,134,15276,70.0,0,16533,49883,0,4.13,40.6,447,1263,0,21.8,0,157,0,0,40.6,3.56,0.389,22.8,15620,22.8,18707,38.5,26.2,0,191,0,31.6,3940
2023-03-11 17:14:00,0,69.3,21123,49181,0,4.73,66.4,296,2585,0.600,132,0,1829,0.389,0,65.7,3.82,0,136,1669,133,38399,19,32.1,0,1853,0,135,13280,69.3,0,16532,47472,0,4.60,41,447,1281,0.600,22.8,0,168,0,0,41,3.57,0.389,22.8,15641,22.8,18385,38.5,26.0,0,204,0,31.6,3622
2023-03-11 17:16:00,0,70.0,21371,49118,0,4.97,66.4,295,2553,0.600,132,0,1752,0,0.389,65.7,3.43,0.389,136,1535,133,38333,19.0,31.9,0,1768,0,135,15942,70.0,0,16549,49953,0,4.83,40.6,447,1269,0.600,22.8,0,166,0,0,40.3,3.57,0,22.8,15565,22.8,18553,38.5,25.7,0,184,0,31.6,3369
2023-03-11 17:18:00,0,70.4,23326,76407,0,4.97,66.1,497,2553,39.4,126,0,1853,62.0,0,66.1,3.43,0,124,1695,121,38370,377,31.9,0,1881,0,123,12114,70.4,0,39591,74703,0,4.83,41.0,594,1269,31.0,21.9,0,167,153,0,40.6,3.57,0,20.9,15625,20.9,17614,669,25.7,0,182,0.389,29.0,3836
2023-03-11 17:20:00,0,70.4,24034,76920,0,4.97,66.8,497,2551,39.4,121,0,1795,62.0,0,66.0,3.43,0,119,1612,117,38399,376,32.3,0,1821,0,118,14835,70.4,0,39640,77239,0,4.83,41.4,594,1262,30.6,20.9,0,163,153,0,40.6,3.57,0,19.9,15616,19.9,18265,669,26.2,0.389,198,0,28.0,3641
2023-03-11 17:22:00,0,70.0,19665,47246,0,4.97,66.8,296,2553,0,143,0,1754,0,0,66.4,3.43,0,147,1585,144,38370,19.0,32.3,0,1781,0,146,14174,70.0,0,16515,48075,0,4.83,41.4,447,1265,0,24.7,0,181,0,0,41.0,3.57,0,24.7,15596,24.7,16894,38.9,26.2,0,184,0,34.2,3303
2023-03-11 17:24:00,0,69.3,21499,49564,0,4.97,66.1,296,2582,0.600,137,0,1841,0,0,66.1,3.43,0,147,1673,144,38427,19,32.3,0,1886,0,146,11870,69.3,0,16549,46230,0,4.83,41.4,447,1280,0.600,23.8,0,169,0,0,40.6,3.57,0,24.7,15639,24.7,18760,38.5,26.2,0,195,0,34.2,3600
2023-03-11 17:26:00,0,69.6,26571,54762,0,4.97,66.1,295,2553,0.600,132,0,1766,0,0,65.7,3.43,0,136,1541,133,38391,19,32.3,0,1806,0,135,14341,69.6,0,16577,48387,0,4.83,41.4,447,1265,0.600,22.8,0,168,0,0,40.3,3.57,0,22.8,15572,22.8,23776,38.5,26.2,0,207,0,31.6,3341
2023-03-11 17:28:00,0,71.1,23240,75131,0,4.97,65.7,296,2554,0,115,0,1887,0,0,65.7,3.43,0,124,1652,122,38358,19.0,32.3,0.389,1896,0,123,12155,71.1,0,38164,72749,0,4.83,41.4,447,1266,0,20.0,0,187,0,0,40.3,3.57,0,20.9,15586,20.9,18347,38.5,26.2,0,200,0,29.0,3861
