"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05f9280b1f7d)","Receive Errors (lxc0ba74fa7007d)","Receive Errors (lxc25abdb9518a6)","Receive Errors (lxc2e15697085ba)","Receive Errors (lxc351b734952bf)","Receive Errors (lxc439d18cf1dfb)","Receive Errors (lxc455426f94f9c)","Receive Errors (lxc479ad4d1b42f)","Receive Errors (lxc48fb769fcb98)","Receive Errors (lxc51649e01d43c)","Receive Errors (lxc6652d1a74bef)","Receive Errors (lxc71c73856a325)","Receive Errors (lxc75487fceda84)","Receive Errors (lxc7de18daac863)","Receive Errors (lxc943bedc4eaa3)","Receive Errors (lxc958e3c40dcda)","Receive Errors (lxc9b6e428e64f8)","Receive Errors (lxc9c44d2cefee9)","Receive Errors (lxc_health)","Receive Errors (lxcf05a48dbfe36)","Receive Errors (lxcf1111066d3f9)","Receive Errors (lxcf6a76edb12f4)","Receive Errors (lxcfd79045a9c86)","Receive Errors (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05f9280b1f7d)","Transmit Errors (lxc0ba74fa7007d)","Transmit Errors (lxc25abdb9518a6)","Transmit Errors (lxc2e15697085ba)","Transmit Errors (lxc351b734952bf)","Transmit Errors (lxc439d18cf1dfb)","Transmit Errors (lxc455426f94f9c)","Transmit Errors (lxc479ad4d1b42f)","Transmit Errors (lxc48fb769fcb98)","Transmit Errors (lxc51649e01d43c)","Transmit Errors (lxc6652d1a74bef)","Transmit Errors (lxc71c73856a325)","Transmit Errors (lxc75487fceda84)","Transmit Errors (lxc7de18daac863)","Transmit Errors (lxc943bedc4eaa3)","Transmit Errors (lxc958e3c40dcda)","Transmit Errors (lxc9b6e428e64f8)","Transmit Errors (lxc9c44d2cefee9)","Transmit Errors (lxc_health)","Transmit Errors (lxcf05a48dbfe36)","Transmit Errors (lxcf1111066d3f9)","Transmit Errors (lxcf6a76edb12f4)","Transmit Errors (lxcfd79045a9c86)","Transmit Errors (lxcffe99ab4c80b)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05f9280b1f7d)","Receive Dropped (lxc0ba74fa7007d)","Receive Dropped (lxc25abdb9518a6)","Receive Dropped (lxc2e15697085ba)","Receive Dropped (lxc351b734952bf)","Receive Dropped (lxc439d18cf1dfb)","Receive Dropped (lxc455426f94f9c)","Receive Dropped (lxc479ad4d1b42f)","Receive Dropped (lxc48fb769fcb98)","Receive Dropped (lxc51649e01d43c)","Receive Dropped (lxc6652d1a74bef)","Receive Dropped (lxc71c73856a325)","Receive Dropped (lxc75487fceda84)","Receive Dropped (lxc7de18daac863)","Receive Dropped (lxc943bedc4eaa3)","Receive Dropped (lxc958e3c40dcda)","Receive Dropped (lxc9b6e428e64f8)","Receive Dropped (lxc9c44d2cefee9)","Receive Dropped (lxc_health)","Receive Dropped (lxcf05a48dbfe36)","Receive Dropped (lxcf1111066d3f9)","Receive Dropped (lxcf6a76edb12f4)","Receive Dropped (lxcfd79045a9c86)","Receive Dropped (lxcffe99ab4c80b)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05f9280b1f7d)","Transmit Dropped (lxc0ba74fa7007d)","Transmit Dropped (lxc25abdb9518a6)","Transmit Dropped (lxc2e15697085ba)","Transmit Dropped (lxc351b734952bf)","Transmit Dropped (lxc439d18cf1dfb)","Transmit Dropped (lxc455426f94f9c)","Transmit Dropped (lxc479ad4d1b42f)","Transmit Dropped (lxc48fb769fcb98)","Transmit Dropped (lxc51649e01d43c)","Transmit Dropped (lxc6652d1a74bef)","Transmit Dropped (lxc71c73856a325)","Transmit Dropped (lxc75487fceda84)","Transmit Dropped (lxc7de18daac863)","Transmit Dropped (lxc943bedc4eaa3)","Transmit Dropped (lxc958e3c40dcda)","Transmit Dropped (lxc9b6e428e64f8)","Transmit Dropped (lxc9c44d2cefee9)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcf05a48dbfe36)","Transmit Dropped (lxcf1111066d3f9)","Transmit Dropped (lxcf6a76edb12f4)","Transmit Dropped (lxcfd79045a9c86)","Transmit Dropped (lxcffe99ab4c80b)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)"
2023-03-11 20:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,29.4,118,0,0.0833,0.550,4.26,6.88,0.267,0.244,0,1.92,0.428,0,0.545,0.0556,0,0.244,5.28,0.244,11.6,1.94,0.333,0,2.80,0,0.367,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,29.3,122,0,0.0833,0.989,4.32,7.85,0.322,0.244,0,2.64,0.333,0,0.995,0.0556,0,0.244,5.46,0.244,10.9,2.10,0.400,0,3.07,0,0.244,22.2
2023-03-11 20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.17,70.1,0,0.0833,0.550,3.33,6.96,0,0.244,0,2.07,0,0,0.544,0.0667,0,0.256,5.77,0.256,11.4,0.100,0.333,0,2.37,0,0.383,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.23,72,0,0.0889,0.994,3.33,7.93,0,0.244,0,2.66,0,0,0.994,0.0667,0,0.256,5.95,0.256,10.9,0.200,0.400,0,2.99,0,0.256,23.2
2023-03-11 20:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.77,71.3,0,0.0778,0.539,3.33,6.94,0.0111,0.244,0,1.89,0,0,0.533,0.0611,0,0.244,6.77,0.244,12.5,0.100,0.333,0,2.37,0,0.367,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.35,72.9,0,0.0778,0.989,3.34,7.92,0.0111,0.244,0.00556,2.67,0,0,0.983,0.0611,0,0.244,7.00,0.244,12.4,0.200,0.406,0,2.93,0,0.244,23.0
2023-03-11 20:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.94,69.7,0,0.0611,0.533,3.33,6.86,0.0111,0.256,0,2.09,0,0,0.533,0.0500,0,0.256,5.74,0.256,12.2,0.100,0.333,0,2.26,0,0.383,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.90,76.8,0,0.0611,0.983,3.35,7.83,0.0167,0.256,0,2.67,0,0,0.989,0.0500,0,0.256,5.87,0.256,11.8,0.200,0.400,0,2.93,0,0.256,22.3
2023-03-11 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.00556,15.2,87.2,0,0.0667,0.545,3.33,6.88,0,0.245,0.00556,1.86,0.00556,0,0.539,0.0500,0,0.250,6.72,0.256,12.8,0.100,0.334,0,2.30,0,0.384,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.628,15.3,90.1,0,0.0667,0.995,3.35,7.85,0,0.245,0,2.57,0,0,0.990,0.0500,0,0.256,6.97,0.256,12.5,0.200,0.400,0,2.89,0,0.256,22.3
2023-03-11 21:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0.00556,30.9,119,0,0.0778,0.550,4.26,6.88,0.267,0.244,0.00556,2.01,0.411,0,0.550,0.0556,0,0.233,6.56,0.233,14.3,1.94,0.333,0,2.53,0,0.350,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556,0.639,30.5,128,0,0.0778,0.989,4.31,7.85,0.322,0.244,0,2.68,0.333,0,0.995,0.0556,0,0.233,6.86,0.233,13.4,2.10,0.400,0,3.03,0,0.233,22.4
2023-03-11 21:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.38,70.8,0,0.0833,0.556,3.33,6.96,0,0.267,0,2.09,0,0,0.539,0.0667,0,0.256,5.99,0.256,11.7,0.100,0.333,0,2.34,0,0.383,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.53,73,0,0.0833,1,3.34,7.93,0,0.267,0,2.82,0,0,0.989,0.0667,0,0.256,6.18,0.256,11.1,0.200,0.400,0,3.01,0,0.256,23.4
2023-03-11 21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.00,71.5,0,0.0722,0.544,3.33,6.86,0.0111,0.256,0,2.12,0,0,0.539,0.0667,0,0.256,6.49,0.256,12.9,0.1000,0.333,0,2.44,0,0.383,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,9.00,73.8,0,0.0722,0.989,3.34,7.83,0.0111,0.256,0,2.58,0,0,0.983,0.0667,0,0.256,6.89,0.256,12.4,0.200,0.400,0,2.82,0,0.256,22.8
2023-03-11 21:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.47,70.1,0,0.0611,0.544,3.33,6.84,0.0111,0.244,0,2.02,0,0,0.544,0.0556,0,0.244,5.86,0.244,12.3,0.100,0.333,0,2.48,0,0.367,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.78,72.3,0,0.0611,0.989,3.34,7.82,0.0111,0.244,0,2.68,0,0.00556,0.983,0.0556,0,0.244,6.14,0.244,11.5,0.200,0.400,0,2.99,0.00556,0.244,22.2
2023-03-11 21:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0,11.7,80.6,0,0.0667,0.539,3.33,6.91,0,0.256,0,2.02,0,0,0.550,0.0500,0,0.256,5.98,0.256,11.9,0.100,0.333,0,2.35,0,0.383,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,12.3,81.8,0,0.0667,0.983,3.35,7.87,0,0.256,0,2.62,0,0.00556,0.994,0.0500,0,0.256,6.11,0.256,11.6,0.200,0.400,0,2.87,0.00556,0.256,22.0
2023-03-11 21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,29.3,120,0,0.0722,0.544,4.25,6.86,0.266,0.244,0,2.05,0.416,0,0.550,0.0500,0.00555,0.255,5.76,0.255,11.6,1.94,0.333,0,2.19,0,0.383,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,28.9,122,0,0.0666,0.994,4.32,7.83,0.311,0.244,0,2.76,0.333,0,0.994,0.0500,0,0.255,5.95,0.255,11.3,2.09,0.400,0,2.91,0,0.255,22.2
2023-03-11 21:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,7.96,72.2,0,0.0665,0.549,3.33,6.91,0,0.244,0,1.90,0,0.00555,0.532,0.0555,0,0.244,6.70,0.244,13.5,0.0998,0.333,0,2.16,0,0.366,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,9.30,73.6,0,0.0665,0.998,3.33,7.90,0,0.244,0,2.65,0,0,0.982,0.0555,0,0.244,7.01,0.244,12.6,0.200,0.399,0,2.93,0,0.244,23.4
2023-03-11 21:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.31,72.4,0,0.0667,0.550,3.33,6.86,0.0111,0.267,0,1.78,0,0,0.544,0.0667,0,0.256,6.62,0.256,13.0,0.100,0.333,0,2.34,0,0.383,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.97,71.2,0,0.0667,0.994,3.34,7.83,0.0111,0.272,0,2.61,0,0,0.994,0.0611,0,0.256,6.92,0.256,11.8,0.200,0.400,0,2.98,0,0.256,22.9
2023-03-11 21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.38,71.7,0,0.0667,0.550,3.33,6.90,0.0111,0.267,0,2.15,0,0,0.545,0.0500,0,0.272,6.69,0.267,12.9,0.100,0.333,0,2.51,0,0.406,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,8.57,72.3,0,0.0667,0.995,3.34,7.86,0.0111,0.267,0,2.59,0,0,0.995,0.0500,0,0.267,6.97,0.267,12.2,0.206,0.400,0,2.86,0,0.267,22.0
2023-03-11 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,7.90,73.6,0,0.0667,0.550,3.34,6.88,0,0.278,0,2.14,0,0,0.539,0.0500,0,0.278,6.65,0.278,12.7,0.100,0.333,0,2.52,0,0.417,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,9.10,74.5,0,0.0667,0.995,3.34,7.85,0,0.278,0,2.63,0,0,0.989,0.0500,0,0.278,6.91,0.278,12.0,0.200,0.400,0,2.83,0,0.283,22.9
2023-03-11 21:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0,29.3,116,0,0.0723,0.545,4.27,6.85,0.267,0.272,0,1.91,0.417,0,0.545,0.0500,0,0.267,6.63,0.267,12.7,1.95,0.334,0,2.78,0.00556,0.400,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,28.8,122,0,0.0723,0.995,4.32,7.83,0.328,0.267,0,2.60,0.339,0,0.995,0.0500,0,0.267,6.90,0.267,12.2,2.11,0.400,0,2.85,0,0.267,21.6
2023-03-11 21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,8.17,70.7,0,0.0833,0.539,3.33,6.88,0.00556,0.244,0,2.02,0,0,0.539,0.0500,0,0.244,6.66,0.244,13.3,0.106,0.333,0,2.46,0,0.367,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,9.16,77.6,0,0.0833,0.983,3.35,7.85,0,0.244,0,2.70,0,0,0.989,0.0500,0,0.244,7.03,0.244,12.8,0.200,0.400,0,2.95,0,0.244,23.0
2023-03-11 21:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.31,70.9,0,0.0778,0.550,3.33,6.92,0.0167,0.244,0,2.09,0,0,0.533,0.0500,0,0.244,6.80,0.250,12.4,0.106,0.333,0,2.29,0,0.367,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.39,72.1,0,0.0778,0.989,3.34,7.87,0.0111,0.244,0,2.71,0,0,0.983,0.0500,0,0.244,7.11,0.250,11.8,0.200,0.400,0,2.99,0,0.244,22.6
2023-03-11 21:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,8.27,71.2,0,0.0667,0.550,3.33,6.87,0.0111,0.256,0,1.99,0,0,0.539,0.0611,0,0.256,6.76,0.261,14.1,0.1000,0.339,0,2.40,0,0.383,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,9.92,78.5,0,0.0667,1.000,3.33,7.83,0.0111,0.256,0,2.81,0,0,0.989,0.0611,0.00555,0.261,7.07,0.261,12.8,0.200,0.406,0,3.02,0,0.256,22.4
2023-03-11 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.41,72.0,0,0.0667,0.550,3.33,6.86,0,0.267,0,1.91,0,0,0.539,0.0667,0,0.278,6.68,0.278,12.4,0.1000,0.344,0.00555,2.38,0,0.417,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.48,72.9,0,0.0667,1.01,3.34,7.83,0,0.267,0,2.64,0,0,0.989,0.0667,0.00555,0.283,6.97,0.278,11.8,0.200,0.411,0,2.98,0,0.278,23.8
2023-03-11 21:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,29.7,116,0,0.0667,0.550,4.28,6.95,0.267,0.267,0,2.19,0.394,0,0.544,0.0611,0,0.256,6.74,0.256,12.3,1.94,0.328,0.00555,2.55,0,0.383,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,29.1,123,0,0.0667,1.000,4.29,7.93,0.317,0.267,0,2.54,0.333,0,0.989,0.0667,0,0.256,6.55,0.256,12.4,2.10,0.394,0,2.95,0,0.256,21.8
2023-03-11 21:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.75,70.6,0,0.0667,0.550,3.33,6.89,0,0.267,0,2.31,0,0,0.550,0.0500,0,0.267,5.79,0.267,11.6,0.1000,0.322,0,2.43,0,0.400,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,9.07,74.0,0,0.0667,0.994,3.36,7.85,0,0.267,0,2.62,0,0,0.994,0.0555,0,0.267,5.44,0.267,11.3,0.200,0.389,0,2.89,0,0.267,23.2
2023-03-11 21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.81,71.1,0,0.0667,0.544,3.32,6.86,0.00556,0.267,0,2.14,0,0,0.539,0.0500,0,0.267,5.51,0.267,11.6,0.100,0.328,0,2.33,0,0.400,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.74,73.3,0,0.0667,0.994,3.36,7.83,0.00556,0.267,0,2.68,0,0,0.989,0.0500,0,0.267,5.67,0.267,11.4,0.200,0.394,0,2.87,0,0.267,22.7
