"Time","Receive Errors (cilium_host)","Receive Errors (cilium_net)","Receive Errors (cilium_vxlan)","Receive Errors (eno1)","Receive Errors (eno2)","Receive Errors (lxc05f9280b1f7d)","Receive Errors (lxc0ba74fa7007d)","Receive Errors (lxc25abdb9518a6)","Receive Errors (lxc2e15697085ba)","Receive Errors (lxc351b734952bf)","Receive Errors (lxc439d18cf1dfb)","Receive Errors (lxc455426f94f9c)","Receive Errors (lxc479ad4d1b42f)","Receive Errors (lxc48fb769fcb98)","Receive Errors (lxc51649e01d43c)","Receive Errors (lxc6652d1a74bef)","Receive Errors (lxc71c73856a325)","Receive Errors (lxc75487fceda84)","Receive Errors (lxc7de18daac863)","Receive Errors (lxc943bedc4eaa3)","Receive Errors (lxc958e3c40dcda)","Receive Errors (lxc9b6e428e64f8)","Receive Errors (lxc9c44d2cefee9)","Receive Errors (lxc_health)","Receive Errors (lxcf05a48dbfe36)","Receive Errors (lxcf1111066d3f9)","Receive Errors (lxcf6a76edb12f4)","Receive Errors (lxcfd79045a9c86)","Receive Errors (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)","Transmit Errors (cilium_host)","Transmit Errors (cilium_net)","Transmit Errors (cilium_vxlan)","Transmit Errors (eno1)","Transmit Errors (eno2)","Transmit Errors (lxc05f9280b1f7d)","Transmit Errors (lxc0ba74fa7007d)","Transmit Errors (lxc25abdb9518a6)","Transmit Errors (lxc2e15697085ba)","Transmit Errors (lxc351b734952bf)","Transmit Errors (lxc439d18cf1dfb)","Transmit Errors (lxc455426f94f9c)","Transmit Errors (lxc479ad4d1b42f)","Transmit Errors (lxc48fb769fcb98)","Transmit Errors (lxc51649e01d43c)","Transmit Errors (lxc6652d1a74bef)","Transmit Errors (lxc71c73856a325)","Transmit Errors (lxc75487fceda84)","Transmit Errors (lxc7de18daac863)","Transmit Errors (lxc943bedc4eaa3)","Transmit Errors (lxc958e3c40dcda)","Transmit Errors (lxc9b6e428e64f8)","Transmit Errors (lxc9c44d2cefee9)","Transmit Errors (lxc_health)","Transmit Errors (lxcf05a48dbfe36)","Transmit Errors (lxcf1111066d3f9)","Transmit Errors (lxcf6a76edb12f4)","Transmit Errors (lxcfd79045a9c86)","Transmit Errors (lxcffe99ab4c80b)","Receive Dropped (cilium_host)","Receive Dropped (cilium_net)","Receive Dropped (cilium_vxlan)","Receive Dropped (eno1)","Receive Dropped (eno2)","Receive Dropped (lxc05f9280b1f7d)","Receive Dropped (lxc0ba74fa7007d)","Receive Dropped (lxc25abdb9518a6)","Receive Dropped (lxc2e15697085ba)","Receive Dropped (lxc351b734952bf)","Receive Dropped (lxc439d18cf1dfb)","Receive Dropped (lxc455426f94f9c)","Receive Dropped (lxc479ad4d1b42f)","Receive Dropped (lxc48fb769fcb98)","Receive Dropped (lxc51649e01d43c)","Receive Dropped (lxc6652d1a74bef)","Receive Dropped (lxc71c73856a325)","Receive Dropped (lxc75487fceda84)","Receive Dropped (lxc7de18daac863)","Receive Dropped (lxc943bedc4eaa3)","Receive Dropped (lxc958e3c40dcda)","Receive Dropped (lxc9b6e428e64f8)","Receive Dropped (lxc9c44d2cefee9)","Receive Dropped (lxc_health)","Receive Dropped (lxcf05a48dbfe36)","Receive Dropped (lxcf1111066d3f9)","Receive Dropped (lxcf6a76edb12f4)","Receive Dropped (lxcfd79045a9c86)","Receive Dropped (lxcffe99ab4c80b)","Transmit Dropped (cilium_host)","Transmit Dropped (cilium_net)","Transmit Dropped (cilium_vxlan)","Transmit Dropped (eno1)","Transmit Dropped (eno2)","Transmit Dropped (lxc05f9280b1f7d)","Transmit Dropped (lxc0ba74fa7007d)","Transmit Dropped (lxc25abdb9518a6)","Transmit Dropped (lxc2e15697085ba)","Transmit Dropped (lxc351b734952bf)","Transmit Dropped (lxc439d18cf1dfb)","Transmit Dropped (lxc455426f94f9c)","Transmit Dropped (lxc479ad4d1b42f)","Transmit Dropped (lxc48fb769fcb98)","Transmit Dropped (lxc51649e01d43c)","Transmit Dropped (lxc6652d1a74bef)","Transmit Dropped (lxc71c73856a325)","Transmit Dropped (lxc75487fceda84)","Transmit Dropped (lxc7de18daac863)","Transmit Dropped (lxc943bedc4eaa3)","Transmit Dropped (lxc958e3c40dcda)","Transmit Dropped (lxc9b6e428e64f8)","Transmit Dropped (lxc9c44d2cefee9)","Transmit Dropped (lxc_health)","Transmit Dropped (lxcf05a48dbfe36)","Transmit Dropped (lxcf1111066d3f9)","Transmit Dropped (lxcf6a76edb12f4)","Transmit Dropped (lxcfd79045a9c86)","Transmit Dropped (lxcffe99ab4c80b)","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)"
2023-03-11 08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.88,108,0,0.0833,0.556,3.33,7.19,0,0.233,0,2.95,0,0,0.544,0.0667,0,0.233,6.86,0.233,12.2,0.100,0.333,0,3.21,0,0.350,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.49,77.7,0,0.0833,1,3.34,8.37,0,0.233,0,3.94,0,0,1,0.0667,0,0.233,7.02,0.233,12.4,0.200,0.400,0,3.74,0,0.233,28.8
2023-03-11 08:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,30.6,129,0,0.0667,0.550,4.24,6.97,0.267,0.250,0,2.71,0.444,0,0.544,0.0667,0,0.250,6.88,0.244,12.9,1.66,0.333,0,3.29,0,0.367,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,28.9,130,0,0.0667,0.989,4.35,7.93,0.506,0.244,0,2.96,0.333,0,1,0.0667,0,0.244,7.12,0.244,12.8,2.04,0.400,0,3.37,0,0.244,29.2
2023-03-11 08:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,29.9,123,0,0.0722,0.539,4.25,6.92,0.267,0.261,0,2.23,0.444,0,0.550,0.0667,0,0.261,6.23,0.256,12.0,1.66,0.328,0,2.92,0.00555,0.383,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,28.5,125,0,0.0667,0.989,4.34,7.86,0.505,0.256,0,2.66,0.333,0,0.994,0.0722,0,0.256,6.43,0.256,11.8,2.04,0.394,0,2.83,0.00555,0.256,24.5
2023-03-11 08:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.63,71.5,0,0.0722,0.539,3.33,6.92,0,0.267,0,2.06,0,0,0.544,0.0667,0,0.267,6.70,0.267,12.8,0.100,0.333,0,2.50,0.00556,0.400,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.60,73.9,0,0.0667,0.994,3.35,7.87,0,0.267,0,2.75,0,0,0.994,0.0722,0,0.267,7.08,0.267,12.2,0.200,0.400,0,2.92,0.00556,0.267,23.0
2023-03-11 08:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.51,69.9,0,0.0667,0.539,3.34,6.84,0.0111,0.256,0,2.18,0.00556,0.00556,0.544,0.0556,0,0.256,6.43,0.256,12.2,0.100,0.333,0,2.58,0,0.383,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.32,72.5,0,0.0667,0.983,3.34,7.82,0.0111,0.256,0,2.77,0.00556,0,0.989,0.0556,0,0.256,6.61,0.256,12.1,0.206,0.400,0,2.97,0,0.256,22.4
2023-03-11 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.76,70.0,0,0.0667,0.544,3.33,6.88,0.0111,0.256,0,1.76,0,0,0.539,0.0556,0,0.256,6.44,0.256,12.0,0.100,0.333,0.00556,2.33,0,0.383,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.45,71.6,0,0.0667,0.989,3.35,7.84,0.0111,0.261,0,2.62,0,0,0.989,0.0556,0,0.256,6.52,0.261,12.1,0.200,0.400,0,2.82,0,0.256,22.5
2023-03-11 09:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,27.6,118,0,0.0667,0.550,3.79,6.88,0.117,0.267,0,2.14,0.222,0,0.533,0.0556,0.00556,0.278,6.62,0.278,12.1,0.922,0.328,0,2.54,0,0.417,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,26.5,120,0,0.0667,0.994,3.86,7.84,0.194,0.267,0,2.72,0.167,0,0.983,0.0556,0,0.278,7.02,0.278,11.8,1.11,0.394,0,2.87,0,0.278,23.4
2023-03-11 09:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,30.1,117,0,0.0667,0.544,4.25,6.88,0.272,0.278,0,2.11,0.444,0,0.539,0.0611,0,0.278,6.63,0.278,12.9,1.78,0.328,0,2.41,0,0.422,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,29.1,122,0,0.0667,0.989,4.35,7.84,0.489,0.278,0,2.74,0.333,0,0.989,0.0611,0.00556,0.278,7.01,0.278,12.3,2.25,0.394,0,2.94,0,0.278,22.3
2023-03-11 09:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.56,71.2,0,0.0667,0.550,3.33,6.96,0,0.267,0,1.87,0,0,0.544,0.0667,0,0.267,6.73,0.267,12.3,0.100,0.333,0,2.29,0,0.400,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.36,72.1,0,0.0667,0.989,3.35,7.93,0,0.267,0,2.71,0,0,0.994,0.0667,0,0.272,6.99,0.267,12.0,0.200,0.400,0.00556,2.98,0,0.267,22.7
2023-03-11 09:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.54,69.9,0,0.0667,0.550,3.33,6.86,0.0111,0.256,0,1.99,0,0,0.544,0.0778,0,0.278,6.62,0.278,12.5,0.1000,0.333,0,2.31,0,0.417,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.37,72.9,0,0.0667,0.994,3.34,7.83,0.0111,0.256,0,2.65,0,0,0.994,0.0722,0,0.278,6.94,0.278,12.3,0.200,0.400,0,2.97,0,0.283,22.3
2023-03-11 09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,8.19,71.8,0,0.0667,0.550,3.34,6.88,0.0111,0.245,0,2.03,0,0,0.545,0.0723,0,0.256,6.69,0.256,13.4,0.100,0.334,0,2.34,0,0.384,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,9.26,75.9,0,0.0667,0.995,3.35,7.85,0.0111,0.245,0,2.74,0,0.00556,0.995,0.0723,0,0.256,6.98,0.256,12.8,0.200,0.400,0,2.97,0,0.256,22.3
2023-03-11 09:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,21.5,105,0,0.0667,0.550,3.33,6.89,0,0.244,0,2.02,0,0,0.550,0.0667,0,0.233,4.74,0.233,10.3,0.100,0.333,0,2.35,0,0.350,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,20.9,106,0,0.0667,0.989,3.34,7.86,0,0.244,0,2.72,0,0.00556,0.994,0.0667,0,0.233,4.93,0.233,10.3,0.200,0.400,0,2.99,0,0.233,22.4
2023-03-11 09:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,0,31.0,119,0,0.0667,0.539,4.25,6.86,0.267,0.244,0,1.76,0.444,0,0.550,0.0556,0,0.244,4.64,0.250,12.5,1.80,0.333,0,2.21,0,0.367,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650,30.7,127,0,0.0667,0.989,4.33,7.83,0.489,0.244,0,2.66,0.333,0,0.995,0.0556,0,0.244,4.82,0.244,11.4,2.21,0.400,0,2.98,0,0.244,22.5
2023-03-11 09:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,7.67,72.8,0,0.0667,0.533,3.33,6.94,0,0.244,0,1.99,0,0,0.550,0.0500,0,0.244,6.70,0.250,12.5,0.100,0.333,0,2.39,0,0.367,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,8.41,71.6,0,0.0667,0.983,3.34,7.92,0,0.244,0,2.67,0,0,1.00,0.0500,0,0.244,7.07,0.244,12.2,0.200,0.400,0,2.96,0,0.244,23.0
2023-03-11 09:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.38,71.8,0,0.0667,0.544,3.33,6.89,0.0111,0.267,0,2.26,0,0,0.544,0.0611,0,0.267,5.92,0.267,11.2,0.1000,0.339,0,2.64,0,0.400,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,7.94,72.0,0,0.0667,0.989,3.34,7.85,0.0111,0.267,0,2.66,0,0,0.994,0.0611,0,0.267,6.15,0.267,11.2,0.200,0.406,0,2.91,0,0.267,22.4
2023-03-11 09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.54,71.8,0,0.0667,0.544,3.33,6.86,0.0111,0.267,0,2.16,0,0,0.533,0.0667,0,0.267,5.91,0.267,11.9,0.100,0.339,0,2.52,0,0.400,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.71,73.9,0,0.0667,0.989,3.34,7.83,0.0111,0.267,0,2.57,0,0,0.983,0.0667,0,0.267,6.13,0.267,11.3,0.200,0.406,0,2.83,0,0.267,22.9
2023-03-11 09:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,16.8,90.9,0,0.0667,0.544,3.32,6.86,0,0.256,0,1.99,0,0,0.539,0.0611,0,0.244,5.24,0.244,11.0,0.100,0.328,0,2.34,0,0.367,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,16.9,94.5,0,0.0667,0.994,3.34,7.83,0,0.256,0,2.59,0,0,0.989,0.0611,0,0.244,5.41,0.244,10.7,0.200,0.394,0,2.84,0,0.244,22.1
2023-03-11 09:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,29.8,117,0,0.0667,0.545,4.24,6.86,0.267,0.245,0,2.05,0.445,0,0.545,0.0500,0,0.245,5.70,0.245,11.3,1.80,0.322,0,2.60,0,0.367,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,28.5,122,0,0.0667,0.995,4.36,7.84,0.461,0.245,0,2.50,0.334,0,0.995,0.0500,0,0.245,5.90,0.245,11.2,2.14,0.389,0,2.87,0,0.245,22.0
2023-03-11 09:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,7.67,71.8,0,0.0667,0.544,3.32,6.89,0,0.256,0,2.12,0,0,0.544,0.0556,0,0.256,6.78,0.256,12.1,0.100,0.322,0,2.62,0,0.383,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633,8.39,73.9,0,0.0667,0.994,3.34,7.86,0,0.256,0,2.51,0,0,0.994,0.0556,0,0.256,6.68,0.256,12.2,0.200,0.389,0,2.82,0,0.256,22.7
2023-03-11 09:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.13,69.9,0,0.0667,0.544,3.33,6.89,0.0111,0.244,0,1.92,0,0,0.550,0.0611,0,0.244,6.78,0.244,12.2,0.1000,0.333,0,2.21,0,0.367,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,7.94,71.3,0,0.0667,0.994,3.33,7.85,0.0111,0.244,0,2.70,0,0,1.000,0.0611,0,0.244,7.06,0.244,11.8,0.200,0.400,0,2.91,0,0.244,22.1
2023-03-11 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,7.88,72.6,0,0.0667,0.550,3.33,6.85,0.0111,0.244,0,2.13,0,0,0.539,0.0611,0,0.244,6.62,0.244,12.4,0.100,0.333,0,2.58,0,0.367,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,8.33,74.2,0,0.0667,1.00,3.34,7.82,0.0111,0.244,0,2.62,0,0,0.989,0.0611,0,0.244,7.03,0.244,12.3,0.200,0.400,0,2.86,0,0.244,23.8
2023-03-11 09:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0,13.1,81.6,0,0.0667,0.556,3.33,6.86,0,0.256,0,1.98,0,0,0.550,0.0667,0,0.244,6.76,0.244,13.1,0.100,0.339,0,2.47,0,0.367,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,13.6,88.9,0,0.0667,1.01,3.35,7.83,0,0.256,0,2.59,0,0,0.994,0.0667,0,0.244,7.03,0.244,12.9,0.200,0.406,0,2.94,0,0.244,22.4
2023-03-11 09:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0,29.8,118,0,0.0667,0.550,4.27,6.94,0.267,0.267,0,1.94,0.444,0,0.544,0.0722,0,0.267,6.67,0.267,12.7,1.77,0.344,0,2.44,0,0.400,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,28.8,122,0,0.0667,0.994,4.34,7.92,0.478,0.267,0,2.66,0.333,0,0.989,0.0722,0,0.267,7.09,0.267,12.1,2.12,0.417,0,3.00,0,0.267,22.6
