"Time","udp:99 ","udp:90","udp:50"
2023-03-21 06:40:00,189,99.0,55.0
2023-03-21 06:50:00,187,97.3,54.1
2023-03-21 07:00:00,185,96.4,53.6
2023-03-21 07:10:00,184,95.9,53.3
2023-03-21 07:20:00,162,92.4,51.4
2023-03-21 07:30:00,185,96.4,53.6
2023-03-21 07:40:00,179,94.5,52.5
2023-03-21 07:50:00,183,95.8,53.2
2023-03-21 08:00:00,189,99.0,55.0
2023-03-21 08:10:00,185,96.4,53.6
2023-03-21 08:20:00,185,96.6,53.7
2023-03-21 08:30:00,185,96.4,53.6
2023-03-21 08:40:00,185,96.4,53.6
2023-03-21 08:50:00,171,93.2,51.8
2023-03-21 09:00:00,124,91.2,50.7
2023-03-21 09:10:00,121,91.2,50.6
2023-03-21 09:20:00,180,94.8,52.7
2023-03-21 09:30:00,155,92.0,51.1
2023-03-21 09:40:00,185,96.4,53.6
2023-03-21 09:50:00,185,96.6,53.7
2023-03-21 10:00:00,179,94.5,52.5
2023-03-21 10:10:00,177,94.1,52.3
2023-03-21 10:20:00,179,94.6,52.6
2023-03-21 10:30:00,188,97.9,54.4
2023-03-21 10:40:00,189,99.0,55.0
2023-03-21 10:50:00,165,92.6,51.5
2023-03-21 11:00:00,185,96.4,53.6
2023-03-21 11:10:00,184,95.9,53.3
2023-03-21 11:20:00,179,94.5,52.5
2023-03-21 11:30:00,157,92.1,51.2
2023-03-21 11:40:00,170,93.1,51.7
2023-03-21 11:50:00,161,92.4,51.3
2023-03-21 12:00:00,174,93.6,52.0
2023-03-21 12:10:00,177,94.1,52.3
2023-03-21 12:20:00,157,92.1,51.2
2023-03-21 12:30:00,177,94.1,52.3
2023-03-21 12:40:00,157,92.1,51.2
2023-03-21 12:50:00,185,96.4,53.6
2023-03-21 13:00:00,185,96.4,53.6
2023-03-21 13:10:00,165,92.6,51.5
2023-03-21 13:20:00,173,93.5,51.9
2023-03-21 13:30:00,165,92.6,51.5
2023-03-21 13:40:00,173,93.5,51.9
2023-03-21 13:50:00,179,94.5,52.5
2023-03-21 14:00:00,141,91.5,50.9
2023-03-21 14:10:00,145,91.7,50.9
2023-03-21 14:20:00,157,92.1,51.2
2023-03-21 14:30:00,173,93.5,51.9
2023-03-21 14:40:00,129,91.3,50.7
2023-03-21 14:50:00,183,95.5,53.1
2023-03-21 15:00:00,188,98.2,54.5
2023-03-21 15:10:00,187,97.5,54.2
2023-03-21 15:20:00,179,94.5,52.5
2023-03-21 15:30:00,175,93.8,52.1
2023-03-21 15:40:00,185,96.4,53.6
2023-03-21 15:50:00,188,97.9,54.4
2023-03-21 16:00:00,185,96.4,53.6
2023-03-21 16:10:00,176,94.0,52.2
2023-03-21 16:20:00,185,96.7,53.7
2023-03-21 16:30:00,155,92.0,51.1
2023-03-21 16:40:00,169,93,51.7
2023-03-21 16:50:00,184,95.9,53.3
2023-03-21 17:00:00,184,95.9,53.3
2023-03-21 17:10:00,186,97.1,53.9
2023-03-21 17:20:00,190,100,55.6
2023-03-21 17:30:00,188,98.2,54.5
2023-03-21 17:40:00,187,97.5,54.2
2023-03-21 17:50:00,184,95.9,53.3
2023-03-21 18:00:00,184,95.9,53.3
2023-03-21 18:10:00,184,95.9,53.3
2023-03-21 18:20:00,177,94.1,52.3
2023-03-21 18:30:00,186,97.1,53.9
2023-03-21 18:40:00,188,97.9,54.4
2023-03-21 18:50:00,185,96.4,53.6
2023-03-21 19:00:00,184,95.9,53.3

