"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc24a55b6118f2)","Transmit Total (lxc2620cdf5014d)","Transmit Total (lxc27c8bfb255bc)","Transmit Total (lxc2e928844a56f)","Transmit Total (lxc3300f810e11f)","Transmit Total (lxc573a43e1f8d2)","Transmit Total (lxc57952e484e48)","Transmit Total (lxc6a491f057ac7)","Transmit Total (lxc6cffc9e65af3)","Transmit Total (lxc769c27b82d9e)","Transmit Total (lxc7eb535e15136)","Transmit Total (lxc8928d6f5d0b3)","Transmit Total (lxc_health)","Transmit Total (lxca81d0fc879aa)","Transmit Total (lxcafe47d984b50)","Transmit Total (lxccddc051f6a29)","Transmit Total (lxccf3cdc47b0c9)","Transmit Total (lxce6f24bb6c275)","Transmit Total (lxcefae8cd05c83)","Transmit Total (lxcefb8e72134a6)","Transmit Total (lxcfed393d703a1)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc24a55b6118f2)","Receive Total (lxc2620cdf5014d)","Receive Total (lxc27c8bfb255bc)","Receive Total (lxc2e928844a56f)","Receive Total (lxc3300f810e11f)","Receive Total (lxc573a43e1f8d2)","Receive Total (lxc57952e484e48)","Receive Total (lxc6a491f057ac7)","Receive Total (lxc6cffc9e65af3)","Receive Total (lxc769c27b82d9e)","Receive Total (lxc7eb535e15136)","Receive Total (lxc8928d6f5d0b3)","Receive Total (lxc_health)","Receive Total (lxca81d0fc879aa)","Receive Total (lxcafe47d984b50)","Receive Total (lxccddc051f6a29)","Receive Total (lxccf3cdc47b0c9)","Receive Total (lxce6f24bb6c275)","Receive Total (lxcefae8cd05c83)","Receive Total (lxcefb8e72134a6)","Receive Total (lxcfed393d703a1)"
2023-03-12 08:24:00,0,69.4,13051,44132,0,0,65.3,121,0,7992,467,1159,1875,19055,38.5,1915,0,32.3,1678,350,451,66.1,40447,105,455,0.389,69.4,0,18511,45827,0,0,40.6,20.9,0,1153,261,656,1881,9232,19,190,0,26.2,17437,99.7,253,41,19295,232,255,0
2023-03-12 08:26:00,0,69.0,13950,45249,0,0,65.7,116,0,7744,466,1160,1341,18306,38.5,1806,0,32.1,1635,338,448,67.2,40413,105,454,0,69.0,0,18045,44626,0,0.389,40.6,20.0,0,1103,260,658,1342,10654,19.0,176,0,26.0,17418,97.5,251,42.2,18521,233,254,0
2023-03-12 08:28:00,0,68.3,13450,43367,0,0,66.1,116,0,7664,467,1160,1347,18255,753,1773,0,32.3,1584,350,447,66.0,40415,118,454,0,68.3,0,18686,45417,0,0.389,41,20.0,0,1095,260,658,1349,9754,481,197,0,26.2,17410,100,249,41,18472,247,254,0
2023-03-12 08:30:00,0,69.7,13452,44600,0,0,65.7,110,0,7958,456,1159,1879,26871,38.9,1918,0,32.1,1752,349,436,66.5,40527,196,442,0,69.7,0,18547,46008,0,0,40.6,24.0,0,1071,255,656,1879,9698,19,183,0,26.0,17429,100,250,41.4,27161,265,247,0
2023-03-12 08:32:00,0,68.6,12263,41798,0,0,65.3,126,0,7730,455,1166,1346,18446,38.5,1817,0,31.6,1630,338,436,65.7,40435,109,441,0,68.6,0,18003,44656,0,0,39.9,26.8,0,1152,259,658,1345,8974,19,208,0,25.5,17424,97.8,250,40.3,18704,235,252,0
2023-03-12 08:34:00,0,68.6,12848,43714,0,0,66.1,137,0,7920,469,1164,1615,18863,38.5,1883,0,31.6,1605,338,448,66.1,40335,105,453,0,68.6,0,18250,45394,0,0,41,23.8,0,1167,262,656,1618,9280,19,211,0.389,25.5,17344,97.5,251,40.6,19045,232,253,0
2023-03-12 08:36:00,0,68.6,14824,46420,0,0,65.7,126,0,7846,467,1158,1611,18239,38.5,1868,0,32.1,1692,355,449,65.7,40425,105,454,0,68.6,0,18314,45386,0,0,41,21.9,0,1133,261,656,1613,11271,19,191,0.389,26.0,17409,102,252,40.6,18449,232,254,0
2023-03-12 08:38:00,0,69,13543,43664,0,0,66.1,126,0,7610,467,1147,1342,18500,754,1759,0,32.3,1630,332,450,65.0,40438,105,455,0,69,0,18691,45347,0,0,40.6,21.9,0,1070,261,651,1344,9827,473,209,0,26.2,17408,96.5,252,39.9,18792,232,255,0
2023-03-12 08:40:00,0,69.7,13411,44896,0,0,66.5,115,0,7994,465,1163,1867,26926,38.5,1916,0,32.5,1735,332,449,65.8,40483,194,455,0,69.7,0,18537,45977,0,0,41,20.0,0,1116,260,656,1867,9640,19,221,0,26.0,17427,96.5,251,40.3,27201,265,255,0
2023-03-12 08:42:00,0,69.7,12536,42287,0,0,66.0,126,0,7650,468,1163,1341,18444,38.5,1791,0,31.6,1627,332,449,65.7,40425,107,452,0,69.7,0,18002,44364,0,0,41.0,21.8,0,1129,261,655,1344,9242,19.0,188,0,25.5,17410,96.5,250,40.6,18724,235,252,0
2023-03-12 08:44:00,0,69.4,12704,43620,0,0,65.3,126,0,7860,468,1160,1613,18897,38.5,1895,0,31.6,1692,348,451,66.4,40445,105,455,0,69.4,0,18259,45229,0,0,40.3,21.9,0,1123,261,658,1620,9127,19,201,0,25.5,17406,100,253,41.7,19233,232,255,0
2023-03-12 08:46:00,0,69.4,14081,45755,0,0,65.7,126,0,7860,469,1159,1613,18424,38.5,1918,0,32.1,1706,349,448,66.1,40446,105,455,0,69.4,0,18313,45330,0,0,40.3,21.9,0,1112,262,655,1610,10530,19,229,0,26.0,17416,100,251,40.6,18673,232,255,0
2023-03-12 08:48:00,0,69,12858,42553,0,0,65.7,132,0,7480,469,1158,1081,18421,754,1705,0,32.1,1594,366,447,66.1,40441,103,454,0,69,0,18420,44552,0,0,40.6,22.8,0,1084,261,655,1074,9402,479,188,0,26.0,17424,104,249,41,18711,232,255,0
2023-03-12 08:50:00,0,70.5,13322,45058,0,0,66.1,137,0,7997,468,1158,1881,27105,38.5,1949,0,32.1,1772,343,449,65.3,40493,200,454,0,70.5,0,18546,46084,0,0,41,23.8,0,1155,261,656,1875,9535,19,178,0,26.0,17441,99.1,251,40.3,27404,267,253,0
2023-03-12 08:52:00,0,70.5,12765,42605,0,0,65.7,115,0,7663,469,1160,1352,18443,38.5,1799,0,32.3,1569,332,450,65.6,40378,108,456,0,70.5,0,18011,44378,0,0,40.6,19.9,0.389,1107,262,658,1349,9449,19.0,191,0,26.2,17367,96.5,253,40.6,18656,236,256,0
2023-03-12 08:54:00,0,69.4,13466,44563,0,0,65.3,126,0,7795,453,1158,1614,18872,38.5,1853,0,32.3,1611,333,437,66.1,40384,9707,443,0,69.4,0,18268,55159,0,0,40.3,21.9,0.389,1107,253,655,1612,9895,19,190,0,26.2,17355,96.5,244,41,19101,289,249,0
2023-03-12 08:56:00,0,69,15196,46252,0,0,65.7,137,0,7956,453,1158,1881,18640,38.5,1910,0,31.9,1732,338,437,66.8,40431,105,441,0,69,0,18588,45944,0,0,40.6,23.8,0,1147,253,655,1877,11378,19,184,0,25.7,17415,97.8,244,41.4,18851,232,247,0
2023-03-12 08:58:00,0,69,13245,43050,0,0,66.1,132,0,7551,468,1161,1080,18595,752,1708,0,31.6,1570,344,448,65.8,40425,103,452,0,69,0,18430,44695,0,0,41,22.8,0,1098,261,658,1080,9781,474,187,0,25.5,17409,99.1,250,41,18864,232,252,0
2023-03-12 09:00:00,0,68.6,13275,45010,0,0,66.8,132,0,63232,468,1161,1872,26984,38.5,1924,0,31.9,1738,338,450,65.8,40485,235,454,0,68.6,0,18561,103726,0,0,41.7,22.8,0,1341,261,658,1876,9471,19,208,0,25.7,17417,97.5,253,41,27296,293,253,0
2023-03-12 09:02:00,0,69.4,12678,42332,0,0,66.1,132,0,7679,468,1158,1347,18631,38.5,1785,0,32.3,1588,338,450,65.7,40391,108,455,0,69.4,0,18010,44346,0,0,41,22.8,0,1126,261,656,1346,9392,19,188,0,26.2,17380,97.8,253,41.4,18858,237,256,0
2023-03-12 09:04:00,0,69,12827,43539,0,0,65.8,131,0,7805,468,1160,1609,18857,38.5,1846,0,32.3,1635,338,447,65.8,40406,104,453,0,69,0,18258,45265,0,0,40.3,23.2,0,1129,261,668,1605,9263,19,187,0,26.2,17374,97.8,249,40.6,19124,232,254,0.389
2023-03-12 09:06:00,0,68.6,14000,45140,0,0,65.3,121,0,7937,468,1160,1875,18522,38.5,1932,0.389,32.3,1765,332,448,66.4,40480,104,453,0,68.6,0,18568,46233,0,0,39.9,20.9,0,1106,261,668,1884,10194,19,191,0,26.2,17429,101,251,41,18800,232,252,0
2023-03-12 09:08:00,0,68.6,13112,43262,0,0,65.7,121,0,7495,468,1163,1078,18534,753,1714,0,32.3,1593,333,449,66.8,40474,104,455,0,68.6,0,18432,44681,0,0,40.6,20.9,0,1092,261,656,1082,9665,474,187,0,26.2,17417,101,251,41.7,18828,232,261,0
2023-03-12 09:10:00,0,69,13488,45229,0,0,66.4,121,0,7974,467,1162,1873,26546,753,1921,0,32.1,1716,332,451,66.8,40483,194,455,0,69,0,19232,47005,0,0,41.4,20.9,0,1113,261,655,1873,9281,474,191,0,26.0,17386,96.5,253,41.7,26817,266,260,0
2023-03-12 09:12:00,0,69.8,12905,42870,0,0,65.7,115,0,7597,468,1158,1349,18335,38.5,1783,0,31.6,1579,343,448,66.0,40412,108,454,0,69.8,0,18020,44363,0,0,40.3,20.0,0,1092,261,655,1347,9610,19,194,0,25.5,17372,99.1,250,41,18568,236,254,0
2023-03-12 09:14:00,0.389,69,12717,43737,0,0,65.6,121,0.389,7719,467,1159,1352,18768,38.5,1779,0,31.6,1630,349,448,66.5,40449,103,455,0,69,0.389,17996,44613,0,0,40.3,20.9,0,1110,261,657,1351,9419,19.4,200,0,25.5,17416,100,250,42.1,19097,233,256,0
2023-03-12 09:16:00,0.389,68.6,14525,46236,0,0,65.7,126,0.389,8058,468,1159,1880,18252,38.5,1954,0,32.1,1769,338,449,66.8,40449,105,453,0,68.6,0.389,18582,56366,0,0,39.9,21.9,0,1139,261,655,1881,10704,19.4,200,0,26.0,17432,97.8,252,41.8,18501,233,252,0
2023-03-12 09:18:00,0,69,12958,43164,0,0,66.1,121,0,7545,453,1161,1076,18226,754,1735,0,32.1,1603,349,437,66.4,40437,105,443,0,69,0,18437,47009,0,0,41.4,25.9,0,1119,253,657,1075,9506,475,189,0,26.0,17412,100,250,41.4,18513,231,250,0
2023-03-12 09:20:00,0,69.4,13413,45136,0,0.389,66.1,121,0,7863,453,1160,1613,26735,754,1866,0,32.3,1675,333,436,66.4,40458,200,442,0.389,69.4,0,18967,46376,0,0,41.0,25.9,0,1170,253,657,1615,9488,475,231,0,26.2,17403,96.5,249,41.4,27001,266,251,0
2023-03-12 09:22:00,0,78.0,13107,42580,0,0.388,66.4,126,0,7788,467,1157,1611,18346,38.4,1865,0,32.3,1702,342,449,65.9,40378,127,453,0.388,78.0,0,18255,45007,0,0,40.9,21.8,0,1125,266,654,1613,9557,19.0,212,0,26.2,17392,99.4,251,40.9,18612,258,253,0
2023-03-12 09:24:00,0,78.2,12785,43327,0,0,66.8,121,0,7668,470,1159,1343,18833,38.5,1769,0,32.1,1616,343,450,66.4,40442,103,454,0,78.2,0,17995,44544,0,0,41.4,20.9,0,1108,262,656,1343,9478,19,170,0,26.0,17402,99.2,252,41.7,19129,232,254,0
2023-03-12 09:26:00,0,69.7,14525,45367,0,0,66.1,120,0,7947,470,1157,1874,18359,38.5,1916,0,31.6,1751,338,449,66.7,40440,103,457,0,69.7,0,18574,45985,0,0,40.6,20.9,0,1118,263,656,1876,10707,19,181,0,25.5,17425,97.5,252,41.7,18600,232,258,0
2023-03-12 09:28:00,0,69,13287,43125,0,0,65.8,121,0,7689,467,1160,1342,18348,753,1810,0,31.6,1659,349,447,66.4,40443,105,457,0,69,0,18672,45316,0,0.389,40.3,20.9,0,1118,260,658,1344,9579,476,181,0,25.5,17415,100,249,41,18646,231,257,0
2023-03-12 09:30:00,0,69,14117,46088,0,0,66.5,126,0,7781,467,1158,1610,26619,754,1855,0,31.6,1680,354,450,65.7,40502,197,453,0,69,0,18994,46216,0,0,41,21.9,0,1105,261,656,1613,10205,476,182,0,25.5,17408,101,252,40.6,26879,265,252,0
2023-03-12 09:32:00,0,69,12849,43020,0,0,66.1,126,0,7719,470,1159,1615,18319,38.5,1858,0,31.6,1679,350,449,66.6,40424,9714,453,0,69,0,18269,54895,0,0,40.6,21.9,0,1116,263,657,1616,9301,19,192,0,25.5,17405,99.7,252,41.1,18591,291,253,0
2023-03-12 09:34:00,0,70.1,12400,43116,0,0,66.0,121,0,7514,470,1161,1084,18656,38.5,1709,0,31.6,1583,333,448,65.3,40435,104,455,0,70.1,0,17726,43584,0,0,41,20.9,0,1111,262,657,1076,9371,19,191,0,25.5,17410,96.1,250,39.9,18979,231,255,0
2023-03-12 09:36:00,0,70.1,14783,46052,0,0,65.7,126,0,7934,470,1158,1884,18432,38.5,1921,0,31.6,1762,338,451,65.0,40454,103,454,0,70.1,0,18573,46013,0,0,41,21.9,0,1101,263,655,1879,10974,19,205,0.389,25.5,17425,97.8,254,39.9,18690,232,254,0
2023-03-12 09:38:00,0,70.1,13052,43301,0,0,65.7,121,0,7634,469,1158,1343,18383,753,1785,0,31.6,1594,347,449,65.3,40399,104,453,0,70.1,0,18665,45308,0,0,40.6,20.9,0,1108,262,655,1343,9340,473,178,0,25.5,17374,100,252,40.6,18636,232,253,0
2023-03-12 09:40:00,0,71.2,13111,44943,0,0,66.5,115,0,7860,469,1159,1605,20929,753,1883,0,32.0,1693,376,447,65.3,40465,194,453,0,71.2,0,18951,46418,0,0,41.7,19.9,0,1121,262,658,1607,9150,473,207,0,25.5,17425,107,249,40.3,21223,265,253,0
2023-03-12 09:42:00,0,70.1,13098,43095,0,0,66.7,121,0,7983,454,1173,1873,17993,38.5,1986,0,32.0,1726,354,437,66.1,40414,108,441,0,70.1,0,18512,45976,0,0,41.3,20.9,0,1120,254,664,1871,9298,19.0,216,0,25.5,17392,102,246,40.2,18247,235,247,0
2023-03-12 09:44:00,0,69,12696,43728,0,0,66.4,120,0,7607,468,1159,1086,18407,38.5,1749,0,31.6,1562,344,448,65.7,40434,106,453,0,69,0,17740,43796,0,0,41,20.9,0,1092,261,656,1086,9661,19,225,0,25.5,17419,99.1,251,40.6,18692,232,253,0
2023-03-12 09:46:00,0,69,14468,45945,0,0,65.8,126,0,7952,468,1159,1877,19243,38.5,1975,0,31.6,1720,356,448,65.3,40422,104,453,0,69,0,18601,46433,0,0,40.4,21.9,0,1097,261,658,1879,10654,19,230,0,25.5,17392,101,250,40.3,19429,232,253,0
2023-03-12 09:48:00,0,69.4,12977,42617,0,0,66.1,115,0,7631,468,1163,1342,19199,752,1780,0,31.6,1584,350,447,65.0,40402,103,453,0,69.4,0,18672,45457,0,0,41.1,20.0,0,1114,261,656,1341,9256,474,177,0,25.5,17370,100,249,39.5,19449,233,253,0
2023-03-12 09:50:00,0,69,13183,45054,0,0,65.7,121,0,7830,467,1163,1609,18608,752,1843,0,31.6,1624,332,450,65.0,40377,199,456,0,69,0,18970,46176,0,0,40.6,20.9,0,1123,261,656,1610,9181,474,201,0,25.5,17364,96.1,253,39.5,18851,267,256,0
2023-03-12 09:52:00,0,69.7,13237,43096,0,0,66.1,126,0,7862,467,1160,1878,18254,38.5,1915,0,32.1,1747,332,451,65.7,40442,108,456,0,69.7,0,18548,45757,0,0,41.1,21.9,0,1070,261,660,1876,9423,19,219,0,26.0,17417,96.5,253,40.3,18531,236,256,0
2023-03-12 09:54:00,0,70.5,12523,44240,0,0,66.4,126,0,7557,470,1161,1081,17659,38.5,1707,0,32.3,1575,338,448,65.3,40414,105,454,0,70.5,0,17732,43904,0,0,41.7,21.9,0,1127,263,662,1087,9477,19,189,0,26.2,17415,97.5,250,39.9,17973,232,254,0
2023-03-12 09:56:00,0,70.1,14494,46273,0,0,66.1,132,0,7972,468,1165,1870,18857,38.5,1911,0,32.3,1699,339,448,65.3,40413,106,453,0,70.1,0,18569,46023,0,0,41.4,22.8,0,1122,262,658,1874,10688,19,167,0,26.2,17390,102,250,40.3,19052,231,253,0
2023-03-12 09:58:00,0,69.4,13419,43158,0,0,66.4,126,0,7752,467,1163,1341,19109,753,1817,0,32.3,1673,339,450,65.7,40476,106,456,0,69.4,0,18670,45409,0,0,41.4,21.9,0.389,1129,260,656,1342,9742,475,209,0,26.2,17417,97.5,253,41,19400,231,256,0
2023-03-12 10:00:00,0,69,13717,45717,0,0,65.7,115,0,7864,468,1159,1611,18285,753,1834,0,32.3,1682,349,450,65.4,40450,195,454,0,69,0,18980,46278,0,0,40.6,20.0,0,1069,261,656,1610,9762,475,208,0,26.2,17402,100,252,40.3,18527,265,259,0
2023-03-12 10:02:00,0,70.5,13391,43326,0,0,66.1,120,0,7896,468,1159,1880,18789,38.5,1941,0,32.1,1724,360,448,65.7,40438,107,455,0,70.5,0,18551,45857,0,0,41,20.9,0,1112,261,658,1879,9568,19,221,0,26.0,17391,103,250,40.3,19050,236,260,0
2023-03-12 10:04:00,0,70.1,12604,43357,0,0,66.1,126,0,7530,470,1159,1077,17944,38.5,1710,0,32.1,1591,355,447,65.8,40444,105,454,0,70.1,0,17733,43727,0,0,41,21.9,0,1124,262,657,1079,9550,19,192,0,26.0,17419,102,249,40.6,18263,232,254,0
2023-03-12 10:06:00,0,69.7,14593,45684,0,0,66.4,132,0,7974,453,1160,1868,23661,38.5,1956,0.389,32.1,1760,332,438,65.8,40468,104,440,0,69.7,0,18595,46086,0,0,41.4,28.1,0,1124,253,656,1870,10807,19,219,0,26.0,17435,96.5,246,40.6,23861,232,245,0
2023-03-12 10:08:00,0,69.7,13237,43486,0,0,66.9,126,0,7747,466,1164,1611,18734,753,1876,0.389,32.3,1635,355,449,66.1,40396,104,455,0,69.7,0,18935,45981,0,0,41.5,27.6,0,1116,260,656,1624,9262,473,194,0,26.2,17395,102,255,41,18959,232,260,0.389
2023-03-12 10:10:00,0,69.7,12738,44564,0,0,65.7,121,0,7663,470,1163,1344,18430,753,1767,0,32.3,1583,349,448,65.3,40386,9802,452,0,69.7,0,18703,55727,0,0,40.6,21.3,0,1117,267,656,1352,9002,473,191,0,26.2,17397,100,255,39.9,18675,323,252,0.389
2023-03-12 10:12:00,0,70.1,13006,43153,0,0,66.1,137,0,7870,469,1164,1873,17620,38.5,1910,0,32.3,1733,332,449,65.3,40431,9729,453,0,70.1,0,18542,64415,0,0,40.6,23.8,0,1105,267,658,1872,9160,19.4,203,0,26.2,17411,96.5,251,39.9,17894,308,253,0
2023-03-12 10:14:00,0,69,12556,43621,0,0,66.9,126,0.389,7722,469,1151,1352,16831,38.5,1779,0,32.3,1632,343,450,66.1,40457,104,454,0,69,0,17997,44448,0,0,41,21.9,0,1121,262,649,1347,9245,19,201,0,26.2,17418,99.1,252,40.6,17138,232,254,0
2023-03-12 10:16:00,0.389,69.0,14197,45072,0,0,66.0,120,0,7825,469,1159,1618,23728,38.5,1830,0,32.3,1688,344,450,65.6,40489,103,454,0,69.0,0.389,18305,45525,0,0,40.6,20.9,0,1133,261,655,1613,10695,19.0,183,0,26.2,17406,99.1,252,40.2,23975,232,256,0
2023-03-12 10:18:00,0,69.4,13219,43082,0,0,65.7,121,0,7783,467,1160,1609,18885,755,1847,0,32.3,1607,333,448,65.7,40411,104,453,0,69.4,0,18928,45974,0,0,40.6,20.9,0,1086,261,658,1607,9266,473,178,0,26.2,17358,96.5,251,40.3,19108,231,253,0
2023-03-12 10:20:00,0,69.4,13126,44824,0,0,65.7,115,0,7587,468,1160,1080,19182,755,1729,0,32.3,1532,355,448,66.0,40407,198,452,0,69.4,0,18444,44869,0,0,41,20.0,0,1122,261,658,1081,9676,473,215,0,26.2,17368,102,251,41.4,19414,265,252,0
2023-03-12 10:22:00,0,69.7,13078,43239,0,0,65.7,121,0,7997,467,1158,1880,18606,38.5,1959,0,32.6,1792,344,448,65.2,40446,114,455,0,69.7,0,18537,45986,0,0,40.3,20.9,0,1157,261,656,1877,9247,19.0,234,0,26.4,17440,99.1,249,39.9,18899,243,255,0
2023-03-12 10:24:00,0,70.8,12727,43930,0,0,66.1,121,0,7739,468,1158,1347,18572,38.5,1814,0,32.8,1651,326,449,65.3,40449,105,454,0.389,70.8,0,17992,44738,0,0,41,20.9,0,1120,261,656,1349,9407,19,214,0,26.7,17431,95.2,252,39.9,18884,232,253,0
2023-03-12 10:26:00,0,69.7,14149,45893,0,0.389,66.4,127,0,7908,472,1164,1607,26961,38.9,1864,0,32.6,1702,337,449,65.3,40512,104,455,0.389,69.7,0,18323,45560,0,0,41.8,21.9,0,1160,264,658,1608,10657,19,193,0,26.4,17427,97.5,252,39.9,27176,232,255,0
2023-03-12 10:28:00,0,69.4,13942,44140,0,0.389,66.0,126,0,7919,457,1163,1870,18519,753,1914,0,32.3,1705,349,435,65.7,40419,104,441,0,69.4,0,19211,46621,0,0,41.4,21.9,0,1114,255,658,1869,9703,474,200,0,26.2,17391,100,243,41,18751,232,246,0
2023-03-12 10:30:00,0,69.4,13126,44852,0,0,66.9,121,0,7561,454,1158,1078,19008,752,1717,0,32.3,1542,344,436,65.7,40434,194,441,0,69.4,0,18441,44714,0,0,41.8,20.9,0,1108,253,655,1085,9668,474,192,0,26.2,17384,98.8,244,40.6,19250,266,246,0
2023-03-12 10:32:00,0,70.5,13025,43181,0,0,66.4,132,0,7883,466,1159,1873,18502,38.5,1928,0,32.3,1758,326,450,66.8,40451,108,452,0,70.5,0,18530,45733,0,0.389,41,22.8,0,1116,260,656,1875,9193,19,182,0,26.2,17415,95.2,252,41.7,18800,236,252,0
2023-03-12 10:34:00,0,70.1,12258,43543,0,0,66.7,137,0,7676,468,1162,1342,18519,38.5,1787,0,32.3,1607,333,448,65.7,40516,105,455,0,70.1,0,18030,44465,0,0.389,41.4,23.8,0,1132,261,658,1345,8973,19,186,0.389,26.2,17412,96.1,251,40.3,18817,233,255,0
2023-03-12 10:36:00,0,69.7,14134,45121,0,0,66.0,132,0,7807,467,1160,1611,27129,38.5,1844,0,32.3,1703,333,448,66.1,40573,105,453,0,69.7,0,18366,45384,0,0,41,22.8,0,1126,261,658,1611,10645,19,170,0.389,26.2,17420,96.1,251,41,27380,232,253,0
2023-03-12 10:38:00,0,69.4,13423,43332,0,0,66.5,126,0,7888,466,1158,1879,18594,38.5,1916,0,32.3,1675,355,449,66.1,40420,106,454,0,69.4,0,18525,45781,0,0,40.7,21.9,0,1090,260,655,1873,9598,19.0,199,0,26.2,17393,102,252,41.0,18831,231,254,0
2023-03-12 10:40:00,0,69.4,11871,43373,0,0,66.4,121,0,7558,470,1160,1085,18879,754,1703,0,32.3,1517,338,448,66.1,40490,195,455,0,69.4,0,18415,44820,0,0,41.4,20.9,0,1129,262,658,1084,8402,474,207,0,26.2,17456,97.8,249,40.6,19158,265,255,0
2023-03-12 10:42:00,0,68.6,13529,43257,0,0,65.7,121,0,7950,470,1161,1875,18481,38.5,1917,0,32.3,1762,343,453,66.1,40514,107,452,0,68.6,0,18549,45912,0,0,40.6,20.9,0,1147,262,663,1877,9714,19,229,0,26.2,17503,99.1,256,41,18756,236,252,0
2023-03-12 10:44:00,0,70.5,12662,44206,0,0,66.1,126,0,7707,470,1159,1344,18460,38.5,1841,0,32.3,1634,328,450,66.1,40452,9708,453,0,70.5,0,18000,54474,0,0,41,21.9,0,1073,263,656,1346,9372,19,217,0,26.2,17419,100,252,40.6,18767,284,252,0
2023-03-12 10:46:00,0,68.6,13904,45278,0,0,66.1,132,0,7832,468,1159,1608,26853,38.5,1908,0,32.7,1703,355,450,66.1,40515,104,455,0,68.6,0,18336,45453,0,0,40.6,22.8,0,1120,261,655,1610,10413,19,213,0,26.2,17417,107,251,41,27100,232,255,0
2023-03-12 10:48:00,0,69.4,13093,43014,0,0,66.4,132,0,7917,470,1161,1875,18536,38.5,1925,0,32.3,1711,360,449,66.1,40414,104,455,0,69.4,0,18544,45882,0,0,41.4,22.8,0,1116,263,658,1874,9274,19,186,0,26.2,17370,103,252,40.6,18776,233,260,0
2023-03-12 10:50:00,0,69.0,13132,44423,0,0,66.1,137,0,7568,471,1164,1079,18986,753,1726,0,32.3,1524,344,450,65.4,40361,191,452,0,69.0,0,18420,44779,0,0,41.5,23.8,0,1098,263,655,1079,9669,473,188,0,26.2,17346,99.1,253,39.9,19212,259,252,0
2023-03-12 10:52:00,0,69,13222,42902,0,0,66.1,120,0,7883,456,1163,1877,18451,38.5,1918,0,31.9,1682,350,435,65.6,40373,107,441,0,69,0,18542,45645,0,0,41.1,20.9,0,1093,255,656,1882,9388,19,196,0,25.7,17353,100,242,41,18661,236,246,0
2023-03-12 10:54:00,0,69.7,12216,43033,0,0,66.1,126,0,7705,467,1160,1345,18387,38.5,1808,0,31.6,1651,348,444,66.4,40443,104,454,0,69.7,0,17988,44614,0,0,41,21.9,0.389,1105,260,658,1342,8915,19,194,0,25.5,17414,100,246,41.4,18710,232,253,0
2023-03-12 10:56:00,0,69.4,13390,45013,0,0,66.8,132,0,7647,468,1160,1349,27109,38.5,1781,0,31.9,1622,338,449,65.8,40510,105,455,0,69.4,0,18061,45078,0,0,41.4,28.1,0.389,1086,261,658,1343,10180,19,167,0,25.7,17423,97.8,252,41.4,27321,232,261,0
2023-03-12 10:58:00,0,69,13398,43097,0,0,66.8,126,0,7954,465,1166,1881,18767,38.5,1931,0,32.3,1731,344,448,66.0,40432,104,455,0,69,0,18568,45980,0,0,41.4,21.9,0,1124,266,663,1880,9582,19,194,0,26.2,17426,99.1,255,41,18998,232,255,0
2023-03-12 11:00:00,0,70.5,13814,45593,0,0,66.1,121,0,7751,467,1160,1346,18999,755,1795,0,32.3,1641,321,447,65.6,40435,195,455,0,70.5,0,18701,50637,0,0,40.6,20.9,0,1138,266,658,1347,10100,473,184,0,26.2,17408,93.9,249,41.4,19295,266,255,0
2023-03-12 11:02:00,0,70.8,12742,42601,0,0,66.1,115,0,7788,468,1159,1609,18367,38.5,1855,0,32.3,1675,326,447,66.1,40454,107,453,0,70.8,0,18271,53623,0,0,40.6,20.0,0,1129,261,656,1610,9211,19,189,0,26.2,17391,95.2,249,41,18632,237,253,0
2023-03-12 11:04:00,0,69.7,12579,43986,0,0,65.7,121,0,7864,466,1159,1608,18325,38.5,1890,0,32.3,1640,343,450,65.8,40456,117,456,0,69.7,0,18252,45218,0,0,40.3,20.9,0,1104,260,655,1608,9031,19,197,0,26.2,17398,99.1,253,40.6,18580,248,256,0
2023-03-12 11:06:00,0,70.1,13856,45100,0,0,66.3,120,0,7737,468,1161,1344,25072,38.5,1791,0,32.3,1596,333,449,65.7,40507,120,453,0,70.1,0,18069,44909,0,0,41.0,21.3,0,1122,261,657,1346,10623,19.0,198,0,26.2,17408,96.5,250,41.0,25257,247,252,0
2023-03-12 11:08:00,0,69.4,13226,43136,0,0,66.1,126,0,7963,469,1158,1880,18113,38.5,1946,0.389,32.3,1743,344,448,66.4,40478,105,453,0,69.4,0,18552,45954,0,0,40.6,21.9,0,1094,262,655,1883,9391,19,190,0,26.2,17423,99.1,250,41.7,18403,232,252,0
2023-03-12 11:10:00,0,70.8,12923,44264,0,0,66.5,126,0,7693,469,1159,1347,18514,757,1814,0,32.3,1633,361,449,66.4,40452,197,453,0,70.8,0,18691,45558,0,0,41.1,21.9,0,1097,261,656,1339,9178,473,196,0,26.2,17430,103,252,41,18826,267,253,0
2023-03-12 11:12:00,0,71.2,12681,42194,0,0,66.9,121,0,7756,470,1159,1619,18040,38.5,1891,0,32.3,1703,344,447,66.2,40439,108,456,0,71.2,0,18268,45221,0,0,41.8,20.9,0,1092,263,656,1611,9103,19.4,196,0,26.2,17416,99.1,249,40.6,18335,236,256,0.389
