"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05ca4eb0f903)","Transmit Total (lxc0e4aa2e5ee9a)","Transmit Total (lxc0f98788fb31e)","Transmit Total (lxc13467604ff43)","Transmit Total (lxc13aeaa26d776)","Transmit Total (lxc1f39d9927cdc)","Transmit Total (lxc2368609f7bd1)","Transmit Total (lxc2988b84f3fbb)","Transmit Total (lxc3029f3c52bb4)","Transmit Total (lxc3bd8d7d2aadc)","Transmit Total (lxc4d23d98e0c91)","Transmit Total (lxc52b2b28bbcc8)","Transmit Total (lxc5851cf07f3be)","Transmit Total (lxc6ed88b62a826)","Transmit Total (lxc75fbef30a752)","Transmit Total (lxc8c4c70aed681)","Transmit Total (lxc92de70f2a832)","Transmit Total (lxc9495fc49f853)","Transmit Total (lxc976dc02abaa0)","Transmit Total (lxc_health)","Transmit Total (lxcacaa9500f437)","Transmit Total (lxcaec49258d85b)","Transmit Total (lxcb3eb82635d42)","Transmit Total (lxcbe13c37cde77)","Transmit Total (lxcc071ea49a929)","Transmit Total (lxcc48a5d2d0f1b)","Transmit Total (lxccceb9198d51d)","Transmit Total (lxcd42ff77fa34a)","Transmit Total (lxcde1fff6244fb)","Transmit Total (lxcf62cc55180bf)","Transmit Total (lxcfec0ac61d5e2)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05ca4eb0f903)","Receive Total (lxc0e4aa2e5ee9a)","Receive Total (lxc0f98788fb31e)","Receive Total (lxc13467604ff43)","Receive Total (lxc13aeaa26d776)","Receive Total (lxc1f39d9927cdc)","Receive Total (lxc2368609f7bd1)","Receive Total (lxc2988b84f3fbb)","Receive Total (lxc3029f3c52bb4)","Receive Total (lxc3bd8d7d2aadc)","Receive Total (lxc4d23d98e0c91)","Receive Total (lxc52b2b28bbcc8)","Receive Total (lxc5851cf07f3be)","Receive Total (lxc6ed88b62a826)","Receive Total (lxc75fbef30a752)","Receive Total (lxc8c4c70aed681)","Receive Total (lxc92de70f2a832)","Receive Total (lxc9495fc49f853)","Receive Total (lxc976dc02abaa0)","Receive Total (lxc_health)","Receive Total (lxcacaa9500f437)","Receive Total (lxcaec49258d85b)","Receive Total (lxcb3eb82635d42)","Receive Total (lxcbe13c37cde77)","Receive Total (lxcc071ea49a929)","Receive Total (lxcc48a5d2d0f1b)","Receive Total (lxccceb9198d51d)","Receive Total (lxcd42ff77fa34a)","Receive Total (lxcde1fff6244fb)","Receive Total (lxcf62cc55180bf)","Receive Total (lxcfec0ac61d5e2)"
2023-03-12 08:44:00,0,2656,19331,80137,0,68488,257,65.3,0,1897,213,0,30.7,1999,1878,126,5.47,16337,155,222,65.0,0,90.3,128,32.7,130,7049,0,129,87.2,376,156,0,17916,76.6,170,2656,0,27514,87792,0,2402,74.2,40.5,0,201,228,0,19.7,2264,179,30.3,5.14,16267,86.6,228,42.0,0,95.4,30.3,26.2,21.9,1018,0,21.9,66.2,440,136,0,7479,3540,570
2023-03-12 08:46:00,0,1604,18300,71341,0,68384,151,66.4,0,1810,211,0,32.1,1908,1788,126,5.34,16340,164,221,65.7,0,89.9,127,32.4,130,6862,0,129,87.2,404,156,0,17431,76.4,167,1604,0,25978,85324,0,2416,79.0,41.4,0,197,229,0,21.0,2203,170,35.6,5.01,16275,96.9,226,41.4,0,95,30.3,25.8,21.9,1053,0,21.9,66.2,471,136,0,7780,3539,561
2023-03-12 08:48:00,0,2132,18879,79323,0,68429,911,66.4,0,1832,212,0,34.3,1965,1806,126,5.57,16339,162,226,66.1,0,89.9,116,32.1,118,6974,0,117,87.2,417,154,0,23401,122,177,2132,0,32451,92853,0,2405,105,41,0,175,229,0,29.0,2283,158,30.3,6.38,16269,94.2,229,41.4,0,95,33.3,26.0,20.0,1103,0,25.5,66.2,497,135,0,7675,3558,576
2023-03-12 08:50:00,0,2658,43136,106293,0,68496,776,66.1,0,1892,212,0,30.7,1986,1874,132,5.20,16341,160,228,66.1,0,90.7,128,32.1,130,7084,0,129,87.2,424,154,0,18814,78,21946,2658,0,49918,113013,0,2412,88.1,41,0,210,229,0,19.7,2178,182,31.6,6.02,16272,96.7,231,41,0,95,30.3,26.0,27.4,1053,0,27.4,66.6,519,136,0,7934,3541,24630
2023-03-12 08:52:00,0,1076,17821,68574,0,68327,84.9,66.1,0,1695,214,0,30.7,1885,1695,137,3.97,16341,160,218,65.7,0,90.3,139,32.3,141,6603,0,141,86.5,379,153,0,26763,76.8,160,1076,0,34691,94185,0,2405,77.9,41.4,0.389,186,228,0,19.7,2308,183,32.9,3.97,16274,93.0,220,40.3,0,95,32.9,26.2,23.8,1019,0,23.8,65.5,442,135,0,8762,3539,574
2023-03-12 08:54:00,0,2658,19336,102267,0,68484,256,64.6,0.389,1881,213,0,32.9,1994,1864,126,5.57,16333,161,221,64.6,0,90.3,127,32.0,130,6971,0,129,85.7,377,155,0,17977,77.2,156,2658,0,27578,88286,0,2402,74.2,40.2,0,187,229,0,22.4,2252,172,30.3,6.59,16272,94.7,226,40.5,0,95,30.3,25.8,21.9,1015,0,21.9,64.7,437,136,0,7531,3539,576
2023-03-12 08:56:00,0,1603,18284,94937,0,68380,137,66.4,0,1791,211,0,32.1,1911,1779,126,3.27,16340,164,227,65.7,0,89.6,122,32.3,124,6779,0,123,86.5,375,156,0,18461,76.6,153,1603,0,27013,86866,0,2413,71.7,41.4,0,185,229,0,21.6,2216,162,30.3,3.27,16273,97.3,235,41,0,95,29.0,26.2,20.9,1064,0,20.9,65.1,425,137,0,6717,3539,573
2023-03-12 08:58:00,0,2130,18852,77821,0,68438,204,66.4,0,1827,212,0,31.5,1931,1803,120,4.91,16351,164,222,66.1,0,89.6,122,32.3,124,6890,0,123,87.2,417,153,0,17637,121,154,2130,0,26735,86612,0,2425,80.1,40.6,0,223,229,0,20.6,2269,179,29.0,5.32,16281,97.0,224,41.4,0.389,95,29.4,26.2,20.9,1016,0,20.9,66.2,499,135,0,6808,3558,569
2023-03-12 09:00:00,0,2656,43042,108513,0,68495,3239,66.1,0,1887,211,0,32.1,1996,1881,115,4.40,16354,159,221,66.4,0,89.9,122,32.3,124,7093,0.389,123,87.2,423,154,0,18712,77.6,21862,2656,0,49708,113001,0,2407,102,41,0,195,229,0.389,21.6,2188,203,27.7,4.77,16277,90,221,41.4,0,95,29.0,26.2,20.9,1030,0,20.9,66.2,519,136,0,8103,3541,24546
2023-03-12 09:02:00,0,1076,17742,78442,0,68322,85.3,64.2,0,1717,212,0,32.9,1878,1703,104,4.40,16353,166,224,65.0,0,89.6,116,32.3,119,6603,0.389,118,87.2,382,153,0,18060,77.0,178,1076,0,26028,84810,0,2396,77.9,40.5,0,177,229,0.389,22.4,2314,163,25.0,4.79,16274,105,224,40.5,0,95,27.7,26.2,20.0,1027,0.389,20.0,66.2,437,136,0,8306,3539,579
2023-03-12 09:04:00,0,2657,19362,88408,0,68466,271,67.5,0,1921,211,0,56.6,2003,1889,126,3.93,16343,166,228,67.1,0,89.9,127,32.3,130,7023,0,129,86.5,407,153,0,17330,77.0,181,2657,0,26935,87130,0,2409,81.6,42.2,0,209,229,0,62.0,2275,150,30.3,4.32,16277,100,236,41.1,0,95,30.3,26.2,21.9,1026,0.389,21.9,65.5,484,135,0,7376,3539,583
2023-03-12 09:06:00,0,2130,18852,72730,0,68425,195,65.7,0,1832,212,0,34.8,1938,1811,126,6.07,16333,160,223,66.1,0,89.6,121,32.3,123,6895,0,123,87.2,372,154,0.389,23340,76.7,154,2130,0,32400,92690,0,2400,73.2,40.7,0,205,229,0,23.7,2176,162,30.3,7.24,16272,92.0,231,41,0,95,29.0,26.2,21.3,1070,0,20.9,66.2,424,135,0,7829,3539,564
2023-03-12 09:08:00,0,1076,17821,72139,0,68325,89.3,66.1,0,1715,211,0.389,32.1,1860,1694,115,5.70,16336,159,222,66.1,0,89.2,127,32.3,130,6642,0,129,87.2,417,156,0.389,18856,121,154,1076,0,26856,85941,0,2403,86.1,40.6,0,180,229,0,21.5,2272,177,27.7,6.88,16292,91.6,223,41.7,0,95,30.3,26.2,22.2,1013,0,21.9,66.2,496,137,0,8041,3587,566
2023-03-12 09:10:00,0,2655,43256,104676,0,68451,256,66.4,0,1899,212,0.389,30.7,1975,1877,126,3.93,16335,163,222,66.7,0,89.9,121,32.3,123,7017,0,123,87.2,430,156,0,21215,77.9,22143,2655,0,52490,115705,0,2404,73.8,41.3,0,205,230,0,19.7,2168,176,30.3,4.31,16289,99.9,223,41.7,0,95.0,29.0,26.2,20.9,1036,0,20.9,66.2,529,137,0,7488,3539,24747
2023-03-12 09:12:00,0,1077,17728,70095,0,68334,71.3,66.4,0,1709,213,0,31.5,1876,1702,132,5.11,16338,164,221,66.1,0,89.6,139,32.3,141,6637,0,140,87.2,353,152,0,17649,76.7,154,1077,0,25609,84511,0,2404,70.6,41,0,192,229,0,20.6,2305,158,31.6,5.99,16273,104,222,41,0,95,32.9,26.2,23.8,1074,0,23.8,66.2,393,135,0,8575,3539,568
2023-03-12 09:14:00,0,2658,19372,82124,0,68497,1555,67.9,0,1921,213,0,32.9,2021,1910,132,5.34,16341,160,225,67.2,0,89.2,133,32.3,135,7165,0,135,87.2,406,150,0,18298,77.1,174,2658,0,27892,88311,0,2409,95.8,41.8,0,186,229,0,22.5,2283,169,31.6,6.22,16278,92.0,232,41.5,0,95,31.6,26.2,22.8,1066,0,22.8,66.2,488,135,0,7772,3592,575
2023-03-12 09:16:00,0.389,2658,19327,74717,0,68482,256,66.1,0,1896,212,0,30.7,1991,1870,131,3.60,16346,161,221,65.3,0,89.6,133,32.3,135,7057,0,135,87.2,376,153,0,18630,76.3,176,2658,0.389,28236,88510,0,2406,73.5,41,0,196,229,0,19.7,2189,172,31.6,3.60,16280,94.1,221,40.3,0,95,31.6,26.2,22.8,1051,0,22.8,66.2,436,135,0,7494,3569,578
2023-03-12 09:18:00,0,1076,17797,72128,0,68323,84.6,64.6,0,1696,214,0,32.9,1857,1683,127,4.77,16352,161,225,65.0,0,89.9,133,32.3,135,6646,0,135,87.2,422,154,0,18319,120,168,1076,0,26348,85555,0,2398,77.9,39.8,0,199,229,0,22.4,2298,174,30.3,10.3,16289,93.6,228,40.9,0,95,31.6,26.2,22.8,1020,0,22.8,66.2,505,137,0.389,7689,3512,565
2023-03-12 09:20:00,0,2657,43252,106969,0,68478,524,65.7,0,1888,212,0,32.1,1984,1875,126,4.73,16368,166,223,66.4,0,90.3,127,32.3,129,7029,0,128,87.2,453,152,0,18708,77.4,22128,2657,0,49984,113154,0,2407,92.8,40.3,0,222,229,0,21.6,2178,200,30.3,5.59,16297,105,226,41.4,0,95,30.3,26.2,21.9,1034,0,21.9,66.2,564,135,0,7706,3541,24725
2023-03-12 09:22:00,0,1603,18301,95028,0,68377,391,65.8,0,1790,212,0,30.7,1928,1761,126,3.70,16350,165,222,66.4,0,89.9,122,32.3,124,6743,0,123,87.2,361,155,0,18969,75.8,194,1603,0,27485,87511,0,2396,82.9,41,0,209,228,0,19.7,2310,205,30.7,4.07,16282,105,228,41,0,95,29.0,26.2,20.9,1022,0,20.9,66.2,405,135,0,8327,3539,614
2023-03-12 09:24:00,0,2130,18912,101103,0,68394,206,66.7,0,1855,214,0,32.9,1947,1831,126,3.27,16343,160,225,67.8,0,89.2,121,32.3,123,6949,0,123,87.5,415,157,0,27772,76.1,156,2130,0,36810,98159,0,2409,80.1,41.1,0,196,229,0,22.3,2271,171,30.3,3.27,16266,91.6,238,42.2,0,95.0,29.0,26.2,20.9,1052,0,20.9,66.0,494,141,0,7771,3538,569
2023-03-12 09:26:00,0,2659,19342,75810,0,68515,257,66.1,0,1896,213,0,32.1,1989,1881,126,3.94,16370,162,226,66.4,0,89.2,128,32.0,130,6956,0,129,87.2,372,156,0,18697,75.7,147,2659,0,28312,88515,0,2409,73.9,40.7,0,193,229,0,21.8,2177,163,30.3,9.45,16289,93.7,230,41.8,0,95.0,30.3,25.8,21.9,1075,0,21.9,66.2,424,140,0,7707,3496,561
2023-03-12 09:28:00,0,1076,17781,74074,0,68324,72.1,68.2,0,1723,211,0,30.7,1870,1707,137,3.93,16356,164,223,67.8,0.389,89.9,139,32.3,141,6651,0,140,87.4,398,153,0,20867,120,151,1076,0,28866,88165,0,2393,70.6,42.2,0,192,229,0,20.1,2279,164,32.9,4.56,16279,102,225,41.8,0,95.0,32.9,26.2,23.7,1015,0,23.7,66.0,474,135,0,7843,3512,567
2023-03-12 09:30:00,0,2658,43115,110271,0,68480,272,67.5,0,1892,211,0,32.9,1987,1878,120,5.43,16338,161,221,67.5,0.389,91.0,127,32.3,130,7082,0,129,87.6,457,155,0,17208,77.9,21890,2658,0,48278,111457,0,2408,81.6,41.8,0,175,229,0,27.9,2184,168,29.0,6.49,16273,99.5,221,41.8,0,95,30.3,26.2,21.9,1049,0,21.9,65.9,576,134,0,7690,3541,24598
2023-03-12 09:32:00,0,1603,22344,75562,0,68391,138,66.4,0,1772,213,0,32.1,1938,1746,126,5.37,16326,166,222,66.1,0,91.4,122,32.3,124,6697,0,123,87.2,399,155,0,18135,76.4,3838,1603,0,30276,90092,0,2407,71.7,41.4,0,199,229,0,21.6,2318,163,30.3,5.76,16269,99.7,223,41,0,94.6,29.0,26.2,20.9,1035,0,20.9,66.2,475,135,0,8401,3539,4654
2023-03-12 09:34:00,0,2132,18864,77564,0,68458,206,66.1,0,1860,213,0,30.7,1953,1843,132,5.37,16349,163,220,66.1,0,90.7,133,32.0,135,6931,0,135,87.2,401,155,0,18623,77.2,158,2132,0,27701,87717,0,2406,80.2,41.0,0,194,229,0,19.7,2277,180,36.9,5.76,16285,95.6,227,41.4,0,94.7,31.6,25.8,22.8,1012,0,22.8,66.2,478,136,0,8385,3541,573
2023-03-12 09:36:00,0,2658,19347,76063,0,68485,1739,65.7,0,1888,214,0,35.4,1966,1884,121,6.56,16361,163,223,66.1,0,90.7,127,32.3,130,7007,0,129,87.2,399,153,0,18210,76.9,167,2658,0,27835,88012,0,2400,95.3,40.3,0,197,229,0,29.6,2171,162,29.0,7.06,16296,95.7,226,41.7,0,95,35.3,26.2,21.9,1042,0,22.2,66.2,465,135,0,7940,3539,568
2023-03-12 09:38:00,0,1076,17786,72497,0,68320,1541,66.4,0,1761,215,0,33.2,1858,1691,121,5.57,16335,160,222,66.4,0,89.9,127,32.3,130,6697,0,129,87.2,420,154,0,17309,123,173,1076,0,25322,84482,0,2414,84.2,41,0,212,229,0,21.8,2277,150,29.0,6.46,16268,96.3,224,41.4,0,95,35.3,26.2,26.9,1046,0,26.9,66.2,506,134,0,7969,3557,573
2023-03-12 09:40:00,0,2657,43146,128979,0,68481,982,67.9,0,1901,213,0,30.7,1987,1884,115,3.27,16332,165,220,68.2,0,89.9,122,32.3,124,7038,0,123,86.5,452,153,0,16431,78.7,21977,2657,0,47566,111173,0,2411,106,42.2,0,193,228,0,19.7,2188,175,27.7,3.27,16271,97.9,221,42.2,0,95,29.0,26.2,20.9,1052,0,20.9,65.5,565,134,0,7989,3541,24643
2023-03-12 09:42:00,0,1604,26552,82613,0,68396,137,64.6,0,1790,213,0,31.5,1930,1762,121,3.94,16367,164,223,64.6,0,90.3,116,32.0,119,6690,0,118,85.7,396,154,0,25786,77.2,7663,1604,0,41655,102474,0,2415,71.7,40.5,0,198,228,0,21.0,2306,172,29.0,4.32,16297,99.0,230,40.9,0,95.4,27.7,25.8,20.0,1029,0,20.0,64.7,478,136,0,8879,3540,8872
2023-03-12 09:44:00,0,2130,18812,81585,0,68420,192,66.4,0,1840,212,0,32.5,1952,1819,121,5.70,16349,160,223,65.7,0,89.6,122,32.3,124,6956,0,123,87.2,378,152,0,18792,77.9,151,2130,0,27830,87720,0,2413,72.8,41.4,0,172,229,0,21.6,2276,171,29.0,6.49,16286,92.0,231,41,0,95,29.0,26.2,20.9,1026,0,20.9,66.2,438,136,0,7791,3563,564
2023-03-12 09:46:00,0,2656,19352,74999,0,68425,271,65.7,0,1894,213,0,34.3,1988,1873,121,6.16,16334,158,221,65.7,0,90.6,127,32.3,130,7019,0,129,87.2,412,155,0,20886,77.1,152,2656,0,30466,90733,0,2415,81.2,40.6,0,174,229,0,24.2,2191,182,29.0,6.96,16276,90.0,223,41.3,0,95.0,30.3,26.2,21.8,1065,0,21.8,66.2,478,135,0,7811,3561,570
2023-03-12 09:48:00,0,1076,17756,72431,0,68310,72.8,63.9,0,1714,213,0,32.1,1857,1691,126,4.77,16347,164,219,64.2,0,89.6,133,32.7,135,6613,0,135,87.2,390,154,0,17187,120,157,1076,0,25186,84321,0,2410,70.6,39.4,0,203,229,0,21.6,2286,168,30.3,5.16,16287,102,220,40.2,0,95,31.6,26.2,22.8,1031,0,22.8,66.2,455,135,0,7675,3558,572
2023-03-12 09:50:00,0,2657,43268,104712,0,68474,273,65.0,0,1896,213,0,30.7,1977,1869,121,3.93,16341,164,223,65.0,0,89.2,122,32.4,124,6988,0,123,86.5,454,156,0,18118,77.5,22062,2657,0,49344,112253,0,2399,81.6,40.5,0,200,228,0,19.7,2178,155,29.0,4.32,16276,98.5,224,40.5,0,95,29.0,25.8,20.9,1019,0,20.9,65.9,564,137,0,7718,3541,24754
2023-03-12 09:52:00,0,2130,31439,97414,0,68444,1724,66.4,0,1848,213,0,32.1,1970,1833,126,4.30,16351,158,221,66.4,0,89.2,121,32.3,123,6914,0,123,86.5,426,155,0,18585,75.9,11697,2130,0,38980,100181,0,2405,94.3,41.4,0,190,228,0,21.8,2305,172,30.3,4.67,16289,90.4,223,41.7,0,95,29.0,26.2,20.9,1048,0,20.9,65.9,518,134,0,8928,3539,13313
2023-03-12 09:54:00,0,1603,18304,84402,0,68395,134,66.8,0,1779,212,0,34.3,1902,1759,132,6.04,16338,163,222,66.1,0,89.6,128,32.3,130,6750,0,129,87.2,376,156,0,18339,77.3,183,1603,0,26854,86330,0,2417,71.7,41.4,0.389,176,228,0,24.5,2272,170,31.6,6.13,16275,95.1,228,41.7,0.389,95,30.3,26.2,21.9,1020,0,21.9,66.2,435,136,0,8274,3540,584
2023-03-12 09:56:00,0,2657,19371,74416,0,68477,272,66.8,0,1904,212,0,33.3,1994,1874,126,3.73,16354,161,222,66.4,0,89.6,128,32.3,130,6949,0,129,87.2,404,154,0,18728,75.7,160,2657,0,28342,88572,0,2411,88.7,41.4,0.389,192,228,0,22.8,2187,168,30.3,3.73,16275,98.8,229,41.7,0.389,95,30.3,26.2,21.9,1025,0,21.9,66.2,469,137,0,7768,3539,570
2023-03-12 09:58:00,0,1076,17775,73843,0,68337,71.3,66.4,0,1717,211,0,30.7,1860,1686,115,4.76,16348,160,225,65.7,0,89.2,122,32.3,124,6668,0,123,87.2,388,154,0,18921,123,163,1076,0,26910,86059,0,2401,70.6,41,0,206,229,0,19.7,2283,172,27.7,5.16,16276,96.8,228,40.6,0,95,29.0,26.2,20.9,1060,0,20.9,66.2,453,135,0,7825,3640,576
2023-03-12 10:00:00,0,2658,43193,109010,0,68484,256,67.5,0,1898,213,0,34.3,1982,1876,121,3.97,16357,161,221,66.8,0,89.6,122,32.3,124,7094,0,123,87.2,429,156,0,27003,78.0,22022,2658,0,58126,121947,0,2414,74.2,41.5,0,197,229,0,24.2,2187,176,29.0,3.97,16283,94.9,222,41.5,0,95,29.0,26.2,20.9,1083,0.389,20.9,66.2,528,135,0,8219,3623,24631
2023-03-12 10:02:00,0,2731,36253,93587,0,68496,270,66.4,0.389,1943,212,0,32.9,2020,1911,115,6.17,16343,163,222,66.5,0,89.6,116,32.3,119,6991,0,118,87.6,423,155,0,18886,75.7,15660,2731,0,43781,105831,0,2406,81.2,41,0,205,229,0,22.4,2313,164,27.7,6.98,16280,95.9,223,41.4,0,95,28.0,26.2,20.0,1052,0,20.0,66.2,517,135,0,8657,3539,17628
2023-03-12 10:04:00,0,1152,17845,73785,0,68332,72.8,67.2,0,1751,211,0.389,30.7,1844,1716,137,5.80,16344,161,222,66.9,0,89.6,139,32.1,141,6642,0,140,87.2,383,155,0,21392,76.9,154,1152,0,29464,88692,0,2395,70.6,41.4,0,216,229,0.389,19.7,2274,168,32.9,7.09,16286,93.4,228,41.7,0,95,32.9,26.0,24.1,1042,0,23.8,66.2,448,135,0,7617,3539,570
2023-03-12 10:06:00,0,2656,19360,101528,0,68486,270,66.1,0,1906,212,0,31.5,1980,1876,131,3.94,16339,166,221,67.1,0,89.6,139,31.6,141,6929,0.389,140,87.2,400,156,0,17653,77.3,175,2656,0,27271,87946,0,2394,81.2,40.6,0,191,229,0,20.6,2211,161,31.6,4.30,16281,104,228,42.5,0,95,32.9,25.5,23.8,1040,0,23.8,66.2,464,137,0,7721,3563,578
2023-03-12 10:08:00,0,1603,18306,77062,0,68394,404,66.1,0,1780,211,0,33.7,1910,1763,126,5.10,16353,161,225,66.4,0,89.9,127,31.6,130,6776,0,129,87.2,415,157,0,18360,120,167,1603,0,26876,86399,0,2404,90.3,40.6,0,171,228,0,23.3,2282,161,30.3,11.0,16283,99.1,228,42.1,0,95,30.3,25.5,21.9,1034,0,21.9,66.2,498,136,0,7859,3558,561
2023-03-12 10:10:00,0,2130,42676,104670,0,68449,191,66.1,0,1840,211,0,32.9,1922,1831,132,5.33,16380,160,219,66.1,0,89.9,132,31.6,135,6993,0,134,87.2,423,155,0.389,18689,77.2,22007,2130,0,49331,112183,0,2405,73.2,41.4,0,173,229,0,22.4,2174,163,31.6,16.8,16307,98.5,220,41.7,0,94.6,31.6,25.5,22.8,1052,0,22.8,66.2,521,135,0,7824,3570,24686
2023-03-12 10:12:00,0,2657,40696,99661,0,68499,2258,66.4,0,1900,212,0,30.7,2022,1878,126,3.97,16344,164,223,66.4,0,89.9,122,31.6,125,6978,0,123,87.2,431,154,0.389,18543,76.2,19719,2657,0,47390,110072,0,2409,111,41.4,0,201,229,0,19.7,2313,172,30.3,3.97,16283,97.2,235,41.4,0,94.6,29.0,25.5,20.9,1063,0,20.9,66.2,522,136,0,8464,3569,22172
2023-03-12 10:14:00,0.389,1076,17779,74601,0,68325,3529,66.8,0,1702,213,0,31.5,1849,1690,121,4.53,16332,161,222,66.1,0,89.6,122,31.9,124,6644,0,123,87.2,380,154,0,17616,76.7,156,1076,0.389,25619,84696,0,2404,123,41.4,0,188,229,0,20.8,2278,169,29.0,4.90,16272,92.8,224,41.4,0,95,29.0,25.7,20.9,1031,0,20.9,66.2,440,137,0,7810,3539,572
2023-03-12 10:16:00,0.389,2657,19321,75345,0,68466,257,66.8,0,1888,212,0,32.9,1989,1868,116,3.93,16342,161,225,65.7,0,89.2,116,32.3,119,7012,0,118,86.5,375,154,0,16681,77.2,151,2657,0.389,26285,86503,0,2393,73.9,41.4,0,211,229,0,27.5,2187,184,27.7,4.32,16272,94.1,232,41.4,0,95,27.7,26.2,20.0,1063,0,20.0,65.5,424,135,0,7525,3540,570
2023-03-12 10:18:00,0,1604,18371,74742,0,68389,151,66.7,0,1787,211,0,31.5,1916,1768,132,5.10,16347,158,222,66.1,0,89.6,127,32.3,130,6817,0,129,85.7,424,154,0,25825,122,156,1604,0,34337,94679,0,2408,79.0,41.4,0,199,229,0,20.6,2288,166,31.6,5.91,16278,90.5,228,42.1,0,95,30.3,26.2,21.9,1038,0,21.9,64.7,508,135,0,7577,3581,575
2023-03-12 10:20:00,0,2133,42536,104367,0,68460,192,66.4,0,1829,209,0,30.7,1927,1808,131,4.90,16361,163,221,65.3,0,90.3,128,32.3,130,6868,0,129,86.1,423,155,0,18747,80.2,21869,2133,0,49279,112003,0,2414,72.8,41.4,0,190,228,0,19.7,2191,166,32.0,5.27,16300,101,223,41.0,0,94.7,30.3,26.2,21.9,1027,0,21.9,65.5,517,141,0.389,7451,3590,24548
2023-03-12 10:22:00,0,2659,43089,125273,0,68475,271,67.5,0,1903,213,0,32.1,2028,1875,132,4.67,16358,163,221,66.8,0,89.9,122,32.0,124,6960,0,123,87.2,429,154,0,27008,77.0,21853,2659,0,57949,121995,0,2417,81.2,41.5,0,210,229,0,21.6,2312,174,36.9,5.04,16300,95.7,222,41.1,0,95,29.0,25.8,20.9,1039,0,20.9,66.2,525,134,0.389,8464,3517,24534
2023-03-12 10:24:00,0,1076,17792,72421,0,68278,85.6,67.5,0,1716,211,0,34.3,1854,1690,143,5.56,16335,161,226,67.5,0,89.5,144,32.1,147,6614,0,146,87.2,407,155,0,18257,76.1,151,1076,0,26272,85154,0,2403,77.9,41.4,0,186,229,0,24.2,2269,153,39.2,6.40,16267,93.7,228,41.8,0,95.0,34.2,26.0,24.7,1001,0,24.7,66.2,485,133,0,7613,3492,568
2023-03-12 10:26:00,0,2657,19344,74547,0,68483,257,66.4,0,1893,211,0,30.7,1975,1878,137,3.27,16331,157,225,65.7,0,90.3,133,31.6,135,6977,0,135,87.2,376,154,0,18675,75.9,173,2657,0,28277,88404,0,2403,74.2,41,0,192,229,0,19.7,2177,172,32.9,3.27,16270,88.5,231,42.1,0,95,36.5,25.5,22.8,1039,0,27.7,66.2,426,134,0,7602,3539,578
2023-03-12 10:28:00,0,1645,18351,76353,0,68374,151,66.4,0,1819,212,0,30.7,1912,1800,121,4.07,16328,162,220,65.3,0.389,90.3,127,31.6,130,6833,0,129,86.5,423,152,0,17790,120,173,1645,0,26363,85902,0,2400,79.0,41,0,197,228,0,19.7,2284,171,29.0,4.49,16266,101,221,40.6,0,95,30.3,25.5,26.8,1062,0,21.9,65.5,510,136,0,7848,3557,572
2023-03-12 10:30:00,0,2131,42571,116758,0,68411,1706,66.4,0,1849,212,0,30.7,1930,1826,126,6.08,16331,168,221,65.7,0,89.9,128,31.7,130,6978,0,129,87.2,430,155,0,17633,78.0,21925,2131,0,48172,110795,0,2396,87.3,41,0,198,229,0,19.7,2182,177,30.3,6.52,16271,109,221,41,0,94.6,30.3,25.6,21.9,1081,0,21.9,66.2,533,135,0,7765,3541,24589
2023-03-12 10:32:00,0,2656,43041,101138,0,68463,256,66.4,0,1902,210,0,34.3,2019,1883,132,5.69,16332,162,223,65.7,0,89.9,133,32.3,135,6985,0,135,87.2,397,156,0,18242,78.3,21928,2656,0,49220,111825,0,2402,73.9,41.4,0,186,229,0,29.5,2303,165,31.6,6.52,16270,93.8,225,41.4,0,94.6,31.6,26.2,22.8,1030,0,22.8,66.2,476,134,0,8403,3563,24605
2023-03-12 10:34:00,0,1076,17800,72697,0,68325,85.3,67.5,0,1717,210,0,32.1,1855,1693,126,3.70,16351,163,228,67.9,0,89.2,122,32.1,124,6672,0,123,87.2,403,155,0,17426,76.9,162,1076,0,25441,84418,0,2400,77.9,42.2,0,187,229,0,21.6,2278,159,30.3,4.07,16282,95.0,231,42.2,0,95,29.0,26.0,20.9,1037,0,21.3,66.2,480,133,0,7845,3539,573
2023-03-12 10:36:00,0,2660,19385,77131,0,68531,257,66.5,0,1909,213,0,30.7,1987,1879,121,4.30,16389,164,219,66.1,0,90.1,128,32.1,130,6988,0,129,87.3,370,155,0,23523,76.5,155,2660,0,33118,93807,0,2407,74.3,41.4,0,197,228,0,20.1,2196,155,29.0,4.69,16308,97.0,220,41.4,0,95.1,30.3,26.0,21.9,1047,0,22.3,66.3,420,135,0,7781,3543,567
2023-03-12 10:38:00,0,1603,18362,74842,0,68378,151,66.1,0,1836,213,0,31.5,1909,1768,126,4.67,16372,163,220,66.4,0,90.0,121,32.0,123,6741,0,123,87.2,444,155,0,18852,119,156,1603,0,27408,86973,0,2383,79.0,41,0,213,229,0,21.0,2276,171,30.3,5.06,16288,101,226,42.1,0,95,29.0,25.8,20.9,1032,0,20.9,66.2,546,135,0,7509,3557,575
