"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf97c652df312)"
2023-03-16 18:20:00,0,71.6,33756,61324,0,0,0,0,0,176,283,124,442,65.8,450,38.5,0,588,31.6,0,38.5,1865,4.97,436,0,65.6,40767,19,1879,6962,1611,71.6,0,34938,59533,0,0,0,0,0,224,109,29.0,247,40.6,255,19,0,700,25.5,0,19,199,4.83,243,0,40.6,28829,38.5,214,1094,1607
2023-03-16 18:22:00,0,76.0,27258,79042,0,0.389,0,0,62,176,277,130,454,65.3,446,680,0,587,31.6,0,38.5,1802,4.27,450,0,65.8,40623,19,1831,6957,1341,76.0,0,57909,86984,0,0,0,0,153,224,108,30.3,254,40.3,250,440,0,700,25.5,0.389,19,199,4.13,251,0,41.4,19762,38.5,230,1153,1338
2023-03-16 18:24:00,0,72.3,26625,78356,0,0.389,0,0,62,178,285,125,454,65.8,447,680,0,585,31.6,0,38.5,1861,4.27,451,0,65.8,40618,19,1894,6991,1603,72.3,0,58157,87652,0,0,0,0,153,223,115,29.0,254,40.6,251,440,0,700,25.5,0.389,19,190,4.13,253,0,41.4,18866,38.5,224,1135,1601
2023-03-16 18:26:00,0,74.9,34180,61850,0,0,0,0,0,178,284,125,454,66.4,437,38.5,0,589,31.6,0,38.5,1870,4.50,448,0,66.0,40746,19,1885,7084,1608,74.9,0,34918,59450,0,0,0,0,0,223,117,29.0,254,41.4,254,19,0,698,25.5,0,19,199,4.37,250,0,41.4,29257,38.5,225,1105,1595
2023-03-16 18:28:00,0,76.0,23432,50369,0,0,0,0,0,177,280,119,453,66.0,449,38.5,0.389,590,31.6,0,38.9,1881,4.97,450,0,66.4,40671,19,1906,7128,1611,76.0,0,34854,59621,0.389,0,0,0,0,223,105,27.7,252,40.6,254,19,0,698,25.5,0,19,213,4.83,251,0,41.4,18483,38.5,243,1161,1599
2023-03-16 18:30:00,0,74.9,32901,60507,0,0,0,0,0.389,177,275,136,456,65.8,447,38.5,0,585,31.6,0,38.5,1870,4.97,450,0,66.1,40706,19,1905,7001,1612,74.9,0,34894,59600,0,0,0.389,0,0,223,102,31.6,255,40.4,251,19,0,698,25.5,0,19,193,4.83,252,0,40.6,27967,38.5,237,1148,1609
2023-03-16 18:32:00,0,76.7,26013,70250,0,0,0,0,0,179,280,124,454,66.1,446,38.5,0,587,31.6,0,38.5,1827,4.27,450,0,66.1,40669,19,1831,6948,1346,76.7,0,50538,78083,0,0,0,0,0,221,113,29.0,259,40.6,249,19,0.389,701,25.5,0,19,201,4.13,253,0,41,19794,38.5,212,1117,1336
2023-03-16 18:34:00,0,73.4,31691,83757,0,0,0,0,62.0,179,282,124,456,65.8,449,691,0,589,31.6,0,38.5,1872,4.27,448,0,66.8,40697,19.0,1890,7020,1605,73.4,0,58181,87775,0,0,0,0,152,222,106,29.0,262,41.0,255,440,0,698,25.5,0,19.4,202,4.13,250,0,41.4,23959,38.5,226,1117,1596
2023-03-16 18:36:00,0,76.0,28602,55820,0,0,0,0,0,180,284,119,455,65.7,447,38.9,0,590,31.6,0,38.5,1935,4.27,450,0,66.1,40697,19,1953,7187,1864,76.0,0,35147,60145,0,0,0,0,0,223,111,27.7,255,40.6,251,19.4,0,696,25.5,0,19,199,4.13,252,0,41,23395,38.9,221,1107,1861
2023-03-16 18:38:00,0,77.1,22319,49060,0,0,0,0,0,179,278,129,456,65.3,447,38.5,0,588,31.6,0,38.5,1794,4.27,450,0,65.9,40610,19,1818,6928,1336,77.1,0,34559,58598,0,0,0,0,0,223,112,30.3,256,40.3,251,19,0,699,25.5,0,19,184,4.13,251,0,41.4,17617,38.5,223,1133,1339
2023-03-16 18:40:00,0,72.7,32079,59627,0,0,0,0,0,178,278,130,456,65.3,449,38.5,0,589,31.6,0,38.5,1873,4.27,449,0,65.8,40713,19,1897,7008,1603,72.7,0,34897,59583,0,0,0,0,0,224,105,30.3,256,40.3,252,19,0,698,25.5,0,19,203,4.13,251,0,42.1,27148,38.5,233,1152,1607
2023-03-16 18:42:00,0,79.6,24350,51260,0.389,0,0,0.389,0,178,278,141,454,66.1,451,38.5,0,588,32.0,0,38.5,1805,4.73,448,0,65.7,40618,19,1820,6912,1337,79.6,0,34554,58703,0,0,0,0,0,223,106,32.9,254,40.6,257,19,0,700,26.0,0,19,199,4.60,249,0,41,19662,38.5,221,1108,1331
2023-03-16 18:44:00,0,73.8,34142,86271,0.389,0,0,0.389,62,179,284,130,454,66.1,449,691,0,591,32.3,0,38.5,1856,4.97,450,0,65.3,40657,19,1860,6973,1609,73.8,0,58040,87570,0,0,0,0,151,222,116,30.3,259,40.6,255,440,0,696,26.2,0,19,195,4.83,251,0,40.6,26418,38.5,202,1110,1597
2023-03-16 18:46:00,0,76.7,24976,51951,0,0,0,0,0,179,278,119,452,65.7,448,38.5,0,589,32.3,0,38.5,1925,4.97,450,0,65.6,40666,19,1978,7141,1864,76.7,0,35134,60099,0,0,0,0,0,223,108,27.7,257,40.6,258,19,0,699,26.2,0,19,195,4.83,253,0,40.6,19744,38.5,226,1107,1862
2023-03-16 18:48:00,0,77.1,22221,48977,0,0,0,0,0,174,280,130,454,65.8,448,38.5,0,586,32.3,0,38.5,1776,4.97,449,0,66.1,40685,19,1802,6901,1336,77.1,0,34618,58723,0,0,0,0,0,225,113,30.3,254,40.3,253,19,0,701,26.2,0,19,185,4.83,251,0,41.4,17504,38.5,214,1107,1337
2023-03-16 18:50:00,0,73.8,32197,59680,0,0,0,0,0,177,282,124,457,66.4,450,38.5,0,588,32.3,0,38.5,1858,4.97,448,0,65.8,40749,19,1874,6971,1599,73.8,0,34910,59562,0,0,0,0,0,225,115,33.9,258,41,248,19,0,698,26.2,0,19,190,4.83,249,0,40.6,27262,38.5,221,1086,1600
2023-03-16 18:52:00,0,78.2,23886,50726,0,0,0,0,0,180,280,124,454,66.0,453,38.5,0,589,32.3,0,38.5,1792,4.27,450,0,65.8,40639,19,1807,6910,1337,78.2,0,34564,58750,0,0,0,0,0,221,111,33.9,254,41,253,19,0,699,26.2,0,19,193,4.13,253,0,40.6,19198,38.5,211,1102,1333
2023-03-16 18:54:00,0,75.6,36441,88953,0,0,0,0,62,178,278,119,453,65.7,451,733,0,587,32.3,0,38.5,1851,4.27,451,0,65.5,40811,19,1883,6986,1614,75.6,0,58366,87836,0,0,0,0,153,221,111,27.7,252,41,268,466,0,701,26.2,0,19,179,4.13,258,0.389,40.6,28696,38.5,225,1114,1614
2023-03-16 18:56:00,0,74.5,25014,52079,0,0,0,0,0,178,286,136,443,65.7,447,38.5,0,586,32.7,0,38.5,1942,4.27,436,0.389,66.1,40735,19,1972,7150,1866,74.5,0,35173,60114,0,0,0,0,0,223,115,31.6,249,40.6,263,19,0,702,26.2,0,19,201,4.13,243,0,40.6,19815,38.5,234,1124,1866
2023-03-16 18:58:00,0,73.4,23403,50277,0,0,0,0,0,178,286,141,454,66.1,446,38.5,0,586,32.3,0.389,38.5,1803,4.27,450,0,65.3,40622,19,1826,6906,1339,73.4,0,34560,58752,0,0,0,0,0,222,118,33.3,253,41,250,19,0,702,26.2,0,19,196,4.13,252,0,40.6,18709,38.5,223,1147,1331
2023-03-16 19:00:00,0.389,74.2,34169,61749,0,0,0.389,0,0,177,285,136,455,66.4,450,38.5,0,583,32.3,0,38.5,1862,4.27,452,0,65.9,40739,19,1875,6971,1612,74.2,0.389,34909,59556,0,0.389,0,0,0,223,113,31.6,254,41.4,253,19,0,699,26.2,0,19,188,4.13,254,0,42.5,29246,38.5,201,1126,1601
2023-03-16 19:02:00,0,80,23095,49814,0,0,0,0,0,176,281,135,454,66.0,450,38.5,0,586,32.3,0,38.5,1809,4.73,449,0,65.8,40658,19,1850,6900,1350,80,0,34589,58709,0,0,0,0,0,224,117,31.6,254,41.4,255,19,0,702,26.2,0,19,160,4.60,250,0,41,18403,38.5,205,1079,1341
2023-03-16 19:04:00,0,85.9,35269,87353,0,0,0,0,62,178,277,124,454,65.7,447,502,0,589,32.3,0,38.5,1813,4.97,447,0,66.1,40755,19.4,1863,6889,1344,85.9,0,57643,86986,0,0,0,0,152,224,111,29.0,254,40.6,257,375,0,699,26.2,0,19,154,4.83,249,0,41,27877,38.5,214,1074,1335
2023-03-16 19:06:00,0,81.5,26723,70509,0,0,0,0,62,178,284,118,454,65.7,434,502,0,587,32.3,0,38.5,1865,4.89,448,0,66.5,40654,19.4,1887,7026,1609,81.5,0,50788,78869,0,0,0,0.389,152,224,112,27.7,253,40.3,248,375,0,700,26.2,0,19,162,4.37,250,0,41,19711,38.5,193,1081,1606
2023-03-16 19:08:00,0,77.8,28288,55395,0,0,0,0,0,176,283,130,462,66.4,435,38.5,0,586,32.3,0,38.5,1790,4.42,456,0,66.1,40711,19,1805,6914,1340,77.8,0,34634,58778,0,0,0,0.389,0,225,115,30.3,259,41.4,245,19,0,700,26.2,0,19,158,3.90,254,0,40.6,23601,38.5,179,1066,1343
2023-03-16 19:10:00,0,72.7,24702,51512,0,0,0,0,0,177,277,124,463,65.6,450,38.5,0,585,32.3,0,38.5,1853,4.27,453,0,65.8,40672,19,1870,6981,1605,72.7,0,34858,59444,0,0,0,0,0,225,105,29.0,259,41.0,255,19,0,701,26.2,0,19,156,4.13,250,0,40.6,19748,38.5,176,1079,1600
2023-03-16 19:12:00,0,78.2,22003,48599,0,0,0,0,0,178,279,124,452,65.3,448,38.5,0,588,32.3,0,38.5,1852,4.50,448,0,66.0,40619,19,1879,6967,1612,78.2,0,34823,59149,0,0,0,0,0,223,107,29.0,252,40.3,253,19,0,698,26.2,0,19,145,4.37,249,0,41,17046,38.5,182,1074,1601
2023-03-16 19:14:00,0,75.6,34286,86333,0,0,0,0,62,173,279,130,453,66.0,445,616,0,591,32.3,0,38.5,1856,4.27,448,0,65.7,40721,19,1886,6976,1611,75.6,0,58076,87633,0,0,0,0,152,225,106,30.3,252,41,249,414,0,699,26.2,0,19,149,4.13,249,0,40.6,26583,38.5,180,1088,1596
2023-03-16 19:16:00,0,75.2,27308,78948,0,0,0,0,62,177,283,124,456,65.9,448,616,0,588,32.3,0,38.5,1863,4.27,455,0,65.8,40630,19,1882,6989,1614,75.2,0,58004,87616,0,0,0,0,152,222,114,29.0,256,41.4,253,414,0,699,26.2,0,19,175,4.13,252,0,40.6,19583,38.5,189,1130,1602
2023-03-16 19:18:00,0,77.1,31918,59344,0,0,0,0,0,177,278,119,456,67.0,450,38.5,0,586,32.3,0,38.5,1789,4.73,456,0,66.1,40677,19,1819,6887,1335,77.1,0,34609,58780,0,0,0,0,0,222,104,27.7,256,42.5,255,19,0,701,26.2,0,19,163,4.60,255,0,41.4,27249,38.5,185,1108,1336
2023-03-16 19:20:00,0,76.0,24705,51516,0,0,0,0,0,177,278,124,453,66.4,447,38.5,0,586,32.3,0,38.5,1864,4.97,448,0,66.1,40664,19,1881,6963,1604,76.0,0,34841,59464,0,0,0,0,0,224,106,29.0,252,41,251,19,0,701,26.2,0.389,19,161,5.22,250,0,41.7,19756,38.5,186,1079,1603
2023-03-16 19:22:00,0,71.6,23744,50510,0,0,0,0,0,175,287,124,452,65.7,447,38.5,0,588,31.8,0,38.5,1923,4.27,448,0,65.8,40610,19,1953,7215,1868,71.6,0,35077,60189,0,0,0,0,0,225,119,29.0,252,40.6,251,19,0,698,25.7,0,19,158,4.13,250,0,41.4,18513,38.5,190,1094,1862
2023-03-16 19:24:00,0,81.1,34262,76160,0,0,0,0,0,175,283,130,454,65.7,447,38.5,0,589,31.6,0,38.5,1792,4.27,450,0,66.1,40723,19,1802,6859,1337,81.1,0,47994,74936,0,0,0,0,0,224,108,30.3,254,40.6,257,19,0,699,25.5,0,19,159,4.13,252,0,41,28307,38.5,165,1072,1338
2023-03-16 19:26:00,0,84.4,26670,78294,0,0,0,0,62,177,278,147,457,65.7,447,726,0.389,587,31.8,0,38.5,1862,4.27,450,0,66.2,40665,19,1874,6983,1597,84.4,0,58204,87829,0,0,0,0,153,225,106,34.2,262,40.6,257,469,0,700,25.7,0,19,171,4.13,252,0,40.7,18913,38.5,189,1069,1598
2023-03-16 19:28:00,0,78.5,33070,60547,0,0.389,0,0,0,176,283,141,457,65.7,449,38.5,0.389,589,32.3,0,38.5,1800,4.27,449,0,66.3,40764,19,1819,6852,1341,78.5,0,34689,58834,0,0,0,0,0,225,117,32.9,261,40.6,253,19,0,699,26.2,0,19,176,4.13,250,0,41.9,28399,38.5,201,1075,1344
2023-03-16 19:30:00,0,73.0,24746,51592,0,0.389,0,0,0,178,283,130,452,66.1,447,38.5,0,582,32.3,0,38.5,1851,4.27,449,0,65.8,40677,19,1880,6968,1608,73.0,0,34872,59518,0,0,0,0,0,222,109,30.3,251,40.6,251,19,0.389,699,26.2,0,19.4,154,4.13,250,0,41.4,19793,38.5,194,1097,1604
2023-03-16 19:32:00,0,73.4,23634,50354,0,0,0,0,0,178,275,130,443,65.7,448,38.5,0,585,32.3,0,38.9,1917,4.27,439,0,66.4,40628,19,1946,7107,1874,73.4,0,35088,60081,0.389,0,0,0,0,222,105,30.3,248,40.3,252,19,0.389,701,26.2,0,19.4,152,4.13,247,0,40.6,18419,38.5,180,1074,1864
2023-03-16 19:34:00,0,76.7,28053,55092,0,0,0,0,0,177,280,129,456,66.0,446,38.5,0,587,32.6,0,38.9,1780,4.27,442,0,66.4,40625,19.0,1800,6833,1346,76.7,0,34564,58686,0.389,0,0.389,0,0,223,116,30.3,260,41.0,249,19.0,0,701,26.6,0,19.0,147,4.13,245,0,40.6,23378,38.9,169,1080,1335
2023-03-16 19:36:00,0,77.1,25785,77398,0,0,0,0,62,177,280,124,455,66.5,447,751,0,585,32.0,0,38.5,1854,4.50,448,0,65.8,40611,19,1883,7002,1610,77.1,0,58279,87877,0,0,0.389,0,151,222,106,29.0,255,41.1,251,471,0,701,26.0,0,19,158,4.37,249,0,41,18014,38.9,189,1071,1601
2023-03-16 19:38:00,0,84.0,32164,59616,0,0,0,0,0.389,178,282,124,454,66.9,448,38.5,0,586,31.6,0,38.5,1798,4.97,450,0,66.1,40681,19,1815,6945,1338,84.0,0,34608,58936,0,0,0,0,0,224,113,29.0,254,41.5,253,19,0,700,25.5,0,19,172,4.83,252,0,40.6,27492,38.5,198,1097,1333
2023-03-16 19:40:00,0,84.8,24621,51536,0,0,0,0,0,177,278,130,453,66.4,448,38.5,0,586,31.6,0,38.5,1857,4.97,450,0,66.1,40682,19,1876,6957,1602,84.8,0,34872,59523,0,0,0,0,0,225,107,35.2,252,41.7,253,19,0,702,25.5,0,19,156,4.83,252,0,40.6,19657,38.5,184,1090,1606
2023-03-16 19:42:00,0,74.9,32254,59764,0,0,0,0,0,176,280,136,456,66.4,450,38.9,0,589,32.0,0,38.5,1918,4.50,450,0,66.1,40720,19,1943,7112,1874,74.9,0,35166,60224,0,0,0,0,0,224,114,31.6,257,41,255,19.4,0,699,26.0,0,19,143,4.37,257,0,40.6,27055,38.5,177,1106,1864
2023-03-16 19:44:00,0,75.6,24500,51322,0,0,0,0,0,179,280,119,456,65.7,448,38.5,0,588,32.3,0,38.5,1788,4.27,448,0,66.0,40680,19,1818,6777,1348,75.6,0,34615,58650,0,0,0,0,0,223,109,27.7,258,40.6,257,19,0,699,26.2,0,19,158,4.13,255,0,40.6,19809,38.5,189,1056,1342
2023-03-16 19:46:00,0,75.6,24528,75805,0.389,0,0,0.389,62,179,285,119,454,65.7,447,751,0,587,32.3,0,38.5,1863,4.27,450,0,66.4,40638,19,1937,6979,1610,75.6,0,58040,87656,0,0,0,0,152,222,117,27.7,254,41.4,252,471,0,699,26.2,0,19,161,4.13,252,0,41.4,16746,38.5,202,1071,1607
2023-03-16 19:48:00,0,75.2,32028,62597,0,0,0,0,62,176,286,136,454,66.4,433,751,0,586,32.3,0,38.5,1800,4.27,450,0,65.7,40722,19,1813,6889,1345,75.2,0,38157,63215,0,0,0,0,152,224,121,31.6,254,42.1,242,471,0,700,26.2,0,19,162,4.13,252,0,41,26448,38.5,182,1098,1337
2023-03-16 19:50:00,0,77.4,24587,51392,0,0,0,0,0,177,283,136,454,65.8,436,38.5,0,586,32.3,0,38.5,1851,4.27,450,0,66.3,40665,19,1870,6961,1611,77.4,0,34867,59464,0,0,0,0,0,224,111,31.6,254,41,245,19,0,702,26.2,0,19,141,4.13,251,0.389,41.5,19635,38.5,174,1076,1603
2023-03-16 19:52:00,0,71.9,31952,59426,0,0,0,0,0,176,276,118,454,65.3,447,38.5,0,587,32.0,0,38.5,1865,4.27,450,0,66.7,40758,19,1884,7065,1615,71.9,0,34929,59661,0,0,0,0,0,224,109,27.7,254,39.9,251,19,0,702,26.0,0,19,175,4.13,251,0.389,41.5,27023,38.5,199,1109,1609
2023-03-16 19:54:00,0,71.6,24488,51432,0,0,0,0,0,178,281,124,454,65.7,447,38.5,0,585,31.8,0,38.5,1802,4.27,449,0.389,65.5,40705,19,1828,6858,1346,71.6,0,34625,58669,0,0,0,0,0,223,115,29.0,254,40.3,251,19,0,704,25.7,0,19,188,4.13,251,0,40.3,19806,38.5,224,1109,1339
2023-03-16 19:56:00,0,78.9,27149,78727,0,0,0,0,62,178,288,135,458,65.7,449,752,0,587,32.7,0,38.5,1860,4.27,451,0.389,65.8,40676,19,1868,7016,1609,78.9,0,58135,87725,0,0.389,0,0,152,223,116,31.6,254,40.3,254,472,0,700,26.2,0,19,163,4.13,253,0,40.3,19373,38.5,185,1113,1600
2023-03-16 19:58:00,0,79.6,36677,85449,0,0,0,0,62,176,283,124,454,65.8,448,752,0,587,32.7,0,38.5,1853,4.50,448,0,66.1,40738,19,1875,6984,1614,79.6,0,54976,83716,0,0.389,0,0,152,225,117,29.0,254,40.6,253,472,0,701,26.2,0,19,153,4.37,250,0,41.4,29234,38.5,174,1093,1606
2023-03-16 20:00:00,0,76.0,23894,50752,0,0,0,0,0,177,281,124,456,65.8,447,38.5,0,583,32.3,0,38.5,1874,4.27,450,0,66.6,40719,19,1900,6987,1610,76.0,0,34893,59494,0,0,0,0,0,223,108,29.0,256,40.6,251,19,0,700,26.2,0,19,175,4.13,253,0,41,18954,38.5,203,1093,1600
2023-03-16 20:02:00,0,76.0,33332,60860,0,0,0,0,0,177,283,136,454,66.1,445,38.5,0,583,32.3,0,38.5,1858,4.03,449,0,66.1,40753,19,1872,7016,1607,76.0,0,34921,59612,0,0,0,0,0,222,111,31.6,254,40.6,249,19,0,697,26.2,0,19,171,3.90,251,0,41.7,28419,38.5,191,1090,1598
2023-03-16 20:04:00,0.389,79.3,24410,51197,0,0,0.389,0,0,176,275,136,452,65.7,448,38.5,0,587,32.3,0.389,38.5,1788,4.27,447,0,65.7,40618,19,1804,6845,1347,79.3,0.389,34575,58677,0,0,0,0,0,224,107,32.0,252,40.3,258,19,0,699,26.2,0,19,145,4.13,249,0,42.1,19709,38.5,170,1101,1343
2023-03-16 20:06:00,0,87.0,31473,83425,0,0,0,0,62.0,177,283,136,455,66.0,448,751,0,589,32.0,0,38.5,1861,4.27,449,0,65.7,40708,19.4,1886,7042,1612,87.0,0,58256,87859,0,0,0,0,154,224,109,31.6,255,41.4,259,472,0,700,26.0,0,19.0,151,4.13,251,0,41.0,23703,38.5,183,1083,1606
2023-03-16 20:08:00,0,78.9,27521,79163,0,0,0,0,62,177,287,130,443,66.0,449,751,0,588,31.6,0,38.5,1868,4.50,436,0,65.8,40665,19,1883,7029,1608,78.9,0,58195,87573,0,0,0,0,154,224,118,30.3,248,40.6,254,471,0,698,25.5,0,19,160,4.37,244,0,40.3,19754,38.5,185,1106,1599
