"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6237b799514f)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd39cb2af2558)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6237b799514f)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd39cb2af2558)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-23 04:20:00,0,11963,37810,188526,0,1932,459,164,32.9,132,1991,66.7,412,0,10858,81.6,5.81,338,147,87.4,0,18321,1954,457,32.3,1632,65.8,19,338,0.389,0,454,143667,182,0,11963,0,20128,105498,0,176,257,97.5,22.4,31.6,2206,42.1,6286,0,2978,3711,6.25,77.3,135,67.3,0,18205,200,256,26.2,17073,41.4,38.5,399,0,0,255,6888,607,0
2023-03-23 04:22:00,0,11283,37554,181335,0,1860,469,159,32.1,121,1963,66.3,414,0,15512,79.9,3.93,349,147,87.6,0,18308,1875,459,32.3,1568,65.8,19,346,0,0,454,146594,173,0,11283,0,19436,106491,0,163,262,90.8,22.9,29.0,2329,42.1,6287,0,2872,3610,8.98,79.6,129,67.7,0,18186,189,258,26.2,17069,41.4,38.5,421,0,0,255,6963,592,0
2023-03-23 04:24:00,0,9974,37235,167380,0,1793,471,159,32.1,110,1886,65.5,415,0,15268,82.1,3.93,321,147,87.1,0.389,18307,1814,457,32.3,1518,65.8,19,347,0,0,452,148125,174,0,9974,0,18140,106324,0,159,264,96.3,23.4,26.3,2222,41,6290,0,2720,3687,4.31,74.8,131,68.1,0,18190,181,255,26.2,17038,41.7,38.5,418,0,0,253,6941,596,0
2023-03-23 04:26:00,0,12981,60975,194948,0,1865,471,161,33.5,116,1989,65.5,1713,0,10464,82.5,4.97,332,146,86.9,0.389,18307,1890,459,32.3,1611,66.3,374,388,0,0,451,144221,21918,0,12981,0,23949,109170,0,160,262,98.4,24.9,27.7,2329,41.4,25743,0,2770,3717,5.77,76.7,131,69.1,0,18199,188,257,26.2,17034,41.4,657,487,0,0,252,7057,24481,0
2023-03-23 04:28:00,0,12839,60714,193932,0,1803,471,166,30.7,121,1924,65.8,1715,0,13502,120,3.93,355,147,87.3,0,18311,1824,457,32.0,1575,66.3,374,405,0,0,451,148222,21923,0,12839,0,23801,112807,0,166,264,99.2,20.1,29.0,2324,41.4,25744,0,2729,3684,4.36,80.1,131,68.0,0,18192,186,256,26.0,17069,41.7,657,519,0,0,253,7327,24483,0
2023-03-23 04:30:00,0,12113,37780,192987,0,1941,471,161,32.5,126,1992,65.8,416,0,10834,80.7,5.70,355,147,87.3,0,18322,1964,458,31.6,1660,65.4,19,334,0,0,455,142692,166,0,12113,0,20298,105064,0,158,263,93.8,21.8,30.3,2196,42.1,6290,0,2943,3648,6.46,79.8,132,68.4,0,18188,189,258,25.5,17060,41,38.5,395,0,0,256,6684,599,0
2023-03-23 04:32:00,0,12404,37573,168856,0,1863,468,159,31.1,126,1965,66.3,416,0,13774,81.0,6.50,348,148,87.4,0,18319,1887,458,31.6,1568,66.0,19,345,0,0,454,145539,164,0,12404,0,20577,106665,0,162,262,91.2,20.4,30.3,2295,41.7,6291,0,2863,3670,7.68,79.6,130,67.7,0,18199,194,257,25.5,17038,41.7,38.5,416,0,0,255,6858,598,0
2023-03-23 04:34:00,0,10370,37255,167307,0,1787,468,163,31.5,120,1876,67.2,414,0,13594,82.7,3.83,337,151,87.7,0,18306,1824,457,32.0,1518,65.9,19,346,0,0,453,148660,181,0,10370,0,18524,106297,0,147,262,101,21.4,29.4,2193,42.5,6290,0,2711,3763,4.26,77.7,128,66.6,0,18186,199,257,26.0,17049,41,38.5,414,0,0,254,6953,604,0
2023-03-23 04:36:00,0,12722,60973,194786,0,1860,472,163,32.3,116,1958,66.5,1714,0,10460,79.6,3.27,366,148,87.4,0,18313,1878,462,32.5,1560,66.1,375,381,0,0,455,144173,21900,0,12722,0,23636,108719,0,162,264,101,22.3,27.7,2301,41,25730,0,2756,3715,3.27,86.9,130,67.3,0,18190,184,261,26.4,17040,41.7,669,472,0,0,256,7056,24475,0
2023-03-23 04:38:00,0,12824,60756,195965,0,1793,470,163,32.1,121,1922,65.9,1715,0,15208,121,5.57,343,147,87.4,0,18316,1805,448,32.3,1503,66.1,375,400,0,0,451,148907,21901,0,12824,0,23737,112657,0,166,262,95.7,22.6,29.0,2317,41,25734,0,2682,3733,6.34,77.9,131,68.0,0,18201,181,251,26.2,17055,42.5,669,511,0,0,252,7356,24477,0
2023-03-23 04:40:00,0,12546,37827,169550,0,1922,473,163,32.1,126,2001,65.8,415,0,10828,81.4,5.34,332,148,87.3,0,18309,1932,444,32.3,1614,65.8,19,334,0,0,453,143213,176,0,12546,0,20698,105307,0,163,265,96.8,22.2,30.3,2197,41,6286,0,2920,3635,6.21,76.3,131,67.3,0,18191,165,247,26.2,17041,42.5,38.5,397,0,0,255,6678,600,0
2023-03-23 04:42:00,0,11624,37564,169043,0,1860,474,164,33.6,132,1966,65.8,418,0,13827,77.4,3.94,331,148,87.8,0,18305,1883,456,32.3,1561,65.7,19,346,0,0,450,146209,178,0,11624,0,19768,105375,0,165,272,103,22.9,31.6,2292,42.1,6285,0,2846,3615,4.42,76.7,128,66.9,0,18196,193,254,26.2,17032,41.4,38.5,417,0,0,251,6852,601,0
2023-03-23 04:44:00,0,11661,37287,167188,0,1780,473,160,32.8,137,1880,65.7,415,0,13577,79.6,4.17,349,148,86.5,0,18312,1805,459,32.3,1528,66.5,19,346,0,0,451,149755,180,0,11661,0,19817,107002,0,178,270,96.9,22.7,32.9,2190,41.4,6287,0,2726,3616,4.56,79.6,129,66.2,0,18197,206,258,26.2,17040,41.5,38.5,423,0,0,253,6937,602,0
2023-03-23 04:46:00,0,14759,58902,217161,0,1956,472,164,32.1,121,2031,65.8,1268,0,10906,80.2,4.77,343,145,87.3,0,18323,2011,459,32.3,1672,66.2,19,356,0,0,452,143793,20224,0,14759,0,24951,110631,0.389,198,264,103,22.6,29.0,2311,41.4,24116,0,2938,3716,5.14,78.6,133,66.9,0,18204,236,262,26.2,17062,42.2,38.5,443,0,0,255,7002,22631,0
2023-03-23 04:48:00,0,13205,60459,192697,0,1747,473,164,32.9,120,1860,65.7,1715,0,13172,119,4.64,349,145,87.2,0,18336,1756,459,32.7,1489,66.0,375,399,0,0,453,149563,21844,0,13205,0,24164,112572,0.389,174,265,98.4,23.1,29.0,2305,41,25693,0,2505,3700,5.06,79.6,131,66.9,0,18215,222,262,26.2,17041,43.6,669,522,0,0,255,7366,24429,0
2023-03-23 04:50:00,0,10173,37779,178248,0,1921,475,162,32.9,116,2006,65.7,416,0,10839,81.7,3.73,354,148,86.5,0,18319,1945,459,32.2,1593,65.9,19,336,0,0,451,144265,158,0,10173,0,18318,103138,0,193,265,93.6,23.6,27.7,2206,41,6293,0,2937,3718,3.73,80.5,128,66.2,0,18204,220,262,25.7,17047,42.5,38.5,407,0,0,252,6861,595,0
2023-03-23 04:52:00,0,10934,37547,172944,0,1891,471,157,32.1,120,1972,65.8,415,0,15581,81.3,6.41,348,145,85.1,0,18314,1905,456,31.6,1583,65.8,19,338,0,0,453,146482,164,0,10934,0,19085,106035,0,209,264,88.4,23.3,34.0,2304,41.4,6289,0,2898,3752,7.16,79.6,131,64.7,0,18198,222,255,25.5,17087,42.1,38.5,411,0,0,255,6989,599,0
2023-03-23 04:54:00,0.389,12448,37287,167398,0,1799,471,166,32.1,127,1881,65.8,417,0,15279,81.3,3.97,359,143,85.8,0,18299,1821,460,31.8,1522,66.3,19,345,0,0,452,149359,168,0,12448,0.389,20593,108545,0,201,264,104,22.6,30.3,2203,41.4,6286,0,2772,3693,3.97,81.1,133,65.5,0,18187,222,260,25.7,17086,42.2,38.5,418,0,0,253,6991,590,0
2023-03-23 04:56:00,0.389,13512,49901,183533,0,1948,475,164,32.1,121,2043,65.8,905,0,10861,81.6,3.97,348,146,87.3,0,18306,1967,457,32.3,1626,66.0,19,341,0,0,446,143540,11682,0,13512,0.389,22801,107449,0,193,266,98.3,22.0,29.0,2317,40.6,16518,0,2989,3732,3.97,79.2,133,66.9,0,18186,218,256,26.2,17090,41.4,38.5,408,0,0,252,6852,13237,0
2023-03-23 04:58:00,0,12710,60743,194254,0,1818,469,162,31.5,116,1928,65.4,1710,0,13543,121,4.39,355,147,87.3,0,18312,1837,455,32.6,1539,66.0,375,398,0,0,439,149687,21915,0,12710,0,23629,112780,0,195,262,94.3,26.8,27.7,2318,40.3,25744,0,2705,3801,4.83,80.1,129,66.2,0,18192,224,253,26.6,17098,41,669,517,0,0,245,7219,24486,0
2023-03-23 05:00:00,0,12176,37575,168603,0,1876,471,164,33.7,127,1942,65.7,416,0,10490,84.4,6.54,353,149,87.2,0,18328,1895,456,32.4,1559,66.1,19,335,0,0,454,144175,182,0.389,12176,0,20317,105260,0,205,263,97.2,29.1,30.3,2199,41,6288,0,2776,3834,7.29,80.5,127,66.2,0,18197,220,255,26.3,17102,40.6,38.5,406,0,0,255,6811,601,0
2023-03-23 05:02:00,0,11914,37567,169770,0.389,1920,472,163,73.9,126,1962,66.5,415,0,13925,81.3,6.56,359,149,87.2,0,18304,1947,463,31.8,1624,65.7,19,336,0,0.389,452,146999,179,0,11914,0,20094,107922,0,202,264,101,96.6,30.3,2290,41.8,6289,0.389,2887,3703,6.92,81.5,135,66.2,0,18183,236,262,25.7,17084,41.4,38.5,413,0,0,259,7026,608,0
2023-03-23 05:04:00,0,11172,37267,167623,0,1857,471,162,75.5,126,1872,65.7,414,0,13644,81.3,3.97,353,148,87.5,0,18301,1875,459,31.8,1584,65.8,19,340,0,0,449,149354,174,0,11172,0,19343,106840,0,206,264,98.7,97.4,30.3,2192,41,6287,0,2755,3680,3.97,80.9,135,66.6,0,18185,224,257,25.7,17093,41.7,38.5,416,0.389,0,256,6885,595,0
2023-03-23 05:06:00,0,12384,40962,182254,0,1950,475,161,33.6,131,2038,65.7,541,0,10813,80.7,6.03,348,148,87.3,0,18303,1970,457,32.3,1649,65.9,19,333,0,0,451,143359,3128,0,12384,0,20825,105864,0,201,266,93.8,27.4,31.6,2328,41.4,8935,0,2962,3634,12.3,78.8,129,66.2,0,18193,226,256,26.2,17096,42.9,38.5,400,0,0,253,6823,3856,0
2023-03-23 05:08:00,0,11583,61062,206641,0,1889,472,164,32.3,126,1989,65.7,1718,0,15619,118,6.16,337,147,87.3,0,18298,1906,455,32.5,1567,65.8,375,398,0,0,454,149000,22012,0,11583,0,22493,112333,0,209,263,97.8,21.4,30.3,2338,41,25859,0,2927,3655,6.92,77.3,129,66.2,0.389,18190,222,254,26.4,17084,41.4,669,523,0,0,255,7467,24559,0
2023-03-23 05:10:00,0,11794,37305,167124,0,1816,473,164,31.5,126,1883,65.7,418,0,10177,80.5,3.50,349,145,87.2,0,18300,1828,458,32.5,1507,66.2,19,337,0,0,453,143928,181,0,11794,0,19935,104676,0,208,265,97.6,20.6,30.3,2196,41.4,6289,0,2672,3700,3.50,79.6,130,66.2,0,18190,227,258,26.4,17088,40.7,38.5,415,0,0,253,6725,610,0
2023-03-23 05:12:00,0,11697,37578,169128,0,1873,475,159,30.7,116,1976,66.1,415,0,13972,81.0,4.06,332,146,87.2,0,18300,1889,455,32.3,1603,66.6,19,341,0,0,449,146613,179,0,11697,0,19855,106530,0,204,265,95.2,20.4,27.7,2320,42.1,6290,0,2879,3693,9.65,76.3,132,66.2,0,18192,221,255,26.2,17090,41.5,38.9,421,0,0,251,6922,602,0
2023-03-23 05:14:00,0,10525,37274,190794,0,1820,473,160,32.1,126,1872,65.8,415,0,13601,81.0,6.73,349,146,87.2,0,18317,1842,454,32.0,1522,66.3,19,345,0,0,452,149294,169,0,10525,0,18682,106454,0,203,265,96.8,22.7,30.3,2186,41.4,6292,0,2680,3693,13.1,79.2,129,66.2,0,18193,234,253,26.0,17091,41.4,38.9,431,0,0,253,7042,596,0
2023-03-23 05:16:00,0,13878,37854,193526,0,1943,471,164,34.3,126,2001,65.5,417,0,10880,83.0,4.77,354,148,87.2,0,18324,1958,456,31.6,1635,67.1,19.4,331,0,0,455,143291,181,0,13878,0,22017,106502,0,197,263,97.9,25.0,30.3,2275,40.3,6291,0,2945,3763,5.53,80.1,128,66.2,0,18189,217,255,25.5,17088,42.2,38.5,399,0,0,257,6640,605,0
2023-03-23 05:18:00,0,13093,61010,205520,0,1880,476,166,31.5,126,1961,65.4,1717,0,13869,122,5,361,147,87.3,0,18324,1890,459,31.6,1605,67.1,375,402,0,0,457,149565,21917,0,13093,0,24030,113342,0,200,267,99.9,21.3,30.3,2284,41.4,25747,0,2859,3802,5.78,81.5,128,66.2,0,18202,218,259,25.5,17091,42.1,669,519,0,0.389,257,7313,24486,0.389
2023-03-23 05:20:00,0,11643,37291,167396,0,1804,474,158,32.1,126,1880,66.0,415,0,10114,84.5,5.20,343,147,86.5,0,18315,1818,455,32.0,1519,66.4,19,339,0,0,454,143054,179,0,11643,0,19797,103977,0,202,265,90.2,22.7,30.3,2193,42.1,6288,0,2629,3752,5.96,78.6,130,65.5,0,18197,228,254,26.0,17072,42.1,38.5,408,0,0.389,255,6677,606,0.389
2023-03-23 05:22:00,0,11324,37543,169560,0,1878,457,162,32.1,116,1964,66.0,413,0,15568,80.9,6.04,342,146,87.2,0,18280,1888,456,32.3,1585,65.8,19,337,0,0,451,147119,156,0,11324,0,19467,105976,0,208,256,99.1,22.3,27.7,2295,41,6290,0,2908,3663,6.13,78.6,129,66.2,0,18175,222,255,26.2,17088,41.4,38.5,412,0,0,252,6819,596,0
2023-03-23 05:24:00,0,10854,37286,167791,0,1815,461,167,32.3,115,1883,66.1,413,0.389,15325,80.2,5.01,336,146,87.2,0,18302,1830,454,32.3,1564,65.7,19,346,0,0,450,149619,172,0,10854,0,19027,107088,0,206,259,106,22.6,27.7,2195,42.1,6287,0,2773,3656,4.73,82.5,130,66.2,0,18192,214,253,26.2,17095,41,38.5,429,0,0,251,6900,593,0
2023-03-23 05:26:00,0,14214,37863,170141,0,1937,473,159,31.9,116,2035,65.4,412,0,10811,79.1,3.27,353,145,86.5,0,18302,1972,458,32.3,1610,66.2,19,335,0.389,0,451,142544,170,0,14214,0,22327,106179,0,197,264,90.7,22.3,27.7,2326,40.6,6291,0,2934,3632,3.27,85.3,132,65.5,0,18194,235,257,26.2,17089,41.4,38.5,403,0,0,253,6569,592,0
2023-03-23 05:28:00,0,14018,60947,195287,0,1879,467,160,30.7,109,1984,66.5,1713,0,13902,119,3.70,337,148,85.1,0,18305,1911,461,32.3,1617,65.9,375,398,0,0,450,149296,21811,0,14018,0,24955,113991,0,198,260,91.9,20.4,26.3,2337,41.8,25651,0,2914,3700,4.09,77.7,131,64.4,0,18198,233,260,26.2,17089,41,669,518,0,0,251,7269,24399,0
2023-03-23 05:30:00,0,12282,37318,167336,0,1824,467,166,31.5,121,1875,65.8,417,0,10203,81.3,4.77,325,147,85.9,0.389,18311,1836,458,31.8,1539,66.0,19,332,0,0,452,143906,174,0,12282,0,20431,104907,0,208,266,105,21.3,29.0,2186,41.7,6287,0,2671,3695,5.49,75.8,130,64.7,0,18209,218,256,25.7,17083,41.7,38.5,402,0,0,253,6760,605,0
2023-03-23 05:32:00,0,12644,37869,170354,0,1948,472,160,32.9,121,2017,65.8,417,0,14184,81.4,4.63,325,146,87.2,0,18329,1959,460,31.6,1622,66.0,19,341,0,0,453,147476,177,0,12644,0,20787,107664,0,207,269,96.7,24.0,29.0,2282,41.7,6284,0,3021,3693,5.06,75.8,131,66.2,0,18215,218,264,25.5,17085,41,38.5,411,0,0,255,6947,599,0
2023-03-23 05:34:00,0,10384,37038,166265,0,1734,469,162,31.5,121,1825,65.8,414,0,13254,80.6,5.37,343,144,87.6,0,18326,1769,459,31.6,1466,66.1,19,349,0,0,452,149434,169,0,10384,0,18547,106166,0,186,262,99.0,22.0,29.0,2193,41,6285,0,2584,3679,5.73,78.6,132,66.6,0,18201,229,257,25.5,17073,41,38.5,428,0,0,253,6951,595,0
2023-03-23 05:36:00,0,13316,37845,179043,0,1949,469,163,30.7,116,2039,65.8,413,0,10911,81.6,6.97,347,146,87.6,0,18296,1983,457,32.0,1631,66.4,19,331,0,0,452,143738,161,0,13316,0,21441,106101,0,202,262,101,20.1,28.0,2315,40.6,6287,0,3001,3749,8.15,79.6,130,66.6,0,18185,229,256,26.0,17072,41.7,38.5,398,0,0,253,6799,600,0
2023-03-23 05:38:00,0,13167,60865,197417,0,1877,471,164,32.1,121,2000,66.3,1712,0,15578,120,4.41,348,147,87.7,0,18294,1888,455,32.3,1540,65.8,375,402,0,0,451,149571,21752,0,13167,0,24061,113197,0,205,264,98.0,22.3,29.4,2327,40.7,25587,0,2875,3648,4.83,79.6,129,65.9,0,18180,220,260,26.2,17080,41.4,669,526,0,0,253,7446,24335,0
2023-03-23 05:40:00,0,9992,42127,196090,0,1809,472,162,33.5,121,1885,65.7,964,0,10085,82.6,3.97,342,146,88.1,0,18312,1816,459,32.3,1518,65.7,375,381,0,0,455,144999,4187,0,9992,0,19160,104675,0,202,264,94.0,24.2,33.9,2199,42.5,10004,0,2593,3727,3.97,78.6,128,66.1,0,18185,211,264,26.2,17080,41.4,669,482,0,0,256,6909,5040,0
2023-03-23 05:42:00,0,10296,37782,179279,0,1953,473,159,32.1,126,2016,65.5,414,0,14277,82.3,3.97,348,146,88.0,0,18323,1984,459,32.3,1631,65.9,19,336,0,0,455,147392,157,0,10296,0,18457,105405,0,197,265,90.8,22.6,35.9,2295,40.3,6285,0,3087,3733,3.97,79.6,129,66.3,0,18197,232,258,26.2,17094,41.7,38.5,410,0,0,256,6936,599,0
2023-03-23 05:44:00,0,10431,37044,174816,0,1749,468,162,32.1,132,1826,65.5,418,0,13260,81.5,5.93,337,145,87.2,0,18331,1765,444,32.3,1441,65.7,19.0,348,0,0,452,150261,153,0,10431,0,18585,106895,0,201,262,101,22.2,31.6,2197,40.3,6285,0,2653,3722,6.69,77.3,129,66.9,0,18221,227,248,26.2,17082,41.0,38.5,426,0,0,253,7106,601,0
2023-03-23 05:46:00,0,12021,37848,170245,0,1954,471,164,32.9,131,2034,65.8,418,0,10826,79.7,4.41,355,145,87.7,0,18310,2006,460,32.0,1614,66.2,19,352,0,0,452,144112,168,0,12021,0,20158,105160,0,207,264,104,27.9,31.6,2320,41,6285,0,2988,3616,4.82,80.5,133,68.0,0,18205,242,258,26.0,17095,41.4,38.5,431,0,0,253,6681,594,0
2023-03-23 05:48:00,0,12796,61057,205593,0,1887,473,158,32.9,132,1979,65.8,1718,0,13908,121,3.97,348,145,87.7,0,18294,1908,458,32.7,1562,67.0,375,404,0,0,450,149176,21948,0,12796,0,23700,113034,0.389,196,265,90,28.6,31.6,2323,41.4,25775,0,2876,3701,3.97,79.6,134,67.7,0,18190,224,256,26.2,17099,42.6,669,526,0,0,252,7332,24513,0
2023-03-23 05:50:00,0,13060,51164,192833,0,1815,472,160,31.5,116,1893,65.8,1322,0,10182,82.7,6.17,342,146,87.2,0,18312,1838,460,31.8,1519,66.3,375,380,0,0,455,145326,12754,0,13060,0,23054,108888,0,196,265,91.8,20.9,27.7,2198,41.5,17609,0,2657,3689,6.92,78.6,130,66.9,0,18192,225,259,25.7,17107,41.8,669,479,0,0,256,7011,14421,0
2023-03-23 05:52:00,0,12488,37865,170552,0,1945,474,164,31.5,121,2033,65.8,411,0,15968,80.6,5.20,331,144,87.2,0,18331,1967,454,31.6,1681,66.2,19,344,0,0,450,147530,178,0,12488,0,20685,108007,0,198,265,97.6,20.9,29.0,2302,41,6291,0,3121,3679,11.2,76.7,131,66.2,0,18195,231,253,25.5,17102,42.6,38.5,420,0,0,256,6804,604,0
2023-03-23 05:54:00,0,12307,37588,169286,0,1887,473,163,32.8,126,1941,65.8,417,0,15686,78.7,4.17,349,144,87.2,0,18310,1903,457,31.6,1619,66.3,19,346,0,0,450,149654,175,0,12307,0,20477,108975,0,208,265,101,27.0,30.3,2194,41.5,6288,0,2943,3564,9.75,79.6,138,66.2,0,18198,229,256,25.5,17095,43.7,38.5,421,0,0,252,6839,603,0
2023-03-23 05:56:00,0.389,13877,37327,167752,0,1827,471,164,34.2,121,1924,65.8,414,0,10224,79.6,3.27,365,148,87.3,0,18305,1840,458,31.6,1517,66.3,19,331,0,0,450,143288,170,0,13877,0.389,21993,106227,0,209,263,103,28.9,29.0,2318,41.5,6288,0,2687,3610,3.27,82.4,135,66.2,0,18190,222,256,25.5,17094,42.6,38.5,399,0,0,252,6641,597,0
2023-03-23 05:58:00,0.389,12940,61004,195291,0,1883,471,178,32.1,127,1972,65.8,1707,0,13888,117,3.93,348,148,87.2,0,18315,1906,457,31.6,1625,65.9,375,406,0,0,451,149010,21907,0,12940,0.389,23909,113061,0,215,262,110,22.2,30.3,2325,41,25759,0,2932,3601,9.49,79.6,129,66.9,0,18187,244,256,25.5,17092,41.4,669,523,0,0,254,7335,24490,0
2023-03-23 06:00:00,0,10754,59903,192411,0,1810,469,163,32.1,111,1882,65.5,1679,0,10174,79.3,5.10,349,147,87.2,0,18320,1843,457,31.6,1577,65.9,375,380,0,0,449,145753,21221,0,10754,0,21651,108147,0,195,262,95.7,23.3,26.3,2215,41.8,25133,0,2660,3595,11.4,79.6,129,66.2,0,18195,235,256,25.5,17086,41.4,669,485,0,0,251,7093,23714,0
2023-03-23 06:02:00,0,12028,37866,171069,0,1998,473,161,32.1,132,2013,65.9,415,0,14325,78.9,5.24,336,148,87.2,0,18306,2021,460,31.6,1695,65.9,19,343,0,0,450,148727,182,0,12028,0,20207,109124,0,208,264,98.6,23.0,31.6,2297,41.8,6288,0.389,3111,3616,6.41,77.7,132,66.2,0,18196,234,258,25.5,17094,42.9,38.5,422,0,0,251,6891,602,0
2023-03-23 06:04:00,0,11626,37571,169123,0.389,1905,473,162,32.9,131,1942,65.1,415,0,13991,78.8,4.32,336,146,87.2,0,18311,1925,456,31.6,1591,65.4,19,344,0,0.389,451,149750,175,0.389,11626,0,19778,108387,0,217,265,99.5,23.2,31.6,2200,41.4,6289,0.389,2961,3609,4.30,78.0,131,66.2,0,18195,235,255,25.5,17073,41.4,38.5,421,0.389,0,253,6911,601,0
2023-03-23 06:06:00,0,11458,37274,167367,0.389,1805,471,162,32.9,116,1925,65.8,412,0,10147,81.0,4.12,360,144,87.2,0,18323,1836,459,32.3,1552,65.5,19,337,0,0.389,450,143340,170,0.389,11458,0,19637,104006,0,197,263,93.8,23.1,27.7,2323,41.4,6291,0,2643,3657,3.73,81.8,132,66.2,0.389,18200,232,259,26.2,17091,41.4,38.5,409,0.389,0,253,6595,592,0
2023-03-23 06:08:00,0,12655,60994,197882,0,1892,469,161,30.7,120,1998,66.6,1715,0,15681,119,3.97,354,146,86.5,0,18324,1915,460,32.5,1597,66.0,375,398,0,0,452,148991,21909,0,12655,0,23580,112693,0,204,261,94.1,20.4,29.0,2331,41.5,25746,0,2925,3632,3.97,80.5,130,65.5,0.389,18207,228,258,26.4,17095,41,669,520,0,0,254,7348,24490,0
2023-03-23 06:10:00,0,11481,60671,216479,0,1819,472,166,31.5,132,1881,65.8,1714,0,10221,80.4,5.94,349,148,87.2,0,18311,1833,460,32.5,1563,65.5,375,374,0,0,451,146354,21904,0,11481,0,22413,109838,0,209,264,99.5,21.7,31.6,2192,41.7,25747,0,2679,3595,6.75,79.2,131,66.2,0,18200,228,258,26.4,17088,41,669,482,0,0,252,7111,24483,0
2023-03-23 06:12:00,0,11621,37822,170308,0,1961,471,163,32.3,132,2020,65.8,413,0,14386,79.9,5.10,336,148,87.2,0,18302,1971,455,32.3,1646,65.3,19,345,0,0,439,147266,163,0,11621,0,19785,107296,0,215,264,101,21.8,31.6,2296,41.4,6289,0,3133,3633,5.89,83.1,129,66.2,0,18189,231,255,26.2,17090,41,38.5,428,0,0,246,6842,605,0
2023-03-23 06:14:00,0,11573,37548,169123,0,1881,473,160,32.9,126,1941,66.1,416,0,13964,81.3,4.07,342,147,86.5,0,18307,1908,459,32.3,1616,65.4,19,344,0,0,442,150138,160,0,11573,0,19744,110972,0,189,265,91.8,22.8,30.3,2196,41.4,6286,0,2939,3693,4.43,84.0,129,65.5,0,18185,228,259,26.2,17084,41.4,38.5,419,0,0,249,7008,603,0
2023-03-23 06:16:00,0,12559,37301,167463,0,1816,470,160,30.7,137,1932,65.4,415,0,10165,81.6,3.27,348,145,85.1,0,18311,1833,457,32.0,1562,66.3,19.4,338,0,0,450,143773,175,0,12559,0,20737,108242,0,197,263,92.3,20.8,32.9,2332,40.3,6285,0,2660,3710,3.27,79.6,131,64,0,18185,221,256,26.0,17089,43.2,38.5,409,0,0.389,251,6699,591,0
2023-03-23 06:18:00,0,13162,60854,195082,0,1875,474,169,31.5,126,1982,65.5,1709,0,13878,121,4.73,343,145,87.0,0,18312,1897,457,31.8,1587,66.2,375,399,0,0,450,150122,21757,0,13162,0,24097,117323,0,199,270,103,21.3,30.3,2329,41,25595,0,2930,3626,5.94,78.2,132,65.8,0,18192,228,255,25.7,17077,42.1,669,518,0,0,251,7394,24318,0
2023-03-23 06:20:00,0,10132,60482,192841,0,1817,475,160,30.7,121,1874,65.8,1710,0,10145,82.6,4.17,338,147,87.2,0,18300,1836,457,32.0,1546,65.8,375,377,0,0,454,145699,21760,0,10132,0,21069,110121,0,204,272,92.3,20.1,29.0,2188,40.6,25595,0,2631,3659,4.56,77.7,134,66.2,0,18183,219,263,26.0,17071,42.1,669,481,0,0,255,7113,24327,0
