"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6237b799514f)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd39cb2af2558)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6237b799514f)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd39cb2af2558)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-23 19:26:00,0,10694,37410,167978,0,1821,474,162,34.3,121,1914,66.3,415,0,10258,80.4,3.93,331,146,86.5,0,18378,1841,459,32.0,1580,65.8,19,339,0,0,453,142413,174,0,10694,0,18935,127677,0,202,265,94.1,25.4,29.0,2291,41.7,6289,0,2687,3640,4.36,96.5,129,65.5,0,18258,233,257,26.0,17091,42.1,38.5,406,0.389,0,254,6274,602,0
2023-03-23 19:28:00,0,13004,61393,204493,0,1957,473,161,32.1,121,2030,65.8,1711,0,14332,121,4.67,354,146,85,0,18405,1971,454,32.3,1657,65.8,375,403,0,0,454,148505,21904,0.389,13004,0,24009,134448,0,216,264,94.2,22.2,29.0,2304,42.1,25727,0,3085,3664,5.05,101,130,64,0,18281,232,252,26.2,17099,42.8,669,514,0.389,0,255,6948,24474,0
2023-03-23 19:30:00,0,10975,37659,178051,0,1891,471,162,31.5,127,1935,65.7,421,0,10571,80.3,5.33,343,148,85.7,0,18389,1917,456,32.3,1565,66.5,19,333,0,0,452,145359,179,0.389,10975,0,19170,126246,0,213,263,98.6,21.0,35.3,2191,42.5,6286,0.389,2831,3618,6.08,98.8,131,65.5,0,18267,245,255,26.2,17093,42.1,38.9,397,0,0,253,6491,599,0
2023-03-23 19:32:00,0,9860,37374,168353,0,1824,471,164,31.5,121,1914,65.8,418,0,13584,79.6,4.17,343,149,87.3,0,18377,1853,459,32.3,1529,66.6,19,339,0,0,453,146049,177,0,9860,0,18063,126866,0,213,264,97.5,21.0,29.0,2282,41,6286,0.389,2771,3633,4.59,98.8,132,66.9,0,18252,240,258,26.2,17099,41.4,38.9,413,0,0,255,6448,603,0
2023-03-23 19:34:00,0,10762,37649,192693,0,1891,473,163,33.5,115,1933,65.8,416,0,14048,79.3,4.79,338,147,87.3,0,18373,1898,458,32.0,1584,66.2,19.4,342,0,0,453,147498,160,0,10762,0,18964,122355,0,218,265,95.8,29.5,27.7,2188,41,6287,0,3016,3639,4.79,97.1,130,66.9,0,18249,236,258,26.0,17103,41.4,38.5,420,0,0,255,6534,602,0
2023-03-23 19:36:00,0,12694,37480,191811,0,1814,475,161,32.1,116,1916,65.8,421,0,10196,81.8,4.40,361,146,87.2,0,18386,1833,455,31.8,1543,65.7,19,335,0,0,453,143139,170,0,12694,0,20914,124040,0,203,266,94.0,23.0,27.7,2307,41,6284,0,2623,3716,4.79,102,129,66.9,0,18249,228,254,25.7,17079,41.7,38.5,406,0,0,255,6326,593,0
2023-03-23 19:38:00,0,13350,61413,199553,0,1963,472,163,32.5,109,2042,65.9,1713,0,16105,121,4.40,360,147,87.6,0,18369,1987,460,31.8,1633,65.7,375,402,0,0,455,148728,21919,0,13350,0,24316,133004,0,216,263,101,27.2,26.3,2321,41,25737,0,3128,3685,4.79,102,129,66.6,0,18248,250,260,25.7,17092,41.4,669,520,0,0,255,6847,24489,0
2023-03-23 19:40:00,0,10873,37661,177701,0,1878,472,161,32.1,121,1927,65.4,418,0,10631,81.5,5.79,354,149,87.9,0.389,18374,1894,462,31.8,1603,65.8,19,337,0,0,451,143332,177,0,10873,0,19100,125740,0,194,263,93.6,26.9,29.0,2192,41,6285,0,2827,3625,11.8,101,136,66.1,0,18261,227,260,25.7,17075,41.4,38.5,414,0,0,252,6368,608,0
2023-03-23 19:42:00,0,12035,37435,176747,0,1827,470,160,32.1,126,1903,65.7,416,0,13594,79.3,5.57,360,146,87.6,0,18358,1841,461,31.6,1540,66.2,19,334,0,0,452,145949,174,0,12035,0,20231,136147,0,209,262,91.4,21.6,30.3,2274,41.4,6286,0,2751,3692,12.2,103,129,66.3,0,18250,225,258,25.5,17087,41.7,38.5,413,0,0,258,6599,597,0
2023-03-23 19:44:00,0,12904,37709,169551,0,1895,469,161,32.1,126,1934,66.1,419,0,14044,80.2,3.97,354,145,87.3,0,18379,1923,460,31.6,1568,65.7,19,346,0,0,450,148975,175,0,12904,0,21092,129595,0,196,262,93.6,22.3,30.3,2188,41,6287,0,2946,3679,3.97,102,129,66.9,0,18255,234,259,25.5,17094,41,38.5,431,0,0,252,6565,600,0.389
2023-03-23 19:46:00,0,12343,37201,166765,0,1744,472,159,31.5,116,1861,66.1,418,0,9868,80.5,4.67,343,146,87.2,0,18383,1819,457,32.0,1481,65.7,19,350,0,0,453,142921,173,0,12343,0,20571,122311,0,199,262,90.8,21.3,27.7,2294,41.4,6283,0,2512,3679,5.03,99.1,129,66.2,0,18253,251,256,26.0,17081,40.3,38.5,432,0,0,254,6314,595,0
2023-03-23 19:48:00,0,13147,61355,196763,0,1955,469,166,31.5,132,2028,65.7,1717,0,14289,119,6.27,336,146,87.2,0,18378,1974,457,32.3,1641,66.2,375,400,0,0,453,148178,21878,0,13147,0,24128,134114,0,204,262,104,21.2,32.0,2303,41,25714,0,3092,3626,7.45,97.8,131,66.2,0,18243,225,255,26.2,17094,42.1,669,518,0,0,254,6900,24461,0
2023-03-23 19:50:00,0,11588,46172,178775,0,1899,470,164,30.7,127,1939,66.9,1112,0.389,10576,79.8,3.27,325,146,87.2,0,18377,1911,459,32.0,1565,67.0,375,378,0,0,453,145555,7662,0,11588,0,21130,122938,0,203,263,102,20.1,30.7,2199,42.2,13087,0,2817,3566,3.27,95.2,132,66.2,0,18249,224,259,26.0,17076,41.8,669,479,0,0,254,6597,8858,0
2023-03-23 19:52:00,0,11614,37439,201712,0,1821,470,158,31.5,115,1907,66.3,417,0.389,15294,80.6,3.27,337,147,87.2,0,18407,1831,457,31.6,1538,65.7,19,338,0,0,450,146378,155,0,11614,0,19841,122104,0,187,262,90.0,21.0,27.7,2306,41.7,6286,0,2782,3656,3.27,97.8,131,66.2,0,18269,206,257,25.5,17083,41,38.5,411,0,0,251,6535,589,0
2023-03-23 19:54:00,0,10323,37912,204235,0,1961,471,160,32.9,126,1997,66.1,420,0,16083,80.8,6.49,336,144,87.2,0,18400,1984,458,31.6,1646,65.7,19,350,0.389,0,453,149222,159,0,10323,0,18558,127777,0,218,264,92.5,23.1,30.3,2196,43.2,6285,0,3133,3635,12.8,97.8,131,66.6,0,18263,244,258,25.5,17087,40.6,38.5,428,0,0,254,6684,588,0
2023-03-23 19:56:00,0,11306,37154,166887,0,1765,471,162,30.7,120,1859,66.1,418,0,9887,81.2,5.10,336,145,87.2,0,18369,1782,460,31.6,1430,66.1,19,334,0.389,0,453,143134,159,0,11306,0,19472,133025,0,216,264,96.2,20.1,29.0,2308,42.5,6282,0,2546,3709,5.90,97.8,131,66.6,0,18249,232,259,25.5,17081,40.6,38.5,400,0,0,255,6307,594,0
2023-03-23 19:58:00,0,11380,61149,195472,0,1892,470,164,30.7,127,1976,66.1,1710,0,13963,121,3.27,349,146,87.2,0,18370,1900,458,31.6,1574,66.1,375,404,0,0,451,149507,21971,0,11380,0,22354,130447,0,216,263,103,20.8,30.3,2308,41,25791,0,2933,3695,3.27,100,129,66.2,0,18253,232,262,25.5,17094,41.4,669,527,0,0,253,7000,24547,0
2023-03-23 20:00:00,0,10448,55049,188475,0,1882,470,162,32.8,121,1931,65.8,1467,0,10560,83.1,3.27,342,144,87.6,0,18383,1907,456,31.8,1603,65.8,375,379,0,0,450,145460,16182,0,10448,0,20873,121197,0,209,262,93.9,23.6,29.0,2182,40.7,20648,0,2840,3728,3.27,104,131,66.6,0,18264,237,255,25.7,17101,41.1,669,480,0,0,251,6811,18185,0
2023-03-23 20:02:00,0.389,12501,37470,168356,0,1813,472,163,33.6,116,1903,65.6,417,0,13588,80.3,5.23,337,145,87.2,0,18392,1850,455,32.7,1545,65.5,19.0,338,0,0,455,146327,171,0,12501,0.389,20721,115843,0,199,264,94.9,25.1,27.7,2278,40.4,6287,0,2782,3656,6.07,103,131,67.3,0,18278,243,253,26.2,17103,41.0,38.5,408,0,0,255,6520,593,0
2023-03-23 20:04:00,0,12819,37957,170583,0.389,1956,476,159,31.5,126,1990,65.3,418,0,14402,79.9,5.09,354,146,87.2,0,18375,1984,457,32.3,1643,66.1,19,348,0,0,453,147750,179,0,12819,0,21018,114945,0,218,267,90.7,21.6,30.3,2188,40.3,6283,0,3138,3656,5.98,102,130,66.9,0,18251,250,256,26.2,17093,42.8,38.5,420,0,0,255,6502,605,0
2023-03-23 20:06:00,0,12800,37460,168408,0,1814,475,162,30.7,132,1908,65.7,418,0,10204,78.5,2.90,337,145,87.2,0,18358,1823,454,32.0,1516,65.8,19,333,0,0,452,143040,172,0,12800,0,20980,112491,0,215,266,93.9,20.4,31.6,2296,41.4,6286,0,2690,3586,2.90,97.8,130,66.2,0,18245,227,253,26.0,17097,41,38.5,396,0,0,254,6384,597,0
2023-03-23 20:08:00,0,11759,60795,196735,0,1831,472,160,32.1,110,1934,66.2,1713,0,15346,121,5.37,342,146,86.4,0,18374,1844,444,32.0,1533,65.7,375,403,0,0,452,149313,21881,0,11759,0,22752,117919,0,218,269,102,22.7,26.3,2323,42.5,25708,0,2798,3626,5.03,98.7,129,65.5,0,18241,237,249,26.0,17083,42.5,669,525,0,0,254,7004,24445,0
2023-03-23 20:10:00,0,10937,61019,203580,0,1871,472,162,33.5,121,1934,65.8,1716,0,10575,82.4,6.04,337,147,87.2,0,18370,1902,455,31.8,1573,65.8,375,376,0,0,454,146898,21878,0,10937,0,21923,116921,0,201,264,94.8,24.0,29.0,2193,41.4,25713,0,2852,3681,6.09,97.8,128,66.2,0,18256,235,254,25.7,17090,42.1,669,480,0,0,255,6785,24454,0
2023-03-23 20:12:00,0,10717,37426,169174,0,1815,475,164,32.1,126,1905,65.3,414,0,13768,78.8,4.40,332,145,87.2,0,18380,1829,455,32.0,1559,65.8,19,349,0,0,453,145505,178,0,10717,0,18950,125651,0,218,266,98.8,22.3,30.3,2287,41.4,6289,0,2845,3639,4.79,96.1,131,66.2,0,18254,230,259,26.0,17100,41.8,38.5,428,0,0,253,6416,602,0
2023-03-23 20:14:00,0,10472,37908,170637,0,1970,474,160,30.7,126,1996,65.7,414,0,14421,80.5,4.39,338,148,86.6,0,18384,1988,457,32.3,1666,65.8,19,341,0,0,455,148636,172,0,10472,0,18702,131983,0.389,232,265,92.2,20.8,30.3,2195,41.4,6290,0,3159,3657,4.83,97.1,131,66.2,0,18266,249,256,26.2,17099,41,38.5,418,0,0,257,6711,594,0
2023-03-23 20:16:00,0,13173,37739,169621,0,1888,475,164,32.1,121,1972,65.7,415,0,10548,79.3,4.17,348,149,85,0,18380,1905,458,32.3,1582,65.9,19,334,0,0,453,143291,174,0,13173,0,21387,128776,0.389,218,266,102,21.6,29.0,2305,40.6,6288,0,2825,3587,4.54,100,131,64.7,0,18265,244,256,26.2,17090,40.6,38.5,407,0,0,254,6482,598,0
2023-03-23 20:18:00,0,12871,60726,202947,0,1840,472,161,59.2,126,1917,65.7,1716,0,13648,120,3.93,359,148,86.6,0,18373,1859,463,32.5,1528,65.8,375,405,0,0,452,149003,21775,0,12871,0,23841,127152,0,216,264,99.7,66.3,35.2,2303,41.4,25607,0,2795,3625,4.31,103,128,66.2,0.389,18260,237,263,26.4,17087,41.7,669,520,0,0,252,7173,24344,0
2023-03-23 20:20:00,0,11137,60922,227273,0,1882,474,157,33.0,132,1929,65.7,1718,0,10571,80.2,5.33,336,145,87.3,0,18374,1908,457,32.3,1574,65.5,375,378,0,0,438,144779,21785,0,11137,0,22100,124860,0,203,265,88.0,23.1,36.6,2179,41.7,25608,0,2854,3634,6.14,97.8,129,66.2,0.389,18262,237,256,26.2,17107,42.1,669,483,0,0,243,6931,24356,0
2023-03-23 20:22:00,0,10472,37411,191746,0,1824,475,163,30.7,121,1899,65.7,417,0,15308,78.3,3.97,354,145,87.2,0,18379,1844,455,31.8,1495,65.8,19,338,0,0,455,145454,175,0,10472,0,18656,115400,0,219,265,95.7,20.4,29.0,2273,41.4,6285,0,2761,3564,3.97,102,129,66.9,0,18264,245,254,25.7,17099,42.5,38.5,409,0,0,256,6523,607,0
2023-03-23 20:24:00,0,10763,37920,171026,0,1970,474,161,31.5,121,1989,65.7,421,0,16162,80.0,4.77,349,147,87.2,0,18376,1971,454,31.6,1622,65.0,19,349,0,0.389,454,148817,157,0.389,10763,0,18960,118918,0,223,266,93.7,21.7,29.0,2201,41.7,6282,0,3162,3663,5.13,100,130,66.2,0,18265,233,253,25.5,17090,39.9,38.5,421,0,0.389,255,6691,596,0
2023-03-23 20:26:00,0,13921,37758,169847,0,1886,471,163,33.7,116,1969,66.0,417,0,10568,80.8,5.57,349,147,87.2,0,18374,1909,454,31.8,1601,65.4,19,340,0,0,452,143323,156,0,13921,0,22143,119712,0,209,263,95.6,29.5,27.7,2299,41.4,6285,0,2845,3648,6.72,100,129,66.9,0,18253,232,253,25.7,17087,40.6,38.5,404,0,0,252,6408,589,0
2023-03-23 20:28:00,0,13524,59030,191760,0,1809,470,164,31.5,132,1922,65.8,1287,0,13601,119,5.10,355,147,87.2,0,18374,1837,459,32.3,1559,65.8,19,357,0,0,453,147393,20789,0,13524,0,23802,124631,0,208,262,103,22.0,31.6,2298,40.6,24613,0.389,2795,3604,6.27,101,130,66.9,0,18260,242,259,26.2,17104,40.3,38.5,434,0,0,254,6851,23224,0
2023-03-23 20:30:00,0,12284,61114,205316,0,1888,470,161,32.1,121,1933,65.8,1716,0,10592,82.8,3.93,343,149,87.2,0,18364,1908,454,32.3,1568,66.1,375,383,0,0,452,145702,21945,0,12284,0,23236,122375,0,218,262,99.6,27.7,29.0,2178,41.5,25770,0,2841,3689,4.32,98.8,136,66.2,0,18252,236,253,26.2,17100,41,669,486,0,0,259,6870,24517,0
2023-03-23 20:32:00,0,11501,37182,177042,0,1744,474,163,33.6,126,1843,65.7,417,0,13178,80.2,4.53,331,147,87.2,0,18350,1767,455,31.8,1454,66.4,19,338,0,0,450,146502,176,0,11501,0,19676,116369,0,198,264,95.7,27.9,30.3,2276,41.8,6287,0,2543,3646,4.96,96.5,137,66.2,0,18247,231,254,25.7,17084,41,38.5,415,0.389,0,252,6467,607,0
2023-03-23 20:34:00,0,12390,37947,170443,0,1947,461,166,33.6,127,1987,65.9,416,0,14364,77.8,6.99,360,145,87.3,0,18361,1976,459,31.6,1613,66.6,19,353,0,0,453,147489,177,0,12390,0,20569,120281,0,207,257,99.3,23.2,30.3,2190,41.4,6286,0,3139,3562,12.9,103,129,66.2,0,18243,236,257,25.5,17085,41,38.5,434,0.389,0,254,6428,598,0
2023-03-23 20:36:00,0,12988,37705,169542,0,1887,464,160,32.1,132,1973,65.8,419,0,10608,80.5,3.89,338,147,87.3,0.389,18382,1912,459,31.8,1568,65.8,19.4,333,0,0,453,142393,172,0,12988,0,21161,116899,0,206,260,91.7,22.2,31.6,2304,41,6286,0,2862,3679,3.50,97.5,131,66.2,0,18253,244,258,25.7,17102,40.6,38.5,398,0,0,254,6325,594,0
2023-03-23 20:38:00,0,12187,49992,184560,0,1843,472,164,31.9,127,1929,65.8,929,0,15339,120,3.27,343,147,87.2,0.389,18371,1865,456,32.3,1522,66.2,19.4,357,0,0,450,147117,12141,0,12187,0,21577,120061,0,214,264,103,22.5,30.3,2327,40.6,16910,0,2780,3743,3.27,98.8,132,66.6,0,18262,233,254,26.2,17097,41,38.5,430,0,0,252,6706,13750,0
2023-03-23 20:40:00,0,10946,61294,219520,0,1986,470,161,32.5,121,1988,65.8,1719,0,10957,81.9,5.47,337,146,87.2,0,18391,1999,455,32.0,1624,65.8,375,381,0,0,450,145765,21875,0,10946,0,21929,121565,0,238,263,95.0,23.8,29.0,2215,41,25710,0,3012,3688,11.5,97.5,131,66.6,0,18257,245,254,26.0,17098,41.4,669,479,0,0,251,6793,24473,0
2023-03-23 20:42:00,0,11255,37158,199004,0,1749,474,160,30.7,121,1844,65.8,419,0,13221,79.7,5.10,337,147,87.2,0,18379,1775,457,31.6,1466,65.0,19,338,0,0,452,145280,159,0,11255,0,19469,119006,0,208,265,91.7,20.4,29.0,2265,40.3,6288,0,2611,3663,11.5,97.8,128,66.2,0,18247,241,257,25.5,17085,40.9,38.5,411,0,0,254,6522,594,0
2023-03-23 20:44:00,0,11508,37685,169252,0,1891,475,163,31.5,126,1939,65.8,417,0,14007,80.9,3.93,353,148,86.5,0,18371,1911,459,31.6,1648,65.8,19,346,0,0,451,147703,157,0,11508,0,19760,118448,0,204,266,95.5,20.5,30.3,2193,40.6,6287,0,2945,3725,4.71,102,127,65.5,0,18246,234,258,25.5,17108,41,38.5,428,0,0,253,6493,596,0
2023-03-23 20:46:00,0,12764,37723,169449,0,1883,477,161,33.5,121,1964,65.8,417,0,10528,82.3,4.31,332,148,87.2,0,18391,1946,456,31.6,1569,65.9,19,351,0,0,452,142892,157,0,12764,0,20978,115609,0,213,267,98.7,23.4,29.0,2297,41.4,6288,0,2852,3740,4.67,96.5,130,66.2,0,18246,246,255,25.5,17095,41,38.5,432,0,0,252,6318,596,0
2023-03-23 20:48:00,0,13734,41144,172322,0,1831,476,164,32.1,127,1912,65.4,563,0,13618,118,5.71,338,147,87.2,0,18367,1846,456,31.6,1562,65.8,19,360,0,0,453,147760,3651,0,13734,0,22315,121589,0,220,267,103,22.3,30.7,2302,41.4,9382,0,2761,3670,6.49,103,131,66.2,0,18246,241,255,25.5,17080,40.6,38.5,446,0,0,253,6675,4419,0.389
2023-03-23 20:50:00,0,12153,61367,196554,0,1969,474,161,31.5,120,1989,65.3,1714,0,11003,82.9,3.70,342,146,86.5,0,18362,1993,460,31.8,1710,66.2,375,379,0,0,452,145376,21939,0,12153,0,23170,121114,0,218,266,94.1,21.2,29.0,2190,40.6,25764,0,3042,3695,4.44,104,131,66.2,0,18254,237,257,25.7,17104,41.1,669,483,0,0,253,6795,24507,0
2023-03-23 20:52:00,0,12819,37450,168265,0,1796,478,163,33.7,121,1896,65.1,417,0,15258,82.1,3.70,342,144,85,0,18368,1823,458,32.0,1507,65.8,19,341,0,0,451,145761,177,0,12819,0,21014,117836,0,201,268,94.9,24.0,29.0,2265,40.6,6284,0,2781,3723,4.07,99.1,130,65.5,0,18242,230,261,26.0,17099,41.5,38.5,417,0,0,252,6484,596,0
2023-03-23 20:54:00,0,11035,37651,169272,0,1889,475,160,31.5,126,1939,65.4,416,0.389,15752,81.2,4.97,354,147,85.7,0,18385,1904,460,32.3,1553,65.7,19,343,0,0,451,149311,176,0,11035,0,19233,119198,0,208,267,91.7,21.7,30.3,2192,41.4,6288,0,2946,3663,5.76,101,131,65.8,0,18251,226,264,26.2,17092,41.4,38.5,419,0,0,253,6641,600,0
2023-03-23 20:56:00,0,13485,37755,169744,0,1894,478,164,31.5,126,1968,65.8,414,0,10596,82.1,4.90,348,145,87.3,0,18397,1911,460,32.0,1574,65.7,19,338,0.389,0,451,143608,179,0,13485,0,21687,117837,0,201,274,107,21.6,30.3,2301,41,6290,0,2798,3665,5.29,100,132,66.9,0,18262,231,259,26.0,17076,41,38.5,399,0,0,253,6382,603,0
2023-03-23 20:58:00,0,12067,37462,168364,0,1809,474,158,30.7,132,1920,66.1,414,0,13567,120,5.37,342,145,87.2,0,18383,1836,456,31.6,1506,65.8,19,355,0.389,0,454,146699,176,0,12067,0,20249,120291,0,199,265,96.0,19.7,31.6,2306,41.7,6286,0,2742,3672,5.76,99.1,130,66.2,0,18253,218,255,25.5,17101,42.1,38.5,435,0,0,255,6543,596,0
2023-03-23 21:00:00,0.389,10452,61254,196474,0,1953,469,161,32.9,121,1990,66.1,1713,0,10909,81.6,4.40,348,148,87.2,0,18388,1971,454,31.6,1642,66.2,375,377,0,0,451,145695,21862,0,10452,0.389,21447,120107,0,214,262,94.0,22.9,29.0,2190,42.1,25702,0,3010,3681,4.83,100,128,66.2,0,18261,228,259,25.5,17096,43.2,669,479,0,0,253,6824,24441,0
2023-03-23 21:02:00,0.389,10582,37712,170004,0.389,1928,467,163,32.9,121,1957,66.1,420,0,14021,78.1,4.40,336,147,87.3,0,18381,2004,455,32.0,1585,66.1,19,343,0,0,452,146589,164,0,10582,0.389,18804,116243,0,209,260,95.4,23.2,29.0,2279,40.6,6288,0,2925,3616,4.77,97.8,133,66.2,0,18255,283,259,25.5,17084,42.1,38.5,416,0,0,253,6516,605,0
2023-03-23 21:04:00,0,10562,37417,191291,0.389,1818,474,160,31.5,126,1885,66.2,416,0,13677,80.6,3.60,336,144,87.6,0,18385,1878,460,32.2,1541,65.4,19,351,0,0,449,148449,173,0,10562,0,18795,117666,0,189,265,91.5,20.9,30.3,2193,42.1,6289,0,2760,3686,3.60,97.8,131,66.2,0,18257,252,258,25.7,17088,41.4,38.5,418,0,0,251,6591,601,0
2023-03-23 21:06:00,0,15400,37795,193244,0,1915,472,160,75.8,121,1969,65.9,410,0,10657,79.2,6.17,337,144,87.6,0,18380,1993,456,31.6,1613,66.1,19,338,0,0,452,145908,175,0,15400,0,23617,122081,0,205,264,97.0,102,34.0,2301,40.6,6289,0,2879,3609,6.98,97.8,129,66.6,0,18250,282,255,25.5,17097,41.4,38.5,402,0,0,253,6460,594,0
2023-03-23 21:08:00,0,15122,37545,170954,0,1859,471,162,58.0,126,1923,65.8,414,0,15453,118,5.20,336,148,87.2,0,18380,1885,459,31.6,1540,65.8,19,354,0,0,452,146938,175,0,15122,0,23320,121430,0,220,263,99.7,69.0,35.3,2304,40.6,6285,0,2815,3625,6,97.8,127,67.3,0,18260,249,258,25.5,17101,42.1,38.5,437,0,0,253,6527,593,0
2023-03-23 21:10:00,0,11097,61228,196140,0,1983,470,160,75.0,121,1989,65.8,1715,0,10952,82.9,4.40,348,147,86.5,0,18382,2043,456,31.6,1617,65.8,375,383,0,0,452,144989,21833,0,11097,0,22078,117818,0,217,263,91.8,96.7,29.0,2195,41.4,25649,0,2951,3713,4.77,100,132,65.5,0,18250,279,256,25.5,17094,42.5,669,488,0,0,253,6836,24408,0
2023-03-23 21:12:00,0,10519,37675,169939,0,1896,472,159,77.4,132,1960,65.8,418,0,14143,78.1,5.13,359,144,87.3,0,18378,1990,456,31.6,1571,65.7,19,344,0,0,451,146277,174,0,10519,0,18719,114053,0,189,264,91.3,101,31.6,2284,41.4,6288,0,2924,3565,5.56,103,132,66.2,0,18248,276,257,25.5,17088,42.8,38.5,423,0,0,251,6647,608,0
2023-03-23 21:14:00,0,10408,37411,168245,0,1854,470,163,78.2,126,1879,65.7,415,0,13837,80.5,6.28,365,145,87.3,0,18383,1930,462,31.6,1505,66.1,19,345,0,0,452,149348,170,0,10408,0,18599,116570,0,183,262,94.8,100,30.3,2189,41,6287,0,2845,3715,6.31,104,137,66.2,0,18261,254,259,25.5,17055,43.3,38.5,426,0,0,254,6778,613,0
2023-03-23 21:16:00,0,12615,37746,169451,0,1893,471,162,33.6,116,1971,65.7,413,0,10555,80.7,4.30,342,144,87.2,0,18369,1973,461,31.8,1569,66.2,19,330,0,0,450,142916,163,0,12615,0,20812,114144,0,178,262,95.4,23.2,27.7,2296,41,6288,0,2820,3656,4.66,99.1,137,66.2,0.389,18252,256,259,25.7,17070,42.9,38.5,399,0,0,252,6489,601,0
2023-03-23 21:18:00,0,12802,37514,187069,0,1846,474,160,30.7,116,1919,65.7,411,0,13621,121,4.43,325,145,87.2,0,18381,1912,459,32.3,1552,65.8,19,350,0,0,452,146599,171,0,12802,0,21014,117393,0,212,265,97.9,20.8,27.7,2305,41.7,6291,0,2743,3742,10.0,95.2,131,66.9,0,18253,268,259,26.2,17098,42.1,38.5,437,0,0,259,6762,597,0
2023-03-23 21:20:00,0,11161,98034,249960,0,1993,469,163,73.9,121,1999,66.1,2937,0,11041,83.1,3.70,365,147,86.5,0,18388,2062,455,32.3,1648,66.3,108,350,0,0,451,146405,57606,0,11161,0,25263,123526,0.389,203,262,95.2,101,29.0,2191,42.5,57368,0,3016,3712,4.13,105,129,66.2,0,18256,274,255,26.2,17094,41.4,196,428,0,0,257,7336,63606,0
2023-03-23 21:22:00,0,12734,134090,276516,0,1902,470,164,55.6,126,1959,65.8,5204,0,15698,81.3,4.67,353,147,87.2,0,18395,1940,454,31.8,1615,66.0,909,454,0,0,453,153170,91064,0,12734,0,31554,133267,0.389,207,263,97.0,65.6,30.3,2268,41,87417,0,2956,3686,5.06,102,131,66.2,0,18260,257,253,25.7,17086,40.6,1615,619,0,0.389,255,8149,100138,0
2023-03-23 21:24:00,0,10861,49314,181148,0,1812,474,163,31.5,132,1881,65.3,1251,0,15379,79.2,4.43,353,146,87.2,0,18404,1831,446,31.6,1558,67.0,375,398,0,0.389,453,150370,10965,0,10861,0,20780,119284,0,201,265,94.6,21.0,31.6,2180,41,16010,0.389,2833,3609,4.82,102,130,66.2,0,18262,233,249,25.5,17086,41.8,669,516,0,0.389,255,6854,12412,0
2023-03-23 21:26:00,0,11083,37943,179452,0,1965,470,158,30.7,126,2028,66.1,418,0,10995,80.2,4.17,354,151,86.5,0,18367,1981,447,31.8,1663,67.3,19,335,0,0.389,452,142413,174,0,11083,0,19289,114617,0,209,262,89.9,20.4,30.3,2314,41,6286,0.389,3066,3709,9.72,101,130,65.5,0,18256,228,252,25.7,17101,42.9,38.5,400,0,0,254,6439,599,0
