"Time","10250/TCP","443/TCP","53/UDP","6443/TCP","80/TCP","8079/TCP","8080/TCP","8181/TCP","8443/TCP","8500/TCP","9093/TCP","9443/TCP","9808/TCP"
2023-03-11 09:10:00,3.46,,,6.60,8.46,3.14,2.72,2.42,,5.22,2,1.68,2.34
2023-03-11 09:12:00,3.30,,,6.40,10.3,3.34,2.66,2.38,98.4,5.22,1.96,,2.42
2023-03-11 09:14:00,3.38,,1.88,6.62,8.78,3.12,2.76,2.36,,5.24,1.92,,2.42
2023-03-11 09:16:00,3.48,,,6.26,8.62,2.96,2.68,2.32,,5.24,2,1.68,2.42
2023-03-11 09:18:00,3.34,,,6.64,8.92,2.90,2.66,2.38,,5.22,1.98,1.70,2.44
2023-03-11 09:20:00,3.50,,,6.72,8.94,3.12,2.62,2.44,,5.22,1.98,1.74,2.42
2023-03-11 09:22:00,3.32,,2.34,6.60,8.74,3.28,2.68,2.44,68.6,5.16,,,2.40
2023-03-11 09:24:00,3.20,,1.88,6.56,8.88,3.12,2.68,2.44,,5.20,1.98,,2.42
2023-03-11 09:26:00,3.38,,,6.52,8.80,3.10,2.72,2.36,,5.20,2.02,1.66,2.44
2023-03-11 09:28:00,3.28,,,6.46,8.88,3.02,2.64,2.44,,5.20,2.02,1.68,2.44
2023-03-11 09:30:00,3.52,,,6.68,8.96,3.08,2.70,2.30,,5.20,2.02,1.68,2.44
2023-03-11 09:32:00,3.28,,1.96,6.68,8.62,3.18,2.68,2.30,48.6,5.16,,,2.32
2023-03-11 09:34:00,3.28,,1.92,6.30,8.60,3.06,2.72,2.28,,5.18,2,,2.28
2023-03-11 09:36:00,3.44,1.78,,6.56,8.66,2.86,2.70,2.36,,5.14,2,,2.44
2023-03-11 09:38:00,3.24,,,6.44,8.88,2.86,2.62,2.46,,5.20,2,1.68,2.46
2023-03-11 09:40:00,3.22,,,6.48,8.76,2.98,2.64,2.40,,5.12,1.94,1.68,2.40
2023-03-11 09:42:00,2.94,,,6.54,8.54,3.10,2.68,2.40,26.9,5.18,1.90,,2.38
2023-03-11 09:44:00,3.20,,1.76,6.68,8.60,3.10,2.72,2.32,,5.20,2.04,,2.40
2023-03-11 09:46:00,3.34,,,6.34,8.54,3.04,2.60,2.38,,5.14,2.02,1.68,2.40
2023-03-11 09:48:00,3.34,,,6.54,8.66,2.96,2.64,2.34,,5.16,1.98,1.68,2.38
2023-03-11 09:50:00,2.90,,,6.56,8.22,2.84,2.70,2.36,,5.18,1.96,1.66,2.36
2023-03-11 09:52:00,3.30,,,6.48,8.34,2.86,2.72,2.30,7.04,5.18,2,,2.38
2023-03-11 09:54:00,3.12,,2.32,6.42,8.40,3.14,2.68,2.26,,5.18,2.02,,2.44
2023-03-11 09:56:00,3.34,,,6.38,8.58,2.88,2.66,2.22,,5.16,1.88,1.68,2.46
2023-03-11 09:58:00,3.22,,,6.46,8.36,2.94,2.72,2.36,,5.16,1.96,1.68,2.46
2023-03-11 10:00:00,3.24,,,6.26,8.20,2.90,2.68,2.34,,5.20,2,1.78,2.42
2023-03-11 10:02:00,3.30,1.82,,6.52,8.36,2.90,2.58,2.48,,5.18,1.92,,2.34
2023-03-11 10:04:00,3.38,,1.90,6.60,8.32,2.88,2.62,2.42,,5.18,2.02,,2.38
2023-03-11 10:06:00,3.46,,,6.46,8.32,2.92,2.68,2.44,,5.22,2.02,1.68,2.42
2023-03-11 10:08:00,3.36,,,6.40,8.84,3.14,2.68,2.40,,5.24,2,1.68,2.40
2023-03-11 10:10:00,3.32,,,6.72,8.68,3.04,2.66,2.30,,5.20,2.02,1.68,2.40
2023-03-11 10:12:00,3.36,,1.88,6.42,8.74,3.06,2.66,2.40,,5.18,2.02,,2.36
2023-03-11 10:14:00,3.28,,1.88,6.38,8.84,3.16,2.72,2.36,,5.22,1.98,,2.44
2023-03-11 10:16:00,3.36,,,6.42,8.74,3.14,2.68,2.44,,5.22,2,1.68,2.42
2023-03-11 10:18:00,3.38,,,6.48,8.78,3.10,2.66,2.42,,5.20,2.04,1.68,2.40
2023-03-11 10:20:00,3.26,,,6.58,8.78,3.06,2.70,2.46,,5.22,2,1.68,2.42
2023-03-11 10:22:00,3.20,,1.82,6.50,8.68,2.98,2.72,2.40,,5.22,1.96,,2.36
2023-03-11 10:24:00,3.28,1.72,,6.56,8.88,3.10,2.66,2.44,,5.20,2,,2.42
2023-03-11 10:26:00,3.40,,,6.58,8.52,2.98,2.68,2.38,,5.18,1.96,1.68,2.36
2023-03-11 10:28:00,3.28,,,6.54,8.78,3.02,2.56,2.34,,5.18,1.98,1.66,2.42
2023-03-11 10:30:00,3.22,,,6.60,8.90,3.04,2.66,2.42,,5.18,2.02,1.70,2.36
2023-03-11 10:32:00,3.24,,2.02,6.44,8.50,3.08,2.68,2.36,,5.16,1.96,,2.44
2023-03-11 10:34:00,3.28,,1.90,6.72,8.72,2.86,2.64,2.32,,5.22,1.90,,2.44
2023-03-11 10:36:00,3.40,1.76,,6.64,8.60,3.08,2.66,2.30,,5.14,1.92,,2.44
2023-03-11 10:38:00,3.28,,,6.44,8.60,2.94,2.68,2.34,,5.20,1.96,1.68,2.52
2023-03-11 10:40:00,3.16,,,6.50,8.46,3.06,2.68,2.38,,5.22,1.84,1.70,2.44
2023-03-11 10:42:00,3.28,,2.34,6.76,8.66,2.92,2.66,2.40,,5.20,1.96,,2.32
2023-03-11 10:44:00,3.30,,3.64,6.34,12.1,2.98,2.64,2.32,,5.16,1.98,,2.32
2023-03-11 10:46:00,3.16,,,6.52,8.50,2.64,2.54,2.38,,5.18,2,1.68,2.36
2023-03-11 10:48:00,3.32,,,6.52,8.36,3,2.66,2.28,,5.20,1.96,1.68,2.46
2023-03-11 10:50:00,3.20,,,6.46,8.64,2.96,2.68,2.46,,5.18,1.90,1.68,2.46
2023-03-11 10:52:00,3.30,,1.82,6.40,8.06,2.88,2.62,2.24,,5.16,2.04,,2.44
2023-03-11 10:54:00,3.02,,3.62,6.52,14.1,3.14,2.66,2.26,16.8,5.18,,,2.36
2023-03-11 10:56:00,3.28,,,6.48,8.32,2.96,2.72,2.32,,5.16,1.84,1.64,2.42
2023-03-11 10:58:00,3.16,,,6.44,8.62,3,2.66,2.36,,5.16,1.92,1.68,2.44
2023-03-11 11:00:00,3.30,,,6.52,8.20,2.96,2.66,2.32,,5.18,1.96,1.70,2.34
2023-03-11 11:02:00,3.14,,1.92,6.56,8.24,2.80,2.70,2.26,,5.18,2.02,,2.32
2023-03-11 11:04:00,3.20,,3.54,6.54,14.1,3.08,2.72,2.34,41.7,5.20,,,2.42
2023-03-11 11:06:00,3.20,,,6.66,8.48,2.96,2.64,2.36,,5.18,1.94,1.70,2.42
2023-03-11 11:08:00,3.18,,,6.56,8.28,2.92,2.64,2.22,,5.22,1.88,1.68,2.38
2023-03-11 11:10:00,3.24,,,6.42,8.28,2.70,2.66,2.40,,5.14,1.86,1.68,2.30
2023-03-11 11:12:00,3.36,,1.92,6.72,8.54,2.94,2.62,2.24,,5.08,1.98,,2.40
2023-03-11 11:14:00,3.10,,4.10,6.52,14.1,3.12,2.58,2.28,61.4,5.16,,,2.36
2023-03-11 11:16:00,3.40,,,6.78,8.60,2.70,2.58,2.28,,5.12,1.96,1.70,2.34
2023-03-11 11:18:00,3.28,,,6.32,8.34,2.74,2.54,2.34,,5.14,2.04,1.66,2.28
2023-03-11 11:20:00,2.96,,,6.56,8.22,2.80,2.60,2.28,,5.16,1.92,1.66,2.32
2023-03-11 11:22:00,3,1.82,,6.50,8.32,2.92,2.56,2.10,,5.12,1.92,,2.40
2023-03-11 11:24:00,2.96,,3.64,6.54,13.5,3.12,2.66,2.32,83.7,5.18,,,2.44
2023-03-11 11:26:00,3.40,,,7.02,8.16,2.82,2.60,2.22,,5.18,1.86,1.70,2.34
2023-03-11 11:28:00,3.34,,,6.68,7.90,3.14,2.68,2.40,,5.12,2,1.68,2.32
2023-03-11 11:30:00,3.36,,,6.68,7.74,2.84,2.64,2.40,,5.14,2.02,1.68,2.38
2023-03-11 11:32:00,3.40,1.82,,6.56,7.84,2.76,2.64,2.42,,5.22,2,,2.44
2023-03-11 11:34:00,3.34,,3.68,6.58,14.8,3.36,2.70,2.38,99.6,5.22,,,2.42
2023-03-11 11:36:00,3.58,1.76,,7.02,8.96,3.04,2.68,2.36,,5.22,1.94,,2.44
2023-03-11 11:38:00,3.36,,,6.60,9.02,3.08,2.68,2.44,,5.24,2,1.68,2.46
2023-03-11 11:40:00,3.16,,,6.50,8.80,3.06,2.62,2.44,,5.22,1.96,1.68,2.38
2023-03-11 11:42:00,3.32,,1.90,6.56,8.76,3.04,2.78,2.38,,5.20,1.98,,2.42
2023-03-11 11:44:00,3.38,,2.76,6.32,10.8,3.28,2.70,2.38,99.8,5.22,,,2.38
2023-03-11 11:46:00,3.40,,,6.90,8.76,3.18,2.70,2.42,,5.22,1.92,1.70,2.44
2023-03-11 11:48:00,3.34,,,6.58,8.86,3.04,2.60,2.34,,5.18,2,1.68,2.44
2023-03-11 11:50:00,3.14,,,6.46,8.54,3.08,2.66,2.40,,5.20,2.02,1.68,2.48
2023-03-11 11:52:00,3.18,,1.92,7.02,8.70,3.02,2.62,2.32,,5.18,2.02,,2.40
2023-03-11 11:54:00,3.28,,,6.78,8.74,3.38,2.66,2.40,91.1,5.22,2,,2.38
2023-03-11 11:56:00,3.52,,,6.54,8.80,3.12,2.68,2.40,,5.20,1.94,1.68,2.36
2023-03-11 11:58:00,3.06,,,6.64,8.70,2.88,2.72,2.38,,5.22,2.04,1.66,2.34
2023-03-11 12:00:00,3.30,,,6.50,8.62,3.12,2.66,2.42,,5.22,2,1.66,2.42
2023-03-11 12:02:00,3.40,,2.58,6.50,8.20,2.88,2.58,2.30,,5.20,1.94,,2.40
2023-03-11 12:04:00,3.24,,,6.40,8.82,3.22,2.70,2.42,71.1,5.20,1.98,,2.34
2023-03-11 12:06:00,3.30,,,6.74,8.30,3.18,2.66,2.38,,5.14,1.94,1.66,2.32
2023-03-11 12:08:00,3.32,,,6.42,8.54,2.94,2.62,2.34,,5.22,1.90,1.74,2.36
2023-03-11 12:10:00,3.24,,,6.40,8.44,3.12,2.66,2.36,,5.16,2,1.68,2.32
2023-03-11 12:12:00,3.34,1.82,,6.74,8.50,2.96,2.54,2.30,,5.20,2.02,,2.42
2023-03-11 12:14:00,3.36,,,6.52,8.68,3.10,2.66,2.36,51.8,5.16,1.98,,2.50
2023-03-11 12:16:00,3.60,,,6.66,8.36,3.10,2.68,2.06,,5.10,2.02,1.68,2.40
2023-03-11 12:18:00,3.16,,,6.52,8.50,2.84,2.66,2.36,,5.12,1.84,1.68,2.34
2023-03-11 12:20:00,3.12,,,6.72,8.86,2.96,2.66,2.40,,5.20,1.98,1.68,2.42
2023-03-11 12:22:00,3.30,1.82,,6.82,8.78,2.98,2.76,2.40,,5.10,2.06,,2.34
2023-03-11 12:24:00,3.26,,1.96,6.50,8.18,3.10,2.70,2.38,33.2,5.16,,,2.32
2023-03-11 12:26:00,3.52,,,6.74,8.44,3.02,2.62,2.30,,5.18,1.94,1.68,2.36
2023-03-11 12:28:00,3.08,,,6.32,8.42,3,2.62,2.14,,5.24,1.98,1.64,2.34
2023-03-11 12:30:00,3.26,,,6.56,8.44,2.80,2.74,2.26,,5.14,1.94,1.76,2.30
2023-03-11 12:32:00,3.22,,1.90,6.74,8.04,2.82,2.70,2.30,,5.16,1.90,,2.24
2023-03-11 12:34:00,3.06,,2.62,6.30,8.18,2.98,2.62,2.28,14.1,5.16,,,2.38
2023-03-11 12:36:00,3.14,1.78,,6.52,8.40,2.82,2.62,2.18,,5.18,1.94,,2.34
2023-03-11 12:38:00,3.12,,,6.52,8.30,2.72,2.76,2.36,,5.10,1.96,1.68,2.38
2023-03-11 12:40:00,3.28,,,6.62,8.06,2.92,2.62,2.30,,5.22,1.92,1.68,2.24
2023-03-11 12:42:00,3.26,,1.90,6.42,8.36,2.72,2.72,2.28,,5.16,1.92,,2.36
2023-03-11 12:44:00,3.02,1.72,,6.52,8.32,2.80,2.60,2.12,,5.08,2.02,,2.32
2023-03-11 12:46:00,3.34,,,6.94,8.16,2.86,2.66,2.12,,5.10,1.94,1.68,2.34
2023-03-11 12:48:00,3.16,,,6.84,7.84,2.88,2.68,2.16,,5.10,1.92,1.68,2.38
2023-03-11 12:50:00,3.18,,,6.56,8.26,2.84,2.66,2.20,,5.14,2,1.68,2.32
2023-03-11 12:52:00,3.20,1.82,,6.26,8.36,2.60,2.60,2.08,,5.14,1.88,,2.34
2023-03-11 12:54:00,3.06,,1.82,6.40,8.14,2.92,2.64,2.30,,5.12,1.90,,2.38
2023-03-11 12:56:00,3.42,,,6.92,8.16,2.86,2.68,2.36,,5.18,1.88,1.66,2.40
2023-03-11 12:58:00,2.96,,,6.56,7.98,2.82,2.60,2.20,,5.12,1.90,1.68,2.26
2023-03-11 13:00:00,3.12,,,6.44,7.66,2.88,2.60,2.34,,5.12,1.96,1.66,2.38
2023-03-11 13:02:00,3.14,1.82,,6.40,8.30,2.82,2.52,2.32,,5.18,1.78,,2.28
2023-03-11 13:04:00,3.14,,1.92,6.58,8.10,2.90,2.64,2.30,,5.14,1.92,,2.28
2023-03-11 13:06:00,3.46,,,6.64,8.02,2.96,2.68,2.08,,5.10,1.90,1.66,2.36
2023-03-11 13:08:00,3.18,,,6.46,8.46,2.92,2.72,2.12,,5.16,1.98,1.66,2.40
2023-03-11 13:10:00,3.08,,,6.52,8,2.50,2.56,2.06,,5.12,1.86,1.68,2.38
2023-03-11 13:12:00,3.06,,2.04,6.58,7.66,2.72,2.54,2.18,,5.10,1.94,,2.40
2023-03-11 13:14:00,3.14,,1.88,6.60,8.10,2.70,2.66,2.26,,5.10,1.82,,2.18
2023-03-11 13:16:00,3.24,,,6.68,7.86,2.74,2.70,2.24,,5.04,1.98,1.68,2.18
2023-03-11 13:18:00,3.18,,,6.64,7.98,2.84,2.62,2.24,,5.16,1.84,1.64,2.38
2023-03-11 13:20:00,3.16,,,6.48,8.04,2.96,2.64,2.26,,5.08,1.92,1.64,2.30
2023-03-11 13:22:00,3.30,,2.48,6.78,8.38,2.92,2.56,2.14,,5.08,1.92,,2.36
2023-03-11 13:24:00,3.16,1.72,,6.50,7.92,2.64,2.50,2.06,,5.18,1.92,,2.38
2023-03-11 13:26:00,3.04,,,6.56,11.6,2.92,2.60,2.16,,5.06,2,1.66,2.36
2023-03-11 13:28:00,3.14,,,6.62,7.38,2.74,2.58,2.24,,5.12,1.96,1.68,2.36
2023-03-11 13:30:00,2.94,,1.70,6.56,8.20,2.62,2.54,2.24,,5.08,1.90,,2.40
2023-03-11 13:32:00,3,2.06,,6.50,8.28,2.72,2.50,2.30,,5.16,1.98,,2.30
2023-03-11 13:34:00,3.14,1.72,,6.72,7.82,2.70,2.66,2.24,,5.08,1.88,,2.40
2023-03-11 13:36:00,3.38,,3.50,6.52,11.4,2.96,2.68,2.36,3.76,5.18,,,2.30
2023-03-11 13:38:00,3.34,,,6.48,8.20,2.64,2.68,2.48,,5.14,1.98,1.68,2.28
2023-03-11 13:40:00,3.50,,,6.88,8.14,2.66,2.62,2.36,,5.20,2.02,1.68,2.38
2023-03-11 13:42:00,3.36,1.82,,6.68,8.96,3.04,2.56,2.38,,5.20,2.02,,2.34
2023-03-11 13:44:00,3.28,,2.02,6.68,8.98,3.18,2.72,2.48,,5.22,2.02,,2.44
2023-03-11 13:46:00,3.42,,2.42,6.62,14.4,3.16,2.62,2.38,22.2,5.20,,,2.40
2023-03-11 13:48:00,3.28,,,6.44,8.90,3.04,2.58,2.46,,5.20,1.98,1.68,2.44
2023-03-11 13:50:00,3.46,,,6.62,8.78,3.08,2.66,2.44,,5.22,1.98,1.68,2.42
2023-03-11 13:52:00,3.34,1.82,,6.64,8.82,3.02,2.62,2.44,,5.20,1.98,,2.46
2023-03-11 13:54:00,3.36,,2.54,6.64,8.88,3.12,2.66,2.44,,5.22,1.92,,2.38
2023-03-11 13:56:00,3.46,,2.20,6.54,14.4,3.16,2.64,2.34,39.8,5.22,,,2.44
2023-03-11 13:58:00,3.30,,,6.64,8.68,2.98,2.60,2.38,,5.16,1.96,1.68,2.44
2023-03-11 14:00:00,3.44,,,6.64,8.78,2.86,2.64,2.34,,5.20,2.02,1.68,2.48
2023-03-11 14:02:00,3.34,,1.90,6.30,8.48,2.92,2.68,2.24,,5.22,1.88,,2.34
2023-03-11 14:04:00,3.26,,1.90,6.52,8.78,3,2.68,2.20,,5.22,1.90,,2.40
2023-03-11 14:06:00,3.34,,2.48,6.64,14.3,3.18,2.70,2.42,60.6,5.18,,,2.38
2023-03-11 14:08:00,3.26,,,6.40,8.72,2.96,2.66,2.40,,5.22,2,1.66,2.42
2023-03-11 14:10:00,3.34,,,6.40,8.62,3.02,2.62,2.40,,5.22,1.94,1.80,2.30
2023-03-11 14:12:00,2.82,,1.90,6.54,8.40,2.96,2.68,2.32,,5.18,1.92,,2.40
2023-03-11 14:14:00,3.30,1.72,,6.64,8.20,3,2.72,2.46,,5.20,2,,2.32
2023-03-11 14:16:00,3.36,,2.54,6.46,13.9,3.14,2.56,2.44,77.6,5.18,,,2.36
2023-03-11 14:18:00,3.34,,,6.80,8.62,2.96,2.66,2.28,,5.26,1.96,1.68,2.44
2023-03-11 14:20:00,3.28,,,6.76,8.20,2.92,2.66,2.34,,5.14,1.96,1.66,2.40
2023-03-11 14:22:00,3.32,,1.82,6.48,8.42,2.94,2.64,2.36,,5.24,1.96,,2.42
2023-03-11 14:24:00,3.32,1.72,,6.42,8.28,2.88,2.70,2.26,,5.18,2.04,,2.36
2023-03-11 14:26:00,3.22,,3.12,6.58,13.8,3.24,2.64,2.30,95.3,5.20,,,2.42
2023-03-11 14:28:00,3.28,,,6.70,8.20,3.04,2.62,2.24,,5.20,2,1.66,2.32
2023-03-11 14:30:00,3.30,,,6.94,8.32,3.06,2.66,2.34,,5.16,1.98,1.68,2.44
2023-03-11 14:32:00,3.32,1.82,,6.66,8.20,3,2.64,2.20,,5.18,2,,2.26
2023-03-11 14:34:00,3.02,,1.90,6.34,8.34,2.98,2.68,2.26,,5.22,1.86,,2.34
2023-03-11 14:36:00,3.22,,3.22,6.42,14.0,3.14,2.66,2.36,98.2,5.10,,,2.42
2023-03-11 14:38:00,3.16,,,6.52,8.52,3,2.64,2.28,,5.22,1.90,1.68,2.36
2023-03-11 14:40:00,3.12,,,6.64,8.68,2.82,2.68,2.30,,5.14,1.94,1.70,2.34
2023-03-11 14:42:00,3.06,,2.54,6.50,8.48,3.08,2.76,2.24,,5.14,2,,2.36
2023-03-11 14:44:00,3.24,,1.90,6.42,8.04,2.66,2.56,2.22,,5.12,1.94,,2.32
2023-03-11 14:46:00,3.28,,,6.30,10.3,3.06,2.78,2.26,98.5,5.08,1.84,,2.36
2023-03-11 14:48:00,3.14,,,6.42,8.28,2.96,2.68,2.28,,5.18,1.96,1.68,2.28
2023-03-11 14:50:00,3.24,,,6.64,8.42,2.84,2.64,2.32,,5.16,2.06,1.70,2.30
2023-03-11 14:52:00,3.30,,1.82,6.50,8.28,2.74,2.58,2.22,,5.14,2.02,,2.34
2023-03-11 14:54:00,3.04,1.72,,6.54,8.24,2.80,2.70,2.28,,5.22,1.84,,2.38
2023-03-11 14:56:00,3.24,,,6.54,7.96,3.04,2.74,2.22,82.6,5.18,2,,2.34
2023-03-11 14:58:00,3.20,,,6.46,8.30,3,2.62,2.40,,5.12,1.94,1.68,2.38
2023-03-11 15:00:00,3.14,,,6.50,8.04,2.82,2.70,2.14,,5.14,1.86,1.68,2.32
2023-03-11 15:02:00,3.12,,1.88,6.60,8.24,2.92,2.62,2.22,,5.14,1.92,,2.38
2023-03-11 15:04:00,3.22,1.72,1.78,6.34,8.32,2.64,2.64,2.24,,5.08,,,2.36
2023-03-11 15:06:00,3.18,,,6.60,8.48,2.98,2.70,2.36,65.9,5.18,1.82,,2.34
2023-03-11 15:08:00,3.02,,,6.62,8.08,3.12,2.64,2.40,,5.14,1.88,1.68,2.36
2023-03-11 15:10:00,3.06,,,6.56,8.62,2.54,2.68,2.32,,5.10,1.90,1.66,2.34
2023-03-11 15:12:00,2.98,1.82,,6.40,8.36,2.56,2.66,2.30,,5.14,1.94,,2.28
2023-03-11 15:14:00,3.04,,2.54,6.66,7.82,2.90,2.62,2.16,,5.14,2.04,,2.32
2023-03-11 15:16:00,3.18,,,6.84,8.06,3.24,2.54,2.38,46.6,5.12,1.80,,2.44
2023-03-11 15:18:00,3.10,,,6.10,7.98,2.92,2.64,2.32,,5.10,1.84,1.64,2.38
2023-03-11 15:20:00,3.12,,,6.30,7.76,2.92,2.66,2.32,,5.14,1.98,1.66,2.34
2023-03-11 15:22:00,3.12,1.82,,6.56,7.94,2.76,2.64,2.20,,5.12,1.80,,2.40
2023-03-11 15:24:00,3.04,,1.82,6.64,8,2.90,2.60,2.08,,5.12,1.90,,2.32
2023-03-11 15:26:00,3.18,,,6.94,7.64,3.08,2.66,2.32,27.0,5.16,2,,2.34
2023-03-11 15:28:00,3.08,,,6.54,8.10,2.68,2.64,2.20,,5.22,1.88,1.68,2.36
2023-03-11 15:30:00,2.86,,,6.36,7.90,2.36,2.62,2.20,,5.16,1.94,1.62,2.36
2023-03-11 15:32:00,2.92,1.82,1.92,6.44,7.88,2.52,2.72,2.34,,5.12,,,2.20
2023-03-11 15:34:00,3.08,,1.92,6.60,7.64,2.92,2.62,2.38,,5.02,1.82,,2.30
2023-03-11 15:36:00,3.42,,,6.96,8.28,2.66,2.58,2.12,9.48,5.06,2.02,,2.16
2023-03-11 15:38:00,3,,,6.36,7.92,2.82,2.56,2.18,,5.12,1.82,1.66,2.30
2023-03-11 15:40:00,2.84,,,6.64,7.82,2.60,2.72,2.20,,5.10,1.98,1.64,2.30
2023-03-11 15:42:00,3.26,1.82,1.88,6.70,7.76,2.56,2.64,2.20,,5.06,,,2.24
2023-03-11 15:44:00,3.06,1.72,,6.62,7.42,2.48,2.62,2.38,,5.12,1.96,,2.38
2023-03-11 15:46:00,3.06,,,7.10,8,2.68,2.64,2.10,,5.08,1.92,1.66,2.18
2023-03-11 15:48:00,3,,,6.40,8.36,2.70,2.72,2.20,,5.14,1.92,1.64,2.18
2023-03-11 15:50:00,2.88,,,6.32,7.94,2.66,2.68,2.04,,5.12,1.88,1.66,2.26
2023-03-11 15:52:00,3.04,1.82,1.94,6.64,7.88,2.62,2.62,2.18,,5.12,,,2.26
2023-03-11 15:54:00,3,1.72,,6.48,7.54,2.96,2.66,2.16,,5.08,1.94,,2.20
2023-03-11 15:56:00,3.32,,,6.88,7.56,2.62,2.62,2.34,,5.16,1.90,1.64,2.20
2023-03-11 15:58:00,2.96,,,6.42,7.72,2.58,2.60,2.08,,5.04,1.98,1.64,2.20
2023-03-11 16:00:00,3.06,,,6.30,7.36,2.66,2.54,2.12,,5.06,1.90,1.68,2.28
2023-03-11 16:02:00,3.24,1.82,2.34,6.82,7.52,2.40,2.54,2.14,,5.16,,,2.28
2023-03-11 16:04:00,2.96,,1.92,6.64,7.62,2.82,2.60,2.06,,5.14,2.04,,2.40
2023-03-11 16:06:00,3.32,,,6.52,7.48,2.74,2.56,2.08,,4.98,1.82,1.66,2.18
2023-03-11 16:08:00,3.14,,,6.28,7.24,2.60,2.66,2.16,,5.12,1.88,1.62,2.20
2023-03-11 16:10:00,2.74,,,6.38,7.56,2.72,2.70,2.14,,5.04,1.76,1.66,2.30
2023-03-11 16:12:00,2.98,1.82,,6.92,7.70,2.82,2.48,2.20,,5.10,1.90,,2.36
2023-03-11 16:14:00,3.14,,1.88,6.50,7.70,2.46,2.68,2.22,,5.02,1.76,,2.32
