"Time","172.16.66.87:10250 pod","172.16.66.90:10250 pod","172.16.66.91:10250 pod","172.16.66.87:10250 worker","172.16.66.90:10250 worker","172.16.66.91:10250 worker"
2023-03-04 19:20:00,0,0,0,0.479,0.354,0.475
2023-03-04 19:24:00,0,0,0,0.467,0.338,0.479
2023-03-04 19:28:00,0,0,0,0.463,0.329,0.504
2023-03-04 19:32:00,0,0,0,0.471,0.342,0.488
2023-03-04 19:36:00,0,0,0,0.467,0.346,0.504
2023-03-04 19:40:00,0,0,0,0.479,0.346,0.483
2023-03-04 19:44:00,0,0,0,0.438,0.338,0.492
2023-03-04 19:48:00,0,0,0,0.463,0.354,0.500
2023-03-04 19:52:00,0,0,0,0.471,0.350,0.496
2023-03-04 19:56:00,0,0,0,0.475,0.346,0.483
2023-03-04 20:00:00,0,0,0,0.458,0.346,0.483
2023-03-04 20:04:00,0,0,0,0.463,0.338,0.496
2023-03-04 20:08:00,0,0,0,0.467,0.342,0.488
2023-03-04 20:12:00,0,0,0,0.458,0.358,0.483
2023-03-04 20:16:00,0,0,0,0.467,0.342,0.488
2023-03-04 20:20:00,0,0,0,0.467,0.329,0.492
2023-03-04 20:24:00,0,0,0,0.446,0.342,0.492
2023-03-04 20:28:00,0,0,0,0.475,0.358,0.500
2023-03-04 20:32:00,0,0,0,0.463,0.325,0.483
2023-03-04 20:36:00,0,0,0,0.471,0.342,0.479
2023-03-04 20:40:00,0,0,0,0.446,0.358,0.492
2023-03-04 20:44:00,0,0,0,0.471,0.354,0.483
2023-03-04 20:48:00,0,0,0,0.467,0.342,0.496
2023-03-04 20:52:00,0,0,0,0.467,0.338,0.496
2023-03-04 20:56:00,0,0,0,0.463,0.354,0.488
2023-03-04 21:00:00,0,0,0,0.450,0.346,0.496
2023-03-04 21:04:00,0,0,0,0.471,0.354,0.495
2023-03-04 21:08:00,0,0,0,0.475,0.354,0.480
2023-03-04 21:12:00,0,0,0,0.458,0.338,0.492
2023-03-04 21:16:00,0,0,0,0.463,0.338,0.488
2023-03-04 21:20:00,0,0,0,0.463,0.338,0.488
2023-03-04 21:24:00,0,0,0,0.475,0.358,0.483
2023-03-04 21:28:00,0,0,0,0.471,0.338,0.471
2023-03-04 21:32:00,0,0,0,0.467,0.342,0.496
2023-03-04 21:36:00,0,0,0,0.442,0.338,0.500
2023-03-04 21:40:00,0,0,0,0.471,0.358,0.475
2023-03-04 21:44:00,0,0,0,0.467,0.354,0.492
2023-03-04 21:48:00,0,0,0,0.458,0.333,0.500
2023-03-04 21:52:00,0,0,0,0.488,0.350,0.504
2023-03-04 21:56:00,0,0,0,0.471,0.342,0.496
2023-03-04 22:00:00,0,0,0,0.454,0.338,0.471
2023-03-04 22:04:00,0,0,0,0.454,0.363,0.480
2023-03-04 22:08:00,0,0,0,0.467,0.354,0.475
2023-03-04 22:12:00,0,0,0,0.467,0.338,0.504
2023-03-04 22:16:00,0,0,0,0.454,0.342,0.474
2023-03-04 22:20:00,0,0,0,0.463,0.354,0.505
2023-03-04 22:24:00,0,0,0,0.463,0.346,0.500
2023-03-04 22:28:00,0,0,0,0.463,0.354,0.471
2023-03-04 22:32:00,0,0,0,0.483,0.338,0.496
2023-03-04 22:36:00,0,0,0,0.458,0.338,0.488
2023-03-04 22:40:00,0,0,0,0.467,0.338,0.492
2023-03-04 22:44:00,0,0,0,0.458,0.350,0.500
2023-03-04 22:48:00,0,0,0,0.471,0.354,0.492
2023-03-04 22:52:00,0,0,0,0.458,0.338,0.500
2023-03-04 22:56:00,0,0,0,0.463,0.342,0.500
2023-03-04 23:00:00,0,0,0,0.467,0.333,0.475
2023-03-04 23:04:00,0,0,0,0.454,0.367,0.504
2023-03-04 23:08:00,0,0,0,0.475,0.342,0.488
2023-03-04 23:12:00,0,0,0,0.454,0.346,0.488
2023-03-04 23:16:00,0,0,0,0.458,0.333,0.496
2023-03-04 23:20:00,0,0,0,0.463,0.367,0.488
2023-03-04 23:24:00,0,0,0,0.483,0.338,0.488
2023-03-04 23:28:00,0,0,0,0.467,0.350,0.488
2023-03-04 23:32:00,0,0,0,0.463,0.329,0.500
2023-03-04 23:36:00,0,0,0,0.458,0.354,0.479
2023-03-04 23:40:00,0,0,0,0.450,0.338,0.471
2023-03-04 23:44:00,0,0,0,0.488,0.342,0.521
2023-03-04 23:48:00,0,0,0,0.458,0.342,0.488
2023-03-04 23:52:00,0,0,0,0.471,0.342,0.488
2023-03-04 23:56:00,0,0,0,0.471,0.342,0.500
2023-03-05 00:00:00,0,0,0,0.467,0.350,0.475
2023-03-05 00:04:00,0,0,0,0.463,0.350,0.483
2023-03-05 00:08:00,0,0,0,0.458,0.338,0.512
2023-03-05 00:12:00,0,0,0,0.467,0.338,0.467
2023-03-05 00:16:00,0,0,0,0.442,0.358,0.508
2023-03-05 00:20:00,0,0,0,0.471,0.350,0.496
2023-03-05 00:24:00,0,0,0,0.467,0.342,0.488
2023-03-05 00:28:00,0,0,0,0.471,0.342,0.483
2023-03-05 00:32:00,0,0,0,0.463,0.354,0.480
2023-03-05 00:36:00,0,0,0,0.467,0.333,0.492
2023-03-05 00:40:00,0,0,0,0.467,0.350,0.504
2023-03-05 00:44:00,0,0,0,0.458,0.346,0.487
2023-03-05 00:48:00,0,0,0,0.458,0.338,0.467
2023-03-05 00:52:00,0,0,0,0.454,0.358,0.492
2023-03-05 00:56:00,0,0,0,0.479,0.338,0.500
2023-03-05 01:00:00,0,0,0,0.467,0.342,0.488
2023-03-05 01:04:00,0,0,0,0.467,0.346,0.504
2023-03-05 01:08:00,0,0,0,0.446,0.346,0.496
2023-03-05 01:12:00,0,0,0,0.475,0.346,0.488
2023-03-05 01:16:00,0,0,0,0.458,0.333,0.479
2023-03-05 01:20:00,0,0,0,0.479,0.346,0.483
2023-03-05 01:24:00,0,0,0,0.450,0.342,0.500
2023-03-05 01:28:00,0,0,0,0.454,0.329,0.488
2023-03-05 01:32:00,0,0,0,0.479,0.358,0.488
2023-03-05 01:36:00,0,0,0,0.454,0.346,0.479
2023-03-05 01:40:00,0,0,0,0.475,0.337,0.467
2023-03-05 01:44:00,0,0,0,0.454,0.346,0.500
2023-03-05 01:48:00,0,0,0,0.475,0.338,0.488
2023-03-05 01:52:00,0,0,0,0.463,0.354,0.483
2023-03-05 01:56:00,0,0,0,0.475,0.358,0.513
2023-03-05 02:00:00,0,0,0,0.454,0.329,0.488
2023-03-05 02:04:00,0,0,0,0.454,0.350,0.492
2023-03-05 02:08:00,0,0,0,0.446,0.325,0.488
2023-03-05 02:12:00,0,0,0,0.488,0.350,0.492
2023-03-05 02:16:00,0,0,0,0.463,0.350,0.479
2023-03-05 02:20:00,0,0,0,0.450,0.358,0.500
2023-03-05 02:24:00,0,0,0,0.471,0.358,0.483
2023-03-05 02:28:00,0,0,0,0.454,0.329,0.483
2023-03-05 02:32:00,0,0,0,0.471,0.350,0.492
2023-03-05 02:36:00,0,0,0,0.467,0.338,0.492
2023-03-05 02:40:00,0,0,0,0.454,0.333,0.483
2023-03-05 02:44:00,0,0,0,0.467,0.350,0.483
2023-03-05 02:48:00,0,0,0,0.450,0.342,0.488
2023-03-05 02:52:00,0,0,0,0.458,0.346,0.492
2023-03-05 02:56:00,0,0,0,0.467,0.342,0.500
2023-03-05 03:00:00,0,0,0,0.458,0.346,0.483
2023-03-05 03:04:00,0,0,0,0.471,0.346,0.475
2023-03-05 03:08:00,0,0,0,0.467,0.354,0.488
2023-03-05 03:12:00,0,0,0,0.463,0.354,0.487
2023-03-05 03:16:00,0,0,0,0.467,0.333,0.492
2023-03-05 03:20:00,0,0,0,0.458,0.346,0.504
2023-03-05 03:24:00,0,0,0,0.467,0.338,0.475
2023-03-05 03:28:00,0,0,0,0.467,0.342,0.508
2023-03-05 03:32:00,0,0,0,0.454,0.350,0.479
2023-03-05 03:36:00,0,0,0,0.479,0.342,0.487
2023-03-05 03:40:00,0,0,0,0.471,0.338,0.496
2023-03-05 03:44:00,0,0,0,0.438,0.358,0.492
2023-03-05 03:48:00,0,0,0,0.479,0.329,0.496
2023-03-05 03:52:00,0,0,0,0.446,0.350,0.496
2023-03-05 03:56:00,0,0,0,0.471,0.338,0.488
2023-03-05 04:00:00,0,0,0,0.450,0.354,0.471
2023-03-05 04:04:00,0,0,0,0.479,0.337,0.500
2023-03-05 04:08:00,0,0,0,0.446,0.342,0.492
2023-03-05 04:12:00,0,0,0,0.463,0.346,0.496
2023-03-05 04:16:00,0,0,0,0.467,0.329,0.492
2023-03-05 04:20:00,0,0,0,0.479,0.362,0.496
2023-03-05 04:24:00,0,0,0,0.467,0.346,0.483
2023-03-05 04:28:00,0,0,0,0.463,0.346,0.483
2023-03-05 04:32:00,0,0,0,0.458,0.350,0.487
2023-03-05 04:36:00,0,0,0,0.467,0.342,0.484
2023-03-05 04:40:00,0,0,0,0.458,0.338,0.496
2023-03-05 04:44:00,0,0,0,0.483,0.354,0.496
2023-03-05 04:48:00,0,0,0,0.463,0.333,0.475
2023-03-05 04:52:00,0,0,0,0.467,0.350,0.492
2023-03-05 04:56:00,0,0,0,0.454,0.333,0.492
2023-03-05 05:00:00,0,0,0,0.467,0.350,0.495
2023-03-05 05:04:00,0,0,0,0.467,0.342,0.492
2023-03-05 05:08:00,0,0,0,0.462,0.338,0.488
2023-03-05 05:12:00,0,0,0,0.463,0.358,0.479
2023-03-05 05:16:00,0,0,0,0.479,0.354,0.513
2023-03-05 05:20:00,0,0,0,0.467,0.338,0.483
2023-03-05 05:24:00,0,0,0,0.458,0.338,0.479
2023-03-05 05:28:00,0,0,0,0.450,0.346,0.500
2023-03-05 05:32:00,0,0,0,0.483,0.338,0.504
2023-03-05 05:36:00,0,0,0,0.467,0.358,0.496
2023-03-05 05:40:00,0,0,0,0.454,0.329,0.475
2023-03-05 05:44:00,0,0,0,0.467,0.338,0.492
2023-03-05 05:48:00,0,0,0,0.471,0.325,0.500
2023-03-05 05:52:00,0,0,0,0.471,0.342,0.492
2023-03-05 05:56:00,0,0,0,0.446,0.358,0.508
2023-03-05 06:00:00,0,0,0,0.471,0.333,0.479
2023-03-05 06:04:00,0,0,0,0.467,0.338,0.483
2023-03-05 06:08:00,0,0,0,0.475,0.354,0.513
2023-03-05 06:12:00,0,0,0,0.458,0.338,0.492
2023-03-05 06:16:00,0,0,0,0.471,0.358,0.483
2023-03-05 06:20:00,0,0,0,0.458,0.329,0.500
2023-03-05 06:24:00,0,0,0,0.467,0.346,0.488
2023-03-05 06:28:00,0,0,0,0.450,0.350,0.504
2023-03-05 06:32:00,0,0,0,0.475,0.346,0.467
2023-03-05 06:36:00,0,0,0,0.454,0.358,0.508
2023-03-05 06:40:00,0,0,0,0.450,0.329,0.488
2023-03-05 06:44:00,0,0,0,0.463,0.350,0.496
2023-03-05 06:48:00,0,0,0,0.467,0.333,0.495
2023-03-05 06:52:00,0,0,0,0.463,0.342,0.505
2023-03-05 06:56:00,0,0,0,0.463,0.350,0.492
2023-03-05 07:00:00,0,0,0,0.467,0.342,0.492
2023-03-05 07:04:00,0,0,0,0.479,0.342,0.475
2023-03-05 07:08:00,0,0,0,0.454,0.350,0.496
2023-03-05 07:12:00,0,0,0,0.475,0.342,0.496
2023-03-05 07:16:00,0,0,0,0.454,0.338,0.478
2023-03-05 07:20:00,0,0,0,0.446,0.354,0.488
2023-03-05 07:24:00,0,0,0,0.475,0.354,0.504
2023-03-05 07:28:00,0,0,0,0.450,0.333,0.500
2023-03-05 07:32:00,0,0,0,0.475,0.350,0.492
2023-03-05 07:36:00,0,0,0,0.454,0.333,0.496
2023-03-05 07:40:00,0,0,0,0.479,0.354,0.496
2023-03-05 07:44:00,0,0,0,0.454,0.342,0.488
2023-03-05 07:48:00,0,0,0,0.479,0.354,0.492
2023-03-05 07:52:00,0,0,0,0.467,0.350,0.488
2023-03-05 07:56:00,0,0,0,0.467,0.346,0.496
2023-03-05 08:00:00,0,0,0,0.458,0.342,0.483
2023-03-05 08:04:00,0,0,0,0.475,0.346,0.492
2023-03-05 08:08:00,0,0,0,0.467,0.354,0.483
2023-03-05 08:12:00,0,0,0,0.450,0.346,0.504
2023-03-05 08:16:00,0,0,0,0.475,0.346,0.496
2023-03-05 08:20:00,0,0,0,0.471,0.346,0.483
2023-03-05 08:24:00,0,0,0,0.450,0.354,0.488
2023-03-05 08:28:00,0,0,0,0.467,0.342,0.496
2023-03-05 08:32:00,0,0,0,0.450,0.329,0.500
2023-03-05 08:36:00,0,0,0,0.463,0.354,0.487
2023-03-05 08:40:00,0,0,0,0.471,0.350,0.496
2023-03-05 08:44:00,0,0,0,0.475,0.342,0.492
2023-03-05 08:48:00,0,0,0,0.458,0.346,0.479
2023-03-05 08:52:00,0,0,0,0.458,0.354,0.492
2023-03-05 08:56:00,0,0,0,0.471,0.333,0.500
2023-03-05 09:00:00,0,0,0,0.471,0.342,0.479
2023-03-05 09:04:00,0,0,0,0.471,0.346,0.496
2023-03-05 09:08:00,0,0,0,0.446,0.358,0.513
2023-03-05 09:12:00,0,0,0,0.463,0.342,0.492
2023-03-05 09:16:00,0,0,0,0.463,0.346,0.492
2023-03-05 09:20:00,0,0,0,0.471,0.329,0.496
2023-03-05 09:24:00,0,0,0,0.475,0.354,0.496
2023-03-05 09:28:00,0,0,0,0.488,0.342,0.492
2023-03-05 09:32:00,0,0,0,0.446,0.350,0.500
2023-03-05 09:36:00,0,0,0,0.458,0.338,0.488
2023-03-05 09:40:00,0,0,0,0.471,0.346,0.508
2023-03-05 09:44:00,0,0,0,0.446,0.350,0.496
2023-03-05 09:48:00,0,0,0,0.471,0.342,0.504
2023-03-05 09:52:00,0,0,0,0.450,0.346,0.479
2023-03-05 09:56:00,0,0,0,0.463,0.338,0.479
2023-03-05 10:00:00,0,0,0,0.475,0.329,0.517
2023-03-05 10:04:00,0,0,0,0.475,0.346,0.479
2023-03-05 10:08:00,0,0,0,0.458,0.346,0.488
2023-03-05 10:12:00,0,0,0,0.467,0.367,0.483
2023-03-05 10:16:00,0,0,0,0.463,0.346,0.475
2023-03-05 10:20:00,0,0,0,0.471,0.342,0.488
2023-03-05 10:24:00,0,0,0,0.483,0.350,0.488
2023-03-05 10:28:00,0,0,0,0.458,0.346,0.504
2023-03-05 10:32:00,0,0,0,0.479,0.333,0.475
2023-03-05 10:36:00,0,0,0,0.467,0.354,0.492
2023-03-05 10:40:00,0,0,0,0.454,0.346,0.483
2023-03-05 10:44:00,0,0,0,0.471,0.338,0.496
2023-03-05 10:48:00,0,0,0,0.463,0.358,0.475
2023-03-05 10:52:00,0,0,0,0.454,0.333,0.500
2023-03-05 10:56:00,0,0,0,0.471,0.333,0.500
2023-03-05 11:00:00,0,0,0,0.463,0.350,0.488
2023-03-05 11:04:00,0,0,0,0.450,0.338,0.483
2023-03-05 11:08:00,0,0,0,0.475,0.346,0.500
2023-03-05 11:12:00,0,0,0,0.475,0.333,0.500
2023-03-05 11:16:00,0,0,0,0.454,0.346,0.483
2023-03-05 11:20:00,0,0,0,0.471,0.346,0.475
2023-03-05 11:24:00,0,0,0,0.471,0.354,0.496
2023-03-05 11:28:00,0,0,0,0.458,0.354,0.463
2023-03-05 11:32:00,0,0,0,0.463,0.342,0.492
2023-03-05 11:36:00,0,0,0,0.446,0.354,0.513
2023-03-05 11:40:00,0,0,0,0.471,0.342,0.500
2023-03-05 11:44:00,0,0,0,0.463,0.338,0.488
2023-03-05 11:48:00,0,0,0,0.479,0.338,0.496
2023-03-05 11:52:00,0,0,0,0.442,0.354,0.488
2023-03-05 11:56:00,0,0,0,0.463,0.350,0.500
2023-03-05 12:00:00,0,0,0,0.450,0.333,0.475
2023-03-05 12:04:00,0,0,0,0.467,0.354,0.492
2023-03-05 12:08:00,0,0,0,0.471,0.329,0.508
2023-03-05 12:12:00,0,0,0,0.458,0.346,0.475
2023-03-05 12:16:00,0,0,0,0.454,0.342,0.504
2023-03-05 12:20:00,0,0,0,0.463,0.333,0.483
2023-03-05 12:24:00,0,0,0,0.458,0.363,0.475
2023-03-05 12:28:00,0,0,0,0.479,0.342,0.500
2023-03-05 12:32:00,0,0,0,0.458,0.346,0.504
2023-03-05 12:36:00,0,0,0,0.463,0.329,0.492
2023-03-05 12:40:00,0,0,0,0.467,0.350,0.488
2023-03-05 12:44:00,0,0,0,0.446,0.338,0.475
2023-03-05 12:48:00,0,0,0,0.458,0.325,0.488
2023-03-05 12:52:00,0,0,0,0.467,0.358,0.504
2023-03-05 12:56:00,0,0,0,0.471,0.342,0.492
2023-03-05 13:00:00,0,0,0,0.471,0.325,0.479
2023-03-05 13:04:00,0,0,0,0.446,0.354,0.475
2023-03-05 13:08:00,0,0,0,0.467,0.346,0.504
2023-03-05 13:12:00,0,0,0,0.458,0.354,0.496
2023-03-05 13:16:00,0,0,0,0.471,0.342,0.488
2023-03-05 13:20:00,0,0,0,0.475,0.346,0.475
2023-03-05 13:24:00,0,0,0,0.463,0.342,0.492
2023-03-05 13:28:00,0,0,0,0.483,0.346,0.483
2023-03-05 13:32:00,0,0,0,0.467,0.346,0.488
2023-03-05 13:36:00,0,0,0,0.450,0.346,0.488
2023-03-05 13:40:00,0,0,0,0.467,0.342,0.483
2023-03-05 13:44:00,0,0,0,0.488,0.346,0.488
2023-03-05 13:48:00,0,0,0,0.458,0.342,0.483
2023-03-05 13:52:00,0,0,0,0.467,0.350,0.496
2023-03-05 13:56:00,0,0,0,0.458,0.346,0.500
2023-03-05 14:00:00,0,0,0,0.450,0.342,0.475
2023-03-05 14:04:00,0,0,0,0.479,0.338,0.483
2023-03-05 14:08:00,0,0,0,0.458,0.342,0.492
2023-03-05 14:12:00,0,0,0,0.467,0.350,0.500
2023-03-05 14:16:00,0,0,0,0.471,0.358,0.496
2023-03-05 14:20:00,0,0,0,0.467,0.342,0.500
2023-03-05 14:24:00,0,0,0,0.475,0.342,0.471
2023-03-05 14:28:00,0,0,0,0.446,0.342,0.513
2023-03-05 14:32:00,0,0,0,0.463,0.354,0.471
2023-03-05 14:36:00,0,0,0,0.471,0.346,0.483
2023-03-05 14:40:00,0,0,0,0.454,0.338,0.517
2023-03-05 14:44:00,0,0,0,0.475,0.354,0.471
2023-03-05 14:48:00,0,0,0,0.463,0.350,0.504
2023-03-05 14:52:00,0,0,0,0.475,0.342,0.479
2023-03-05 14:56:00,0,0,0,0.446,0.346,0.475
2023-03-05 15:00:00,0,0,0,0.471,0.342,0.487
2023-03-05 15:04:00,0,0,0,0.475,0.338,0.492
2023-03-05 15:08:00,0,0,0,0.467,0.338,0.504
2023-03-05 15:12:00,0,0,0,0.471,0.346,0.517
2023-03-05 15:16:00,0,0,0,0.467,0.363,0.488
2023-03-05 15:20:00,0,0,0,0.463,0.321,0.479
2023-03-05 15:24:00,0,0,0,0.458,0.354,0.475
2023-03-05 15:28:00,0,0,0,0.450,0.354,0.496
2023-03-05 15:32:00,0,0,0,0.475,0.346,0.500
2023-03-05 15:36:00,0,0,0,0.475,0.333,0.496
2023-03-05 15:40:00,0,0,0,0.458,0.358,0.479
2023-03-05 15:44:00,0,0,0,0.463,0.333,0.488
2023-03-05 15:48:00,0,0,0,0.463,0.350,0.496
2023-03-05 15:52:00,0,0,0,0.471,0.338,0.496
2023-03-05 15:56:00,0,0,0,0.454,0.354,0.492
2023-03-05 16:00:00,0,0,0,0.450,0.342,0.479
2023-03-05 16:04:00,0,0,0,0.471,0.350,0.483
2023-03-05 16:08:00,0,0,0,0.458,0.346,0.496
2023-03-05 16:12:00,0,0,0,0.446,0.325,0.504
2023-03-05 16:16:00,0,0,0,0.475,0.350,0.500
2023-03-05 16:20:00,0,0,0,0.467,0.342,0.496
2023-03-05 16:24:00,0,0,0,0.475,0.346,0.475
2023-03-05 16:28:00,0,0,0,0.475,0.338,0.496
2023-03-05 16:32:00,0,0,0,0.454,0.338,0.508
2023-03-05 16:36:00,0,0,0,0.463,0.354,0.479
